"depth","best.age","min.age","max.age"
5.5,17,-44,84
10.5,71,-46,199
32,305,-53,696
50.5,759,431,1119
122,2515,2263,2788
150.5,3216,2979,3471
160,3449,3212,3700
209,4653,4404,4917
221,4947,4692,5221
233,5242,4977,5527
240,5414,5142,5708
254,5847,5602,6109
280,6842,6636,7013
290,7225,6987,7419
310,7511,7344,7656
330,7785,7648,7938
340.5,7929,7782,8117
351,8601,8363,8968
360,9015,8805,9322
370.5,9497,9303,9745
380.5,9957,9762,10165
394.5,10600,10386,10807
405.5,11088,10839,11332
417,11236,11047,11432
425,11338,11158,11531
430,11403,11209,11600
440,11531,11291,11775
452.5,11801,11426,12169
472.5,12198,11726,12693
480,12329,11940,12739
492.5,12547,12274,12834
512.5,12896,12703,13094
530,12942,12747,13135
542.5,12974,12767,13170
570.5,13047,12806,13285
612.5,13156,12844,13514
632.5,13208,12847,13629
670.5,13307,12848,13808
722.5,13442,12862,14149
792,NA,NA,NA
