"sample.depths","sample.ages","Acer.rubrum","Acer.saccharum","Acer.undiff.","Alnus.incana","Betula","Betulaceae.undiff.","Carya","Castanea","Celtis","Cephalanthus","Clethra","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.nigra","Fraxinus.pennsylvanica","Ilex","Juglans","Liquidambar","Moraceae","Myrica","Nyssa","Ostrya.Carpinus","Picea.glauca","Picea.mariana","Picea.undiff.","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnus","Rhus","Salix","Sapindaceae","Tilia","Tsuga","Ulmus","Ambrosia","Araliaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Chenopodiaceae.Amaranthaceae","Cyperaceae.undiff.","Fabaceae.undiff.","Gentiana","Humulus.Cannabis.sativa","Hypericum","Iva.annua.type","Lamiaceae","Linnaea.borealis","Plantago.undiff.","Plantago.rigida.type","Poaceae.undiff.","Ranunculus","Rosaceae","Rumex","Secale","Thalictrum","Trifolium","Urticaceae"
1,-27,0,0.00136054421768707,0,0.00816326530612245,0.0530612244897959,0.00272108843537415,0.00680272108843537,0.00136054421768707,0,0,0,0,0.00408163265306122,0.00272108843537415,0.00272108843537415,0.00680272108843537,0,0,0.00136054421768707,0.00136054421768707,0.00136054421768707,0,0.036734693877551,0.00136054421768707,0.00272108843537415,0.00272108843537415,0,0.00408163265306122,0.0244897959183673,0.00680272108843537,0.52108843537415,0,0,0.187755102040816,0,0,0,0,0,0.00952380952380952,0.00408163265306122,0.0244897959183673,0,0,0.00680272108843537,0.00272108843537415,0,0,0.00136054421768707,0,0,0,0,0,0.00136054421768707,0.0503401360544218,0.00952380952380952,0,0,0.00816326530612245,0,0,0,0
2,-3,0.0071301247771836,0,0,0.0089126559714795,0.0481283422459893,0.0017825311942959,0,0.0017825311942959,0,0,0.0017825311942959,0,0.0035650623885918,0.0035650623885918,0.0035650623885918,0.0089126559714795,0,0.0053475935828877,0,0,0,0,0.0320855614973262,0,0.0089126559714795,0,0,0,0.0053475935828877,0.0035650623885918,0.557932263814617,0,0,0.183600713012478,0,0,0.0017825311942959,0,0,0.0106951871657754,0.0017825311942959,0.0303030303030303,0,0,0,0.0035650623885918,0.0017825311942959,0,0,0,0,0,0,0,0.0017825311942959,0.0409982174688057,0.0071301247771836,0,0.0017825311942959,0.0106951871657754,0,0,0,0.0017825311942959
4,43,0.00163132137030995,0,0,0.0097879282218597,0.0619902120717781,0,0.0097879282218597,0,0,0,0,0,0.0065252854812398,0.00163132137030995,0.00489396411092985,0.00815660685154975,0.0032626427406199,0.00489396411092985,0,0.0032626427406199,0,0,0.0554649265905383,0,0.0032626427406199,0.00489396411092985,0,0.00489396411092985,0.0195758564437194,0.00163132137030995,0.469820554649266,0,0,0.161500815660685,0,0,0,0,0,0.0114192495921697,0,0.0375203915171289,0,0.00163132137030995,0.0032626427406199,0.00163132137030995,0.00163132137030995,0,0,0,0,0,0,0,0,0.0554649265905383,0.0163132137030995,0,0,0.032626427406199,0.00163132137030995,0,0,0
6,90,0.00144092219020173,0.00288184438040346,0,0.0100864553314121,0.0763688760806916,0,0.00864553314121038,0.00432276657060519,0,0,0.00144092219020173,0,0,0.00864553314121038,0.00432276657060519,0.0100864553314121,0.00144092219020173,0.00144092219020173,0,0,0,0,0.0576368876080692,0,0,0.00432276657060519,0,0.00144092219020173,0.0244956772334294,0,0.484149855907781,0,0,0.146974063400576,0,0.00144092219020173,0,0,0,0.0244956772334294,0.00576368876080692,0.0244956772334294,0,0.00144092219020173,0.00288184438040346,0,0.00144092219020173,0,0,0,0,0,0,0,0.00144092219020173,0.0288184438040346,0.0201729106628242,0,0,0.0360230547550432,0.00144092219020173,0,0,0
8,137,0.00177304964539007,0.00531914893617021,0,0.00709219858156028,0.0531914893617021,0.00354609929078014,0.00709219858156028,0,0.00177304964539007,0,0,0,0.00886524822695036,0,0.00354609929078014,0.00886524822695036,0,0.00177304964539007,0.00177304964539007,0,0.00177304964539007,0,0.0354609929078014,0,0.00354609929078014,0.0124113475177305,0,0.00177304964539007,0.00177304964539007,0.00531914893617021,0.539007092198582,0,0,0.136524822695035,0,0.00177304964539007,0.00177304964539007,0,0,0.0212765957446809,0.00354609929078014,0.0425531914893617,0,0,0,0,0.00177304964539007,0,0,0.00177304964539007,0,0,0,0,0.00354609929078014,0.0336879432624113,0.0212765957446809,0,0,0.0212765957446809,0.00354609929078014,0,0,0
10,183,0,0.00380952380952381,0,0.0152380952380952,0.0761904761904762,0.0019047619047619,0.00761904761904762,0.00571428571428571,0,0.0019047619047619,0,0,0.00571428571428571,0.00380952380952381,0.0019047619047619,0.0114285714285714,0,0.00380952380952381,0.0019047619047619,0,0,0,0.0666666666666667,0,0.00571428571428571,0.00380952380952381,0,0.00380952380952381,0.0133333333333333,0.00571428571428571,0.510476190476191,0.0019047619047619,0,0.121904761904762,0,0,0,0,0,0.0266666666666667,0.00952380952380952,0.00952380952380952,0,0.0019047619047619,0,0,0,0,0,0,0,0,0,0,0,0.0495238095238095,0.00571428571428571,0,0,0.0171428571428571,0.00380952380952381,0,0.0019047619047619,0
12,230,0,0.0016,0,0.0096,0.0688,0.0032,0.0112,0.0048,0,0,0,0,0.0112,0.0096,0,0.0176,0,0.0016,0.0016,0.0016,0,0,0.0592,0.0016,0.0064,0.0016,0,0.0064,0.024,0.0064,0.5088,0,0.0016,0.1056,0,0,0.0016,0,0,0.032,0.0048,0.0064,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0.0784,0.0032,0,0,0.008,0,0,0,0
14,277,0,0.00454545454545455,0,0.00151515151515152,0.0772727272727273,0.00303030303030303,0.00757575757575758,0.00151515151515152,0,0,0.00303030303030303,0,0.00454545454545455,0.00606060606060606,0.00606060606060606,0.0151515151515152,0.00151515151515152,0.00151515151515152,0.00151515151515152,0,0.00151515151515152,0,0.0712121212121212,0,0.00151515151515152,0.00757575757575758,0,0.00454545454545455,0.0378787878787879,0.0106060606060606,0.504545454545455,0.00151515151515152,0,0.121212121212121,0,0,0,0,0,0.0166666666666667,0.00303030303030303,0.00909090909090909,0,0,0.00151515151515152,0,0.00151515151515152,0,0,0,0,0,0,0,0,0.0454545454545455,0.00757575757575758,0,0,0.0181818181818182,0,0,0,0
16,325,0,0.00311526479750779,0,0.00934579439252336,0.0623052959501558,0.00467289719626168,0.00311526479750779,0.00155763239875389,0,0,0.00155763239875389,0,0.00467289719626168,0,0.00311526479750779,0.014018691588785,0.00155763239875389,0,0.00155763239875389,0.00311526479750779,0,0,0.0747663551401869,0.00155763239875389,0.00934579439252336,0.00311526479750779,0,0.00311526479750779,0.00934579439252336,0.00778816199376947,0.517133956386293,0.00467289719626168,0.00155763239875389,0.137071651090343,0,0,0,0,0,0.0498442367601246,0.00311526479750779,0.00934579439252336,0,0.00155763239875389,0.00155763239875389,0,0,0,0,0,0,0,0,0,0,0.0467289719626168,0.00311526479750779,0,0,0.00155763239875389,0,0,0,0
18,376,0.00340715502555366,0.00851788756388416,0,0.00851788756388416,0.0477001703577513,0.00681431005110733,0.00511073253833049,0.00511073253833049,0,0,0,0,0.00851788756388416,0.00681431005110733,0.00340715502555366,0.00851788756388416,0.00170357751277683,0.00170357751277683,0,0,0,0,0.0732538330494037,0,0.0136286201022147,0.00170357751277683,0,0.00340715502555366,0.0153321976149915,0.00511073253833049,0.48892674616695,0.00340715502555366,0,0.178875638841567,0,0,0,0,0.00170357751277683,0.020442930153322,0.00340715502555366,0.00340715502555366,0,0.00170357751277683,0.00681431005110733,0,0,0,0,0,0,0,0,0,0,0.0545144804088586,0.00340715502555366,0,0.00170357751277683,0.00340715502555366,0,0,0,0
20,426,0.00321543408360129,0.00321543408360129,0,0.0112540192926045,0.0514469453376206,0.00643086816720257,0.00643086816720257,0.00482315112540193,0,0,0.00321543408360129,0,0.00321543408360129,0.00803858520900321,0.00321543408360129,0.0176848874598071,0,0.00160771704180064,0,0,0,0,0.067524115755627,0.00160771704180064,0.00482315112540193,0.00160771704180064,0,0.00321543408360129,0.022508038585209,0.00482315112540193,0.516077170418006,0,0,0.167202572347267,0,0,0,0,0,0.0257234726688103,0.00160771704180064,0,0,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0.0482315112540193,0.00321543408360129,0,0.00321543408360129,0.00160771704180064,0,0,0,0
22,477,0.00149476831091181,0,0.00149476831091181,0.0104633781763827,0.0343796711509716,0.00448430493273543,0.00448430493273543,0.00298953662182362,0.00149476831091181,0,0,0,0.00597907324364723,0.00747384155455904,0,0.0164424514200299,0.00298953662182362,0.00747384155455904,0,0.00149476831091181,0,0,0.0493273542600897,0,0.00149476831091181,0,0,0.00298953662182362,0.176382660687593,0.00298953662182362,0.482810164424514,0.00149476831091181,0,0.106128550074738,0,0,0,0,0,0.0269058295964126,0.00298953662182362,0,0,0,0.00149476831091181,0,0,0,0,0,0,0,0,0,0,0.0343796711509716,0.00597907324364723,0,0,0,0,0.00149476831091181,0,0
24,527,0.0066006600660066,0.0033003300330033,0,0.0066006600660066,0.0429042904290429,0.00165016501650165,0.0115511551155116,0.00165016501650165,0,0,0,0,0.00495049504950495,0.00825082508250825,0,0.0181518151815182,0,0.00495049504950495,0,0.00165016501650165,0.0033003300330033,0,0.0544554455445545,0.0033003300330033,0.00495049504950495,0.00495049504950495,0,0.0033003300330033,0.00495049504950495,0,0.623762376237624,0.00165016501650165,0,0.115511551155116,0,0,0,0,0.00165016501650165,0.0165016501650165,0.00165016501650165,0.0033003300330033,0,0,0,0,0.0033003300330033,0.00165016501650165,0,0,0,0.00165016501650165,0,0,0,0.033003300330033,0,0,0.00165016501650165,0.0033003300330033,0,0,0,0
26,578,0,0.00380952380952381,0,0.0171428571428571,0.0552380952380952,0.0019047619047619,0.00952380952380952,0.00380952380952381,0,0,0,0,0.00952380952380952,0.00952380952380952,0.0019047619047619,0.020952380952381,0.00571428571428571,0.0019047619047619,0.0019047619047619,0,0,0,0.0380952380952381,0,0.00380952380952381,0.0019047619047619,0,0.0114285714285714,0.0285714285714286,0.0019047619047619,0.56,0,0,0.158095238095238,0,0,0,0,0,0.0133333333333333,0.00571428571428571,0.00380952380952381,0,0,0.00380952380952381,0,0.0019047619047619,0,0,0,0,0,0,0,0,0.019047619047619,0,0,0.0019047619047619,0,0,0.0019047619047619,0,0.0019047619047619
28,625,0.00306278713629403,0.00765696784073507,0,0.0168453292496172,0.0474732006125574,0,0.0168453292496172,0.00765696784073507,0,0,0,0,0.0107197549770291,0.00153139356814701,0.00306278713629403,0.00612557427258806,0,0.00459418070444104,0,0,0.00153139356814701,0,0.0428790199081164,0,0.00153139356814701,0.00306278713629403,0,0.00306278713629403,0.0290964777947933,0,0.594180704441041,0,0,0.130168453292496,0,0,0,0,0,0.0290964777947933,0,0.00306278713629403,0,0.00153139356814701,0.00153139356814701,0.00153139356814701,0,0,0,0,0,0.00153139356814701,0,0,0.00306278713629403,0.0199081163859112,0.00459418070444104,0,0,0.00306278713629403,0,0,0,0
30,670,0,0.00175746924428822,0,0.00878734622144113,0.0579964850615114,0,0.0105448154657293,0.00175746924428822,0,0,0,0,0.00351493848857645,0.00527240773286467,0.0070298769771529,0.0193321616871705,0,0.00351493848857645,0,0.00175746924428822,0,0,0.0509666080843585,0,0.00175746924428822,0.00351493848857645,0,0.00351493848857645,0.0175746924428823,0,0.550087873462214,0.00175746924428822,0.00175746924428822,0.147627416520211,0,0,0,0,0.00175746924428822,0.0492091388400703,0.00175746924428822,0.00527240773286467,0,0.00351493848857645,0.00175746924428822,0,0,0.00175746924428822,0,0,0,0.00175746924428822,0,0,0.00175746924428822,0.0246045694200351,0,0,0.00175746924428822,0,0,0,0,0.00527240773286467
32,714,0,0.00359712230215827,0,0.00719424460431655,0.066546762589928,0,0.00719424460431655,0.00179856115107914,0,0,0,0,0.00179856115107914,0,0.00179856115107914,0.0215827338129496,0,0.00359712230215827,0,0,0,0,0.0503597122302158,0,0.00359712230215827,0.00179856115107914,0,0.00359712230215827,0.0143884892086331,0.00179856115107914,0.589928057553957,0,0,0.147482014388489,0,0,0,0,0,0.0215827338129496,0.00719424460431655,0.00359712230215827,0,0,0.00359712230215827,0,0.00359712230215827,0,0,0,0,0,0,0,0,0.0305755395683453,0.00179856115107914,0,0,0,0,0,0,0
36,804,0,0.0034965034965035,0,0.00874125874125874,0.048951048951049,0,0.0122377622377622,0.0034965034965035,0,0,0,0,0.006993006993007,0.0034965034965035,0,0.0157342657342657,0,0,0.00174825174825175,0.00174825174825175,0,0,0.048951048951049,0.0034965034965035,0.0034965034965035,0,0,0.00174825174825175,0.0227272727272727,0,0.561188811188811,0,0,0.162587412587413,0,0,0,0,0,0.0367132867132867,0.0034965034965035,0,0.00174825174825175,0,0.0034965034965035,0,0.00174825174825175,0,0,0,0,0,0,0,0,0.0402097902097902,0.00174825174825175,0,0,0,0,0,0,0
40,893,0.0033955857385399,0.00169779286926995,0,0.00169779286926995,0.0747028862478778,0,0.00509337860780985,0,0,0,0.00169779286926995,0,0.0067911714770798,0.00509337860780985,0.0033955857385399,0.0254668930390492,0.00169779286926995,0,0,0,0,0,0.0747028862478778,0,0.00848896434634975,0.00509337860780985,0,0.0033955857385399,0.00848896434634975,0,0.500848896434635,0,0,0.179966044142615,0,0,0,0,0,0.0288624787775891,0.0033955857385399,0.0067911714770798,0,0.00169779286926995,0,0,0,0,0,0,0,0,0,0,0,0.0373514431239389,0.0033955857385399,0,0.00169779286926995,0.0033955857385399,0,0.00169779286926995,0,0
44,982,0.00378787878787879,0.00378787878787879,0,0.00378787878787879,0.0757575757575758,0.00378787878787879,0.00757575757575758,0.00378787878787879,0,0,0,0,0.00568181818181818,0.00378787878787879,0,0.0208333333333333,0,0.00568181818181818,0,0,0,0,0.0662878787878788,0,0.00189393939393939,0,0,0,0.0265151515151515,0.00568181818181818,0.490530303030303,0,0,0.172348484848485,0.00189393939393939,0,0,0,0,0.0340909090909091,0.00189393939393939,0.00189393939393939,0,0.00568181818181818,0.00568181818181818,0,0,0.00189393939393939,0,0,0,0,0,0,0.00189393939393939,0.0378787878787879,0.00378787878787879,0,0,0,0,0,0,0.00189393939393939
48,1071,0,0.00709219858156028,0,0.0141843971631206,0.0638297872340425,0.00354609929078014,0.0141843971631206,0.00177304964539007,0,0,0,0,0.00709219858156028,0.0106382978723404,0,0.024822695035461,0,0.00531914893617021,0.00177304964539007,0,0,0,0.0691489361702128,0,0.00886524822695036,0,0,0.00354609929078014,0.0177304964539007,0,0.48758865248227,0,0.00177304964539007,0.179078014184397,0,0,0,0,0,0.0372340425531915,0,0.00177304964539007,0,0.00177304964539007,0.00177304964539007,0,0,0,0,0,0,0,0,0,0,0.0336879432624113,0.00177304964539007,0,0,0,0,0,0,0
52,1160,0,0.00172413793103448,0,0.00689655172413793,0.0586206896551724,0,0.0120689655172414,0.00862068965517241,0,0,0.00172413793103448,0,0.00344827586206897,0.00344827586206897,0.00172413793103448,0.0189655172413793,0,0.00862068965517241,0.00172413793103448,0,0,0,0.0724137931034483,0,0.00689655172413793,0,0,0.00344827586206897,0.0206896551724138,0.00344827586206897,0.486206896551724,0,0,0.212068965517241,0,0,0,0.00172413793103448,0,0.0362068965517241,0.00517241379310345,0.00344827586206897,0,0.00172413793103448,0.00689655172413793,0,0,0,0,0,0,0.00172413793103448,0,0,0,0.00862068965517241,0,0.00172413793103448,0,0,0,0,0,0
56,1250,0.00173611111111111,0.00520833333333333,0.00173611111111111,0.00173611111111111,0.0520833333333333,0.00173611111111111,0.00868055555555556,0.00173611111111111,0,0,0,0,0.00520833333333333,0.00347222222222222,0,0.0277777777777778,0,0.00173611111111111,0.00347222222222222,0,0,0,0.0520833333333333,0,0.00520833333333333,0,0,0.00347222222222222,0.015625,0.00173611111111111,0.581597222222222,0.00347222222222222,0,0.152777777777778,0,0,0,0,0.00173611111111111,0.0434027777777778,0.00520833333333333,0,0,0,0,0,0.00173611111111111,0,0,0,0,0,0,0,0,0.0138888888888889,0.00173611111111111,0,0,0,0,0,0,0
60,1339,0.00181488203266788,0.00544464609800363,0,0.00181488203266788,0.0834845735027223,0.00181488203266788,0.00907441016333938,0.00181488203266788,0,0,0,0,0,0,0.0072595281306715,0.0344827586206897,0.00181488203266788,0.00362976406533575,0,0,0,0,0.0453720508166969,0,0.0072595281306715,0.00181488203266788,0,0.00181488203266788,0.0235934664246824,0.00362976406533575,0.497277676950998,0.00181488203266788,0,0.190562613430127,0,0,0,0,0,0.0544464609800363,0.00181488203266788,0.00181488203266788,0,0,0,0,0,0,0,0,0,0.00181488203266788,0,0,0,0.0127041742286751,0.00181488203266788,0,0,0,0,0,0,0
64,1392,0.00324675324675325,0.00487012987012987,0,0.0162337662337662,0.0714285714285714,0.00324675324675325,0.0064935064935065,0.00162337662337662,0,0,0.00162337662337662,0,0.00162337662337662,0.00162337662337662,0.00324675324675325,0.0064935064935065,0,0.00324675324675325,0,0,0,0,0.0487012987012987,0,0.00811688311688312,0,0,0.0064935064935065,0.0211038961038961,0.00162337662337662,0.563311688311688,0.00162337662337662,0,0.155844155844156,0,0,0,0,0,0.0227272727272727,0.00324675324675325,0,0,0,0,0,0.00324675324675325,0,0,0,0,0,0,0,0,0.0292207792207792,0.00974025974025974,0,0,0,0,0,0,0
68,1432,0,0.00351493848857645,0,0.00175746924428822,0.0632688927943761,0,0.0105448154657293,0.00351493848857645,0,0,0.00175746924428822,0,0,0.00175746924428822,0,0.015817223198594,0,0.00351493848857645,0.00175746924428822,0,0,0,0.0474516695957821,0.00175746924428822,0.00351493848857645,0,0,0.00175746924428822,0.0263620386643234,0.00351493848857645,0.546572934973638,0,0,0.154657293497364,0,0,0,0,0,0.031634446397188,0.00351493848857645,0,0,0,0.00351493848857645,0,0.00175746924428822,0,0,0,0,0,0,0,0,0.0615114235500879,0.00175746924428822,0,0.00175746924428822,0.00175746924428822,0,0,0,0
72,1473,0.00394477317554241,0.00788954635108481,0,0.00986193293885602,0.0749506903353057,0.0019723865877712,0.0118343195266272,0.0019723865877712,0,0,0.00394477317554241,0,0.0019723865877712,0.0019723865877712,0.00394477317554241,0.0177514792899408,0,0,0.0019723865877712,0,0,0,0.0670611439842209,0.00394477317554241,0.0019723865877712,0,0,0,0.00986193293885602,0.0019723865877712,0.49112426035503,0.0019723865877712,0,0.205128205128205,0,0,0,0,0,0.0493096646942801,0.00394477317554241,0.0019723865877712,0,0.00394477317554241,0,0,0,0.0019723865877712,0,0,0,0,0,0,0,0.00986193293885602,0.0019723865877712,0,0,0,0,0,0,0
76,1513,0,0.0017636684303351,0,0.00529100529100529,0.0405643738977072,0.0017636684303351,0.0194003527336861,0,0,0,0,0,0,0.00529100529100529,0.0017636684303351,0.0194003527336861,0.0017636684303351,0.0017636684303351,0.00352733686067019,0,0.0017636684303351,0,0.0582010582010582,0,0.00705467372134039,0,0,0.0017636684303351,0.0123456790123457,0.0017636684303351,0.525573192239859,0,0.0017636684303351,0.211640211640212,0,0,0,0,0,0.0335097001763668,0.00352733686067019,0.0017636684303351,0,0,0.0017636684303351,0.0017636684303351,0,0,0,0,0,0,0,0.0017636684303351,0,0.0317460317460317,0,0,0,0,0,0,0,0
80,1554,0.00169491525423729,0.00847457627118644,0,0.0101694915254237,0.0474576271186441,0,0.0203389830508475,0.00169491525423729,0,0,0.00169491525423729,0,0.0101694915254237,0.00508474576271186,0.00508474576271186,0.0169491525423729,0,0.00338983050847458,0,0.00338983050847458,0,0,0.0542372881355932,0,0.00338983050847458,0,0,0.00169491525423729,0.0135593220338983,0.00169491525423729,0.494915254237288,0,0,0.213559322033898,0,0,0.00169491525423729,0,0,0.0305084745762712,0.00508474576271186,0.00169491525423729,0.00169491525423729,0.00338983050847458,0,0,0.00338983050847458,0,0,0,0,0,0,0,0,0.0254237288135593,0.00677966101694915,0,0,0,0,0.00169491525423729,0,0
84,1594,0.00159489633173844,0.00318979266347687,0,0.00956937799043062,0.0653907496012759,0,0.00797448165869218,0,0,0,0.00318979266347687,0,0.00318979266347687,0.00797448165869218,0,0.0175438596491228,0,0.00478468899521531,0.00159489633173844,0,0.00159489633173844,0,0.0430622009569378,0,0.00478468899521531,0,0.00159489633173844,0.00159489633173844,0.0175438596491228,0.00159489633173844,0.494417862838915,0,0,0.226475279106858,0,0,0,0,0,0.0446570972886762,0.00318979266347687,0,0,0.00159489633173844,0,0.00159489633173844,0,0,0,0,0,0,0,0,0,0.025518341307815,0.00318979266347687,0,0,0,0,0.00159489633173844,0,0
88,1635,0,0.00564971751412429,0.00188323917137476,0.00376647834274953,0.0414312617702448,0.00941619585687382,0.0207156308851224,0,0,0,0,0,0.00941619585687382,0.0112994350282486,0,0.0301318267419962,0,0.00376647834274953,0.00941619585687382,0,0,0,0.0564971751412429,0,0.00753295668549906,0,0,0.00376647834274953,0.0150659133709981,0.00188323917137476,0.467043314500942,0,0,0.224105461393597,0,0,0,0,0.00376647834274953,0.0376647834274953,0.00564971751412429,0.00188323917137476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263653483992467,0.00188323917137476,0,0,0,0,0,0,0
92,1676,0,0.0070298769771529,0.00175746924428822,0.0123022847100176,0.0966608084358524,0.00175746924428822,0.015817223198594,0,0,0,0.00351493848857645,0,0.00527240773286467,0.00175746924428822,0.00175746924428822,0.0351493848857645,0.00175746924428822,0.00175746924428822,0.00175746924428822,0,0,0,0.0615114235500879,0.00175746924428822,0,0.00175746924428822,0,0.00175746924428822,0.0210896309314587,0.0070298769771529,0.451669595782074,0.00175746924428822,0,0.195079086115993,0,0,0,0,0,0.0333919156414763,0.0070298769771529,0.00175746924428822,0,0,0,0,0.00351493848857645,0,0,0,0.00175746924428822,0.00175746924428822,0,0,0,0.0123022847100176,0.0070298769771529,0,0,0,0,0,0,0
96,1716,0.00359066427289048,0.00897666068222621,0,0.00538599640933573,0.0897666068222621,0.00359066427289048,0.00897666068222621,0.00179533213644524,0,0,0.00179533213644524,0,0.00359066427289048,0,0.00179533213644524,0.0215439856373429,0,0.00179533213644524,0.00359066427289048,0,0,0,0.0412926391382406,0.00359066427289048,0.00538599640933573,0,0,0.00538599640933573,0.0287253141831239,0,0.475763016157989,0,0,0.201077199281867,0,0,0,0,0,0.0377019748653501,0.00538599640933573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359066427289048,0.00359066427289048,0,0,0,0,0,0,0
