"sample.depths","sample.ages","Acer.rubrum","Acer.saccharum","Acer.undiff.","Alnus.incana","Betula","Betulaceae.undiff.","Carya","Castanea","Celtis","Cephalanthus","Clethra","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.nigra","Fraxinus.pennsylvanica","Ilex","Juglans","Liquidambar","Moraceae","Myrica","Nyssa","Ostrya.Carpinus","Picea.glauca","Picea.mariana","Picea.undiff.","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnus","Rhus","Salix","Sapindaceae","Tilia","Tsuga","Ulmus","Ambrosia","Araliaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Chenopodiaceae.Amaranthaceae","Cyperaceae.undiff.","Fabaceae.undiff.","Gentiana","Humulus.Cannabis.sativa","Hypericum","Iva.annua.type","Lamiaceae","Linnaea.borealis","Plantago.undiff.","Plantago.rigida.type","Poaceae.undiff.","Ranunculus","Rosaceae","Rumex","Secale","Thalictrum","Trifolium","Urticaceae"
100,1757,0,0.00746268656716418,0.00186567164179104,0.00186567164179104,0.082089552238806,0.00186567164179104,0.0130597014925373,0.00559701492537313,0,0,0.00186567164179104,0,0.00559701492537313,0.00186567164179104,0.00186567164179104,0.0298507462686567,0.00186567164179104,0,0.00186567164179104,0,0,0,0.0503731343283582,0.00186567164179104,0.00746268656716418,0,0,0,0.00932835820895522,0,0.488805970149254,0.00186567164179104,0,0.186567164179104,0,0,0,0,0.00186567164179104,0.0298507462686567,0.0111940298507463,0,0,0.00373134328358209,0.00373134328358209,0,0,0,0,0,0.00373134328358209,0,0,0,0,0.0298507462686567,0.0111940298507463,0,0,0,0,0,0,0
104,1797,0,0.00788643533123028,0,0.00473186119873817,0.0772870662460568,0.00315457413249211,0.0157728706624606,0,0,0,0,0,0.00630914826498423,0.00315457413249211,0.00157728706624606,0.0173501577287066,0,0.00157728706624606,0.00315457413249211,0.00157728706624606,0,0,0.0646687697160883,0,0.00473186119873817,0,0,0.00157728706624606,0.0205047318611987,0.00473186119873817,0.515772870662461,0,0,0.186119873817035,0,0,0,0,0,0.0299684542586751,0.00315457413249211,0,0,0,0.00157728706624606,0,0.00157728706624606,0,0,0,0,0,0,0,0.00157728706624606,0.0157728706624606,0.00315457413249211,0,0.00157728706624606,0,0,0,0,0
108,1927,0.0033003300330033,0.00495049504950495,0.00165016501650165,0.0033003300330033,0.0610561056105611,0,0.0099009900990099,0,0,0,0.00165016501650165,0,0.0033003300330033,0.00825082508250825,0.00495049504950495,0.0577557755775578,0.00165016501650165,0.00495049504950495,0.0033003300330033,0,0,0,0.0627062706270627,0,0.0033003300330033,0.0033003300330033,0,0.00165016501650165,0.0132013201320132,0.00165016501650165,0.475247524752475,0,0,0.212871287128713,0,0,0,0,0,0.033003300330033,0.0033003300330033,0,0,0,0.00165016501650165,0,0,0,0,0,0,0,0,0,0,0.0181518151815182,0,0,0,0,0,0,0,0
112,2086,0,0.00176991150442478,0,0.0088495575221239,0.0725663716814159,0.00176991150442478,0.00353982300884956,0.00176991150442478,0,0,0,0,0.00353982300884956,0.00353982300884956,0,0.0371681415929204,0,0.00176991150442478,0,0,0.00176991150442478,0,0.0566371681415929,0,0.00530973451327434,0.00353982300884956,0,0.00176991150442478,0.00176991150442478,0.00176991150442478,0.534513274336283,0,0,0.191150442477876,0,0,0,0,0,0.0424778761061947,0.00530973451327434,0,0,0,0.00530973451327434,0,0,0,0,0,0,0,0,0,0,0.0106194690265487,0,0,0.00176991150442478,0,0,0,0,0
116,2245,0,0.00821018062397373,0,0.00985221674876847,0.0722495894909688,0.00164203612479475,0.00821018062397373,0,0,0,0.00164203612479475,0,0.00492610837438424,0.00328407224958949,0,0.0344827586206897,0,0.00328407224958949,0,0.00164203612479475,0,0,0.0377668308702791,0,0.00492610837438424,0,0,0.00164203612479475,0.013136288998358,0.00164203612479475,0.513957307060755,0.00164203612479475,0,0.203612479474548,0,0,0,0,0,0.0426929392446634,0.00328407224958949,0.00164203612479475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180623973727422,0.00656814449917898,0,0,0,0,0,0,0
120,2404,0.00150375939849624,0,0,0.00300751879699248,0.0796992481203008,0,0.0120300751879699,0.00150375939849624,0,0,0,0,0.0105263157894737,0.00300751879699248,0.00150375939849624,0.0466165413533835,0.00300751879699248,0.00300751879699248,0.00150375939849624,0.00300751879699248,0.00150375939849624,0,0.0421052631578947,0.00150375939849624,0.00150375939849624,0.00150375939849624,0,0.00150375939849624,0.0210526315789474,0.00150375939849624,0.469172932330827,0.00150375939849624,0,0.2,0,0,0,0,0,0.037593984962406,0.0075187969924812,0.00300751879699248,0,0,0,0,0,0,0,0,0,0,0.00150375939849624,0,0,0.0315789473684211,0.00601503759398496,0,0,0,0,0,0,0
128,2722,0.00180505415162455,0.00180505415162455,0,0.00180505415162455,0.0848375451263538,0.0072202166064982,0.0144404332129964,0.00180505415162455,0,0,0,0,0.0108303249097473,0.0036101083032491,0,0.0379061371841155,0,0.00541516245487365,0.00180505415162455,0,0.00180505415162455,0.00180505415162455,0.0667870036101083,0.00180505415162455,0.0072202166064982,0,0,0.00180505415162455,0.0144404332129964,0.00902527075812274,0.436823104693141,0.00180505415162455,0,0.209386281588448,0,0,0.00180505415162455,0,0,0.0379061371841155,0.0036101083032491,0.00180505415162455,0,0,0.00180505415162455,0,0,0,0,0,0,0,0,0,0,0.0180505415162455,0.00902527075812274,0,0,0,0,0,0,0
136,3040,0,0.00588235294117647,0,0.0088235294117647,0.0558823529411765,0,0.0235294117647059,0,0,0,0,0,0.00294117647058824,0.00735294117647059,0.00147058823529412,0.0205882352941176,0,0,0.00147058823529412,0.00147058823529412,0,0,0.0735294117647059,0.00147058823529412,0.00588235294117647,0.00147058823529412,0,0.00147058823529412,0.0117647058823529,0.00588235294117647,0.429411764705882,0,0,0.270588235294118,0,0,0,0,0.00294117647058824,0.0338235294117647,0.00588235294117647,0,0,0.00147058823529412,0.00294117647058824,0,0,0,0,0,0,0.00147058823529412,0,0,0,0.0161764705882353,0.00441176470588235,0,0,0,0,0,0,0
144,3358,0,0.00836120401337793,0,0.00334448160535117,0.0652173913043478,0.00167224080267559,0.00668896321070234,0.00334448160535117,0,0,0.00167224080267559,0,0,0.00167224080267559,0.00167224080267559,0.0384615384615385,0,0.00501672240802676,0,0.00167224080267559,0,0,0.0468227424749164,0,0.00501672240802676,0,0,0.00334448160535117,0.0183946488294314,0.00668896321070234,0.496655518394649,0,0,0.198996655518395,0,0,0,0,0,0.020066889632107,0,0.00334448160535117,0,0,0.00167224080267559,0.00167224080267559,0,0,0,0,0.00167224080267559,0,0,0,0,0.0518394648829431,0.00501672240802676,0,0,0,0,0,0,0
152,NA,0.00163934426229508,0.00163934426229508,0,0.00327868852459016,0.0442622950819672,0,0.0245901639344262,0.00163934426229508,0,0,0.00163934426229508,0.00163934426229508,0.00327868852459016,0.00491803278688525,0.00327868852459016,0.0377049180327869,0,0.00655737704918033,0,0.00163934426229508,0.00163934426229508,0,0.0672131147540984,0.00327868852459016,0.00491803278688525,0,0,0,0.0229508196721311,0.00491803278688525,0.486885245901639,0,0.00163934426229508,0.221311475409836,0,0,0,0,0,0.00819672131147541,0.00655737704918033,0.00163934426229508,0,0.00327868852459016,0.00491803278688525,0.00163934426229508,0,0,0,0,0,0,0,0,0,0.0131147540983607,0.00655737704918033,0,0.00163934426229508,0,0,0,0,0
160,NA,0,0.00186915887850467,0,0.00747663551401869,0.0560747663551402,0.00747663551401869,0.00747663551401869,0,0,0,0,0.00186915887850467,0.00934579439252336,0.00747663551401869,0,0.0261682242990654,0,0.00186915887850467,0,0.00186915887850467,0,0.00186915887850467,0.0392523364485981,0,0.0168224299065421,0,0,0.00186915887850467,0.0186915887850467,0.0186915887850467,0.514018691588785,0,0,0.205607476635514,0.00186915887850467,0,0,0,0,0.00934579439252336,0.00560747663551402,0.00186915887850467,0.00186915887850467,0,0.00747663551401869,0,0.00747663551401869,0,0,0,0,0,0,0,0,0.00747663551401869,0.00934579439252336,0,0.00186915887850467,0,0,0,0,0
