"sample.depths","sample.ages","Abies","Betula","Carya","Caryophyllaceae","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Fagus","Juglans.cinerea","Juglans.nigra","Larix","Picea","Quercus","Rumex","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Alnus","Ambrosia","Pinus","Populus","Poaceae","Iva.xanthifolia","Plantago","Ranunculus","Acer.saccharum","Fraxinus.nigra","Fraxinus.americana","Ostrya","Artemisia","Salix","Sarcobatus.vermiculatus","Rosaceae","Asteraceae.subf..Cichorioideae","Iva.annua","Platanus","Corylus","Impatiens","Thalictrum","Taxus","Shepherdia.canadensis"
1,-28,0.00666666666666667,0.31,0.0133333333333333,0.00333333333333333,0.00666666666666667,0.02,0.01,0.0433333333333333,0.00333333333333333,0.00333333333333333,0.00666666666666667,0.00666666666666667,0.0833333333333333,0.00333333333333333,0.00333333333333333,0.0166666666666667,0.00333333333333333,0.02,0.00333333333333333,0.00666666666666667,0.113333333333333,0.0866666666666667,0.01,0.1,0.00333333333333333,0.00333333333333333,0.00333333333333333,0.07,0.00333333333333333,0.00666666666666667,0.0266666666666667,0,0,0,0,0,0,0,0,0,0,0,0
20,1,0.00455580865603645,0.34624145785877,0,0,0.00911161731207289,0.0227790432801822,0.00911161731207289,0.061503416856492,0,0,0,0.00227790432801822,0.041002277904328,0.00683371298405467,0.00911161731207289,0.0113895216400911,0.00455580865603645,0.0364464692482916,0,0.00455580865603645,0.173120728929385,0.0455580865603645,0.00683371298405467,0.0865603644646925,0,0.0113895216400911,0,0.0432801822323462,0.0113895216400911,0.00911161731207289,0.0159453302961276,0.00455580865603645,0.0113895216400911,0.00455580865603645,0.00683371298405467,0,0,0,0,0,0,0,0
40,31,0.00340136054421769,0.41156462585034,0.00340136054421769,0.00340136054421769,0.0102040816326531,0.0272108843537415,0.00340136054421769,0.0238095238095238,0,0,0,0.00340136054421769,0.0340136054421769,0.00340136054421769,0.0136054421768707,0.0340136054421769,0.00340136054421769,0.0204081632653061,0,0.00680272108843537,0.17687074829932,0.0272108843537415,0,0.108843537414966,0,0.00340136054421769,0,0.0374149659863946,0,0.00680272108843537,0.0170068027210884,0.00680272108843537,0.00340136054421769,0,0,0.00340136054421769,0.00340136054421769,0,0,0,0,0,0
60,62,0.00664451827242525,0.255813953488372,0,0,0.00996677740863787,0.0132890365448505,0.00332225913621262,0.0431893687707641,0,0,0,0.00996677740863787,0.0365448504983389,0.026578073089701,0.00664451827242525,0.119601328903654,0.00996677740863787,0.0631229235880399,0,0.00664451827242525,0.149501661129568,0.0564784053156146,0.00332225913621262,0.079734219269103,0,0.00332225913621262,0,0.0332225913621262,0.0132890365448505,0.00332225913621262,0.0332225913621262,0,0.0132890365448505,0,0,0,0,0,0,0,0,0,0
80,93,0.02,0.303333333333333,0.00333333333333333,0,0,0.0133333333333333,0,0.11,0,0,0.00666666666666667,0.01,0.0333333333333333,0.0166666666666667,0.00666666666666667,0.15,0,0.0766666666666667,0,0.00333333333333333,0.0266666666666667,0.116666666666667,0,0.02,0,0,0,0.0633333333333333,0,0,0.0166666666666667,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0
90,130,0.01,0.293333333333333,0.00666666666666667,0,0,0.0566666666666667,0,0.133333333333333,0,0,0,0,0.0666666666666667,0,0.00333333333333333,0.18,0,0.0633333333333333,0,0.00666666666666667,0.01,0.05,0,0.00666666666666667,0,0,0,0.0533333333333333,0.00333333333333333,0.00666666666666667,0.0366666666666667,0.00333333333333333,0.00333333333333333,0,0,0,0,0.00666666666666667,0,0,0,0,0
100,190,0.00666666666666667,0.3,0.00333333333333333,0,0.00333333333333333,0.02,0,0.126666666666667,0,0,0,0.00666666666666667,0.0566666666666667,0,0.0166666666666667,0.123333333333333,0,0.11,0,0.00333333333333333,0,0.09,0.00333333333333333,0,0,0,0,0.0666666666666667,0,0.00666666666666667,0.05,0.00333333333333333,0,0,0.00333333333333333,0,0,0,0,0,0,0,0
120,309,0.00657894736842105,0.368421052631579,0.00986842105263158,0,0,0.0197368421052632,0.00657894736842105,0.0986842105263158,0.00657894736842105,0,0,0.00328947368421053,0.0789473684210526,0,0.0197368421052632,0.0657894736842105,0.00328947368421053,0.0723684210526316,0,0.00657894736842105,0,0.0888157894736842,0,0,0,0,0,0.0625,0.00986842105263158,0.0131578947368421,0.0493421052631579,0.00328947368421053,0,0,0,0,0,0.00657894736842105,0,0,0,0,0
140,428,0.00334448160535117,0.207357859531773,0.0133779264214047,0,0,0,0,0.123745819397993,0.0133779264214047,0,0.00334448160535117,0.0100334448160535,0.0735785953177258,0,0.0234113712374582,0.120401337792642,0,0.103678929765886,0,0.00668896321070234,0.00668896321070234,0.0903010033444816,0.00334448160535117,0,0,0,0,0.0869565217391304,0.00334448160535117,0.00668896321070234,0.0903010033444816,0.00668896321070234,0,0,0.00334448160535117,0,0,0,0,0,0,0,0
160,546,0.00326797385620915,0.313725490196078,0.0065359477124183,0,0,0.00326797385620915,0,0.0915032679738562,0.00326797385620915,0,0.00326797385620915,0.00326797385620915,0.0686274509803922,0,0.0130718954248366,0.169934640522876,0.00326797385620915,0.0980392156862745,0,0.0065359477124183,0.00980392156862745,0.0326797385620915,0,0.00326797385620915,0,0,0,0.0522875816993464,0.00980392156862745,0.0065359477124183,0.088235294117647,0,0.0065359477124183,0,0,0,0,0.00326797385620915,0,0,0,0,0
180,665,0,0.280936454849498,0.00668896321070234,0,0.00334448160535117,0.040133779264214,0,0.117056856187291,0,0,0,0.00668896321070234,0.0668896321070234,0,0.0267558528428094,0.103678929765886,0.00334448160535117,0.127090301003344,0,0.00334448160535117,0.00334448160535117,0.0602006688963211,0.00334448160535117,0.00334448160535117,0.00334448160535117,0,0,0.0535117056856187,0.0100334448160535,0.00668896321070234,0.0635451505016722,0,0,0,0,0,0,0.00668896321070234,0,0,0,0,0
