"sample.depths","sample.ages","Abies","Betula","Carya","Caryophyllaceae","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Fagus","Juglans.cinerea","Juglans.nigra","Larix","Picea","Quercus","Rumex","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Alnus","Ambrosia","Pinus","Populus","Poaceae","Iva.xanthifolia","Plantago","Ranunculus","Acer.saccharum","Fraxinus.nigra","Fraxinus.americana","Ostrya","Artemisia","Salix","Sarcobatus.vermiculatus","Rosaceae","Asteraceae.subf..Cichorioideae","Iva.annua","Platanus","Corylus","Impatiens","Thalictrum","Taxus","Shepherdia.canadensis"
200,784,0.00332225913621262,0.252491694352159,0,0,0,0.0332225913621262,0,0.132890365448505,0,0,0.00332225913621262,0.00332225913621262,0.0465116279069767,0,0.0332225913621262,0.199335548172757,0,0.122923588039867,0,0.00996677740863787,0.00332225913621262,0.0332225913621262,0.00332225913621262,0,0,0,0,0.0697674418604651,0.00664451827242525,0.00664451827242525,0.0299003322259136,0,0,0,0,0,0,0.00332225913621262,0.00332225913621262,0,0,0,0
220,903,0.01,0.186666666666667,0,0,0,0.0866666666666667,0.00333333333333333,0.12,0.00333333333333333,0,0,0,0.08,0,0.0166666666666667,0.146666666666667,0,0.143333333333333,0,0.00333333333333333,0.00333333333333333,0.0266666666666667,0.00333333333333333,0,0,0,0,0.07,0.0166666666666667,0.03,0.0333333333333333,0,0.0133333333333333,0,0,0,0,0.00333333333333333,0,0,0,0,0
240,1033,0.0131147540983607,0.127868852459016,0.0163934426229508,0,0,0.019672131147541,0.0098360655737705,0.19016393442623,0.00327868852459016,0,0,0.0098360655737705,0.078688524590164,0,0.019672131147541,0.137704918032787,0,0.118032786885246,0.00327868852459016,0.00655737704918033,0.00655737704918033,0.0459016393442623,0,0,0,0,0,0.114754098360656,0.0098360655737705,0.0163934426229508,0.0459016393442623,0,0.00327868852459016,0,0,0,0,0.00327868852459016,0,0,0,0,0
260,1195,0.00664451827242525,0.106312292358804,0.00332225913621262,0,0,0.026578073089701,0.00332225913621262,0.205980066445183,0.00332225913621262,0,0,0.0132890365448505,0.0631229235880399,0,0.0299003322259136,0.245847176079734,0,0.0730897009966777,0,0,0.00332225913621262,0.0398671096345515,0,0.00332225913621262,0,0,0,0.0930232558139535,0.00664451827242525,0.0232558139534884,0.0332225913621262,0.00332225913621262,0,0,0,0,0,0.0132890365448505,0,0,0,0,0
280,1357,0,0.136666666666667,0,0,0.00333333333333333,0.02,0.00333333333333333,0.31,0,0,0,0.00666666666666667,0.0433333333333333,0,0.0333333333333333,0.106666666666667,0,0.103333333333333,0,0.00666666666666667,0,0.05,0.00333333333333333,0,0,0,0,0.08,0.00666666666666667,0.0166666666666667,0.0566666666666667,0.00666666666666667,0.00666666666666667,0,0,0,0,0,0,0,0,0,0
300,1519,0.0066006600660066,0.138613861386139,0.0033003300330033,0,0,0.0264026402640264,0.0033003300330033,0.283828382838284,0,0,0,0.0033003300330033,0.0957095709570957,0,0.0231023102310231,0.135313531353135,0,0.099009900990099,0,0,0,0.0495049504950495,0,0.0033003300330033,0,0,0,0.0891089108910891,0.0099009900990099,0.0033003300330033,0.0231023102310231,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0
320,1681,0.00668896321070234,0.150501672240803,0.00668896321070234,0,0,0.0702341137123746,0,0.25752508361204,0,0,0.00334448160535117,0.00334448160535117,0.0468227424749164,0,0.0167224080267559,0.160535117056856,0.00334448160535117,0.080267558528428,0,0,0,0.0635451505016722,0,0,0,0,0,0.0869565217391304,0.00668896321070234,0,0.0301003344481605,0,0,0,0,0,0,0.00334448160535117,0,0.00334448160535117,0,0,0
340,1843,0.00986842105263158,0.161184210526316,0.0131578947368421,0,0,0.00657894736842105,0.00657894736842105,0.345394736842105,0,0,0,0.00328947368421053,0.055921052631579,0,0.0164473684210526,0.105263157894737,0,0.0690789473684211,0,0,0.00328947368421053,0.0493421052631579,0,0.00328947368421053,0,0,0,0.0855263157894737,0.0164473684210526,0,0.0493421052631579,0,0,0,0,0,0,0,0,0,0,0,0
360,2004,0.00333333333333333,0.153333333333333,0,0,0,0.0166666666666667,0,0.34,0,0.00333333333333333,0,0.00333333333333333,0.0366666666666667,0,0.00666666666666667,0.173333333333333,0.00333333333333333,0.0766666666666667,0,0,0.00333333333333333,0.0333333333333333,0,0,0,0,0,0.116666666666667,0.00333333333333333,0.00333333333333333,0.0133333333333333,0.00333333333333333,0,0,0,0,0,0.00666666666666667,0,0,0,0,0
380,2166,0.00668896321070234,0.133779264214047,0.0133779264214047,0,0,0.0167224080267559,0,0.290969899665552,0,0,0,0,0.080267558528428,0,0.0133779264214047,0.0836120401337793,0,0.17056856187291,0,0,0,0.0735785953177258,0,0,0,0,0,0.0702341137123746,0.00668896321070234,0.0133779264214047,0.0234113712374582,0,0,0,0,0,0,0.00334448160535117,0,0,0,0,0
400,2328,0.00664451827242525,0.186046511627907,0.00664451827242525,0,0,0.00996677740863787,0,0.249169435215947,0,0,0,0,0.0564784053156146,0,0.00664451827242525,0.162790697674419,0,0.136212624584718,0,0,0,0.0332225913621262,0,0,0,0,0,0.112956810631229,0.00996677740863787,0.00332225913621262,0.0132890365448505,0,0.00332225913621262,0,0,0,0,0,0,0,0.00332225913621262,0,0
420,2490,0.00996677740863787,0.169435215946844,0.0166112956810631,0,0,0.0232558139534884,0,0.209302325581395,0.00664451827242525,0,0.00332225913621262,0.00664451827242525,0.0431893687707641,0,0.00664451827242525,0.132890365448505,0.00332225913621262,0.129568106312292,0,0.00664451827242525,0,0.0431893687707641,0.00332225913621262,0.00332225913621262,0,0,0,0.119601328903654,0.00664451827242525,0.0132890365448505,0.0365448504983389,0,0.00332225913621262,0,0,0,0,0.00332225913621262,0,0,0,0,0
440,2652,0.00327868852459016,0.2,0,0,0,0.0524590163934426,0,0.163934426229508,0,0,0,0,0.0655737704918033,0,0.00327868852459016,0.137704918032787,0,0.108196721311475,0,0.00327868852459016,0.00655737704918033,0.0459016393442623,0,0.00327868852459016,0,0,0,0.131147540983607,0.00327868852459016,0.0098360655737705,0.0426229508196721,0.00655737704918033,0,0,0,0,0,0.0131147540983607,0,0,0,0,0
460,2814,0.00677966101694915,0.145762711864407,0.0101694915254237,0,0,0.0474576271186441,0.00677966101694915,0.196610169491525,0.00338983050847458,0,0,0.00338983050847458,0.0474576271186441,0,0.0101694915254237,0.189830508474576,0.00338983050847458,0.105084745762712,0,0.00677966101694915,0.00338983050847458,0.0372881355932203,0.0135593220338983,0.00338983050847458,0,0,0,0.0338983050847458,0.00338983050847458,0.0271186440677966,0.088135593220339,0,0,0,0,0,0,0.00338983050847458,0,0,0,0.00338983050847458,0
480,2976,0.00333333333333333,0.166666666666667,0.00666666666666667,0,0,0.00333333333333333,0,0.163333333333333,0,0.00333333333333333,0,0,0.0833333333333333,0,0,0.196666666666667,0,0.133333333333333,0,0.00333333333333333,0.00333333333333333,0.05,0.00333333333333333,0,0,0,0,0.106666666666667,0.00666666666666667,0.0166666666666667,0.0466666666666667,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0
500,3138,0.00664451827242525,0.345514950166113,0.026578073089701,0,0,0.00996677740863787,0,0.119601328903654,0,0,0,0.00332225913621262,0.0598006644518272,0,0.0232558139534884,0.102990033222591,0,0.0996677740863787,0,0.00664451827242525,0,0.0332225913621262,0,0,0,0,0,0.0930232558139535,0.00996677740863787,0,0.0564784053156146,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0
520,3300,0.00332225913621262,0.355481727574751,0.00332225913621262,0,0,0.053156146179402,0,0.169435215946844,0,0,0,0,0.0465116279069767,0,0.0166112956810631,0.0863787375415282,0,0.0697674418604651,0,0.00996677740863787,0,0.0332225913621262,0,0,0,0,0,0.0697674418604651,0.00332225913621262,0.026578073089701,0.053156146179402,0,0,0,0,0,0,0,0,0,0,0,0
540,3462,0.00328947368421053,0.220394736842105,0.0164473684210526,0,0,0.0493421052631579,0.00657894736842105,0.197368421052632,0.00328947368421053,0,0,0.00328947368421053,0.0361842105263158,0,0.0197368421052632,0.148026315789474,0,0.108552631578947,0,0,0.00328947368421053,0.0296052631578947,0.00657894736842105,0,0,0,0,0.0723684210526316,0.0131578947368421,0.00986842105263158,0.0493421052631579,0,0,0.00328947368421053,0,0,0,0,0,0,0,0,0
560,3624,0.00986842105263158,0.263157894736842,0.00657894736842105,0,0.00328947368421053,0.0789473684210526,0.00328947368421053,0.141447368421053,0,0,0,0,0.0328947368421053,0,0.0131578947368421,0.125,0,0.101973684210526,0,0.00657894736842105,0.00657894736842105,0.0296052631578947,0.00328947368421053,0,0,0,0,0.0953947368421053,0.0131578947368421,0.0131578947368421,0.0493421052631579,0,0,0,0,0,0,0.00328947368421053,0,0,0,0,0
580,3786,0.00333333333333333,0.146666666666667,0.00666666666666667,0,0.00333333333333333,0.00666666666666667,0,0.236666666666667,0,0,0,0,0.06,0,0.0233333333333333,0.1,0.00333333333333333,0.12,0,0.01,0.00666666666666667,0.05,0.00333333333333333,0.00666666666666667,0,0,0,0.136666666666667,0.01,0.0166666666666667,0.0433333333333333,0.00333333333333333,0,0.00333333333333333,0,0,0,0,0,0,0,0,0
600,3948,0.00657894736842105,0.1875,0.00328947368421053,0,0.00328947368421053,0.0460526315789474,0.00328947368421053,0.164473684210526,0.00328947368421053,0.00328947368421053,0.00657894736842105,0,0.0361842105263158,0,0.0197368421052632,0.144736842105263,0.00328947368421053,0.128289473684211,0,0,0,0.0526315789473684,0,0.00328947368421053,0,0,0,0.128289473684211,0.00657894736842105,0.00986842105263158,0.0394736842105263,0,0,0,0,0,0,0,0,0,0,0,0
620,4109,0.01,0.17,0.01,0,0,0.04,0,0.176666666666667,0.00333333333333333,0,0,0,0.07,0,0.0233333333333333,0.136666666666667,0,0.156666666666667,0,0,0.00333333333333333,0.0766666666666667,0,0,0,0,0,0.07,0.00333333333333333,0.00666666666666667,0.0366666666666667,0.00333333333333333,0,0,0,0,0,0.00333333333333333,0,0,0,0,0
640,4271,0.00327868852459016,0.245901639344262,0.0098360655737705,0,0,0.0163934426229508,0,0.154098360655738,0,0,0,0.00327868852459016,0.0491803278688525,0,0.0262295081967213,0.111475409836066,0,0.173770491803279,0,0,0.0098360655737705,0.0327868852459016,0.00327868852459016,0.00655737704918033,0,0,0,0.0885245901639344,0.019672131147541,0.00327868852459016,0.039344262295082,0,0,0,0,0,0,0.00327868852459016,0,0,0,0,0
660,4433,0.01,0.19,0.01,0,0,0.0566666666666667,0,0.15,0,0.00333333333333333,0,0,0.0433333333333333,0,0.04,0.106666666666667,0,0.146666666666667,0,0.00333333333333333,0,0.0333333333333333,0,0,0,0,0,0.123333333333333,0.0233333333333333,0.0166666666666667,0.0366666666666667,0,0.00333333333333333,0,0,0,0,0.00333333333333333,0,0,0,0,0
680,4595,0.00333333333333333,0.166666666666667,0.00666666666666667,0,0.00333333333333333,0.01,0,0.233333333333333,0,0,0,0,0.113333333333333,0,0.03,0.05,0,0.166666666666667,0,0.0133333333333333,0.00666666666666667,0.07,0,0,0,0,0,0.07,0.00333333333333333,0.01,0.03,0.01,0,0,0,0,0,0.00333333333333333,0,0,0,0,0
700,4757,0.00336700336700337,0.202020202020202,0,0,0,0.0841750841750842,0.00673400673400673,0.144781144781145,0.00673400673400673,0.00336700336700337,0,0.00336700336700337,0.0740740740740741,0,0.0235690235690236,0.037037037037037,0.00673400673400673,0.0976430976430976,0,0.00336700336700337,0.0101010101010101,0.104377104377104,0.00673400673400673,0,0,0,0,0.101010101010101,0.0235690235690236,0.0101010101010101,0.0437710437710438,0,0,0,0,0,0,0,0.00336700336700337,0,0,0,0
720,4919,0.00333333333333333,0.19,0.00666666666666667,0,0,0.0133333333333333,0,0.193333333333333,0.02,0,0,0,0.06,0,0.0366666666666667,0.0466666666666667,0.00333333333333333,0.0966666666666667,0,0.00333333333333333,0,0.0866666666666667,0,0,0,0,0,0.126666666666667,0.00666666666666667,0.0233333333333333,0.0633333333333333,0,0.00666666666666667,0,0,0,0,0.0133333333333333,0,0,0,0,0
740,5081,0,0.25,0,0,0,0.00986842105263158,0,0.217105263157895,0.00328947368421053,0,0,0.00328947368421053,0.0592105263157895,0,0.0230263157894737,0.0789473684210526,0,0.101973684210526,0,0.00328947368421053,0.00986842105263158,0.0296052631578947,0,0,0,0,0,0.141447368421053,0.00657894736842105,0.0131578947368421,0.0460526315789474,0,0,0,0.00328947368421053,0,0,0,0,0,0,0,0
760,5729,0,0.11,0.00333333333333333,0,0,0.0266666666666667,0,0.263333333333333,0,0,0,0,0.0466666666666667,0,0.00333333333333333,0.256666666666667,0,0.09,0,0.0166666666666667,0,0.0366666666666667,0.00333333333333333,0,0,0,0,0.0866666666666667,0.00666666666666667,0.0166666666666667,0.0233333333333333,0,0,0,0,0,0,0.01,0,0,0,0,0
780,6376,0,0.066006600660066,0.0066006600660066,0,0,0.0198019801980198,0,0.3003300330033,0.0033003300330033,0.0033003300330033,0,0,0.0693069306930693,0,0.0198019801980198,0.201320132013201,0,0.118811881188119,0,0,0.0066006600660066,0.0429042904290429,0,0,0,0,0,0.0858085808580858,0.0066006600660066,0.0165016501650165,0.0264026402640264,0.0033003300330033,0,0,0,0,0,0.0033003300330033,0,0,0,0,0
800,7024,0,0.026578073089701,0.00332225913621262,0,0,0.00996677740863787,0,0.182724252491694,0.00332225913621262,0,0.00332225913621262,0.00332225913621262,0.0631229235880399,0,0.00996677740863787,0.348837209302326,0,0.109634551495017,0,0,0,0.0631229235880399,0,0,0,0,0,0.0897009966777409,0.0199335548172757,0.0132890365448505,0.0332225913621262,0.00332225913621262,0.00332225913621262,0,0,0,0,0.00996677740863787,0,0,0,0,0
820,7672,0.00328947368421053,0.0263157894736842,0.0131578947368421,0,0,0.0197368421052632,0,0.194078947368421,0.00328947368421053,0,0,0,0.0953947368421053,0,0.0230263157894737,0.220394736842105,0,0.0789473684210526,0,0,0.00986842105263158,0.1875,0,0,0,0,0,0.0789473684210526,0.00986842105263158,0,0.0296052631578947,0,0,0,0,0.00328947368421053,0,0.00328947368421053,0,0,0,0,0
840,8319,0.00328947368421053,0.0361842105263158,0,0,0.00328947368421053,0.0296052631578947,0.00328947368421053,0.0427631578947368,0.00328947368421053,0,0,0,0.101973684210526,0,0.00657894736842105,0.351973684210526,0,0.0953947368421053,0,0.00328947368421053,0.00657894736842105,0.171052631578947,0,0,0,0,0,0.0625,0.0131578947368421,0.0164473684210526,0.0493421052631579,0,0,0,0,0,0,0,0,0,0,0,0
860,8967,0.0066006600660066,0.297029702970297,0,0,0.0033003300330033,0.0132013201320132,0,0.0132013201320132,0,0,0,0.0033003300330033,0.125412541254125,0,0,0.0033003300330033,0,0.0495049504950495,0,0.0033003300330033,0.0066006600660066,0.382838283828383,0,0,0,0,0,0.0099009900990099,0.0033003300330033,0.0066006600660066,0.0726072607260726,0,0,0,0,0,0,0,0,0,0,0,0
880,9614,0.0195439739413681,0.260586319218241,0.00325732899022801,0,0,0.00325732899022801,0.0130293159609121,0.00325732899022801,0,0,0,0.0162866449511401,0.166123778501629,0,0,0.00325732899022801,0,0.0358306188925081,0,0,0,0.416938110749186,0.00325732899022801,0.00651465798045603,0,0,0,0,0.0228013029315961,0,0.0228013029315961,0,0,0,0,0,0,0,0,0,0.00325732899022801,0,0
890,NA,0.00977198697068404,0.185667752442997,0.00325732899022801,0,0,0.0195439739413681,0.0130293159609121,0.0749185667752443,0,0,0.00651465798045603,0.0358306188925081,0.0456026058631922,0,0.00651465798045603,0.0325732899022801,0,0.0293159609120521,0,0,0,0.416938110749186,0.00325732899022801,0.0130293159609121,0,0,0,0.0325732899022801,0.0130293159609121,0.00977198697068404,0.0390879478827362,0,0,0,0,0,0,0,0,0,0,0,0.00977198697068404
