"sample.depths","sample.ages","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Ericaceae","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Rosaceae.undiff.","Amaranthaceae","Myrica.gale","Pinus.banksiana.type","Picea.undiff.","Salix.undiff.","Larix","Populus.balsamifera.type","Poaceae","Acer.saccharum","Nemopanthus.mucronatus","Pinus.strobus","Fagus","Fraxinus.nigra.type","Picea.glauca.type","Tilia","Liliaceae","Abies.balsamea","Rubus.chamaemorus","Juniperus.communis.Thuja.occidentalis.type","Juniperus.type","Onagraceae","Fraxinus.pennsylvanica.type","Juglans.cinerea","Ostrya.Carpinus","Ranunculaceae.undiff.","Taxus","Corylus.cornuta","Tsuga.canadensis","Viburnum.edule","Shepherdia.canadensis","Caryophyllaceae","Salix.vestita.type","Acer.rubrum","Plantago","Carya.ovata","Juglans.nigra","Thalictrum","Apiaceae","Viburnum.undiff.","Salix.herbacea.type","Fabaceae"
0,1,0.0117416829745597,0.330724070450098,0.00587084148727984,0.00195694716242661,0.148727984344423,0.0156555772994129,0.0273972602739726,0.240704500978474,0.0136986301369863,0.00195694716242661,0.00391389432485323,0.00782778864970646,0.00195694716242661,0.00391389432485323,0.00195694716242661,0.00587084148727984,0.125244618395303,0.0450097847358121,0.00587084148727984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,530,0.0035650623885918,0.244206773618538,0,0.0017825311942959,0.13903743315508,0.017825311942959,0.0142602495543672,0.351158645276292,0.0106951871657754,0,0.0035650623885918,0,0.0035650623885918,0,0.0035650623885918,0.0053475935828877,0.146167557932264,0.0392156862745098,0,0.0053475935828877,0.0017825311942959,0.0017825311942959,0.0035650623885918,0.0017825311942959,0.0017825311942959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1061,0.00997150997150997,0.264957264957265,0,0.00427350427350427,0.148148148148148,0.0142450142450142,0.0156695156695157,0.262108262108262,0.0227920227920228,0,0.00142450142450142,0.00142450142450142,0.00142450142450142,0,0,0.00284900284900285,0.145299145299145,0.0555555555555556,0,0.0142450142450142,0,0.00284900284900285,0.00284900284900285,0,0.0113960113960114,0.00142450142450142,0.00142450142450142,0.00712250712250712,0.00142450142450142,0.00284900284900285,0.00142450142450142,0.00142450142450142,0.00142450142450142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1591,0.0079113924050633,0.302215189873418,0,0.00474683544303797,0.117088607594937,0.0142405063291139,0.00474683544303797,0.299050632911392,0.00474683544303797,0,0,0.00158227848101266,0.00158227848101266,0,0.00316455696202532,0,0.17879746835443,0.0427215189873418,0.00316455696202532,0.00632911392405063,0,0.00474683544303797,0,0,0,0,0,0,0,0,0,0,0,0.00158227848101266,0.00158227848101266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2122,0.00672645739910314,0.29372197309417,0.00224215246636771,0.00224215246636771,0.195067264573991,0.015695067264574,0.00896860986547085,0.251121076233184,0.00896860986547085,0,0,0,0.00448430493273543,0,0,0.00224215246636771,0.13677130044843,0.047085201793722,0.00224215246636771,0.00224215246636771,0,0.00448430493273543,0.00448430493273543,0,0.00224215246636771,0,0.00224215246636771,0,0,0,0.00224215246636771,0,0,0,0,0.00224215246636771,0.00224215246636771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2652,0.0087260034904014,0.233856893542757,0.00174520069808028,0.00349040139616056,0.205933682373473,0.0174520069808028,0.00523560209424084,0.342059336823735,0.00523560209424084,0.00349040139616056,0.00174520069808028,0.00349040139616056,0,0,0,0.00349040139616056,0.113438045375218,0.0366492146596859,0,0.00174520069808028,0,0.00174520069808028,0,0,0.00174520069808028,0,0,0,0,0,0,0,0,0.00349040139616056,0,0.00174520069808028,0,0.00174520069808028,0.00174520069808028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,3183,0.0160183066361556,0.22883295194508,0,0.0091533180778032,0.240274599542334,0.0205949656750572,0.0045766590389016,0.34324942791762,0,0,0,0,0,0.0022883295194508,0,0.0022883295194508,0.0938215102974828,0,0,0.011441647597254,0,0,0.0022883295194508,0,0,0.0022883295194508,0,0.0045766590389016,0,0,0.0022883295194508,0,0.0045766590389016,0,0,0.0022883295194508,0,0.0068649885583524,0.0022883295194508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,3448,0.00190839694656489,0.372137404580153,0,0.00381679389312977,0.181297709923664,0.0114503816793893,0.00763358778625954,0.232824427480916,0.0152671755725191,0,0.00190839694656489,0,0.00190839694656489,0,0,0.00381679389312977,0.0782442748091603,0.0648854961832061,0,0.00572519083969466,0,0,0.00190839694656489,0,0.00381679389312977,0,0,0,0,0,0,0,0.00763358778625954,0.00190839694656489,0,0,0,0.00190839694656489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,3713,0.00587084148727984,0.219178082191781,0,0.00391389432485323,0.228962818003914,0.0176125244618395,0.00782778864970646,0.356164383561644,0.00587084148727984,0.00195694716242661,0.00195694716242661,0.00587084148727984,0.00195694716242661,0,0.00587084148727984,0.0136986301369863,0.0567514677103718,0.0450097847358121,0,0,0,0.00782778864970646,0,0,0,0,0,0.00391389432485323,0,0,0.00195694716242661,0,0,0.00391389432485323,0,0,0,0,0,0.00195694716242661,0.00195694716242661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,3978,0.0234042553191489,0.251063829787234,0,0.00638297872340425,0.242553191489362,0.0127659574468085,0,0.253191489361702,0.00851063829787234,0,0,0.00638297872340425,0,0,0.00425531914893617,0.00851063829787234,0.0851063829787234,0.0404255319148936,0,0.00851063829787234,0,0.00851063829787234,0,0.00212765957446809,0.00851063829787234,0,0.00425531914893617,0,0,0,0,0,0.0106382978723404,0.00425531914893617,0,0,0,0.00425531914893617,0,0,0.00212765957446809,0.00212765957446809,0.00212765957446809,0,0,0,0,0,0,0,0,0,0,0,0
160,4243,0.0201729106628242,0.237752161383285,0,0.00432276657060519,0.315561959654179,0.0129682997118156,0.00144092219020173,0.237752161383285,0.015850144092219,0,0.00432276657060519,0.00144092219020173,0.00144092219020173,0,0.00144092219020173,0.0129682997118156,0.0446685878962536,0.0518731988472622,0,0.00144092219020173,0.00144092219020173,0.00288184438040346,0,0,0.00432276657060519,0,0.00432276657060519,0.00288184438040346,0,0,0.00288184438040346,0,0.00864553314121038,0.00432276657060519,0,0,0,0,0,0,0.00144092219020173,0,0,0.00144092219020173,0,0,0,0,0,0,0,0,0,0,0
180,4774,0.00546448087431694,0.293260473588342,0.00182149362477231,0.00546448087431694,0.360655737704918,0.0200364298724954,0.00182149362477231,0.151183970856102,0.00910746812386157,0.00182149362477231,0,0.00182149362477231,0,0.00182149362477231,0,0.0109289617486339,0.0400728597449909,0.0418943533697632,0.00182149362477231,0.00364298724954463,0,0,0,0,0.00546448087431694,0,0.00182149362477231,0.0127504553734062,0,0,0.00182149362477231,0,0.00364298724954463,0,0.00364298724954463,0.00182149362477231,0,0.00182149362477231,0.00182149362477231,0.00182149362477231,0.00728597449908925,0,0,0.00182149362477231,0.00182149362477231,0,0,0,0,0,0,0,0,0,0
200,5304,0.0223325062034739,0.230769230769231,0,0.00496277915632754,0.411910669975186,0.0124069478908189,0.00248138957816377,0.138957816377171,0.0099255583126551,0.00496277915632754,0,0,0.00248138957816377,0.00248138957816377,0.00248138957816377,0.0124069478908189,0.0272952853598015,0.0496277915632754,0,0.0148883374689826,0,0.00248138957816377,0,0,0.0099255583126551,0,0,0.00496277915632754,0,0,0.0124069478908189,0,0.0148883374689826,0,0,0.00248138957816377,0,0,0,0,0.00248138957816377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,5835,0.0165441176470588,0.329044117647059,0.00183823529411765,0.00183823529411765,0.288602941176471,0.0110294117647059,0.00919117647058824,0.205882352941176,0.00367647058823529,0.00367647058823529,0,0,0,0.00183823529411765,0,0.0147058823529412,0.0202205882352941,0.0404411764705882,0.00367647058823529,0.00735294117647059,0,0.00551470588235294,0,0,0.0147058823529412,0,0.00183823529411765,0.00183823529411765,0,0,0.00367647058823529,0,0.00551470588235294,0.00367647058823529,0,0,0,0,0,0,0.00367647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,6312,0.00446428571428571,0.180059523809524,0.00148809523809524,0.00148809523809524,0.553571428571429,0.00595238095238095,0.00446428571428571,0.135416666666667,0.00148809523809524,0.00892857142857143,0.00148809523809524,0.00892857142857143,0,0.00148809523809524,0,0.025297619047619,0.0163690476190476,0.0238095238095238,0,0.00446428571428571,0,0.00148809523809524,0.00148809523809524,0,0.00148809523809524,0,0.00148809523809524,0.00148809523809524,0,0,0,0,0.00297619047619048,0.00297619047619048,0,0.00297619047619048,0,0.00148809523809524,0,0.00148809523809524,0,0,0,0,0,0.00148809523809524,0,0,0,0,0,0,0,0,0
239,6339,0.0227642276422764,0.357723577235772,0.0292682926829268,0.0471544715447154,0.256910569105691,0.0130081300813008,0.0211382113821138,0.0520325203252033,0.0016260162601626,0.0178861788617886,0.0016260162601626,0,0.0032520325203252,0.0048780487804878,0.016260162601626,0.0130081300813008,0.0373983739837398,0.0016260162601626,0.0211382113821138,0.0016260162601626,0.0016260162601626,0.0308943089430894,0,0,0.008130081300813,0,0.0065040650406504,0.0065040650406504,0,0,0,0,0.016260162601626,0.0016260162601626,0,0.0016260162601626,0,0,0,0.0016260162601626,0.0016260162601626,0,0,0,0,0,0.0016260162601626,0.0016260162601626,0,0,0,0,0,0,0
240,6365,0.00387596899224806,0.253875968992248,0.00581395348837209,0.00193798449612403,0.406976744186047,0.0155038759689922,0.00193798449612403,0.166666666666667,0.00387596899224806,0.0213178294573643,0,0.00193798449612403,0,0,0,0.0174418604651163,0.0193798449612403,0.0348837209302326,0.00193798449612403,0.00193798449612403,0.00193798449612403,0.00193798449612403,0,0,0.00968992248062015,0,0.00387596899224806,0.00581395348837209,0,0,0,0,0.00387596899224806,0.00387596899224806,0.00193798449612403,0,0,0,0,0.00193798449612403,0.00581395348837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,6498,0.0287253141831239,0.251346499102334,0,0.00718132854578097,0.382405745062837,0.0197486535008977,0.00179533213644524,0.163375224416517,0,0.00179533213644524,0,0.00538599640933573,0,0,0,0.0161579892280072,0.0215439856373429,0.0538599640933573,0.00359066427289048,0.0107719928186715,0.00179533213644524,0.00718132854578097,0,0,0.0107719928186715,0,0.00359066427289048,0,0,0,0,0,0.00359066427289048,0.00179533213644524,0,0,0,0,0,0.00359066427289048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,6630,0.00611620795107034,0.261467889908257,0,0.00764525993883792,0.35474006116208,0.0107033639143731,0,0.241590214067278,0.00305810397553517,0.00611620795107034,0.00152905198776758,0.00152905198776758,0,0.00152905198776758,0,0.0137614678899083,0.0351681957186544,0.0259938837920489,0.00305810397553517,0,0,0.0107033639143731,0,0,0.00305810397553517,0.00152905198776758,0.00305810397553517,0,0,0,0,0,0.00305810397553517,0.00152905198776758,0,0,0,0,0,0,0,0,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0
255,6763,0.00479616306954436,0.288968824940048,0.00119904076738609,0.00239808153477218,0.390887290167866,0.0155875299760192,0.00119904076738609,0.184652278177458,0.00479616306954436,0.00479616306954436,0.00599520383693046,0.00359712230215827,0.00599520383693046,0,0,0.0179856115107914,0.0215827338129496,0.0191846522781775,0.00599520383693046,0,0.00599520383693046,0.00239808153477218,0,0,0.00239808153477218,0,0.00599520383693046,0,0,0,0,0,0.00119904076738609,0,0,0,0,0,0,0,0.00119904076738609,0,0,0,0.00119904076738609,0,0,0,0,0,0,0,0,0,0
260,6896,0.00204498977505112,0.261758691206544,0.00204498977505112,0.00204498977505112,0.447852760736196,0.00613496932515337,0,0.147239263803681,0.00408997955010225,0.0143149284253579,0.00613496932515337,0.00408997955010225,0,0,0,0.0102249488752556,0.016359918200409,0.0286298568507157,0.00613496932515337,0,0,0.00408997955010225,0,0,0.00613496932515337,0.00204498977505112,0.00204498977505112,0.00613496932515337,0,0,0,0,0.00613496932515337,0.0081799591002045,0,0,0,0,0,0,0.00613496932515337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,7161,0.00133333333333333,0.26,0.00133333333333333,0.00933333333333333,0.385333333333333,0.012,0,0.204,0.00533333333333333,0.0106666666666667,0.004,0,0,0,0,0.0173333333333333,0.0253333333333333,0.0333333333333333,0.008,0.004,0,0.00266666666666667,0,0,0.008,0.00133333333333333,0,0.00266666666666667,0,0,0,0,0,0.00266666666666667,0,0,0,0,0,0.00133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,NA,0,0.291284403669725,0.0137614678899083,0.0137614678899083,0.112385321100917,0.0114678899082569,0.00229357798165138,0.247706422018349,0.00688073394495413,0.0940366972477064,0.00458715596330275,0,0.00688073394495413,0,0.00688073394495413,0.0091743119266055,0.055045871559633,0.0206422018348624,0.0114678899082569,0.0229357798165138,0.00688073394495413,0.0137614678899083,0,0,0.0114678899082569,0,0.00458715596330275,0.00688073394495413,0,0,0,0,0.00229357798165138,0.0114678899082569,0,0.00229357798165138,0,0.00229357798165138,0,0.00229357798165138,0,0.00229357798165138,0,0,0,0,0,0,0.00229357798165138,0,0,0,0,0,0
288,NA,0,0.0935672514619883,0.0116959064327485,0.037037037037037,0.130604288499025,0.144249512670565,0,0.0935672514619883,0.0155945419103314,0.0331384015594542,0.0272904483430799,0.0292397660818713,0.00779727095516569,0.00194931773879142,0.0233918128654971,0.00389863547758285,0.218323586744639,0.00974658869395711,0.01364522417154,0.00194931773879142,0.00584795321637427,0.0155945419103314,0,0,0.00194931773879142,0.00194931773879142,0.00779727095516569,0,0,0,0.00194931773879142,0,0.0194931773879142,0.00974658869395711,0,0.00194931773879142,0,0.00974658869395711,0,0,0.00584795321637427,0,0,0,0,0.00389863547758285,0,0,0,0.00194931773879142,0.00194931773879142,0.00389863547758285,0.00194931773879142,0.00779727095516569,0
