"sample.depths","sample.ages","Artemisia","Betula","Carya","Cyperaceae","Fagus","Juglans.cinerea","Larix","Ostrya.Carpinus","Picea","Platanus","Quercus","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Pinus","Poaceae","Acer.saccharum","Fraxinus.nigra","Fraxinus.americana","Abies","Corylus","Asteraceae.subf..Cichorioideae","Taxus","Populus","Rosaceae","Juglans.nigra","Salix","Myrica","Ilex.Nemopanthus","Cupressaceae","Acer.negundo","Castanea","Rumex","Ranunculus","Acer.rubrum","Sarcobatus.vermiculatus","Celtis","Vitis","Impatiens","Apiaceae","Iva.annua","Lamiaceae"
1,-26,0.005,0.085,0.005,0.03,0.075,0.005,0.01,0.06,0.005,0.005,0.095,0.005,0.035,0.015,0.055,0.015,0.085,0.22,0.09,0.025,0.045,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,149,0,0.0969162995594714,0.013215859030837,0.013215859030837,0.0352422907488987,0,0,0.0616740088105727,0,0.00440528634361234,0.185022026431718,0.00440528634361234,0.0484581497797357,0,0.0352422907488987,0.0308370044052863,0.00881057268722467,0.400881057268722,0,0.0176211453744493,0.013215859030837,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00440528634361234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,242,0,0.148837209302326,0.00465116279069767,0,0.0325581395348837,0,0,0.0232558139534884,0.00930232558139535,0,0.26046511627907,0,0.0372093023255814,0.00465116279069767,0.0186046511627907,0.0232558139534884,0,0.358139534883721,0,0.0372093023255814,0.00465116279069767,0.00465116279069767,0,0.00930232558139535,0,0,0,0,0.00930232558139535,0.00465116279069767,0.00465116279069767,0.00465116279069767,0,0,0,0,0,0,0,0,0,0,0,0,0
50,426,0.009478672985782,0.123222748815166,0.014218009478673,0.004739336492891,0.0710900473933649,0,0,0.0805687203791469,0.004739336492891,0,0.246445497630332,0.004739336492891,0.085308056872038,0,0.018957345971564,0,0.004739336492891,0.232227488151659,0,0.033175355450237,0.037914691943128,0.004739336492891,0,0.009478672985782,0.004739336492891,0,0.004739336492891,0,0,0,0,0,0.004739336492891,0,0,0,0,0,0,0,0,0,0,0,0
80,703,0,0.165919282511211,0.0224215246636771,0,0.0717488789237668,0.00448430493273543,0,0.0538116591928251,0.00448430493273543,0.00448430493273543,0.269058295964126,0.00448430493273543,0.0582959641255605,0.00448430493273543,0.147982062780269,0.00896860986547085,0.0269058295964126,0.0717488789237668,0,0.0269058295964126,0.0179372197309417,0,0.00448430493273543,0.00448430493273543,0,0,0.00448430493273543,0,0,0,0,0,0,0.00448430493273543,0.00448430493273543,0.0134529147982063,0,0,0,0,0,0,0,0,0
100,887,0.00930232558139535,0.125581395348837,0.0186046511627907,0,0.227906976744186,0.013953488372093,0,0.0465116279069767,0.00465116279069767,0.00465116279069767,0.12093023255814,0.0186046511627907,0.0511627906976744,0,0.102325581395349,0.0232558139534884,0,0.12093023255814,0,0.0558139534883721,0.0325581395348837,0.00930232558139535,0,0.00465116279069767,0,0,0,0,0.00465116279069767,0,0,0,0,0,0,0,0.00465116279069767,0,0,0,0,0,0,0,0
130,1164,0.005,0.08,0.025,0.015,0.225,0,0,0.03,0.005,0.015,0.245,0.01,0.06,0,0.06,0.01,0,0.095,0.005,0.05,0.015,0.01,0,0,0,0,0.005,0,0.005,0,0.005,0.01,0,0.005,0,0,0,0.005,0.005,0,0,0,0,0,0
150,1348,0,0.121951219512195,0.0048780487804878,0.0146341463414634,0.321951219512195,0.0048780487804878,0,0.024390243902439,0.0048780487804878,0.0048780487804878,0.146341463414634,0.0097560975609756,0.0292682926829268,0,0.073170731707317,0.024390243902439,0,0.0780487804878049,0.0048780487804878,0.048780487804878,0.0390243902439024,0.0097560975609756,0,0.0097560975609756,0,0,0.0048780487804878,0,0.0048780487804878,0.0048780487804878,0,0,0,0,0.0048780487804878,0,0,0,0,0.0048780487804878,0,0,0,0,0
180,1625,0,0.0976744186046512,0.00465116279069767,0.00930232558139535,0.27906976744186,0.00465116279069767,0,0.0465116279069767,0,0.00930232558139535,0.144186046511628,0.00465116279069767,0.0465116279069767,0,0.0976744186046512,0.0186046511627907,0,0.0976744186046512,0.00465116279069767,0.0511627906976744,0.0232558139534884,0.00465116279069767,0,0.0186046511627907,0,0,0.027906976744186,0,0,0,0,0,0,0.00465116279069767,0,0.00465116279069767,0,0,0,0,0,0,0,0,0
200,1809,0,0.099476439790576,0.0366492146596859,0.00523560209424084,0.240837696335079,0,0,0.031413612565445,0,0,0.214659685863874,0,0.031413612565445,0,0.0837696335078534,0.00523560209424084,0,0.115183246073298,0.0104712041884817,0.0471204188481675,0.0261780104712042,0.0157068062827225,0,0,0,0,0,0,0,0.0157068062827225,0,0,0,0,0,0.00523560209424084,0,0.0157068062827225,0,0,0,0,0,0,0
220,1993,0,0.124423963133641,0.0184331797235023,0,0.202764976958525,0.0138248847926267,0,0.0368663594470046,0.00460829493087558,0,0.179723502304147,0.0184331797235023,0.064516129032258,0,0.0967741935483871,0.0230414746543779,0,0.0829493087557604,0,0.0737327188940092,0.0276497695852535,0.00921658986175115,0,0.00460829493087558,0,0,0.00460829493087558,0,0,0,0,0,0,0,0.00460829493087558,0,0,0.00460829493087558,0,0,0.00460829493087558,0,0,0,0
250,2270,0,0.12280701754386,0.0175438596491228,0.0087719298245614,0.236842105263158,0.0087719298245614,0,0.0087719298245614,0,0,0.087719298245614,0,0.0614035087719298,0.0087719298245614,0.175438596491228,0.0087719298245614,0,0.0789473684210526,0,0.087719298245614,0.0350877192982456,0.0087719298245614,0,0.0263157894736842,0,0,0.0087719298245614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087719298245614,0,0,0
280,2547,0,0.09,0.01,0.02,0.285,0,0,0.045,0.01,0.005,0.125,0.025,0.07,0,0.09,0.025,0,0.055,0,0.05,0.055,0.015,0,0,0,0,0.015,0,0.005,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,2731,0,0.0672645739910314,0.0134529147982063,0.00448430493273543,0.282511210762332,0.00896860986547085,0.00896860986547085,0.0582959641255605,0,0,0.121076233183857,0.0179372197309417,0.0448430493273543,0,0.134529147982063,0.0134529147982063,0,0.094170403587444,0.00896860986547085,0.031390134529148,0.031390134529148,0.0134529147982063,0,0,0.00448430493273543,0,0,0,0,0.00448430493273543,0.00448430493273543,0,0.00896860986547085,0,0,0.00896860986547085,0,0,0,0,0,0,0.00448430493273543,0.00448430493273543,0.00448430493273543
