"depth","best.age","min.age","max.age"
1,25,-14,62
10,246,209,283
20,492,454,531
30,738,696,780
40,984,938,1033
50,1230,1177,1288
60,1476,1414,1543
70,1722,1651,1798
80,1968,1881,2054
90,2214,2115,2310
100,2460,2350,2566
110,2706,2584,2821
120,2952,2819,3077
130,3198,3053,3334
140,3448,3296,3592
150,3739,3608,3868
160,4029,3925,4146
170,4319,4220,4426
180,4610,4507,4710
190,4900,4790,5003
200,5191,5069,5299
210,5481,5346,5601
220,5772,5621,5908
230,6047,5911,6170
240,6322,6195,6437
250,6596,6474,6711
260,6870,6748,6991
270,7145,7016,7274
280,7419,7275,7562
290,7694,7526,7853
297,NA,NA,NA
309,NA,NA,NA
316,NA,NA,NA
324,NA,NA,NA
330,NA,NA,NA
340,NA,NA,NA
350,NA,NA,NA
370,NA,NA,NA
380,NA,NA,NA
