"sample.depths","sample.ages","Abies","Acer","Alnus","Arceuthobium","Arctostaphylos","Betula","Carya","Castanea","Celtis","Cornus.canadensis","Cornus.sericea","Cornus.suecica","Corylus","Cupressaceae","Elaeagnus","Ericaceae.undiff.","Fagus","Fraxinus.nigra","Fraxinus.pennsylvanica","Ilex","Juglans.cinerea","Larix","Liquidambar","Myrica","Myricaria","Ostrya.type","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.undiff.","Platanus","Populus.balsamifera","Populus.tremuloides","Prunus","Quercus","Rhododendron","Rhus","Rubus","Salix","Sambucus","Sarcobatus.vermiculatus","Shepherdia.argentea","Shepherdia.canadensis","Taxus","Tilia","Tsuga.canadensis","Ulmus","Achillea.type","Ambrosia","Anemone.type","Apiaceae.undiff.","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Astragalus","Brassicaceae","Campanulaceae","Caryophyllaceae.undiff.","Chenopodiaceae.undiff.","Convolvulus","Crassulaceae.undiff.","Cyperaceae","Diapensia","Epilobium.latifolium","Fabaceae.undiff.","Fagopyrum","Galium","Gentiana.type","Geranium","Geum","Helianthemum","Humulus","Hypericum","Iva","Linaceae","Lysimachia","Mentha.type","Papaver.type","Plantago","Plumbaginaceae.cf..Armeria","Poaceae","Polygonaceae.undiff.","Potentilla","Primula","Ranunculaceae.undiff.","Rhinanthus","Rosaceae.undiff.","Rumex.type","Sanguisorba","Saxifragaceae.type","Scleranthus","Sedum","Sium","Solanum","Stachys.type","Thalictrum","Urtica","Valeriana.type"
589,NA,0.00364298724954463,0.00546448087431694,0.0692167577413479,0,0,0.138433515482696,0.00182149362477231,0.00182149362477231,0,0.00182149362477231,0,0.00182149362477231,0.00728597449908925,0.0218579234972678,0,0.00182149362477231,0,0.00728597449908925,0.00182149362477231,0,0.00182149362477231,0,0,0.0473588342440801,0,0.0109289617486339,0.29143897996357,0.0236794171220401,0.034608378870674,0.0728597449908925,0,0.034608378870674,0.00364298724954463,0,0.0418943533697632,0,0,0,0.0218579234972678,0,0,0,0.00364298724954463,0,0,0,0.00364298724954463,0,0,0,0,0.00364298724954463,0.0145719489981785,0,0,0,0.00182149362477231,0,0,0,0,0.0692167577413479,0,0.00364298724954463,0,0,0,0,0,0,0,0.00546448087431694,0,0.00182149362477231,0,0,0,0,0,0,0.00364298724954463,0,0.0182149362477231,0,0,0,0.0182149362477231,0,0,0.00364298724954463,0,0,0,0,0,0,0,0
590,NA,0.00519930675909879,0.00346620450606586,0.0589254766031196,0,0,0.121317157712305,0.00173310225303293,0,0,0,0.00173310225303293,0,0.00173310225303293,0.103986135181976,0,0,0,0.00173310225303293,0,0,0,0,0,0.0450606585788562,0,0.00693240901213172,0.308492201039861,0.00519930675909879,0.0277296360485269,0.097053726169844,0.00173310225303293,0.0173310225303293,0.0190641247833622,0,0.024263431542461,0,0,0,0.0138648180242634,0.00173310225303293,0,0,0.00346620450606586,0.00173310225303293,0,0.00346620450606586,0.00173310225303293,0,0,0.00173310225303293,0,0.00346620450606586,0.0138648180242634,0.00173310225303293,0,0,0,0,0,0,0,0.0537261698440208,0,0.00519930675909879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173310225303293,0,0.00346620450606586,0,0.0225303292894281,0.00173310225303293,0,0.00693240901213172,0,0,0,0,0,0.00173310225303293,0.00346620450606586,0
595,NA,0.0181159420289855,0,0.0199275362318841,0,0,0.153985507246377,0,0,0,0,0,0.00543478260869565,0.0126811594202899,0.0108695652173913,0,0,0,0.0036231884057971,0,0,0,0,0,0.0072463768115942,0,0.0036231884057971,0.0833333333333333,0.052536231884058,0.152173913043478,0.367753623188406,0,0.00543478260869565,0,0,0.0217391304347826,0,0,0,0.0072463768115942,0,0,0,0,0,0,0.0144927536231884,0,0,0,0,0,0,0.00181159420289855,0,0,0,0,0,0,0,0,0.0199275362318841,0,0,0,0,0,0,0,0,0,0.00181159420289855,0,0,0,0,0,0,0,0,0.00181159420289855,0,0,0,0,0,0.0289855072463768,0,0,0.00181159420289855,0,0,0,0,0,0.00181159420289855,0.00181159420289855,0
596,10267,0.0229007633587786,0.00610687022900763,0.0625954198473282,0,0,0.381679389312977,0,0,0,0,0,0,0.0152671755725191,0.0381679389312977,0,0,0.00152671755725191,0.00458015267175573,0.00152671755725191,0,0,0,0,0.0152671755725191,0,0.00305343511450382,0.0580152671755725,0.0320610687022901,0.050381679389313,0.16793893129771,0,0.0183206106870229,0.0106870229007634,0,0.0198473282442748,0,0,0,0.00458015267175573,0,0,0,0,0,0,0.0137404580152672,0.00305343511450382,0,0,0,0,0.00305343511450382,0.00458015267175573,0,0.00610687022900763,0,0,0,0,0,0,0.0244274809160305,0,0,0,0,0,0,0,0,0.00152671755725191,0,0,0,0,0,0,0,0,0,0.00458015267175573,0,0,0.00152671755725191,0.00305343511450382,0,0.0122137404580153,0.00152671755725191,0,0.00458015267175573,0,0.00152671755725191,0,0,0,0,0,0
597,10428,0.0342105263157895,0.00394736842105263,0.0328947368421053,0,0,0.272368421052632,0,0,0,0.00131578947368421,0.00131578947368421,0,0.0157894736842105,0.00789473684210526,0.00131578947368421,0,0.00263157894736842,0.00394736842105263,0.00131578947368421,0,0.00131578947368421,0,0,0.0105263157894737,0,0.00263157894736842,0.0421052631578947,0.0263157894736842,0.0973684210526316,0.271052631578947,0,0.00921052631578947,0,0,0.0184210526315789,0,0.00131578947368421,0,0.0131578947368421,0,0,0,0.00131578947368421,0.00131578947368421,0,0.0328947368421053,0.00657894736842105,0,0,0,0,0.00657894736842105,0.00394736842105263,0,0,0,0,0.00131578947368421,0,0,0,0.0355263157894737,0,0,0,0,0,0,0,0,0,0.00131578947368421,0,0,0,0,0,0,0,0,0.00657894736842105,0,0,0.00131578947368421,0.00263157894736842,0,0.0144736842105263,0.00131578947368421,0,0.00394736842105263,0,0,0,0,0,0.00263157894736842,0.00394736842105263,0
598,10589,0.0159883720930233,0.00145348837209302,0.0232558139534884,0,0,0.308139534883721,0,0,0,0,0,0,0.00581395348837209,0.0625,0,0.00145348837209302,0,0.0130813953488372,0.00145348837209302,0,0.00145348837209302,0,0,0.00872093023255814,0,0.00872093023255814,0.0377906976744186,0.0276162790697674,0.0784883720930233,0.225290697674419,0,0.00145348837209302,0.00145348837209302,0,0.0203488372093023,0,0,0,0.00726744186046512,0,0,0,0,0,0,0.059593023255814,0.00581395348837209,0,0,0.00436046511627907,0,0.00581395348837209,0.00290697674418605,0,0,0,0,0.00145348837209302,0.00145348837209302,0,0,0.0377906976744186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00290697674418605,0,0,0,0.00145348837209302,0,0.0145348837209302,0.00290697674418605,0,0.00290697674418605,0,0,0,0,0,0.00145348837209302,0.00290697674418605,0
599,10750,0.011015911872705,0.00489596083231334,0.0208078335373317,0,0,0.413708690330477,0,0,0,0,0,0.00122399020807834,0.02203182374541,0.02937576499388,0,0,0.00122399020807834,0.00367197062423501,0.00244798041615667,0.00122399020807834,0.00122399020807834,0,0,0.0122399020807834,0,0.00734394124847001,0.0440636474908201,0.025703794369645,0.0391676866585067,0.165238678090575,0.00122399020807834,0.0122399020807834,0.00367197062423501,0,0.01468788249694,0,0,0,0.0244798041615667,0,0,0,0.00122399020807834,0,0,0.0244798041615667,0.00244798041615667,0,0.00122399020807834,0,0,0.00611995104039168,0.00489596083231334,0,0,0,0,0.00122399020807834,0,0,0,0.0709914320685435,0,0,0,0,0,0,0,0,0,0.00122399020807834,0,0,0,0,0,0,0,0,0.00856793145654835,0,0,0,0,0,0.00979192166462668,0,0,0,0,0,0,0,0,0.00489596083231334,0,0
600,10895,0.00504413619167718,0,0.0113493064312736,0,0,0.493064312736444,0,0,0,0,0,0.00126103404791929,0.00504413619167718,0.10718789407314,0,0.00252206809583859,0,0.00126103404791929,0,0,0.00126103404791929,0,0.00126103404791929,0.00630517023959647,0,0.00630517023959647,0.0365699873896595,0.0151324085750315,0.00882723833543506,0.0744010088272383,0,0,0.00252206809583859,0,0.00378310214375788,0,0,0,0.0277427490542245,0.00126103404791929,0,0,0,0,0,0.0138713745271122,0.00504413619167718,0,0,0,0,0.00252206809583859,0.00756620428751576,0,0,0,0,0.00252206809583859,0,0,0,0.110970996216898,0,0.00126103404791929,0,0,0,0,0,0,0,0.00252206809583859,0,0,0,0,0,0,0,0,0.0239596469104666,0,0,0,0.00126103404791929,0,0.00630517023959647,0.00126103404791929,0,0,0,0,0,0,0,0.00882723833543506,0,0
603,11331,0.013531799729364,0,0.0257104194857916,0,0,0.139377537212449,0,0,0,0,0,0,0.0094722598105548,0.0013531799729364,0,0.0013531799729364,0,0,0,0,0,0,0,0.0040595399188092,0,0.0081190798376184,0.0757780784844384,0.0757780784844384,0,0.100135317997294,0,0,0.0054127198917456,0,0,0,0,0,0.0284167794316644,0,0,0,0.0013531799729364,0,0,0.0040595399188092,0.0013531799729364,0,0,0,0,0.0311231393775372,0.0297699594046008,0,0,0,0.0013531799729364,0.0257104194857916,0,0,0,0.294993234100135,0,0.0013531799729364,0.0013531799729364,0,0,0,0,0,0,0,0.0013531799729364,0,0,0,0,0,0,0,0.0324763193504736,0,0.0013531799729364,0,0.0027063599458728,0,0.0121786197564276,0.006765899864682,0.0013531799729364,0.0013531799729364,0,0,0,0,0.0013531799729364,0.0581867388362652,0,0
604,11476,0.0082815734989648,0,0.0165631469979296,0,0,0.093167701863354,0,0,0,0.0031055900621118,0,0,0,0.0486542443064182,0,0.0020703933747412,0,0,0,0,0,0.0020703933747412,0,0.0010351966873706,0,0.0062111801242236,0.082815734989648,0.0434782608695652,0.0010351966873706,0.10351966873706,0,0.0020703933747412,0.0010351966873706,0,0.0010351966873706,0,0,0,0.0424430641821946,0,0,0,0,0.0010351966873706,0,0.0020703933747412,0.0041407867494824,0,0,0,0,0.0279503105590062,0.0186335403726708,0,0.0010351966873706,0,0.0031055900621118,0.0144927536231884,0,0,0,0.332298136645963,0,0,0.0020703933747412,0,0,0,0,0,0,0.005175983436853,0,0,0.0010351966873706,0,0,0,0,0,0.0289855072463768,0,0.0010351966873706,0,0,0,0.0134575569358178,0.0144927536231884,0,0.0062111801242236,0,0,0,0,0,0.0600414078674948,0.0041407867494824,0
