"sample.depths","sample.ages","Abies","Acer","Alnus","Arceuthobium","Arctostaphylos","Betula","Carya","Castanea","Celtis","Cornus.canadensis","Cornus.sericea","Cornus.suecica","Corylus","Cupressaceae","Elaeagnus","Ericaceae.undiff.","Fagus","Fraxinus.nigra","Fraxinus.pennsylvanica","Ilex","Juglans.cinerea","Larix","Liquidambar","Myrica","Myricaria","Ostrya.type","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.undiff.","Platanus","Populus.balsamifera","Populus.tremuloides","Prunus","Quercus","Rhododendron","Rhus","Rubus","Salix","Sambucus","Sarcobatus.vermiculatus","Shepherdia.argentea","Shepherdia.canadensis","Taxus","Tilia","Tsuga.canadensis","Ulmus","Achillea.type","Ambrosia","Anemone.type","Apiaceae.undiff.","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Astragalus","Brassicaceae","Campanulaceae","Caryophyllaceae.undiff.","Chenopodiaceae.undiff.","Convolvulus","Crassulaceae.undiff.","Cyperaceae","Diapensia","Epilobium.latifolium","Fabaceae.undiff.","Fagopyrum","Galium","Gentiana.type","Geranium","Geum","Helianthemum","Humulus","Hypericum","Iva","Linaceae","Lysimachia","Mentha.type","Papaver.type","Plantago","Plumbaginaceae.cf..Armeria","Poaceae","Polygonaceae.undiff.","Potentilla","Primula","Ranunculaceae.undiff.","Rhinanthus","Rosaceae.undiff.","Rumex.type","Sanguisorba","Saxifragaceae.type","Scleranthus","Sedum","Sium","Solanum","Stachys.type","Thalictrum","Urtica","Valeriana.type"
605,11621,0.0062111801242236,0,0.0388198757763975,0,0,0.100931677018634,0,0,0,0,0,0,0.0062111801242236,0.031055900621118,0,0.0062111801242236,0,0,0,0,0.0015527950310559,0,0,0,0,0.0124223602484472,0.0652173913043478,0.0279503105590062,0.0077639751552795,0.122670807453416,0,0,0.0062111801242236,0,0.0015527950310559,0,0,0,0.046583850931677,0.0015527950310559,0,0,0.0031055900621118,0.0015527950310559,0,0,0.0062111801242236,0,0.0031055900621118,0,0,0.0248447204968944,0.0232919254658385,0.0031055900621118,0,0.0015527950310559,0.0031055900621118,0.0295031055900621,0,0,0,0.293478260869565,0,0,0.0015527950310559,0,0,0,0,0,0,0.0062111801242236,0,0,0,0,0,0,0,0,0.031055900621118,0,0.0015527950310559,0,0.0015527950310559,0,0.0046583850931677,0.0124223602484472,0,0.0031055900621118,0,0,0,0,0,0.0590062111801242,0.0031055900621118,0
606,11675,0.00721153846153846,0,0.0360576923076923,0,0,0.0865384615384615,0.00120192307692308,0.00240384615384615,0,0.00240384615384615,0,0,0.00360576923076923,0.00240384615384615,0,0.00240384615384615,0.00120192307692308,0,0,0,0,0,0,0.00480769230769231,0,0.0168269230769231,0.0853365384615385,0.0769230769230769,0.00480769230769231,0.0853365384615385,0,0,0.00240384615384615,0,0.00240384615384615,0,0,0,0.0384615384615385,0.00120192307692308,0,0.00120192307692308,0.00120192307692308,0,0,0.00600961538461538,0.00360576923076923,0,0,0,0,0.0420673076923077,0.0276442307692308,0.00240384615384615,0,0.00120192307692308,0.00360576923076923,0.0288461538461538,0,0,0,0.301682692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120192307692308,0,0.0324519230769231,0.00120192307692308,0,0,0.00120192307692308,0,0.0132211538461538,0.0180288461538462,0,0.00360576923076923,0,0,0,0,0,0.0444711538461538,0.00120192307692308,0
607,11728,0.0072202166064982,0.00180505415162455,0.0342960288808664,0,0,0.0884476534296029,0,0,0,0.00180505415162455,0,0,0.00180505415162455,0.0379061371841155,0,0.0072202166064982,0,0,0.00180505415162455,0,0.00180505415162455,0,0,0.0036101083032491,0,0.0108303249097473,0.0523465703971119,0.0306859205776173,0,0.106498194945848,0,0,0.0036101083032491,0,0,0,0,0,0.0469314079422383,0.0036101083032491,0,0,0,0,0,0.00180505415162455,0.00541516245487365,0,0,0,0,0.0324909747292419,0.0234657039711191,0.00180505415162455,0.0036101083032491,0.00180505415162455,0.00180505415162455,0.0342960288808664,0.00541516245487365,0,0,0.292418772563177,0,0,0,0,0,0,0,0,0,0.0072202166064982,0,0,0,0,0,0,0,0,0.0324909747292419,0.00180505415162455,0,0,0.0036101083032491,0,0.01985559566787,0.00902527075812274,0,0.00902527075812274,0,0,0,0,0,0.0667870036101083,0.0036101083032491,0
608,11782,0.00788954635108481,0,0.0276134122287968,0,0,0.0729783037475345,0,0,0,0.0019723865877712,0,0,0.00394477317554241,0.0315581854043393,0,0.00591715976331361,0,0,0,0,0,0,0,0.0019723865877712,0,0.00788954635108481,0.0670611439842209,0.0315581854043393,0.00591715976331361,0.118343195266272,0,0.0019723865877712,0.0019723865877712,0,0,0,0,0,0.0276134122287968,0.0019723865877712,0,0,0.0019723865877712,0,0,0.00788954635108481,0.00394477317554241,0,0,0,0,0.0453648915187377,0.0177514792899408,0,0,0.0019723865877712,0.0019723865877712,0.00986193293885602,0.0019723865877712,0,0,0.345167652859961,0.0019723865877712,0,0,0,0,0,0,0,0,0.0118343195266272,0,0,0,0,0,0,0,0,0.0355029585798817,0,0,0,0.0019723865877712,0,0.00394477317554241,0.0177514792899408,0,0.00986193293885602,0,0,0,0,0,0.0532544378698225,0.00788954635108481,0
609,11835,0.0100671140939597,0,0.0318791946308725,0,0,0.075503355704698,0,0,0,0,0,0,0.00503355704697987,0.0352348993288591,0.00335570469798658,0.00167785234899329,0,0,0,0,0,0,0,0,0,0.00671140939597315,0.0536912751677852,0.0352348993288591,0.00167785234899329,0.087248322147651,0,0,0.00167785234899329,0,0.00167785234899329,0,0,0,0.0352348993288591,0,0,0,0.00167785234899329,0,0,0.00335570469798658,0.011744966442953,0,0.00335570469798658,0,0,0.0620805369127517,0.0402684563758389,0.00335570469798658,0,0,0.00335570469798658,0.0184563758389262,0,0,0,0.333892617449664,0,0.00335570469798658,0.00167785234899329,0,0,0,0,0,0,0.00671140939597315,0,0,0,0,0,0,0,0,0.0285234899328859,0,0,0.00167785234899329,0.00503355704697987,0,0.00838926174496644,0.011744966442953,0,0,0,0,0,0,0.00167785234899329,0.0570469798657718,0.00671140939597315,0
610,11889,0.0132802124833997,0,0.049136786188579,0,0,0.0836653386454183,0.00265604249667995,0.00132802124833997,0.00132802124833997,0,0,0,0.00929614873837981,0.00132802124833997,0,0.00398406374501992,0,0,0,0,0,0,0,0.00398406374501992,0,0.00664010624169987,0.050464807436919,0.0371845949535193,0,0.0398406374501992,0,0.00132802124833997,0.00531208499335989,0,0,0,0,0,0.0411686586985392,0,0,0,0.00265604249667995,0,0,0,0.00531208499335989,0,0,0,0,0.0690571049136786,0.0398406374501992,0.00265604249667995,0,0.00132802124833997,0.00531208499335989,0.0398406374501992,0,0,0,0.306772908366534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051792828685259,0,0,0,0,0,0.0265604249667995,0.049136786188579,0,0.00398406374501992,0,0,0,0,0,0.0411686586985392,0.00265604249667995,0
611,11943,0.0110294117647059,0,0.0330882352941176,0,0,0.0716911764705882,0,0,0,0.00183823529411765,0,0,0.0147058823529412,0.0569852941176471,0,0.00919117647058824,0,0,0,0,0,0,0,0,0,0.00183823529411765,0.0625,0.0349264705882353,0.00183823529411765,0.0735294117647059,0,0.00367647058823529,0,0,0,0,0,0,0.0386029411764706,0,0,0.00183823529411765,0.00183823529411765,0,0,0.00367647058823529,0,0,0.00735294117647059,0,0,0.0477941176470588,0.0202205882352941,0,0,0,0.00183823529411765,0.0165441176470588,0.00735294117647059,0,0,0.347426470588235,0,0,0.00183823529411765,0,0,0,0,0,0.00183823529411765,0.00735294117647059,0,0,0,0,0,0,0,0,0.0349264705882353,0.00183823529411765,0.00367647058823529,0.00367647058823529,0,0,0.0183823529411765,0.0238970588235294,0,0,0,0,0,0,0,0.0294117647058824,0.00183823529411765,0
612,11996,0.0182648401826484,0,0.0365296803652968,0,0,0.0791476407914764,0,0,0,0.0015220700152207,0,0,0.0015220700152207,0.071537290715373,0,0.0106544901065449,0,0,0,0.0015220700152207,0,0,0,0.0015220700152207,0,0.0030441400304414,0.0441400304414003,0.0258751902587519,0.0015220700152207,0.0791476407914764,0,0.0030441400304414,0.0015220700152207,0,0.0015220700152207,0,0,0,0.0365296803652968,0.0015220700152207,0,0,0,0.0030441400304414,0,0.0030441400304414,0.0030441400304414,0,0.0015220700152207,0,0,0.0517503805175038,0.0213089802130898,0.0015220700152207,0,0,0.0030441400304414,0.0167427701674277,0,0,0,0.293759512937595,0,0,0,0,0,0,0,0,0,0.0045662100456621,0,0,0,0,0,0,0,0,0.060882800608828,0.0015220700152207,0,0,0.0015220700152207,0,0.0197869101978691,0.0289193302891933,0,0.0136986301369863,0,0,0.0015220700152207,0,0,0.0471841704718417,0.0015220700152207,0
613,12050,0.0101394169835234,0,0.0316856780735108,0,0,0.102661596958175,0,0.00126742712294043,0,0,0,0,0.00887198986058302,0.00253485424588086,0.00126742712294043,0.00126742712294043,0,0.00126742712294043,0,0,0,0,0,0,0,0.00253485424588086,0.101394169835234,0.0608365019011407,0,0.0570342205323194,0.00126742712294043,0,0.00633713561470215,0,0.00126742712294043,0,0,0,0.0506970849176172,0,0,0.00126742712294043,0.00887198986058302,0,0,0.00126742712294043,0.00253485424588086,0,0.00633713561470215,0,0,0.0392902408111534,0.026615969581749,0,0,0,0,0.0152091254752852,0,0,0,0.335868187579214,0,0,0.00253485424588086,0,0,0,0,0.00253485424588086,0,0.00126742712294043,0,0,0,0,0,0,0.00380228136882129,0,0.0329531051964512,0,0,0,0,0,0.0190114068441065,0.0240811153358682,0,0,0,0,0,0,0,0.0329531051964512,0.00126742712294043,0
614,12104,0.0122850122850123,0,0.0343980343980344,0,0,0.0933660933660934,0,0,0,0.00122850122850123,0,0,0.00368550368550369,0.0085995085995086,0.00245700245700246,0.00245700245700246,0,0,0,0.00122850122850123,0,0,0,0.00368550368550369,0,0.00368550368550369,0.103194103194103,0.0454545454545455,0,0.0515970515970516,0,0,0.00368550368550369,0,0.00122850122850123,0,0,0,0.0540540540540541,0.00122850122850123,0,0,0.00368550368550369,0.00122850122850123,0,0,0.00737100737100737,0,0,0,0,0.0835380835380835,0.0208845208845209,0,0,0,0.00245700245700246,0.0135135135135135,0,0,0,0.319410319410319,0,0,0,0,0.00245700245700246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417690417690418,0,0,0.00122850122850123,0.00245700245700246,0,0.0245700245700246,0.0208845208845209,0,0,0,0,0,0,0,0.0245700245700246,0.00245700245700246,0
615,12157,0.010498687664042,0,0.0446194225721785,0,0,0.073490813648294,0.00131233595800525,0,0,0.00131233595800525,0,0.00131233595800525,0.010498687664042,0.0026246719160105,0.00131233595800525,0.0026246719160105,0,0.00131233595800525,0,0,0,0,0.00393700787401575,0.00131233595800525,0,0.0026246719160105,0.0958005249343832,0.0433070866141732,0,0.0393700787401575,0.00131233595800525,0.00393700787401575,0.00393700787401575,0,0,0,0,0,0.078740157480315,0,0,0,0.00656167979002625,0,0,0.00131233595800525,0.00131233595800525,0,0.00918635170603675,0,0,0.078740157480315,0.0275590551181102,0,0,0,0.00131233595800525,0.0170603674540682,0.0026246719160105,0,0,0.297900262467192,0,0,0.00131233595800525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036745406824147,0.00131233595800525,0,0,0.00131233595800525,0,0.041994750656168,0.0236220472440945,0,0.00393700787401575,0,0.00131233595800525,0,0,0,0.0196850393700787,0,0
616,12211,0.00866336633663366,0,0.0358910891089109,0,0,0.0742574257425743,0,0,0,0,0,0,0.00742574257425743,0,0.00123762376237624,0.00495049504950495,0,0,0,0,0.00123762376237624,0,0,0.00123762376237624,0,0.00371287128712871,0.0866336633663366,0.0507425742574257,0,0.047029702970297,0,0,0.00618811881188119,0,0,0,0,0,0.0693069306930693,0,0,0.00123762376237624,0.00495049504950495,0,0,0.00495049504950495,0.00618811881188119,0,0.00247524752475248,0,0,0.094059405940594,0.0309405940594059,0,0,0.00247524752475248,0.00123762376237624,0.0160891089108911,0,0,0,0.316831683168317,0,0.00123762376237624,0,0,0,0,0,0,0,0.00123762376237624,0,0,0,0,0,0,0.00123762376237624,0.00123762376237624,0.0433168316831683,0,0,0,0.00123762376237624,0,0.0235148514851485,0.0247524752475248,0,0.00123762376237624,0,0,0,0,0,0.021039603960396,0,0
626,12359,0.00267737617135207,0.00133868808567604,0.0281124497991968,0,0,0.0963855421686747,0.00133868808567604,0,0,0,0,0,0.00401606425702811,0.0107095046854083,0.00133868808567604,0.00535475234270415,0,0.00535475234270415,0,0,0.00133868808567604,0,0,0,0,0.00133868808567604,0.0843373493975904,0.0589022757697456,0,0.0535475234270415,0.00133868808567604,0.00133868808567604,0.00133868808567604,0,0,0,0,0,0.073627844712182,0.00133868808567604,0,0,0.0133868808567604,0,0,0,0,0,0.00133868808567604,0,0,0.069611780455154,0.0535475234270415,0.00133868808567604,0,0,0,0.00669344042838019,0,0,0,0.338688085676037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508701472556894,0,0,0,0,0,0.00937081659973226,0.0174029451137885,0,0,0,0,0,0,0,0,0.00267737617135207,0
631,12384,0,0,0.025609756097561,0,0,0.139024390243902,0.00121951219512195,0,0,0,0,0,0.00853658536585366,0.0146341463414634,0.0024390243902439,0,0,0.00121951219512195,0.0024390243902439,0,0,0.00121951219512195,0,0.00365853658536585,0,0.0024390243902439,0.0707317073170732,0.0317073170731707,0.00121951219512195,0.0451219512195122,0.00121951219512195,0.0121951219512195,0.0182926829268293,0,0.0024390243902439,0,0,0,0.102439024390244,0.0024390243902439,0,0,0.00731707317073171,0.0219512195121951,0,0.00121951219512195,0.00365853658536585,0,0.00121951219512195,0,0,0.0634146341463415,0.0560975609756098,0.00121951219512195,0,0.00365853658536585,0.00121951219512195,0.00609756097560976,0.0024390243902439,0,0,0.258536585365854,0,0.0024390243902439,0.00121951219512195,0,0,0,0,0,0,0,0,0,0,0,0,0.00121951219512195,0.0024390243902439,0,0.0524390243902439,0.0024390243902439,0,0,0,0,0.0097560975609756,0.0048780487804878,0,0.00121951219512195,0,0,0,0,0,0,0.00365853658536585,0
636,12410,0.00114155251141553,0.00228310502283105,0.0091324200913242,0,0,0.331050228310502,0,0,0,0.00114155251141553,0,0,0,0.0136986301369863,0.00114155251141553,0.00114155251141553,0,0,0,0,0,0,0,0.00114155251141553,0,0,0.107305936073059,0.0856164383561644,0,0.0296803652968037,0.00114155251141553,0.00570776255707763,0.00570776255707763,0,0.00114155251141553,0,0,0,0.100456621004566,0,0,0,0.0136986301369863,0,0,0,0.00342465753424658,0,0.00342465753424658,0,0,0.045662100456621,0.0308219178082192,0,0,0,0,0.00342465753424658,0,0,0,0.154109589041096,0,0,0.00570776255707763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262557077625571,0,0,0.00114155251141553,0,0,0.00799086757990868,0.00342465753424658,0,0.00114155251141553,0,0,0,0,0,0,0.00114155251141553,0
641,12435,0,0,0.0149863760217984,0,0,0.0245231607629428,0.00544959128065395,0,0,0.00136239782016349,0,0,0.00544959128065395,0.0340599455040872,0.00681198910081744,0.00408719346049046,0,0.00136239782016349,0,0,0.00136239782016349,0.00136239782016349,0,0.00136239782016349,0,0.00817438692098093,0.0367847411444142,0.0449591280653951,0,0.0408719346049046,0,0.0381471389645777,0.00681198910081744,0,0.0122615803814714,0,0,0,0.0286103542234332,0,0,0,0.0108991825613079,0.00272479564032698,0,0,0.00408719346049046,0,0.00272479564032698,0,0,0.280653950953678,0.064032697547684,0,0,0,0.00136239782016349,0,0,0,0,0.227520435967302,0,0,0,0,0,0.00136239782016349,0,0,0,0,0,0,0,0,0,0,0.00817438692098093,0,0.0299727520435967,0.00136239782016349,0,0,0,0.00272479564032698,0.0272479564032698,0.00272479564032698,0,0.00681198910081744,0,0,0,0.00136239782016349,0,0,0.00544959128065395,0
646,12460,0.00949367088607595,0,0.0158227848101266,0,0,0.0253164556962025,0,0,0,0.00316455696202532,0,0.00316455696202532,0.00632911392405063,0.00949367088607595,0.00949367088607595,0,0,0.00316455696202532,0,0,0,0,0,0.00632911392405063,0,0.00949367088607595,0.155063291139241,0.243670886075949,0,0.0569620253164557,0,0.0348101265822785,0.00316455696202532,0,0.0253164556962025,0,0,0,0.0854430379746835,0.00316455696202532,0,0.00316455696202532,0.0126582278481013,0,0,0,0.00632911392405063,0,0.00316455696202532,0,0,0.0727848101265823,0.0253164556962025,0,0,0.00316455696202532,0,0,0,0,0,0.113924050632911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221518987341772,0,0,0,0.00316455696202532,0,0.0221518987341772,0,0,0.00316455696202532,0,0,0,0,0,0,0,0
