"sample.depths","sample.ages","Carya","Iva.annua.type","Cyperaceae","Ericaceae","Gordonia","Herbs.undiff.","Polygonaceae.undiff.","Quercus","Serenoa","Taxodium","Asteraceae.subf..Asteroideae.undiff.","Myrica","Pinus","Amaranthaceae","Poaceae","Cupressaceae.undiff.","Ceratiola.ericoides","Liquidambar","Morus","Nyssa","Ostrya.Carpinus","Platanus","Salix","Vitis","Acer","Fraxinus","Betula","Fabaceae.undiff.","Ulmus","Alnus","Ambrosia.type","Sabal","Apiaceae","Polygonum","Artemisia","Dalea"
2170,2145,0.0065359477124183,0.0130718954248366,0.0588235294117647,0.00326797385620915,0.0228758169934641,0.00326797385620915,0,0.130718954248366,0.00326797385620915,0.0065359477124183,0.0163398692810458,0.0588235294117647,0.552287581699346,0.0555555555555556,0.0228758169934641,0.0130718954248366,0.0065359477124183,0,0.0065359477124183,0.00326797385620915,0,0,0,0.00326797385620915,0,0.00326797385620915,0,0,0.00326797385620915,0,0.00326797385620915,0,0.00326797385620915,0,0,0
2190,2278,0.00497512437810945,0.0124378109452736,0.0398009950248756,0.00248756218905473,0.0099502487562189,0.00248756218905473,0.00248756218905473,0.0771144278606965,0.00248756218905473,0,0.0174129353233831,0.0746268656716418,0.562189054726368,0.0597014925373134,0.082089552238806,0.0174129353233831,0.00746268656716418,0.00497512437810945,0,0.00248756218905473,0,0,0,0.00497512437810945,0,0.00248756218905473,0,0.00248756218905473,0,0.00248756218905473,0.00248756218905473,0,0.00248756218905473,0,0,0
2210,2411,0,0,0.021021021021021,0.006006006006006,0.018018018018018,0.003003003003003,0,0.0990990990990991,0.006006006006006,0.009009009009009,0.015015015015015,0.087087087087087,0.576576576576577,0.09009009009009,0.039039039039039,0.006006006006006,0.003003003003003,0,0.003003003003003,0.003003003003003,0.006006006006006,0,0,0.006006006006006,0,0,0,0,0,0,0.003003003003003,0,0,0,0,0
2230,2545,0.00571428571428571,0.00857142857142857,0.0457142857142857,0.00571428571428571,0.0257142857142857,0,0,0.0971428571428571,0.00571428571428571,0.0171428571428571,0.0142857142857143,0.0714285714285714,0.525714285714286,0.0971428571428571,0.0342857142857143,0.00857142857142857,0.00571428571428571,0,0.00285714285714286,0.00571428571428571,0,0,0,0.0142857142857143,0,0.00285714285714286,0,0,0,0,0.00571428571428571,0,0,0,0,0
2250,2678,0.0029585798816568,0.00887573964497041,0.0384615384615385,0,0.00887573964497041,0.0029585798816568,0.0029585798816568,0.142011834319527,0,0.00887573964497041,0.00591715976331361,0.100591715976331,0.479289940828402,0.091715976331361,0.0502958579881657,0.00887573964497041,0.0177514792899408,0.0029585798816568,0.00591715976331361,0,0,0,0,0.0029585798816568,0,0.0029585798816568,0,0.0029585798816568,0.00591715976331361,0.0029585798816568,0.0029585798816568,0,0,0,0,0
2260,2756,0.00914634146341463,0.0121951219512195,0.0304878048780488,0.00304878048780488,0.0213414634146341,0.00304878048780488,0,0.146341463414634,0.00609756097560976,0,0.0182926829268293,0.152439024390244,0.429878048780488,0.103658536585366,0.0304878048780488,0.00304878048780488,0,0,0.00304878048780488,0,0.00304878048780488,0,0,0,0,0.00304878048780488,0,0,0.00304878048780488,0.00609756097560976,0.00914634146341463,0,0.00304878048780488,0,0,0
2270,2846,0.00709219858156028,0.016548463356974,0.033096926713948,0,0.0236406619385343,0,0,0.167848699763593,0,0,0.016548463356974,0.101654846335697,0.40661938534279,0.134751773049645,0.0567375886524823,0.00236406619385343,0.0118203309692671,0,0,0,0.00236406619385343,0,0.00236406619385343,0,0,0.00236406619385343,0,0,0.00472813238770686,0.00472813238770686,0.00472813238770686,0,0,0,0,0
2280,2937,0.00673400673400673,0.0134680134680135,0.0471380471380471,0.0101010101010101,0.0404040404040404,0,0,0.151515151515152,0.00336700336700337,0.00336700336700337,0.00673400673400673,0.0808080808080808,0.390572390572391,0.158249158249158,0.0505050505050505,0.00673400673400673,0.00336700336700337,0,0,0,0.00336700336700337,0,0,0.00336700336700337,0,0.00673400673400673,0,0,0.00673400673400673,0.00336700336700337,0.00336700336700337,0,0,0,0,0
2290,3028,0,0.0152905198776758,0.0336391437308868,0.0091743119266055,0.0244648318042813,0,0,0.201834862385321,0.00611620795107034,0.0091743119266055,0.0091743119266055,0.103975535168196,0.425076452599388,0.0978593272171254,0.0336391437308868,0.0091743119266055,0,0,0,0.00305810397553517,0,0,0,0.0091743119266055,0,0.00305810397553517,0,0,0.00305810397553517,0,0,0,0.00305810397553517,0,0,0
2300,3118,0.00557103064066852,0.0139275766016713,0.0362116991643454,0.011142061281337,0.0194986072423398,0,0.00278551532033426,0.158774373259053,0.00278551532033426,0.0194986072423398,0.0250696378830084,0.0779944289693593,0.454038997214485,0.0974930362116992,0.0417827298050139,0.0167130919220056,0.00557103064066852,0,0,0,0.00278551532033426,0,0,0.00557103064066852,0,0.00278551532033426,0,0,0,0,0,0,0,0,0,0
2310,3209,0.0105263157894737,0.0210526315789474,0.0394736842105263,0.00526315789473684,0.0105263157894737,0,0,0.168421052631579,0.00263157894736842,0.00526315789473684,0.00263157894736842,0.0921052631578947,0.413157894736842,0.155263157894737,0.0447368421052632,0,0.00263157894736842,0.00263157894736842,0,0,0.00526315789473684,0,0.00526315789473684,0.00263157894736842,0,0,0,0,0,0.00526315789473684,0.00263157894736842,0,0,0.00263157894736842,0,0
2320,3300,0,0.0202020202020202,0.0505050505050505,0,0.0235690235690236,0,0,0.171717171717172,0.00673400673400673,0.0202020202020202,0.00673400673400673,0.0740740740740741,0.474747474747475,0.0707070707070707,0.0505050505050505,0.00673400673400673,0,0,0.00336700336700337,0.00673400673400673,0.00336700336700337,0,0,0,0,0.00673400673400673,0,0,0,0,0.00336700336700337,0,0,0,0,0
2330,3390,0.0029940119760479,0.0239520958083832,0.0658682634730539,0.0029940119760479,0.0209580838323353,0,0,0.110778443113772,0.0119760479041916,0,0.00598802395209581,0.0778443113772455,0.434131736526946,0.122754491017964,0.092814371257485,0.0029940119760479,0.00598802395209581,0,0,0.0029940119760479,0.00598802395209581,0,0,0,0,0.0029940119760479,0,0,0.0029940119760479,0,0.0029940119760479,0,0,0,0,0
2350,3572,0.00946372239747634,0.00315457413249211,0.0378548895899054,0.00315457413249211,0.028391167192429,0,0,0.141955835962145,0,0.00315457413249211,0.00630914826498423,0.107255520504732,0.422712933753943,0.170347003154574,0.0504731861198738,0,0.00630914826498423,0,0.00315457413249211,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0.00315457413249211,0,0,0,0,0
2370,3753,0.00615384615384615,0.0246153846153846,0.0184615384615385,0.00307692307692308,0.0369230769230769,0,0.00615384615384615,0.166153846153846,0.00615384615384615,0.00615384615384615,0.0123076923076923,0.107692307692308,0.36,0.16,0.0461538461538462,0.00615384615384615,0.00307692307692308,0.00307692307692308,0,0,0,0,0.00307692307692308,0.00615384615384615,0,0,0,0,0.00307692307692308,0,0.0123076923076923,0,0.00307692307692308,0,0,0
2390,3934,0.00828729281767956,0.0303867403314917,0.0303867403314917,0.00276243093922652,0.0165745856353591,0,0,0.201657458563536,0.00828729281767956,0,0.00276243093922652,0.0607734806629834,0.417127071823204,0.132596685082873,0.0524861878453039,0.00276243093922652,0.00552486187845304,0,0,0,0.00276243093922652,0,0.00552486187845304,0,0,0.00552486187845304,0,0.00276243093922652,0.00276243093922652,0,0.00552486187845304,0,0.00276243093922652,0,0,0
2410,4116,0.00977198697068404,0.0325732899022801,0.0423452768729642,0.00325732899022801,0.0390879478827362,0.00325732899022801,0.00325732899022801,0.198697068403909,0.00325732899022801,0.00977198697068404,0.00977198697068404,0.0944625407166124,0.355048859934853,0.0912052117263844,0.0553745928338762,0.00325732899022801,0.0130293159609121,0.00325732899022801,0,0,0.00325732899022801,0.00325732899022801,0.00651465798045603,0.00325732899022801,0,0,0,0,0.00325732899022801,0.00325732899022801,0.00651465798045603,0,0,0,0,0
2420,4206,0.0111111111111111,0.0222222222222222,0.0277777777777778,0.0166666666666667,0.0305555555555556,0,0,0.152777777777778,0.00555555555555556,0,0,0.075,0.452777777777778,0.0972222222222222,0.0694444444444444,0.00277777777777778,0.0166666666666667,0,0.00555555555555556,0,0.00277777777777778,0,0.00277777777777778,0.00555555555555556,0,0,0,0,0,0,0.00277777777777778,0,0,0,0,0
2440,4388,0.009009009009009,0.024024024024024,0.021021021021021,0.006006006006006,0.018018018018018,0,0,0.189189189189189,0,0,0.003003003003003,0.0840840840840841,0.441441441441441,0.126126126126126,0.051051051051051,0,0.009009009009009,0,0,0.003003003003003,0,0,0,0.003003003003003,0,0.003003003003003,0,0,0.003003003003003,0.003003003003003,0.003003003003003,0,0,0,0,0
2460,4569,0.00831024930747922,0.0193905817174515,0.0249307479224377,0.0221606648199446,0.0332409972299169,0,0,0.243767313019391,0,0.00277008310249307,0.00277008310249307,0.0914127423822715,0.335180055401662,0.127423822714681,0.038781163434903,0.00277008310249307,0.0166204986149584,0.00554016620498615,0.00554016620498615,0,0,0,0.00277008310249307,0,0,0.00554016620498615,0,0,0.00277008310249307,0.00277008310249307,0.00554016620498615,0,0,0,0,0
2480,4750,0,0.0130890052356021,0.031413612565445,0.00523560209424084,0.0183246073298429,0,0,0.130890052356021,0.00261780104712042,0,0.0104712041884817,0.0732984293193717,0.547120418848168,0.0785340314136126,0.049738219895288,0.00785340314136126,0.00523560209424084,0,0.00523560209424084,0.00261780104712042,0,0,0,0.00261780104712042,0,0,0,0,0.00523560209424084,0.00261780104712042,0.00523560209424084,0,0.00261780104712042,0,0,0
2500,4932,0.00789473684210526,0.0184210526315789,0.0289473684210526,0.00789473684210526,0.0131578947368421,0,0,0.284210526315789,0.00526315789473684,0.00263157894736842,0.0105263157894737,0.134210526315789,0.344736842105263,0.0921052631578947,0.0263157894736842,0.00263157894736842,0.00789473684210526,0,0,0,0,0,0.00263157894736842,0,0,0.00263157894736842,0,0,0,0,0.00526315789473684,0,0,0,0.00263157894736842,0
2520,5113,0.00271739130434783,0.0135869565217391,0.0407608695652174,0.0108695652173913,0.0244565217391304,0,0.00543478260869565,0.203804347826087,0,0,0.00271739130434783,0.0733695652173913,0.41304347826087,0.111413043478261,0.0652173913043478,0,0.00815217391304348,0,0,0,0,0.00271739130434783,0.00271739130434783,0.0108695652173913,0,0.00271739130434783,0,0,0.00271739130434783,0,0.00271739130434783,0,0,0,0,0
2540,5294,0.0117302052785924,0.0234604105571848,0.0469208211143695,0.00586510263929619,0.00293255131964809,0,0,0.214076246334311,0.00586510263929619,0,0.00879765395894428,0.146627565982405,0.413489736070381,0.0498533724340176,0.0527859237536657,0.00293255131964809,0.00586510263929619,0,0,0,0,0,0,0.00293255131964809,0,0,0.00293255131964809,0,0,0,0,0,0,0,0,0.00293255131964809
2550,5385,0.0102040816326531,0.0204081632653061,0.0476190476190476,0.00340136054421769,0.0204081632653061,0,0,0.197278911564626,0.0136054421768707,0,0.0102040816326531,0.119047619047619,0.401360544217687,0.0884353741496599,0.054421768707483,0,0,0.00340136054421769,0,0,0,0,0,0,0,0,0,0,0.00680272108843537,0,0,0,0,0,0,0.00340136054421769
2560,5770,0.0159744408945687,0.0223642172523962,0.0191693290734824,0.00638977635782748,0,0,0.00319488817891374,0.284345047923323,0.012779552715655,0,0,0.12779552715655,0.34185303514377,0.0830670926517572,0.0543130990415335,0,0.00319488817891374,0,0,0,0.00638977635782748,0,0.00319488817891374,0,0,0.00638977635782748,0,0,0.00319488817891374,0,0.00638977635782748,0,0,0,0,0
2570,6514,0.0142450142450142,0.0142450142450142,0.0655270655270655,0.00854700854700855,0,0,0,0.227920227920228,0,0,0.0113960113960114,0.037037037037037,0.461538461538462,0.0826210826210826,0.0626780626780627,0,0.00854700854700855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056980056980057,0,0,0,0,0
2580,7258,0.0163934426229508,0.0421545667447307,0.0351288056206089,0.00936768149882904,0,0.00234192037470726,0.00234192037470726,0.332552693208431,0,0,0.0163934426229508,0.0281030444964871,0.39344262295082,0.0491803278688525,0.0491803278688525,0.00234192037470726,0.00936768149882904,0,0,0,0,0,0.00234192037470726,0.00468384074941452,0,0,0,0,0.00234192037470726,0,0.00234192037470726,0,0,0,0,0
2600,8747,0.00943396226415094,0.00943396226415094,0.138364779874214,0.00314465408805031,0,0,0.00314465408805031,0.276729559748428,0,0,0.0314465408805031,0.00314465408805031,0.386792452830189,0.0251572327044025,0.0974842767295598,0,0.00314465408805031,0,0,0,0,0,0,0,0.00314465408805031,0.00314465408805031,0,0,0,0,0.00314465408805031,0,0,0,0.00314465408805031,0
2610,9491,0.0264705882352941,0.0382352941176471,0.0676470588235294,0.0117647058823529,0,0,0,0.417647058823529,0,0.00294117647058824,0.0176470588235294,0.00588235294117647,0.202941176470588,0.0352941176470588,0.135294117647059,0,0.0088235294117647,0,0,0,0,0,0,0.00294117647058824,0,0.00294117647058824,0,0,0.00588235294117647,0.00588235294117647,0.0117647058823529,0,0,0,0,0
2620,10235,0.0600961538461538,0.00240384615384615,0.0600961538461538,0.00961538461538462,0,0.00240384615384615,0.00240384615384615,0.300480769230769,0,0,0.0144230769230769,0.0216346153846154,0.307692307692308,0.0120192307692308,0.165865384615385,0.00240384615384615,0.00961538461538462,0.00240384615384615,0,0,0,0,0,0.00240384615384615,0,0,0.00240384615384615,0,0,0,0.0192307692307692,0,0,0,0.00240384615384615,0
2640,11724,0.00767263427109974,0.00255754475703325,0.0792838874680307,0,0,0,0.00255754475703325,0.557544757033248,0,0,0.0255754475703325,0,0.0895140664961637,0.0051150895140665,0.176470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255754475703325,0.051150895140665,0,0,0,0,0
2650,12393,0.00783289817232376,0.00783289817232376,0.0496083550913838,0,0,0,0,0.462140992167102,0,0,0.0130548302872063,0.00522193211488251,0.169712793733681,0.031331592689295,0.133159268929504,0,0,0.00261096605744125,0,0,0,0,0,0,0,0,0,0.00261096605744125,0,0.00261096605744125,0.109660574412533,0,0.00261096605744125,0,0,0
2660,12839,0.0101694915254237,0.0135593220338983,0.0474576271186441,0.00338983050847458,0,0,0.0203389830508475,0.403389830508475,0,0,0.0711864406779661,0.0135593220338983,0.0983050847457627,0.0440677966101695,0.0576271186440678,0.00338983050847458,0.00338983050847458,0,0,0,0,0,0,0.00338983050847458,0.00338983050847458,0,0,0,0,0,0.2,0,0.00338983050847458,0,0,0
2670,13285,0.0156739811912226,0.00313479623824451,0.0250783699059561,0,0,0,0,0.435736677115987,0,0,0.0532915360501567,0.0125391849529781,0.178683385579937,0.0344827586206897,0.0376175548589342,0,0,0.00626959247648903,0,0.00313479623824451,0,0,0,0,0,0,0,0,0.00940438871473354,0,0.181818181818182,0,0,0,0,0.00313479623824451
2680,13731,0.00955414012738853,0.00318471337579618,0.0477707006369427,0,0,0.00955414012738853,0,0.334394904458599,0,0,0.0828025477707006,0.0191082802547771,0.197452229299363,0.127388535031847,0.0668789808917197,0,0,0.00318471337579618,0,0,0,0,0,0.00636942675159236,0,0,0,0,0,0,0.0859872611464968,0,0.00318471337579618,0.00318471337579618,0,0
2700,14623,0.0298507462686567,0.00298507462686567,0.0328358208955224,0,0,0.00298507462686567,0.00597014925373134,0.367164179104478,0,0,0.0597014925373134,0.017910447761194,0.292537313432836,0.00597014925373134,0.0507462686567164,0,0,0,0,0,0.00597014925373134,0,0,0.00298507462686567,0,0,0,0,0.00298507462686567,0,0.113432835820896,0,0.00597014925373134,0,0,0
2710,15069,0.0120481927710843,0,0.0180722891566265,0,0,0.00301204819277108,0.00301204819277108,0.168674698795181,0,0,0.0873493975903614,0.00903614457831325,0.451807228915663,0.0421686746987952,0.0331325301204819,0.00301204819277108,0,0,0,0.00301204819277108,0.00602409638554217,0,0,0,0.00602409638554217,0,0,0,0.0150602409638554,0,0.123493975903614,0,0,0.00301204819277108,0,0.0120481927710843
2720,15515,0.0126582278481013,0.0126582278481013,0.0348101265822785,0,0,0.0443037974683544,0.0158227848101266,0.237341772151899,0,0.00316455696202532,0.0759493670886076,0.0284810126582278,0.370253164556962,0.0221518987341772,0.0189873417721519,0.00316455696202532,0,0,0.00316455696202532,0,0,0,0,0,0.00316455696202532,0.00949367088607595,0,0,0.00316455696202532,0,0.0917721518987342,0,0,0,0.00949367088607595,0
2730,17140,0.0169971671388102,0.0056657223796034,0.0141643059490085,0.0113314447592068,0,0,0.0226628895184136,0.402266288951841,0,0,0.0396600566572238,0.0226628895184136,0.152974504249292,0.0226628895184136,0.0538243626062323,0.0254957507082153,0.0113314447592068,0,0,0.0028328611898017,0.0113314447592068,0.0056657223796034,0,0.0028328611898017,0,0.0056657223796034,0,0,0.028328611898017,0,0.135977337110482,0,0.0028328611898017,0,0.0028328611898017,0
2740,20208,0.0363636363636364,0.0212121212121212,0.0545454545454545,0.0272727272727273,0,0,0.0151515151515152,0.218181818181818,0,0,0.115151515151515,0.0212121212121212,0.1,0.0606060606060606,0.0727272727272727,0.0151515151515152,0.0272727272727273,0.00303030303030303,0,0.00303030303030303,0.00303030303030303,0,0,0,0,0,0,0,0.0121212121212121,0.00303030303030303,0.178787878787879,0,0.00303030303030303,0.00303030303030303,0,0.00606060606060606
2750,23275,0.0151057401812689,0.0120845921450151,0.0453172205438066,0.0181268882175227,0,0,0.00604229607250755,0.441087613293051,0.00604229607250755,0,0.054380664652568,0.00906344410876133,0.0694864048338369,0.0453172205438066,0.148036253776435,0.00604229607250755,0.0181268882175227,0.00302114803625378,0,0,0.00604229607250755,0,0,0.00302114803625378,0,0.00302114803625378,0,0.00302114803625378,0,0,0.081570996978852,0,0.00604229607250755,0,0,0
2770,29410,0.0194174757281553,0.00323624595469256,0.0388349514563107,0.029126213592233,0.00647249190938511,0,0.00323624595469256,0.375404530744337,0,0,0.00647249190938511,0.0161812297734628,0.155339805825243,0.0744336569579288,0.177993527508091,0,0.029126213592233,0,0,0,0.00323624595469256,0,0,0.00323624595469256,0.00323624595469256,0,0,0,0.00647249190938511,0,0.0485436893203883,0,0,0,0,0
2780,32477,0.0332326283987915,0.00906344410876133,0.0513595166163142,0.054380664652568,0,0,0.00604229607250755,0.27190332326284,0,0,0.0302114803625378,0.0151057401812689,0.117824773413897,0.0604229607250755,0.217522658610272,0.00302114803625378,0.054380664652568,0.00302114803625378,0,0,0.00302114803625378,0.00302114803625378,0,0,0,0,0,0,0.00302114803625378,0.00604229607250755,0.054380664652568,0.00302114803625378,0,0,0,0
2800,38302,0.021021021021021,0.015015015015015,0.0750750750750751,0.024024024024024,0.003003003003003,0,0.024024024024024,0.222222222222222,0,0,0.051051051051051,0.027027027027027,0.0840840840840841,0.0930930930930931,0.216216216216216,0.027027027027027,0.024024024024024,0,0,0,0,0.003003003003003,0,0.006006006006006,0,0.006006006006006,0,0,0.003003003003003,0,0.06006006006006,0,0.012012012012012,0,0.003003003003003,0
2820,41332,0.0472636815920398,0.00248756218905473,0.0447761194029851,0.0845771144278607,0.00248756218905473,0,0.00746268656716418,0.228855721393035,0,0,0.0348258706467662,0.0348258706467662,0.141791044776119,0.0696517412935323,0.104477611940299,0.00497512437810945,0.0845771144278607,0.00746268656716418,0,0,0,0,0,0,0,0.00497512437810945,0,0,0.00248756218905473,0,0.0870646766169154,0,0.00497512437810945,0,0,0
2840,44362,0.006006006006006,0.009009009009009,0.057057057057057,0.063063063063063,0,0.003003003003003,0.015015015015015,0.156156156156156,0,0,0.027027027027027,0.018018018018018,0.3003003003003,0.036036036036036,0.117117117117117,0.003003003003003,0.063063063063063,0,0,0,0,0,0,0.003003003003003,0,0,0,0.006006006006006,0,0,0.108108108108108,0,0.009009009009009,0,0,0
2860,45906,0.0295566502463054,0.0221674876847291,0.0467980295566502,0.0862068965517241,0,0,0.0295566502463054,0.204433497536946,0,0,0.0541871921182266,0.0246305418719212,0.216748768472906,0.0369458128078818,0.0960591133004926,0,0.0862068965517241,0.00246305418719212,0,0,0,0,0,0,0,0.00246305418719212,0,0,0,0,0.0541871921182266,0.00246305418719212,0.00492610837438424,0,0,0
