"sample.depths","sample.ages","Carya","Iva.annua.type","Cyperaceae","Ericaceae","Gordonia","Herbs.undiff.","Polygonaceae.undiff.","Quercus","Serenoa","Taxodium","Asteraceae.subf..Asteroideae.undiff.","Myrica","Pinus","Amaranthaceae","Poaceae","Cupressaceae.undiff.","Ceratiola.ericoides","Liquidambar","Morus","Nyssa","Ostrya.Carpinus","Platanus","Salix","Vitis","Acer","Fraxinus","Betula","Fabaceae.undiff.","Ulmus","Alnus","Ambrosia.type","Sabal","Apiaceae","Polygonum","Artemisia","Dalea"
1850,10,0.0125786163522013,0.0125786163522013,0.0188679245283019,0.00314465408805031,0.00628930817610063,0.00314465408805031,0.00314465408805031,0.0849056603773585,0.00314465408805031,0.0283018867924528,0.00943396226415094,0.0754716981132075,0.619496855345912,0.059748427672956,0.0314465408805031,0.0283018867924528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,77,0.00671140939597315,0.0156599552572707,0.0223713646532438,0,0.0134228187919463,0,0,0.114093959731544,0.00223713646532438,0,0.00447427293064877,0.0782997762863535,0.604026845637584,0.058165548098434,0.0223713646532438,0.0246085011185682,0.00671140939597315,0.00223713646532438,0.00223713646532438,0.00223713646532438,0.00223713646532438,0.00223713646532438,0.00223713646532438,0.00447427293064877,0.00671140939597315,0.00223713646532438,0,0,0,0,0,0,0,0,0,0
1880,210,0.00233100233100233,0.0116550116550117,0.027972027972028,0,0.006993006993007,0,0,0.0839160839160839,0,0.006993006993007,0.00233100233100233,0.0839160839160839,0.622377622377622,0.0769230769230769,0.0233100233100233,0.0256410256410256,0.006993006993007,0,0,0,0,0,0,0.00233100233100233,0.00233100233100233,0,0.00233100233100233,0.00233100233100233,0.00466200466200466,0.00466200466200466,0,0,0,0,0,0
1900,344,0.006993006993007,0.006993006993007,0.034965034965035,0,0.0104895104895105,0,0,0.101398601398601,0.0034965034965035,0.006993006993007,0.0104895104895105,0.0559440559440559,0.678321678321678,0.034965034965035,0.0384615384615385,0.006993006993007,0,0,0,0,0,0,0,0,0,0.0034965034965035,0,0,0,0,0,0,0,0,0,0
1910,411,0.0106007067137809,0.0106007067137809,0.0247349823321555,0,0.0212014134275618,0,0,0.0812720848056537,0,0.0141342756183746,0.00353356890459364,0.0954063604240283,0.565371024734982,0.0777385159010601,0.03886925795053,0.0212014134275618,0.00706713780918728,0,0,0,0.00353356890459364,0,0,0,0.00353356890459364,0.00353356890459364,0,0,0.0106007067137809,0.00353356890459364,0.00353356890459364,0,0,0,0,0
1920,477,0.00911854103343465,0.0151975683890578,0.0182370820668693,0,0.00303951367781155,0,0,0.124620060790274,0.00303951367781155,0.0182370820668693,0.0121580547112462,0.0729483282674772,0.60790273556231,0.0303951367781155,0.0425531914893617,0.0151975683890578,0.00303951367781155,0,0,0.00303951367781155,0,0,0.00303951367781155,0.00303951367781155,0,0,0,0,0,0.00303951367781155,0.0121580547112462,0,0,0,0,0
1930,544,0.00276243093922652,0.00552486187845304,0.0303867403314917,0.00276243093922652,0,0,0,0.0773480662983425,0,0.0165745856353591,0.00828729281767956,0.0828729281767956,0.651933701657459,0.0469613259668508,0.0193370165745856,0.0276243093922652,0.0110497237569061,0,0,0,0,0,0,0.00828729281767956,0,0,0,0,0.00552486187845304,0.00276243093922652,0,0,0,0,0,0
1950,677,0.00516795865633075,0.0155038759689922,0.0284237726098191,0.00258397932816537,0.00516795865633075,0,0,0.082687338501292,0,0.0155038759689922,0.00516795865633075,0.0801033591731266,0.594315245478036,0.0775193798449612,0.041343669250646,0.0129198966408269,0.00258397932816537,0.00258397932816537,0.00258397932816537,0.00516795865633075,0.00258397932816537,0,0,0.00258397932816537,0,0.00775193798449612,0,0,0,0.00516795865633075,0.00258397932816537,0,0,0,0,0
1970,811,0,0.00348432055749129,0.048780487804878,0,0.024390243902439,0,0,0.097560975609756,0.00348432055749129,0.0174216027874564,0,0.083623693379791,0.599303135888502,0.0557491289198606,0.0383275261324042,0.00696864111498258,0.00696864111498258,0.00348432055749129,0,0,0.00348432055749129,0,0,0,0,0.00348432055749129,0,0,0,0.00348432055749129,0,0,0,0,0,0
1990,944,0,0.0161812297734628,0.0485436893203883,0,0.029126213592233,0.00323624595469256,0,0.119741100323625,0,0,0.0129449838187702,0.106796116504854,0.478964401294498,0.0517799352750809,0.0420711974110032,0.0485436893203883,0.00323624595469256,0,0.00323624595469256,0,0,0,0,0,0,0.0129449838187702,0,0,0.00323624595469256,0,0.00970873786407767,0.00647249190938511,0.00323624595469256,0,0,0
2010,1077,0.0102040816326531,0.00680272108843537,0.0272108843537415,0.00680272108843537,0.0272108843537415,0,0,0.125850340136054,0.00340136054421769,0.00680272108843537,0.0170068027210884,0.0782312925170068,0.54421768707483,0.102040816326531,0.0204081632653061,0.00340136054421769,0.00340136054421769,0,0.00340136054421769,0,0.00340136054421769,0,0,0,0,0.00340136054421769,0,0,0,0,0.00680272108843537,0,0,0,0,0
2030,1211,0.0079155672823219,0.0131926121372032,0.0316622691292876,0.00263852242744063,0.00527704485488127,0,0,0.0738786279683377,0.00263852242744063,0.0158311345646438,0.00263852242744063,0.0738786279683377,0.670184696569921,0.029023746701847,0.0606860158311346,0,0.00263852242744063,0,0,0,0,0,0,0,0,0.00263852242744063,0,0.00263852242744063,0.00263852242744063,0,0,0,0,0,0,0
2050,1344,0.00336700336700337,0.00673400673400673,0.0437710437710438,0,0.0134680134680135,0,0,0.090909090909091,0.0134680134680135,0.0101010101010101,0.0134680134680135,0.0942760942760943,0.595959595959596,0.0572390572390572,0.0303030303030303,0.0101010101010101,0.00336700336700337,0,0,0,0.00336700336700337,0,0,0.00336700336700337,0,0,0,0,0.00336700336700337,0,0.00336700336700337,0,0,0,0,0
2070,1478,0,0.0140350877192982,0.0421052631578947,0.00350877192982456,0.0210526315789474,0,0,0.150877192982456,0.00701754385964912,0.0210526315789474,0.00701754385964912,0.080701754385965,0.463157894736842,0.087719298245614,0.0491228070175439,0.0140350877192982,0.00350877192982456,0,0.0105263157894737,0,0,0,0.00350877192982456,0.00350877192982456,0,0,0,0,0,0.00350877192982456,0.0140350877192982,0,0,0,0,0
2090,1611,0.009375,0.015625,0.059375,0.003125,0.01875,0,0,0.0625,0,0.015625,0.01875,0.065625,0.534375,0.15,0.03125,0,0.003125,0,0,0.003125,0.003125,0,0.003125,0,0,0,0,0,0,0,0.003125,0,0,0,0,0
2110,1744,0.00323624595469256,0.0194174757281553,0.0355987055016181,0,0.0194174757281553,0,0,0.0938511326860841,0,0.00970873786407767,0,0.0679611650485437,0.488673139158576,0.158576051779935,0.0453074433656958,0.0258899676375405,0.00647249190938511,0,0,0,0,0,0.00323624595469256,0.00970873786407767,0,0,0,0,0.00647249190938511,0.00323624595469256,0.00323624595469256,0,0,0,0,0
2130,1878,0.00584795321637427,0.0087719298245614,0.0497076023391813,0.00292397660818713,0.0321637426900585,0.00292397660818713,0,0.128654970760234,0.00292397660818713,0.00584795321637427,0.0116959064327485,0.0906432748538012,0.461988304093567,0.114035087719298,0.0292397660818713,0.0146198830409357,0.0087719298245614,0.00292397660818713,0,0,0.00584795321637427,0,0,0.00584795321637427,0,0.00584795321637427,0,0.00292397660818713,0.00292397660818713,0,0.00292397660818713,0,0,0,0,0
2150,2011,0.0056980056980057,0.00284900284900285,0.0199430199430199,0.0056980056980057,0.0313390313390313,0,0,0.156695156695157,0.00854700854700855,0.00284900284900285,0.00854700854700855,0.0911680911680912,0.504273504273504,0.0769230769230769,0.0512820512820513,0.00854700854700855,0.00284900284900285,0,0,0,0.00854700854700855,0,0,0.0056980056980057,0,0.0056980056980057,0,0,0.00284900284900285,0,0,0,0,0,0,0
