"depth","best.age","min.age","max.age"
1,23,-14,61
13,71,15,126
19,95,22,173
21,103,22,187
24,220,147,299
28,448,364,552
33,732,563,909
35,740,575,913
44,775,627,934
52,807,688,952
61,842,732,977
72,885,776,1009
81,921,810,1042
96,980,860,1110
106,1019,890,1163
116,1058,917,1220
126,1133,986,1304
136,1314,1180,1468
146,1496,1362,1637
156,1677,1542,1813
161,1768,1631,1904
166,1859,1720,1997
175,2022,1878,2168
183,2167,2017,2323
193,2349,2185,2521
203,2530,2346,2724
213,2695,2523,2876
218,2777,2609,2953
223,2860,2695,3032
228,2942,2779,3112
233,3025,2862,3193
238,3107,2945,3275
243,3189,3027,3359
253,3354,3192,3530
263,3519,3355,3704
274,3701,3530,3897
284,3866,3688,4075
294,4030,3840,4252
304,4195,3991,4432
314,4360,4140,4615
324,4525,4287,4801
329,4736,4506,5003
334,4978,4759,5233
339,5221,5011,5464
344,5463,5262,5697
349,5706,5510,5930
354,5949,5756,6164
359,6191,6002,6400
367,6579,6390,6776
372,6822,6633,7016
382,7307,7119,7505
387,7550,7364,7753
392,7792,7606,8000
397,8035,7847,8249
402,8278,8087,8500
412,8763,8563,9006
422,NA,NA,NA
427,NA,NA,NA
432,NA,NA,NA
437,NA,NA,NA
442,NA,NA,NA
447,NA,NA,NA
