"depth","best.age","min.age","max.age"
12,247,206,281
13,271,228,309
14,295,248,336
15,319,270,364
16,344,290,391
17,368,311,418
18,392,333,446
19,417,353,473
20,441,375,501
21,465,395,528
22,489,416,555
23,514,437,582
24,538,458,609
25,562,478,636
26,587,500,664
27,611,521,691
28,635,542,719
29,660,563,746
30,684,583,773
31,708,605,801
32,732,625,827
33,757,646,854
34,781,667,882
35,805,688,909
36,830,709,937
37,854,730,964
38,878,751,991
39,902,772,1019
40,927,793,1046
41,974,853,1082
42,1029,928,1117
43,1083,1001,1159
44,1138,1060,1210
45,1193,1103,1264
46,1248,1138,1324
47,1303,1171,1391
48,1486,1358,1574
48.5,1599,1476,1683
50,1938,1835,2018
51,2164,2070,2244
52,2390,2302,2469
53,2616,2530,2694
55,3068,2977,3148
56,3295,3197,3376
57,3521,3416,3607
58,3747,3632,3839
61,NA,NA,NA
63,NA,NA,NA
65,NA,NA,NA
