"depth","best.age","min.age","max.age"
0,-24,-58,8
4,-23,-58,8
8,-23,-57,12
13,-21,-59,18
18,-18,-60,28
23,-14,-60,39
28,-8,-59,51
33,1,-55,66
38,13,-48,83
43,27,-38,102
48,46,-22,126
53,69,-3,152
58,96,20,183
63,128,48,221
68,166,79,262
73,209,117,310
78,257,157,361
103,571,432,707
123,903,733,1075
143,1296,1102,1500
163,1743,1539,1961
178,2109,1913,2319
193,2496,2320,2684
203,2765,2603,2933
218,3171,3027,3305
228,3435,3297,3554
243,3805,3651,3939
258,4142,3957,4310
268,4352,4146,4546
272,4434,4220,4638
298,4941,4684,5208
308,5132,4863,5423
328,5519,5229,5847
338,5721,5421,6057
358,6154,5845,6501
368,6389,6076,6741
378,6640,6320,6995
408,7464,7133,7814
423,7906,7571,8255
433,8208,7872,8555
443,8512,8173,8852
458,8971,8631,9296
473,9426,9105,9736
492,9988,9686,10269
503,10302,9983,10561
513,10570,10237,10812
518,10689,10358,10937
528,10878,10539,11166
538,11021,10669,11362
543,11084,10734,11464
548,11146,10798,11570
553,11211,10869,11609
563,11366,11071,11792
568,11464,11183,11886
573,11582,11309,11999
578,11722,11444,12152
593,12250,11960,12639
598,12453,12151,12800
603,12664,12352,12988
608,12880,12571,13154
618,13316,13000,13558
623,13533,13214,13800
628,13751,13415,14049
633,13969,13615,14307
638,14188,13808,14561
648,14632,14178,15072
653,14858,14359,15331
663,15320,14718,15859
668,15553,14902,16132
