"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.spicatum","Artemisia","Betula","Amaranthaceae.undiff.","Cyperaceae","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Larix","Picea","Pinus.undiff.","Quercus","Tilia","Tsuga","Ulmus","Alnus","Ambrosia","Poaceae","Acer.saccharinum","Acer.saccharum","Populus.grandidentata.type","Pinus.banksiana.P..resinosa","Ostrya","Thuja.plicata.type","Pinus.strobus.type","Carya","Fraxinus.undiff.","Juglans.nigra","Asteraceae.subf..Asteroideae.undiff.","Caryophyllaceae","Celtis","Rumex","Salix","Plantago","Acer.undiff.","Corylus","Platanus","Myrica","Juglans.cinerea","Ilex","Sarcobatus.vermiculatus","Populus.balsamifera"
1,-21,0.00678733031674208,0.0113122171945701,0.00226244343891403,0.00452488687782805,0.307692307692308,0.00226244343891403,0.0158371040723982,0.0158371040723982,0.00452488687782805,0.00678733031674208,0.00226244343891403,0.00904977375565611,0.0656108597285068,0.0361990950226244,0.00226244343891403,0.187782805429864,0.0113122171945701,0.0135746606334842,0.0158371040723982,0.0113122171945701,0.00226244343891403,0.0203619909502262,0.00452488687782805,0.0203619909502262,0.0294117647058824,0.0429864253393665,0.147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-10,0.00530503978779841,0.0238726790450928,0,0.0106100795755968,0.29973474801061,0.00530503978779841,0.0106100795755968,0.0238726790450928,0,0,0,0.0212201591511936,0,0.039787798408488,0.0026525198938992,0.153846153846154,0.0344827586206897,0.013262599469496,0.013262599469496,0.00530503978779841,0,0.0185676392572944,0.00530503978779841,0.00795755968169761,0.00530503978779841,0.0318302387267905,0.228116710875332,0.0026525198938992,0.0291777188328912,0.0026525198938992,0.00530503978779841,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,0.00560224089635854,0.0252100840336134,0,0.00280112044817927,0.34453781512605,0.00840336134453781,0.00840336134453781,0.0364145658263305,0,0,0,0.0112044817927171,0,0.0560224089635854,0,0.0784313725490196,0.0224089635854342,0.0168067226890756,0.0672268907563025,0.0168067226890756,0,0.0252100840336134,0.0280112044817927,0.0140056022408964,0.00840336134453781,0.0196078431372549,0.173669467787115,0,0.0168067226890756,0,0,0.0112044817927171,0.00280112044817927,0,0,0,0,0,0,0,0,0,0,0
7,40,0.010498687664042,0.005249343832021,0,0.0131233595800525,0.296587926509186,0.0131233595800525,0.0026246719160105,0.0446194225721785,0,0,0,0.0183727034120735,0,0.047244094488189,0.0026246719160105,0.152230971128609,0.0078740157480315,0.020997375328084,0.094488188976378,0.0078740157480315,0,0.0131233595800525,0.0078740157480315,0.0288713910761155,0.0131233595800525,0.015748031496063,0.167979002624672,0,0.010498687664042,0,0,0,0,0.005249343832021,0,0,0,0,0,0,0,0,0,0
8,50,0.00647948164146868,0.00863930885529158,0.00215982721382289,0.00431965442764579,0.345572354211663,0.00431965442764579,0.0129589632829374,0.0302375809935205,0,0,0.0129589632829374,0.0107991360691145,0,0.019438444924406,0,0.142548596112311,0.0107991360691145,0.0259179265658747,0.0539956803455724,0.0129589632829374,0,0.0259179265658747,0.00215982721382289,0.0302375809935205,0.0172786177105832,0.0129589632829374,0.185745140388769,0,0.0107991360691145,0,0,0,0,0.00431965442764579,0.00647948164146868,0,0,0,0,0,0,0,0,0
9,60,0.010230179028133,0.0051150895140665,0,0.00255754475703325,0.350383631713555,0.0051150895140665,0.0179028132992327,0.0485933503836317,0,0,0,0.0051150895140665,0,0.030690537084399,0,0.143222506393862,0.020460358056266,0.0460358056265985,0.051150895140665,0.010230179028133,0,0.0281329923273657,0.0051150895140665,0.0127877237851662,0.0179028132992327,0.010230179028133,0.166240409207161,0.00255754475703325,0.00767263427109974,0,0,0,0,0,0.00255754475703325,0,0,0,0,0,0,0,0,0
10,70,0.0075187969924812,0.0075187969924812,0,0.0050125313283208,0.333333333333333,0.0025062656641604,0.0075187969924812,0.0576441102756892,0,0,0,0.0100250626566416,0,0.0576441102756892,0,0.135338345864662,0.0175438596491228,0.0175438596491228,0.0401002506265664,0.0175438596491228,0,0.0150375939849624,0.012531328320802,0.037593984962406,0,0.0300751879699248,0.170426065162907,0.0025062656641604,0,0,0.0050125313283208,0,0.0100250626566416,0,0,0,0,0,0,0,0,0,0,0
12,101,0.0105485232067511,0.00632911392405063,0,0.00632911392405063,0.333333333333333,0.00210970464135021,0.0126582278481013,0.0232067510548523,0,0,0,0.0147679324894515,0,0.0379746835443038,0.00843881856540084,0.183544303797468,0.0126582278481013,0.0147679324894515,0.0189873417721519,0,0,0.0253164556962025,0.00843881856540084,0.0485232067510548,0.00632911392405063,0.00421940928270042,0.19831223628692,0.00210970464135021,0.0168776371308017,0,0,0,0,0,0.00421940928270042,0,0,0,0,0,0,0,0,0
14,143,0.0106100795755968,0.00530503978779841,0.0026525198938992,0.00795755968169761,0.403183023872679,0,0.013262599469496,0.0238726790450928,0,0,0.00795755968169761,0.0106100795755968,0,0.0450928381962865,0,0.159151193633952,0.0238726790450928,0.0185676392572944,0.013262599469496,0.0106100795755968,0,0.0371352785145889,0.0026525198938992,0.0450928381962865,0.0212201591511936,0.0026525198938992,0.114058355437666,0,0.0159151193633952,0,0.0026525198938992,0,0,0,0,0.0026525198938992,0,0,0,0,0,0,0,0
20,270,0.00203665987780041,0.00203665987780041,0,0.010183299389002,0.34826883910387,0.00203665987780041,0.0203665987780041,0.0183299389002037,0,0,0,0.0142566191446029,0,0.0325865580448065,0.00203665987780041,0.195519348268839,0.0244399185336049,0.0122199592668024,0.00814663951120163,0,0,0.0203665987780041,0.0142566191446029,0.0346232179226069,0.0203665987780041,0.00814663951120163,0.193482688391039,0.00203665987780041,0.00610997963340122,0,0.00407331975560081,0,0,0,0,0,0.00203665987780041,0.00203665987780041,0,0,0,0,0,0
24,354,0.0114155251141553,0.00684931506849315,0,0,0.406392694063927,0.00228310502283105,0.0045662100456621,0.0228310502283105,0,0,0.00684931506849315,0.0114155251141553,0,0.0319634703196347,0,0.207762557077626,0.0228310502283105,0.0045662100456621,0.00228310502283105,0.0045662100456621,0,0.0182648401826484,0.00228310502283105,0.0045662100456621,0.00684931506849315,0.0045662100456621,0.207762557077626,0,0.0091324200913242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,481,0.00464037122969838,0.00232018561484919,0,0.00696055684454756,0.294663573085847,0,0.00928074245939675,0.037122969837587,0,0,0,0.0533642691415313,0.0672853828306264,0.0580046403712297,0.00232018561484919,0.183294663573086,0.0208816705336427,0.0185614849187935,0.00928074245939675,0.00928074245939675,0,0.0255220417633411,0.00928074245939675,0.00464037122969838,0,0.00928074245939675,0.153132250580046,0.00232018561484919,0.0116009280742459,0,0,0,0.00232018561484919,0,0,0,0,0,0.00232018561484919,0.00232018561484919,0,0,0,0
40,692,0.0072463768115942,0.00483091787439614,0,0,0.301932367149758,0.00241545893719807,0.0144927536231884,0.0193236714975845,0,0,0,0.00966183574879227,0,0.036231884057971,0.00483091787439614,0.198067632850242,0.0072463768115942,0.0289855072463768,0.0072463768115942,0.00966183574879227,0,0.0169082125603865,0.00483091787439614,0.0217391304347826,0.00483091787439614,0.00966183574879227,0.280193236714976,0,0.0072463768115942,0,0,0,0,0,0,0,0,0,0,0,0.00241545893719807,0,0,0
50,903,0.00424628450106157,0.00424628450106157,0,0,0.346072186836518,0.00424628450106157,0.00212314225053079,0.0233545647558386,0,0,0,0.0318471337579618,0.0615711252653928,0.0339702760084926,0.00636942675159236,0.16348195329087,0.0254777070063694,0.0127388535031847,0.00636942675159236,0.0148619957537155,0,0.0212314225053079,0.0148619957537155,0.00424628450106157,0,0.00849256900212314,0.176220806794055,0.00212314225053079,0.0212314225053079,0,0.00636942675159236,0,0.00212314225053079,0,0,0,0.00212314225053079,0,0,0,0,0,0,0
60,1120,0.00264550264550265,0.00529100529100529,0,0.00264550264550265,0.306878306878307,0,0.00529100529100529,0.0105820105820106,0,0,0,0.0132275132275132,0,0.0317460317460317,0,0.21957671957672,0.0264550264550265,0.0158730158730159,0,0.00264550264550265,0,0.0291005291005291,0.00793650793650794,0.0264550264550265,0.0211640211640212,0.00793650793650794,0.243386243386243,0.00264550264550265,0.0185185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1344,0.0119904076738609,0.00959232613908873,0,0,0.326139088729017,0.00479616306954436,0.00479616306954436,0.00959232613908873,0,0,0,0.0479616306954436,0,0.0239808153477218,0.00239808153477218,0.201438848920863,0.0191846522781775,0.0143884892086331,0.00479616306954436,0.00719424460431655,0,0.0215827338129496,0.0167865707434053,0.0311750599520384,0,0.00959232613908873,0.189448441247002,0.00479616306954436,0.00719424460431655,0,0.00479616306954436,0,0.0215827338129496,0,0,0,0,0,0,0.00239808153477218,0.00239808153477218,0,0,0
95,1904,0.0122549019607843,0.00245098039215686,0,0.00245098039215686,0.33578431372549,0,0.00735294117647059,0.00490196078431373,0,0,0,0.0465686274509804,0,0.0612745098039216,0,0.102941176470588,0,0.00735294117647059,0.00490196078431373,0.00980392156862745,0,0.0294117647058824,0.0122549019607843,0.0269607843137255,0.0147058823529412,0.00490196078431373,0.28921568627451,0,0.0196078431372549,0,0.00245098039215686,0,0,0,0,0,0,0.00245098039215686,0,0,0,0,0,0
