"depth","best.age","min.age","max.age"
25,200,103,297
80,1829,1741,1915
120,3014,2894,3113
180,4791,4581,4933
200,5383,5145,5541
220,5718,5496,5867
240,5928,5760,6068
280,6348,6204,6497
320,6769,6588,6960
340,6971,6763,7183
360,7096,6919,7281
380,7221,7069,7383
420,7471,7344,7602
440,7596,7469,7733
460,7721,7582,7877
480,7809,7679,7954
520,7945,7833,8063
540,8012,7894,8154
560,8080,7938,8265
580,8402,8269,8570
615,9207,9060,9353
645,9896,9712,10080
675,10547,10336,10756
690,10775,10589,10957
710,11078,10817,11341
740,11367,11134,11604
780,11836,11502,12168
820,12555,12326,12783
850,13094,12896,13315
880,13668,13455,13907
920,14529,14167,15002
940,14960,14466,15614
966,NA,NA,NA
980,NA,NA,NA
995,NA,NA,NA
1010,NA,NA,NA
1020,NA,NA,NA
1033,NA,NA,NA
