"depth","best.age","min.age","max.age"
0,-33,-42,-24
10,128,110,148
20,290,259,326
30,451,405,503
40,613,552,681
50,774,698,859
60,935,844,1037
70,1097,991,1216
80,1258,1137,1394
90,1420,1284,1573
100,1581,1430,1751
110,1742,1576,1929
120,1904,1722,2108
130,2065,1868,2286
140,2226,2015,2465
150,2388,2161,2643
160,2549,2308,2822
170,2711,2453,3000
180,2872,2600,3179
190,3033,2746,3357
195,3151,2869,3468
200,3268,2991,3579
205,3385,3114,3691
210,3502,3236,3802
215,3619,3358,3913
225,3854,3603,4136
235,4088,3846,4359
245,4322,4090,4582
