"sample.depths","sample.ages","Acer.negundo","Betula","Cupressaceae","Cyperaceae","Fagus","Fraxinus.undiff.","Poaceae.undiff.","Juglans.cinerea","Juglans.nigra","Ostrya.Carpinus","Picea","Platanus","Quercus","Salix","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Ambrosia","Fraxinus.americana.type","Pinus","Populus","Amaranthaceae","Plantago","Acer.saccharum","Artemisia","Carya","Corylus","Impatiens","Asteraceae.subf..Cichorioideae","Rumex","Tsuga","Alnus","Brassicaceae","Ranunculus","Zea.mays","Onagraceae","Lamiaceae","Fraxinus.nigra","Abies","Shepherdia.canadensis","Thalictrum","Caryophyllaceae","Humulus","Larix","Myrica","Iva.annua","Iva.xanthifolia","Apiaceae"
1,-25,0.0174825174825175,0.0944055944055944,0.013986013986014,0.013986013986014,0.013986013986014,0.027972027972028,0.06993006993007,0.0034965034965035,0.0034965034965035,0.0104895104895105,0.0104895104895105,0.0104895104895105,0.311188811188811,0.0174825174825175,0.006993006993007,0.006993006993007,0.0104895104895105,0.0034965034965035,0.171328671328671,0.027972027972028,0.0664335664335664,0.0664335664335664,0.006993006993007,0.0034965034965035,0.0104895104895105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,324,0.0143171806167401,0.0275330396475771,0,0.0143171806167401,0.00220264317180617,0.00220264317180617,0.538546255506608,0.00110132158590308,0,0.00110132158590308,0.00330396475770925,0,0.0550660792951542,0.00881057268722467,0.00110132158590308,0.013215859030837,0.0220264317180617,0.00110132158590308,0.181718061674009,0.00220264317180617,0.0451541850220264,0.0154185022026432,0.0121145374449339,0.00220264317180617,0.00881057268722467,0.00110132158590308,0.00110132158590308,0.00220264317180617,0.00110132158590308,0.00330396475770925,0.0066079295154185,0.00110132158590308,0.0066079295154185,0.00220264317180617,0.00110132158590308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,501,0.00260416666666667,0.015625,0.0130208333333333,0.0104166666666667,0.0260416666666667,0.00520833333333333,0.231770833333333,0.00260416666666667,0,0.00260416666666667,0.0104166666666667,0.0078125,0.0677083333333333,0,0.0390625,0.0364583333333333,0.0338541666666667,0,0.208333333333333,0.00520833333333333,0.1484375,0.0104166666666667,0.0208333333333333,0,0.015625,0.00520833333333333,0.0078125,0,0,0.00260416666666667,0,0.0442708333333333,0.0182291666666667,0,0.00520833333333333,0.00260416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
140,590,0.0026525198938992,0.0185676392572944,0.00530503978779841,0.0291777188328912,0.0106100795755968,0.00795755968169761,0.294429708222812,0,0,0.00795755968169761,0.013262599469496,0.0026525198938992,0.0318302387267905,0.0026525198938992,0.0106100795755968,0.00530503978779841,0.0557029177718833,0,0.0848806366047745,0.00530503978779841,0.275862068965517,0.00530503978779841,0.0159151193633952,0.0026525198938992,0.00530503978779841,0.0026525198938992,0.00795755968169761,0.00530503978779841,0,0,0.013262599469496,0.0424403183023873,0.0185676392572944,0.00530503978779841,0,0.0026525198938992,0.0026525198938992,0.0026525198938992,0.0026525198938992,0,0,0,0,0,0,0,0,0,0
170,722,0.00381679389312977,0.0229007633587786,0.00381679389312977,0.00381679389312977,0.0305343511450382,0.00763358778625954,0.187022900763359,0,0,0.00763358778625954,0.0305343511450382,0,0.0267175572519084,0,0.0267175572519084,0.0114503816793893,0.0572519083969466,0,0.00763358778625954,0,0.255725190839695,0.00763358778625954,0.0114503816793893,0,0.0458015267175573,0.0114503816793893,0.00381679389312977,0,0,0,0,0.206106870229008,0.0190839694656489,0,0,0,0,0,0.00763358778625954,0.00381679389312977,0,0,0,0,0,0,0,0,0
180,766,0,0.0408805031446541,0.00314465408805031,0.00314465408805031,0.0283018867924528,0.0377358490566038,0.29874213836478,0,0.00628930817610063,0.0157232704402516,0.00628930817610063,0,0.0786163522012579,0,0.0125786163522013,0.00628930817610063,0.0660377358490566,0,0,0.00943396226415094,0.213836477987421,0.00628930817610063,0.00628930817610063,0,0.0251572327044025,0,0.00314465408805031,0,0,0,0.0157232704402516,0.059748427672956,0.0220125786163522,0,0,0,0,0,0.0283018867924528,0,0.00314465408805031,0.00314465408805031,0,0,0,0,0,0,0
190,811,0,0.0304568527918782,0.0050761421319797,0.0177664974619289,0.0482233502538071,0.00253807106598985,0.436548223350254,0.00253807106598985,0,0.0101522842639594,0.00253807106598985,0,0.0482233502538071,0.00253807106598985,0.0228426395939086,0.00761421319796954,0.0203045685279188,0.00253807106598985,0.0101522842639594,0.00253807106598985,0.197969543147208,0,0,0,0.0177664974619289,0.0050761421319797,0.00253807106598985,0,0,0,0.00761421319796954,0.0761421319796954,0.0152284263959391,0,0,0,0,0,0,0,0,0,0.00253807106598985,0.00253807106598985,0,0,0,0,0
200,855,0.00320512820512821,0.0544871794871795,0.00641025641025641,0.0256410256410256,0.0352564102564103,0.00961538461538462,0.266025641025641,0,0,0.00961538461538462,0.00320512820512821,0.00641025641025641,0.0608974358974359,0.00320512820512821,0.0192307692307692,0.00641025641025641,0.0256410256410256,0,0.0192307692307692,0.00320512820512821,0.224358974358974,0.0128205128205128,0.00641025641025641,0,0.0256410256410256,0,0.00961538461538462,0,0,0,0.0128205128205128,0.125,0.00320512820512821,0.00961538461538462,0,0,0,0,0.00641025641025641,0.00320512820512821,0,0,0.00320512820512821,0,0,0,0,0,0
210,899,0,0.0343915343915344,0.00264550264550265,0.0211640211640212,0.0211640211640212,0.00793650793650794,0.433862433862434,0.00529100529100529,0,0.0105820105820106,0.00264550264550265,0.00264550264550265,0.113756613756614,0,0.00264550264550265,0.00529100529100529,0.0238095238095238,0,0,0,0.227513227513228,0,0.00264550264550265,0,0.0185185185185185,0,0.0105820105820106,0,0,0,0,0.0185185185185185,0.0264550264550265,0,0,0,0,0,0.00793650793650794,0,0,0,0,0,0,0,0,0,0
220,943,0,0.0412087912087912,0.00824175824175824,0.010989010989011,0.0247252747252747,0.0192307692307692,0.387362637362637,0.00549450549450549,0,0.0384615384615385,0,0,0.129120879120879,0.00274725274725275,0.00274725274725275,0.00274725274725275,0.0274725274725275,0,0,0,0.164835164835165,0.00549450549450549,0.00274725274725275,0,0.00824175824175824,0,0.0137362637362637,0.00274725274725275,0,0,0,0.0357142857142857,0.0467032967032967,0,0,0,0,0,0.0192307692307692,0,0,0,0,0,0,0,0,0,0
230,987,0,0.0363636363636364,0.00202020202020202,0.00404040404040404,0.00404040404040404,0.0101010101010101,0.577777777777778,0,0,0.0161616161616162,0.00202020202020202,0.00404040404040404,0.094949494949495,0,0.00606060606060606,0.00404040404040404,0.0181818181818182,0,0,0.00606060606060606,0.15959595959596,0,0,0,0.00808080808080808,0,0.00202020202020202,0.00202020202020202,0,0,0,0.0161616161616162,0.0222222222222222,0,0,0,0,0,0.00404040404040404,0,0,0,0,0,0,0,0,0,0
