"sample.depths","sample.ages","Pinus.undiff.","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinaceae..vesiculate..undiff.","Quercus","Carya","Taxodium","Cupressaceae.undiff.","Nyssa","Fagus","Ostrya.Carpinus","Liquidambar","Ulmus","Celtis","Fraxinus.undiff.","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Alnus.incana.type","Acer.saccharum.type","Tilia","Ericaceae","Myrica","Betula","Vitis","Ilex","Arecaceae.undiff.","Abies","Acer.negundo.type","Acer.rubrum","Acer.undiff.","Anacardiaceae.undiff.","Bursera","Byrsonima","Ceanothus","Cedrus","Cephalanthus","Ceratiola.ericoides.type","cf..Weinmannia","Chamaecyparis.type","Clethra","Corylus","Cyrilla.racemiflora","Dodonaea","Gordonia","Hedyosmum","Juglans.nigra.type","Larix.Pseudotsuga","Ledum.type","Magnolia","Mimosaceae","Morus","Moraceae.undiff.","Myrtaceae.undiff.","Osmanthus","Parthenocissus","Phoradendron","Picea","Platanus","Podocarpus","Populus","Rhamnaceae.undiff.","Rhus","Rutaceae.undiff.","Sabal","Salix","Sambucus","Sapindus","Serenoa","Shepherdia.canadensis","Symplocos","Taxus","Trema","Tsuga","Viburnum","Ximenia","Zanthoxylum.type","Poaceae","Ambrosia.type","Iva.frutescens.type","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Amaranthaceae.undiff.","Cyperaceae","Xyris","Acalypha.type","Apiaceae","Apocynum","cf..Araliaceae","Arceuthobium.Loranthaceae","Asteraceae.subf..Cichorioideae","Avena.type","Berberidaceae","Beta.vulgaris.type","Brassica","Brassicaceae.undiff.","Bromeliaceae","Campanulaceae","Cistaceae","Caryophyllaceae","cf..Oxalis","Chamaecrista.fasciculata.type","Chamaecrista.type","Dalea","Dalea.candida.type","Dalea.purpurea","Dalea.undiff.","Dianthus.type","Eryngium.type","Euphorbia","Fabaceae.undiff.","Froelichia.type","Galium","Gentianaceae.undiff.","Gentiana.andrewsii.type","Gomphrena.type","Hedysarum","cf..Hypericum","Impatiens","Iva.xanthifolia.type","Lamiaceae","Lechea","Ludwigia.type","Lupinus.type","Malvaceae","Combretaceae.Melastomataceae.undiff.","Onagraceae","Opuntia","Orchidaceae","cf..Physalis","Paronychia.americana","Paronychia.chartacea","Piperaceae.type","Plantago","Polygalaceae","Polygonella.ciliata.type","Polygonella.fimbriata.type","Polygonella.polygama.type","Polygonum.amphibium","Polygonum.tenue.type","Ranunculaceae.undiff.","Rhexia.type","Rosaceae.undiff.","Rubiaceae.undiff.","Rumex","Sanguisorba","Saxifraga.type","Scrophulariaceae.type","Sisyrinchium","Solanaceae.undiff.","Solanum.rostratum","Thalictrum","Tillandsia","Trifolium.repens.type","Urtica.type","Urticaceae.undiff.","Urticales.undiff.","cf..Verbenaceae","Xanthium"
477,11832,0.281179138321995,0.00680272108843537,0,0,0.469387755102041,0.00680272108843537,0,0.00680272108843537,0,0,0.00453514739229025,0,0,0,0,0,0,0.00453514739229025,0,0,0,0.00226757369614512,0,0,0,0.00226757369614512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748299319727891,0.0612244897959184,0.00453514739229025,0.00680272108843537,0.0113378684807256,0.036281179138322,0.0090702947845805,0.00226757369614512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226757369614512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226757369614512,0,0,0,0.00226757369614512,0,0,0,0.00226757369614512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,11900,0.250602409638554,0.0457831325301205,0.00240963855421687,0,0.440963855421687,0.00481927710843374,0,0,0,0,0.00240963855421687,0,0.0072289156626506,0,0.00240963855421687,0,0,0.00240963855421687,0,0,0,0.00240963855421687,0,0,0,0,0,0,0,0,0,0,0,0.00963855421686747,0,0,0,0,0,0,0.00240963855421687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120481927710843,0.0554216867469879,0.00240963855421687,0.0072289156626506,0.00963855421686747,0.0265060240963855,0.00481927710843374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,11978,0.252955082742317,0.0141843971631206,0,0,0.378250591016548,0.00709219858156028,0,0.00709219858156028,0,0,0.00472813238770686,0,0.00236406619385343,0,0,0,0,0,0,0,0,0.00236406619385343,0,0.00236406619385343,0,0.00236406619385343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236406619385343,0,0,0.101654846335697,0.118203309692671,0.00236406619385343,0.00472813238770686,0.0283687943262411,0.0472813238770686,0.0118203309692671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236406619385343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236406619385343,0,0,0.00472813238770686,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,12086,0.399113082039911,0.0399113082039911,0.00221729490022173,0,0.303769401330377,0.00886917960088692,0,0.00221729490022173,0,0,0,0.00221729490022173,0.00221729490022173,0,0,0,0,0.00221729490022173,0,0,0,0.00221729490022173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221729490022173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221729490022173,0,0,0,0,0,0,0.090909090909091,0.0532150776053215,0.00221729490022173,0,0.0199556541019956,0.0465631929046563,0.00665188470066519,0,0,0.00221729490022173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221729490022173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443458980044346,0,0,0,0,0,0,0,0,0,0.00221729490022173,0,0,0,0,0,0,0
509,12236,0.347826086956522,0.05,0,0,0.289130434782609,0.0195652173913043,0,0.00434782608695652,0,0,0.00217391304347826,0,0.00217391304347826,0,0,0,0,0.00217391304347826,0,0,0.00217391304347826,0.00217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217391304347826,0.00217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126086956521739,0.0434782608695652,0.00434782608695652,0,0.0152173913043478,0.0630434782608696,0.0108695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217391304347826,0,0,0,0,0,0,0.00217391304347826,0,0,0,0,0,0,0,0.00217391304347826,0,0,0,0,0,0
517,12400,0.327102803738318,0.0303738317757009,0,0,0.254672897196262,0.0186915887850467,0.00233644859813084,0.00233644859813084,0,0,0.00233644859813084,0.00934579439252336,0.00700934579439252,0,0,0,0,0.00467289719626168,0.00233644859813084,0,0.00467289719626168,0.0116822429906542,0.00233644859813084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233644859813084,0,0,0,0,0,0,0,0,0,0,0,0.130841121495327,0.0560747663551402,0.00467289719626168,0.00467289719626168,0.0233644859813084,0.0560747663551402,0.0233644859813084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233644859813084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233644859813084,0,0,0,0.00233644859813084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934579439252336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233644859813084,0,0,0,0,0,0,0
525,12545,0.359081419624217,0.0396659707724426,0,0,0.210855949895616,0.0167014613778706,0,0.00626304801670146,0,0,0.00208768267223382,0,0.00208768267223382,0,0,0,0,0.00208768267223382,0,0,0,0.00208768267223382,0,0,0,0.00208768267223382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00208768267223382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15866388308977,0.0668058455114822,0,0,0.0313152400835073,0.0647181628392484,0.0146137787056367,0,0,0.00208768267223382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00417536534446764,0.00208768267223382,0,0,0.00208768267223382,0,0,0,0,0,0,0,0,0,0,0,0.00208768267223382,0,0,0,0,0,0,0.00626304801670146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,12643,0.161904761904762,0.0142857142857143,0,0,0.347619047619048,0.0380952380952381,0,0.0166666666666667,0,0,0.00476190476190476,0,0.00714285714285714,0,0.00238095238095238,0,0,0.00238095238095238,0,0,0.00238095238095238,0.00476190476190476,0,0.00238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111904761904762,0.126190476190476,0.019047619047619,0.00952380952380952,0.0238095238095238,0.0666666666666667,0.00714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238095238095238,0,0,0.00476190476190476,0.00714285714285714,0,0,0,0,0,0,0.00714285714285714,0,0,0,0.00238095238095238,0,0,0,0,0,0,0,0,0,0
541,12705,0.145569620253165,0.0189873417721519,0,0,0.369198312236287,0.0168776371308017,0,0.0126582278481013,0,0,0.00421940928270042,0,0.0168776371308017,0.00210970464135021,0,0,0,0,0,0,0,0.00421940928270042,0.00210970464135021,0.00210970464135021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128691983122363,0.137130801687764,0.00843881856540084,0.00210970464135021,0.0274261603375527,0.080168776371308,0.00632911392405063,0.00210970464135021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210970464135021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210970464135021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421940928270042,0,0,0,0,0,0,0,0,0,0,0,0.00421940928270042,0,0
549,12749,0.11,0.01,0,0,0.36,0.015,0,0.0025,0,0,0.01,0,0.01,0.0025,0,0,0,0,0,0,0.005,0.0025,0,0,0,0,0,0,0,0,0.0025,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0.1975,0.005,0.015,0.03,0.09,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0
553,12771,0.0589622641509434,0.0070754716981132,0,0,0.268867924528302,0.0542452830188679,0,0.0259433962264151,0,0,0.0070754716981132,0,0.00235849056603774,0.00471698113207547,0.00471698113207547,0,0,0.00471698113207547,0,0,0.00235849056603774,0.00235849056603774,0.00235849056603774,0.00471698113207547,0.00471698113207547,0,0,0,0,0,0,0,0,0,0,0,0.00235849056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235849056603774,0,0,0,0,0,0,0,0,0,0,0.00235849056603774,0,0,0,0,0,0,0.108490566037736,0.235849056603774,0.0070754716981132,0,0.0471698113207547,0.0754716981132075,0.0188679245283019,0.00235849056603774,0,0.00471698113207547,0,0,0,0,0,0,0,0,0,0,0,0,0.00235849056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070754716981132,0.0141509433962264,0,0,0,0,0,0,0.0117924528301887,0,0,0,0,0,0,0,0,0,0,0,0.00235849056603774,0,0
557,12795,0.131016042780749,0.00802139037433155,0,0,0.425133689839572,0.0133689839572193,0,0.00802139037433155,0,0.00267379679144385,0.0106951871657754,0.00802139037433155,0.00267379679144385,0,0.0106951871657754,0,0,0,0.00267379679144385,0.00267379679144385,0,0.00267379679144385,0.00267379679144385,0.00267379679144385,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0.0294117647058824,0.181818181818182,0.00267379679144385,0.00802139037433155,0.0240641711229947,0.0695187165775401,0.0294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0,0,0,0,0,0,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0
565,12860,0.107317073170732,0.0121951219512195,0,0,0.465853658536585,0.0146341463414634,0,0.0146341463414634,0,0.00731707317073171,0.0024390243902439,0,0.0048780487804878,0,0.0097560975609756,0,0,0.0048780487804878,0,0,0.0048780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0,0.0780487804878049,0.175609756097561,0.00731707317073171,0.00731707317073171,0.0268292682926829,0.0292682926829268,0.0170731707317073,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024390243902439,0,0,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,12963,0.108545034642032,0.046189376443418,0,0.0023094688221709,0.413394919168591,0.023094688221709,0.0115473441108545,0,0,0,0.0069284064665127,0,0.0207852193995381,0,0.0046189376443418,0,0,0.0023094688221709,0,0,0.0023094688221709,0,0.0023094688221709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023094688221709,0,0,0,0,0,0,0,0,0.0023094688221709,0,0,0,0.0023094688221709,0,0,0,0,0,0,0.0023094688221709,0,0,0,0,0,0,0,0,0,0,0,0.0577367205542725,0.15473441108545,0.0115473441108545,0,0.0392609699769053,0.0669745958429561,0.0115473441108545,0.0023094688221709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023094688221709,0,0,0,0,0,0,0
581,13110,0.124700239808153,0.00719424460431655,0,0,0.520383693045564,0.0287769784172662,0,0.0119904076738609,0,0.00479616306954436,0.00719424460431655,0.00479616306954436,0.00959232613908873,0,0.00479616306954436,0,0,0,0,0,0,0.00479616306954436,0,0,0,0.00239808153477218,0,0,0,0,0,0,0,0,0,0,0.00239808153477218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359712230215827,0.158273381294964,0.00959232613908873,0,0.0383693045563549,0.00959232613908873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239808153477218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00479616306954436,0,0,0,0.00239808153477218,0,0,0.00479616306954436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,13292,0.124236252545825,0.00610997963340122,0,0,0.468431771894094,0.00610997963340122,0,0.010183299389002,0,0.00203665987780041,0.00610997963340122,0,0.00814663951120163,0.00203665987780041,0.00610997963340122,0,0,0.00610997963340122,0,0,0.00203665987780041,0.00203665987780041,0,0.00407331975560081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00407331975560081,0,0,0,0,0,0,0,0.00203665987780041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203665987780041,0,0,0.0366598778004073,0.171079429735234,0.00814663951120163,0.00407331975560081,0.0427698574338086,0.0346232179226069,0.0203665987780041,0,0,0.00407331975560081,0,0,0,0,0,0,0,0,0,0.00203665987780041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203665987780041,0,0,0,0,0,0.00203665987780041,0.00610997963340122,0,0,0,0,0,0,0.00203665987780041,0,0,0,0,0,0,0,0,0,0,0,0.00203665987780041,0,0
597,13501,0.142857142857143,0,0,0,0.349753694581281,0.0344827586206897,0,0.0246305418719212,0,0.00246305418719212,0.00246305418719212,0,0.00985221674876847,0,0.00246305418719212,0,0.00246305418719212,0.00492610837438424,0,0,0.00246305418719212,0,0.00492610837438424,0,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246305418719212,0,0,0,0.00246305418719212,0,0.0320197044334975,0.233990147783251,0.0147783251231527,0.00246305418719212,0.0566502463054187,0.0394088669950739,0.0197044334975369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246305418719212,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,13730,0.365284974093264,0.0233160621761658,0,0,0.253886010362694,0.0284974093264249,0,0.0181347150259067,0,0,0.00518134715025907,0,0.00518134715025907,0.00259067357512953,0,0,0,0,0,0,0,0,0,0.00259067357512953,0,0.00259067357512953,0,0,0,0,0,0,0,0.00259067357512953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00259067357512953,0,0,0.0284974093264249,0.11139896373057,0.00518134715025907,0,0.0492227979274611,0.0336787564766839,0.0544041450777202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00259067357512953,0,0,0,0.00259067357512953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,13977,0.197590361445783,0.036144578313253,0,0,0.356626506024096,0.0530120481927711,0,0.0506024096385542,0,0.00240963855421687,0.00963855421686747,0.00240963855421687,0.00963855421686747,0.00481927710843374,0,0,0,0,0,0,0,0.00481927710843374,0,0,0,0.00240963855421687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240963855421687,0,0,0,0,0,0,0,0,0,0,0.00481927710843374,0,0,0,0,0,0,0,0,0,0.00240963855421687,0.00240963855421687,0,0,0,0,0,0,0,0,0,0,0,0.0457831325301205,0.106024096385542,0.0120481927710843,0,0.0289156626506024,0.036144578313253,0.0168674698795181,0.00481927710843374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072289156626506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,14236,0.177458033573141,0.00479616306954436,0,0,0.37410071942446,0.0431654676258993,0.00239808153477218,0.0287769784172662,0,0.00479616306954436,0.00479616306954436,0.00479616306954436,0.0191846522781775,0.00479616306954436,0,0,0,0.00239808153477218,0,0,0,0.00239808153477218,0.00239808153477218,0,0,0.00239808153477218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239808153477218,0,0,0,0,0,0,0,0.00239808153477218,0,0,0,0,0,0,0.00239808153477218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647482014388489,0.13189448441247,0.0119904076738609,0,0.0215827338129496,0.0383693045563549,0.0311750599520384,0.00239808153477218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00479616306954436,0,0.00239808153477218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239808153477218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239808153477218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,14503,0.185273159144893,0.00950118764845606,0,0,0.358669833729216,0.0403800475059382,0,0.0641330166270784,0,0,0.00712589073634204,0,0.0261282660332542,0.00950118764845606,0.00237529691211401,0,0,0,0.00237529691211401,0,0,0.0118764845605701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380047505938242,0.0902612826603325,0.0166270783847981,0.00237529691211401,0.0498812351543943,0.0593824228028504,0.0166270783847981,0.00237529691211401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237529691211401,0,0,0,0,0,0,0.00237529691211401,0,0,0.00237529691211401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,14773,0.296650717703349,0.00478468899521531,0,0,0.291866028708134,0.083732057416268,0,0.0645933014354067,0,0,0,0,0.0334928229665072,0.00717703349282297,0.00478468899521531,0,0,0,0.00239234449760766,0,0,0.00239234449760766,0.00239234449760766,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239234449760766,0,0,0,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287081339712919,0.0933014354066986,0.00717703349282297,0,0.0311004784688995,0.0239234449760766,0.0119617224880383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,15043,0.297560975609756,0.0195121951219512,0,0,0.297560975609756,0.051219512195122,0,0.0292682926829268,0,0,0.0365853658536585,0,0.0317073170731707,0.00731707317073171,0.00731707317073171,0,0.0024390243902439,0,0.0024390243902439,0,0.0024390243902439,0.0146341463414634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024390243902439,0,0,0,0.0024390243902439,0,0,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051219512195122,0.0658536585365854,0.0048780487804878,0,0.0146341463414634,0.0292682926829268,0.0219512195121951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024390243902439,0,0,0,0,0,0,0,0,0,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,15308,0.486577181208054,0.0251677852348993,0,0,0.187919463087248,0.0486577181208054,0,0.0335570469798658,0,0,0.0100671140939597,0.00167785234899329,0.0201342281879195,0.00335570469798658,0.00671140939597315,0,0,0.00167785234899329,0.00671140939597315,0,0.00335570469798658,0.0100671140939597,0.00335570469798658,0.00503355704697987,0.00335570469798658,0,0,0.00167785234899329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469798657718121,0.0436241610738255,0.00167785234899329,0,0.00838926174496644,0.023489932885906,0.00671140939597315,0.00167785234899329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0,0
669,15816,0.493975903614458,0.0533562822719449,0,0,0.175559380378657,0.0344234079173838,0,0.0309810671256454,0,0.00172117039586919,0.0103270223752151,0,0.0223752151462995,0.00688468158347676,0.0120481927710843,0,0,0,0.00344234079173838,0,0,0.00860585197934595,0,0.00344234079173838,0.00172117039586919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172117039586919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344234079173838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154905335628227,0.0516351118760757,0.00172117039586919,0,0.0223752151462995,0.0240963855421687,0.0172117039586919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172117039586919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172117039586919,0,0
677,16058,0.590909090909091,0,0,0,0.166666666666667,0.0181818181818182,0,0.00606060606060606,0,0,0.00909090909090909,0,0.00909090909090909,0,0.00303030303030303,0,0,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121212121212121,0.0575757575757576,0,0,0.0151515151515152,0.0363636363636364,0.0606060606060606,0.00303030303030303,0,0,0,0,0,0,0,0,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
