"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharum","Alnus","Betula","Carya","Castanea","Celtis","Cephalanthus","Cornus","Corylus","Elaeagnus","Ericaceae","Fagus","Fraxinus.undiff.","Fraxinus.americana","Fraxinus.nigra","Juglans.cinerea","Juglans.nigra","Juniperus.Thuja","Larix","Liquidambar","Morus","Myrica","Ostrya.Carpinus","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.undiff.","Platanus","Populus","Quercus","Salix","Sambucus","Shepherdia.canadensis","Taxus","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Chenopodiaceae","Cyperaceae","Dryas","Plantago","Poaceae","Polygonum","Rosaceae.undiff.","Rumex.Oxyria.digyna","Saxifraga","Thalictrum","Urtica","Xanthium"
342,11026,0.00950570342205323,0,0,0.00190114068441065,0.00570342205323194,0.0475285171102662,0,0,0,0,0,0.00760456273764259,0,0,0,0.0399239543726236,0.00760456273764259,0.032319391634981,0.00570342205323194,0,0.0171102661596958,0.0171102661596958,0,0,0,0.0342205323193916,0.0494296577946768,0.313688212927757,0,0.313688212927757,0,0.00190114068441065,0.0570342205323194,0.00380228136882129,0,0,0,0,0,0.0190114068441065,0,0,0,0.00190114068441065,0,0,0,0,0.00380228136882129,0.00190114068441065,0,0.00760456273764259,0,0,0,0,0,0,0
345,11050,0.0125,0,0.00625,0.00833333333333333,0,0.04375,0.00416666666666667,0,0,0,0,0.00416666666666667,0,0,0.00416666666666667,0.0208333333333333,0.00416666666666667,0.0166666666666667,0,0.00208333333333333,0.05625,0.0166666666666667,0,0,0,0.0208333333333333,0.0458333333333333,0.2875,0.0125,0.3,0,0.025,0.0354166666666667,0.00625,0,0,0,0,0.00208333333333333,0.0395833333333333,0,0.00208333333333333,0,0.00625,0.00208333333333333,0,0,0,0.0104166666666667,0,0,0.00416666666666667,0,0,0,0,0,0,0
348,11072,0,0,0.0105820105820106,0.00793650793650794,0.0132275132275132,0.00529100529100529,0.00264550264550265,0,0,0,0,0.00529100529100529,0,0,0,0.037037037037037,0,0.037037037037037,0,0.00264550264550265,0.108465608465608,0.0185185185185185,0,0,0,0.0132275132275132,0.283068783068783,0.103174603174603,0.0502645502645503,0.153439153439153,0,0.0423280423280423,0.0185185185185185,0.0238095238095238,0,0,0,0,0,0.0343915343915344,0,0,0,0.00529100529100529,0,0,0,0.00264550264550265,0.0105820105820106,0,0,0.0105820105820106,0,0,0,0,0,0,0
350,11087,0,0,0,0.00236406619385343,0.0118203309692671,0.00709219858156028,0.00236406619385343,0,0,0,0,0,0,0,0,0.0189125295508274,0,0.0189125295508274,0,0,0.0685579196217494,0.0212765957446809,0,0,0,0.0283687943262411,0.312056737588652,0.1725768321513,0,0.1725768321513,0,0.0118203309692671,0.00945626477541371,0.033096926713948,0.00236406619385343,0.00472813238770686,0,0,0.00236406619385343,0.0260047281323877,0,0.00472813238770686,0,0.0118203309692671,0.0141843971631206,0,0,0,0.00709219858156028,0,0,0.0260047281323877,0,0,0.00236406619385343,0,0.00236406619385343,0,0.00472813238770686
352,11102,0.0025,0,0,0.005,0.025,0.0175,0,0,0,0,0,0.005,0,0,0,0.0125,0.005,0.0075,0,0,0.1425,0.015,0,0,0,0.0225,0.255,0.14,0,0.14,0,0.0375,0.005,0.0525,0.0025,0.0075,0,0,0.0025,0.0375,0,0.0025,0,0.0175,0.0075,0,0,0,0.005,0,0,0.0175,0,0,0,0,0.0025,0.0025,0.005
355,11124,0,0,0.00597609561752988,0.0179282868525896,0.00398406374501992,0.0179282868525896,0.00199203187250996,0,0,0,0,0.0119521912350598,0,0,0,0.0318725099601594,0.00199203187250996,0.0298804780876494,0,0,0.105577689243028,0.0139442231075697,0,0,0.00398406374501992,0.0438247011952191,0.101593625498008,0.217131474103586,0.0199203187250996,0.237051792828685,0,0.0418326693227092,0.0278884462151394,0.00597609561752988,0,0,0,0,0.00796812749003984,0.0199203187250996,0,0.00199203187250996,0,0.0099601593625498,0,0,0,0,0.00796812749003984,0,0,0.00796812749003984,0,0,0,0,0.00199203187250996,0,0
357,11139,0,0,0,0.0200803212851406,0.0100401606425703,0.0381526104417671,0.00200803212851406,0,0,0,0.00200803212851406,0.00200803212851406,0,0,0,0.0481927710843374,0.0140562248995984,0.034136546184739,0.00401606425702811,0,0.118473895582329,0.0120481927710843,0,0,0,0.0321285140562249,0.110441767068273,0.198795180722892,0,0.198795180722892,0,0.0180722891566265,0.0522088353413655,0.0120481927710843,0,0.00200803212851406,0,0,0.00401606425702811,0.0381526104417671,0,0,0,0.0100401606425703,0.00401606425702811,0,0,0.00200803212851406,0,0,0,0.0100401606425703,0,0.00200803212851406,0,0,0,0,0
358,11147,0.00200400801603206,0,0.00200400801603206,0.0240480961923848,0.00801603206412826,0.0380761523046092,0.00200400801603206,0.00200400801603206,0,0,0,0.00400801603206413,0,0,0,0.0420841683366733,0.00801603206412826,0.0340681362725451,0.00400801603206413,0,0.0981963927855711,0.00601202404809619,0,0,0,0.0260521042084168,0.130260521042084,0.148296593186373,0.0601202404809619,0.208416833667335,0,0.030060120240481,0.0440881763527054,0.0120240480961924,0,0,0,0,0.00601202404809619,0.032064128256513,0,0.00200400801603206,0,0.00200400801603206,0,0,0,0.00200400801603206,0.00601202404809619,0.00200400801603206,0,0.0120240480961924,0,0,0,0,0.00200400801603206,0,0
362,11179,0.00840336134453781,0,0.00280112044817927,0.00560224089635854,0.030812324929972,0.0196078431372549,0,0,0,0.00280112044817927,0,0.0140056022408964,0,0,0,0.00280112044817927,0,0.00280112044817927,0,0.00280112044817927,0.0868347338935574,0.0140056022408964,0,0,0.00280112044817927,0.00840336134453781,0.302521008403361,0.165266106442577,0,0.165266106442577,0,0.030812324929972,0.0112044817927171,0.0112044817927171,0.00280112044817927,0.00280112044817927,0,0,0.00840336134453781,0.0252100840336134,0,0.00280112044817927,0,0.00840336134453781,0.0112044817927171,0,0.00280112044817927,0.00840336134453781,0.0196078431372549,0,0,0.0168067226890756,0,0,0,0,0,0,0
370,11248,0.00602409638554217,0,0,0.00602409638554217,0.0150602409638554,0.0301204819277108,0.00903614457831325,0.00602409638554217,0,0,0,0.00602409638554217,0,0,0,0,0,0,0,0,0.0632530120481928,0.0210843373493976,0,0,0,0.00903614457831325,0.469879518072289,0.0993975903614458,0,0.0993975903614458,0,0.0301204819277108,0.00903614457831325,0.0210843373493976,0.00301204819277108,0,0,0,0,0.0120481927710843,0,0.00602409638554217,0,0.0120481927710843,0,0,0,0.0180722891566265,0.0180722891566265,0,0,0.0150602409638554,0,0,0,0,0.00602409638554217,0,0.00903614457831325
380,11340,0,0,0,0.00914634146341463,0.00304878048780488,0.00304878048780488,0.00609756097560976,0,0,0,0,0.00609756097560976,0,0,0,0.0152439024390244,0,0.0152439024390244,0.00304878048780488,0,0.103658536585366,0,0,0,0,0.0182926829268293,0.567073170731707,0.0274390243902439,0,0.0274390243902439,0,0.024390243902439,0.00914634146341463,0.0182926829268293,0,0,0,0,0,0.00914634146341463,0,0.0152439024390244,0,0.0274390243902439,0.00609756097560976,0,0,0,0.0548780487804878,0,0,0.0152439024390244,0,0,0,0,0,0,0.0152439024390244
385,11388,0,0,0,0.007168458781362,0.010752688172043,0.007168458781362,0,0,0,0,0,0.010752688172043,0,0,0.003584229390681,0.021505376344086,0,0.021505376344086,0.003584229390681,0,0.0931899641577061,0.010752688172043,0,0,0,0.032258064516129,0.483870967741935,0.014336917562724,0,0.014336917562724,0,0.017921146953405,0.003584229390681,0.046594982078853,0,0.007168458781362,0,0,0,0.007168458781362,0,0.021505376344086,0,0.017921146953405,0,0,0,0.003584229390681,0.0967741935483871,0.003584229390681,0,0.032258064516129,0,0,0,0,0.003584229390681,0,0.003584229390681
390,11437,0,0,0,0.00442477876106195,0.00442477876106195,0.00442477876106195,0,0,0,0,0,0.0132743362831858,0.00442477876106195,0,0,0.0265486725663717,0,0.0265486725663717,0,0,0.0663716814159292,0.00442477876106195,0,0,0,0.0442477876106195,0.110619469026549,0.0398230088495575,0,0.0398230088495575,0,0.0486725663716814,0.0088495575221239,0.176991150442478,0,0.0132743362831858,0,0,0,0.0353982300884956,0,0.0221238938053097,0,0.0575221238938053,0.0353982300884956,0,0,0.0088495575221239,0.128318584070796,0.0088495575221239,0,0.0353982300884956,0,0.00442477876106195,0.0132743362831858,0,0.00442477876106195,0,0.0088495575221239
395,11487,0,0,0,0,0.0190114068441065,0.00380228136882129,0.00380228136882129,0,0,0,0,0.0114068441064639,0,0,0.00380228136882129,0.0152091254752852,0,0.0152091254752852,0,0,0.0456273764258555,0.00380228136882129,0,0,0.00760456273764259,0.0152091254752852,0.114068441064639,0.0380228136882129,0,0.0380228136882129,0,0.0228136882129278,0.00380228136882129,0.224334600760456,0,0.0190114068441065,0,0,0,0.0152091254752852,0,0.026615969581749,0,0.00760456273764259,0.00760456273764259,0,0,0,0.239543726235741,0.0152091254752852,0,0.0684410646387833,0,0.00380228136882129,0,0.00380228136882129,0.00760456273764259,0,0
400,11538,0,0,0,0.003690036900369,0.022140221402214,0.003690036900369,0.003690036900369,0,0,0,0,0.003690036900369,0,0.003690036900369,0,0.025830258302583,0,0.025830258302583,0.003690036900369,0,0.118081180811808,0,0,0,0,0.014760147601476,0.199261992619926,0.055350553505535,0,0.055350553505535,0,0.025830258302583,0.011070110701107,0.07380073800738,0.003690036900369,0.003690036900369,0,0,0,0.025830258302583,0,0.011070110701107,0,0.014760147601476,0.022140221402214,0.003690036900369,0,0,0.199261992619926,0.022140221402214,0,0.040590405904059,0,0,0,0,0,0,0.003690036900369
405,11588,0,0,0,0,0.03,0.00666666666666667,0,0,0,0,0,0.0133333333333333,0,0,0.00333333333333333,0.00333333333333333,0,0.00333333333333333,0,0,0.0433333333333333,0.00666666666666667,0,0,0,0.0266666666666667,0.19,0.0933333333333333,0,0.0933333333333333,0,0.0433333333333333,0.00333333333333333,0.06,0,0,0,0,0,0.01,0,0.0266666666666667,0,0.01,0.00666666666666667,0,0,0.00333333333333333,0.273333333333333,0.00333333333333333,0,0.0433333333333333,0,0,0,0,0.00333333333333333,0,0
415,NA,0,0,0,0.00772200772200772,0.084942084942085,0.00386100386100386,0,0,0,0,0,0.0115830115830116,0,0,0,0.00386100386100386,0,0.00386100386100386,0,0,0.0540540540540541,0,0,0.00386100386100386,0.00772200772200772,0.00772200772200772,0.239382239382239,0.0965250965250965,0,0.0965250965250965,0,0.0386100386100386,0,0.084942084942085,0,0,0,0,0,0.0386100386100386,0,0.0231660231660232,0,0.0154440154440154,0,0,0,0.00386100386100386,0.1003861003861,0.0115830115830116,0,0.0386100386100386,0,0,0,0.00386100386100386,0.0115830115830116,0.00386100386100386,0.00386100386100386
420,NA,0,0,0,0.00263852242744063,0.108179419525066,0,0,0,0,0,0,0.0105540897097625,0,0,0,0.0105540897097625,0,0.0105540897097625,0,0.00263852242744063,0.0474934036939314,0,0,0,0.00263852242744063,0.00263852242744063,0.269129287598945,0.113456464379947,0,0.113456464379947,0,0.0158311345646438,0.00263852242744063,0.0765171503957784,0,0,0,0,0,0.00527704485488127,0,0.00527704485488127,0,0.0079155672823219,0,0,0,0.00263852242744063,0.116094986807388,0.0211081794195251,0,0.050131926121372,0,0,0,0,0.00263852242744063,0,0
425,NA,0,0,0,0.00307692307692308,0.04,0,0.00615384615384615,0,0,0,0,0.0123076923076923,0,0,0,0.0123076923076923,0.00307692307692308,0.00923076923076923,0.00307692307692308,0,0.0338461538461538,0,0,0,0.00615384615384615,0.00615384615384615,0.221538461538462,0.126153846153846,0,0.144615384615385,0,0.0215384615384615,0.00307692307692308,0.0738461538461539,0,0,0,0,0,0.0153846153846154,0,0.0307692307692308,0,0.00923076923076923,0.00615384615384615,0,0,0.00307692307692308,0.129230769230769,0.0215384615384615,0,0.0492307692307692,0,0,0,0,0.00615384615384615,0.00307692307692308,0
430,NA,0,0,0,0,0.0712166172106825,0,0,0,0,0.0029673590504451,0,0.0178041543026706,0,0,0.0029673590504451,0.029673590504451,0,0.029673590504451,0,0,0.0741839762611276,0.00593471810089021,0,0.0029673590504451,0,0.0385756676557863,0.124629080118694,0.127596439169139,0,0.127596439169139,0,0.0682492581602374,0.0118694362017804,0.0267062314540059,0,0,0,0,0.0029673590504451,0.00593471810089021,0,0.029673590504451,0,0.0118694362017804,0.0029673590504451,0,0,0.0029673590504451,0.127596439169139,0.0118694362017804,0,0.0385756676557863,0,0,0,0,0.0029673590504451,0,0
