"depth","best.age","min.age","max.age"
450,NA,NA,NA
458,NA,NA,NA
468,NA,NA,NA
478,NA,NA,NA
486,NA,NA,NA
497,NA,NA,NA
508,NA,NA,NA
517,NA,NA,NA
528,24287,23063,25626
537,24625,23527,25819
550,25114,24117,26109
560,25490,24521,26431
566,25715,24745,26662
578,26167,25129,27191
589,26580,25417,27734
600,26993,25657,28310
610,27369,25856,28851
620,28094,26793,29356
630,28820,27537,30121
640,29545,28106,31144
650,30270,28493,32263
661,31067,28797,33526
670,31581,29367,34072
680,32153,29663,34985
691,32781,29837,36403
710,33866,30003,39215
730,NA,NA,NA
