"sample.depths","sample.ages","Abies","Acer.rubrum","Ambrosia.type","Artemisia","Betula","Corylus","Cyperaceae","Fagus","Larix","Ostrya.Carpinus","Picea","Pinus.undiff.","Quercus","Salix","Sambucus","Sanguisorba","Ulmus","Alnus","Juniperus.Thuja","Fraxinus","Myrica","Populus","Amaranthaceae","Poaceae","Polygonum","Acer.saccharum","Pinus.strobus","Tsuga.canadensis","Pinus.banksiana.P..resinosa","Carya","Castanea","Ilex","Rubus","Rumex","Tilia","Juglans","Other.upland.herbs","Urtica","Celtis","Asteraceae.undiff.","Nyssa","Stachys.type","Ericaceae","Vitis","Cornus","Acer.negundo","Caryophyllaceae","Galium","Nemopanthus.mucronatus","Morus","Cephalanthus.occidentalis","Liquidambar","Ranunculaceae.undiff.","Rosaceae.undiff.","Saxifragaceae","Iva","Thalictrum","Humulus","Dryas"
50.5,1293,0.00539568345323741,0.012589928057554,0.00899280575539568,0,0.201438848920863,0,0,0.0719424460431655,0,0.0323741007194245,0.0233812949640288,0.0287769784172662,0.152877697841727,0.00179856115107914,0,0,0.00359712230215827,0.0251798561151079,0,0.0107913669064748,0,0,0.00359712230215827,0.0161870503597122,0,0.0161870503597122,0.133093525179856,0.215827338129496,0.0215827338129496,0.00359712230215827,0.00179856115107914,0,0,0,0.00179856115107914,0,0,0,0,0,0.00179856115107914,0,0.00179856115107914,0,0,0,0,0.00179856115107914,0.00179856115107914,0,0,0,0,0,0,0,0,0,0
55.5,1475,0.0260869565217391,0.0130434782608696,0.00434782608695652,0,0.193478260869565,0,0,0.0521739130434783,0,0.0652173913043478,0.00652173913043478,0.0478260869565217,0.16304347826087,0.00217391304347826,0,0,0.00217391304347826,0.0108695652173913,0,0.00217391304347826,0,0,0,0.00217391304347826,0,0.00869565217391304,0.210869565217391,0.184782608695652,0,0,0,0,0,0,0,0.00217391304347826,0,0,0,0,0,0,0.00217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.5,1670,0.00297619047619048,0,0.00892857142857143,0,0.25,0,0,0.074404761904762,0,0.056547619047619,0.00297619047619048,0.0327380952380952,0.229166666666667,0.0148809523809524,0,0,0.00297619047619048,0.0208333333333333,0,0.00892857142857143,0,0.00297619047619048,0,0.00297619047619048,0,0.00297619047619048,0.107142857142857,0.160714285714286,0,0,0.00297619047619048,0.00297619047619048,0,0,0,0,0.00297619047619048,0,0,0,0,0,0.00892857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.5,1880,0.00265604249667995,0.00929614873837981,0.00132802124833997,0.00265604249667995,0.268260292164675,0.00132802124833997,0.00132802124833997,0.100929614873838,0,0.0332005312084993,0,0.0265604249667995,0.146082337317397,0.00132802124833997,0,0,0.0119521912350598,0.0225763612217795,0.00265604249667995,0.0106241699867198,0.00531208499335989,0.0106241699867198,0,0.00531208499335989,0,0.00664010624169987,0.177954847277556,0.128818061088977,0.0132802124833997,0.00132802124833997,0.00132802124833997,0,0,0,0,0.00265604249667995,0,0,0,0,0,0.00132802124833997,0,0,0,0,0.00132802124833997,0,0,0.00132802124833997,0,0,0,0,0,0,0,0,0
70.5,2104,0.00564971751412429,0.0225988700564972,0.00564971751412429,0,0.279661016949153,0,0,0.0819209039548023,0,0.0593220338983051,0.0141242937853107,0.0451977401129944,0.076271186440678,0.00282485875706215,0,0,0.0112994350282486,0.0141242937853107,0,0.0254237288135593,0,0,0.00282485875706215,0.00282485875706215,0,0.0141242937853107,0.144067796610169,0.163841807909605,0.00847457627118644,0.0112994350282486,0,0,0,0,0,0,0.00564971751412429,0,0,0,0,0,0,0,0,0,0,0.00282485875706215,0,0,0,0,0,0,0,0,0,0,0
75.5,2342,0.00393700787401575,0.0236220472440945,0.00131233595800525,0,0.274278215223097,0,0.00393700787401575,0.108923884514436,0,0.0433070866141732,0.00656167979002625,0.0170603674540682,0.13254593175853,0.00656167979002625,0,0,0.005249343832021,0.015748031496063,0,0.0118110236220472,0.0078740157480315,0.00656167979002625,0,0.00131233595800525,0,0.00393700787401575,0.112860892388451,0.188976377952756,0.010498687664042,0.00393700787401575,0.00131233595800525,0.00131233595800525,0,0,0.0026246719160105,0,0,0,0,0,0,0,0.00131233595800525,0.0026246719160105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.5,2587,0.00697674418604651,0.0302325581395349,0,0,0.232558139534884,0.00232558139534884,0,0.127906976744186,0,0.0372093023255814,0.0116279069767442,0.0302325581395349,0.0976744186046512,0,0,0,0.00232558139534884,0.013953488372093,0,0.013953488372093,0,0.00697674418604651,0.00232558139534884,0.00232558139534884,0,0.00232558139534884,0.12093023255814,0.230232558139535,0.00697674418604651,0.00697674418604651,0,0,0,0,0.00465116279069767,0.00232558139534884,0,0,0,0,0,0,0,0,0,0,0,0.00697674418604651,0,0,0,0,0,0,0,0,0,0,0
85.5,2835,0.00675675675675676,0.0202702702702703,0.0045045045045045,0,0.213963963963964,0.00225225225225225,0.00675675675675676,0.101351351351351,0,0.009009009009009,0.00225225225225225,0.0405405405405405,0.126126126126126,0,0,0,0.0157657657657658,0.018018018018018,0,0.009009009009009,0.00225225225225225,0.0202702702702703,0,0.00225225225225225,0,0.0112612612612613,0.164414414414414,0.186936936936937,0.0135135135135135,0.00675675675675676,0,0.00225225225225225,0,0,0.00225225225225225,0.0045045045045045,0.00225225225225225,0,0,0,0,0,0,0,0,0.0045045045045045,0,0,0,0,0,0,0,0,0,0,0,0,0
90.5,3082,0.00179856115107914,0.0161870503597122,0.00719424460431655,0.00359712230215827,0.266187050359712,0,0,0.0755395683453237,0,0.0467625899280576,0,0.0323741007194245,0.179856115107914,0.00719424460431655,0,0,0.00179856115107914,0.0431654676258993,0,0.0215827338129496,0,0.00179856115107914,0,0,0,0,0.154676258992806,0.102517985611511,0.0161870503597122,0.00359712230215827,0.00179856115107914,0,0,0,0.00359712230215827,0,0,0,0,0,0.00719424460431655,0,0.00359712230215827,0,0,0,0.00179856115107914,0,0,0,0,0,0,0,0,0,0,0,0
95.5,3323,0,0.0176470588235294,0.00294117647058824,0.00294117647058824,0.232352941176471,0,0.0088235294117647,0.102941176470588,0,0.05,0.0176470588235294,0.0529411764705882,0.141176470588235,0,0,0,0.00588235294117647,0.0323529411764706,0,0.0235294117647059,0.00588235294117647,0.00294117647058824,0,0.00294117647058824,0,0.00294117647058824,0.155882352941176,0.108823529411765,0.0117647058823529,0.0117647058823529,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.5,3552,0.00761421319796954,0.0152284263959391,0,0,0.258883248730964,0.00253807106598985,0,0.119289340101523,0,0.0177664974619289,0,0.0355329949238579,0.16751269035533,0.0050761421319797,0,0,0.0126903553299492,0.032994923857868,0,0.00253807106598985,0,0.0177664974619289,0,0.00253807106598985,0,0.0177664974619289,0.124365482233503,0.121827411167513,0.0126903553299492,0.00253807106598985,0.0101522842639594,0,0,0,0.0050761421319797,0,0,0,0,0,0.00253807106598985,0,0,0,0,0.00253807106598985,0,0,0,0,0.00253807106598985,0,0,0,0,0,0,0,0
105.5,3766,0.00759013282732448,0.0227703984819734,0.00379506641366224,0,0.199240986717268,0,0.0094876660341556,0.0891840607210626,0,0.0265654648956357,0.00569259962049336,0.0417457305502846,0.191650853889943,0,0,0,0.00759013282732448,0.0455407969639469,0,0.0265654648956357,0.00189753320683112,0.00569259962049336,0,0.0094876660341556,0,0.00759013282732448,0.197343453510436,0.0588235294117647,0.0170777988614801,0.00379506641366224,0.00569259962049336,0.00189753320683112,0,0,0,0.00189753320683112,0,0,0,0,0.00379506641366224,0,0,0,0,0,0.00189753320683112,0,0,0,0,0.00379506641366224,0.00189753320683112,0,0,0,0,0,0
110.5,3960,0.0106157112526539,0.0127388535031847,0.00212314225053079,0,0.222929936305732,0.00849256900212314,0,0.0870488322717622,0,0.0276008492569002,0.00424628450106157,0.0339702760084926,0.231422505307856,0.00212314225053079,0,0,0.00636942675159236,0.0467091295116773,0.00636942675159236,0.029723991507431,0,0,0.00212314225053079,0.00212314225053079,0,0.00849256900212314,0.133757961783439,0.0679405520169851,0.0254777070063694,0.00424628450106157,0.00212314225053079,0.00212314225053079,0,0,0,0,0,0,0,0,0.0148619957537155,0,0,0,0,0,0,0.00212314225053079,0,0,0,0,0.00212314225053079,0,0,0,0,0,0
115.5,4136,0.0021551724137931,0.0107758620689655,0.00646551724137931,0.00431034482758621,0.200431034482759,0,0.00646551724137931,0.0495689655172414,0.0021551724137931,0.0301724137931034,0.0021551724137931,0.0431034482758621,0.297413793103448,0.0021551724137931,0,0,0.00862068965517241,0.0689655172413793,0,0.0172413793103448,0.00431034482758621,0.0021551724137931,0,0.00431034482758621,0,0.00431034482758621,0.174568965517241,0.0323275862068966,0.0193965517241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021551724137931,0.0021551724137931,0,0,0,0,0,0,0.0021551724137931,0,0,0,0,0
120.5,4300,0.00945626477541371,0.016548463356974,0,0,0.163120567375887,0.00236406619385343,0,0.0378250591016548,0,0.0543735224586288,0.00945626477541371,0.0449172576832151,0.271867612293144,0.00472813238770686,0,0,0.00945626477541371,0.0732860520094563,0,0.0260047281323877,0,0.0118203309692671,0,0.0236406619385343,0,0.00709219858156028,0.148936170212766,0.0354609929078014,0.0307328605200946,0.00472813238770686,0,0,0,0,0,0,0.00236406619385343,0,0,0,0.0118203309692671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125.5,4460,0.00396825396825397,0.0119047619047619,0.00529100529100529,0.00132275132275132,0.164021164021164,0,0.00264550264550265,0.0476190476190476,0,0.044973544973545,0.0185185185185185,0.0317460317460317,0.263227513227513,0.0119047619047619,0,0,0.00396825396825397,0.078042328042328,0,0.00264550264550265,0.0171957671957672,0.00264550264550265,0,0,0,0.0105820105820106,0.152116402116402,0.0238095238095238,0.0846560846560847,0.00529100529100529,0,0.00132275132275132,0,0,0,0,0.00132275132275132,0,0,0,0,0,0.00132275132275132,0.00132275132275132,0.00264550264550265,0.00396825396825397,0,0,0,0,0,0,0,0,0,0,0,0,0
130.5,4622,0.0117994100294985,0.0206489675516224,0.00294985250737463,0,0.171091445427729,0.00589970501474926,0,0.0471976401179941,0,0.0442477876106195,0.0117994100294985,0.0619469026548673,0.23598820058997,0.00294985250737463,0,0,0.00294985250737463,0.079646017699115,0.00294985250737463,0.0147492625368732,0,0,0,0.00589970501474926,0,0.0147492625368732,0.117994100294985,0.0412979351032448,0.0825958702064897,0.0088495575221239,0.00589970501474926,0,0,0,0,0,0,0,0,0,0.00589970501474926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135.5,4793,0.00366300366300366,0.0256410256410256,0.00366300366300366,0.00122100122100122,0.235653235653236,0,0.00122100122100122,0.05006105006105,0,0.0476190476190476,0.00244200244200244,0.032967032967033,0.191697191697192,0.00366300366300366,0,0,0.00732600732600733,0.0415140415140415,0.00122100122100122,0.0244200244200244,0.010989010989011,0.00366300366300366,0,0.00244200244200244,0,0.0061050061050061,0.21978021978022,0.0317460317460317,0.0415140415140415,0.00244200244200244,0,0,0,0,0,0.00366300366300366,0.00122100122100122,0,0,0,0.00122100122100122,0,0,0,0,0,0,0,0,0,0,0,0.00122100122100122,0,0,0,0,0,0
140.5,4979,0.0130548302872063,0.02088772845953,0.010443864229765,0,0.224543080939948,0.00261096605744125,0,0.12532637075718,0,0.0652741514360313,0.0130548302872063,0.0443864229765013,0.14621409921671,0.00261096605744125,0,0,0.0156657963446475,0.0261096605744125,0,0.0287206266318538,0,0.010443864229765,0.00261096605744125,0.0130548302872063,0,0.0182767624020888,0.14621409921671,0.0496083550913838,0.0156657963446475,0.00261096605744125,0,0,0,0,0,0.00261096605744125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145.5,5188,0.00274725274725275,0.00824175824175824,0,0,0.233516483516484,0,0.00824175824175824,0.164835164835165,0,0.0384615384615385,0,0.0576923076923077,0.134615384615385,0,0,0,0.00824175824175824,0.0274725274725275,0,0.00274725274725275,0.00549450549450549,0.0164835164835165,0,0,0,0.00549450549450549,0.200549450549451,0.0769230769230769,0,0.00274725274725275,0,0,0,0,0,0,0.00274725274725275,0,0.00274725274725275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.5,5421,0,0.0271604938271605,0.00493827160493827,0,0.22716049382716,0.00246913580246914,0,0.125925925925926,0,0.0345679012345679,0.00740740740740741,0.037037037037037,0.0938271604938272,0.0123456790123457,0,0,0.0123456790123457,0.0419753086419753,0,0.0320987654320988,0,0,0,0.00740740740740741,0,0.0123456790123457,0.148148148148148,0.150617283950617,0,0.00493827160493827,0.00246913580246914,0,0,0.00740740740740741,0.00246913580246914,0,0.00493827160493827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.5,5659,0,0.00650759219088937,0.00433839479392625,0.00216919739696312,0.184381778741866,0,0,0.0672451193058568,0,0.0303687635574837,0,0.0412147505422994,0.117136659436009,0.0086767895878525,0,0,0.0130151843817787,0.017353579175705,0,0.0130151843817787,0,0.00433839479392625,0,0.00216919739696312,0,0,0.177874186550976,0.292841648590022,0,0.00650759219088937,0,0,0,0,0.00216919739696312,0,0,0,0,0,0,0,0.00216919739696312,0,0,0.00216919739696312,0,0,0,0,0,0,0,0.00433839479392625,0,0,0,0,0
160.5,5891,0.00273224043715847,0.0109289617486339,0,0,0.150273224043716,0.00273224043715847,0,0.0601092896174863,0,0.0382513661202186,0.0136612021857923,0.0245901639344262,0.0765027322404372,0.00273224043715847,0,0,0.0163934426229508,0.0437158469945355,0,0.0218579234972678,0,0.00273224043715847,0,0.00546448087431694,0,0.0136612021857923,0.087431693989071,0.420765027322404,0,0,0,0,0,0,0.00546448087431694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170.5,6336,0,0.0225563909774436,0,0.0050125313283208,0.165413533834586,0,0,0.075187969924812,0,0.0350877192982456,0.0025062656641604,0.0350877192982456,0.145363408521303,0,0,0,0.0100250626566416,0.0576441102756892,0,0.0225563909774436,0,0.0050125313283208,0,0.0050125313283208,0,0.012531328320802,0.132832080200501,0.2531328320802,0,0.0025062656641604,0,0,0,0,0.0050125313283208,0,0.0050125313283208,0,0,0,0.0025062656641604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180.5,6756,0.00639658848614072,0.0213219616204691,0,0,0.127931769722815,0,0,0.104477611940299,0,0.0511727078891258,0,0.0426439232409382,0.0874200426439232,0.0127931769722814,0,0,0.00852878464818763,0.0682302771855011,0,0.00639658848614072,0,0.00213219616204691,0,0.0127931769722814,0,0.0106609808102345,0.170575692963753,0.236673773987207,0.0170575692963753,0.00213219616204691,0,0,0,0,0,0.00213219616204691,0,0,0.00213219616204691,0.00213219616204691,0,0,0,0,0,0,0.00213219616204691,0,0,0,0,0,0,0,0.00213219616204691,0,0,0,0
190.5,7151,0,0.0105263157894737,0.00421052631578947,0.00421052631578947,0.223157894736842,0,0,0.0463157894736842,0,0.0694736842105263,0,0.0315789473684211,0.107368421052632,0.00631578947368421,0,0.00421052631578947,0.0168421052631579,0.0694736842105263,0,0.0189473684210526,0.00421052631578947,0.00421052631578947,0,0.0126315789473684,0,0.00842105263157895,0.132631578947368,0.204210526315789,0.0105263157894737,0.00210526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0.00210526315789474,0.00210526315789474,0,0,0,0,0,0,0,0.00210526315789474,0,0,0,0.00210526315789474,0,0,0
200.5,7520,0.00298507462686567,0.0149253731343284,0,0,0.134328358208955,0,0.00298507462686567,0.0746268656716418,0,0.0208955223880597,0,0.0477611940298507,0.146268656716418,0,0,0,0.026865671641791,0.0328358208955224,0,0.0208955223880597,0,0.00298507462686567,0.00298507462686567,0,0,0.00597014925373134,0.149253731343284,0.307462686567164,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0
210.5,7863,0,0.00423728813559322,0.00423728813559322,0.00211864406779661,0.139830508474576,0,0,0.0444915254237288,0,0.0317796610169492,0,0.0699152542372881,0.0953389830508475,0.00423728813559322,0,0,0.0105932203389831,0.0338983050847458,0,0.0169491525423729,0,0,0.00211864406779661,0.00423728813559322,0,0.00423728813559322,0.305084745762712,0.222457627118644,0,0.00211864406779661,0,0,0,0,0,0.00211864406779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220.5,8181,0.00293255131964809,0.00879765395894428,0.00586510263929619,0.00293255131964809,0.117302052785924,0,0.00293255131964809,0.0263929618768328,0,0.0469208211143695,0.0146627565982405,0.090909090909091,0.0967741935483871,0,0,0,0.00879765395894428,0.0439882697947214,0,0.0175953079178886,0,0.00293255131964809,0,0.00879765395894428,0,0.00586510263929619,0.275659824046921,0.18475073313783,0.00879765395894428,0,0.00293255131964809,0.00293255131964809,0,0,0,0.00293255131964809,0,0,0,0,0,0,0.00293255131964809,0,0,0,0,0,0,0,0.0117302052785924,0,0.00293255131964809,0,0,0,0,0,0
230.5,8473,0.0186170212765957,0.0106382978723404,0.00265957446808511,0,0.125,0,0,0.00797872340425532,0,0.0345744680851064,0.0132978723404255,0.0930851063829787,0.117021276595745,0.0159574468085106,0,0,0.0186170212765957,0.0531914893617021,0,0,0,0,0,0,0,0.00265957446808511,0.305851063829787,0.167553191489362,0.0132978723404255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240.5,8738,0.00684931506849315,0.0114155251141553,0,0.0045662100456621,0.162100456621005,0,0,0.0159817351598174,0,0.0159817351598174,0.00228310502283105,0.0639269406392694,0.19634703196347,0,0,0,0,0.04337899543379,0,0.0114155251141553,0,0,0,0,0,0.00228310502283105,0.248858447488584,0.191780821917808,0.0182648401826484,0,0,0.00228310502283105,0,0,0,0,0,0,0,0,0,0,0,0.00228310502283105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250.5,8976,0.00215982721382289,0.00215982721382289,0.00215982721382289,0,0.0863930885529158,0,0,0.0151187904967603,0,0.0496760259179266,0.00431965442764579,0.0431965442764579,0.166306695464363,0.00215982721382289,0,0,0.0129589632829374,0.0302375809935205,0,0.00431965442764579,0,0,0.00431965442764579,0.00431965442764579,0,0.00215982721382289,0.190064794816415,0.371490280777538,0,0,0,0.00215982721382289,0,0,0,0.00215982721382289,0.00215982721382289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260.5,9188,0.00355871886120996,0.00889679715302491,0.00355871886120996,0,0.133451957295374,0,0,0.00355871886120996,0,0.0516014234875445,0.0177935943060498,0.0516014234875445,0.144128113879004,0.00177935943060498,0,0,0.0177935943060498,0.0427046263345196,0,0.0213523131672598,0,0.00355871886120996,0,0.00533807829181495,0,0.00177935943060498,0.258007117437722,0.204626334519573,0.0177935943060498,0,0,0,0,0,0,0.00177935943060498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177935943060498,0.00177935943060498,0,0.00177935943060498,0,0,0,0,0,0
270.5,9373,0.00441501103752759,0.0022075055187638,0,0,0.141280353200883,0,0,0.00441501103752759,0,0.0198675496688742,0,0.097130242825607,0.19205298013245,0,0,0,0.00441501103752759,0.0286975717439294,0,0.0154525386313466,0,0,0.00441501103752759,0.0022075055187638,0,0.00441501103752759,0.370860927152318,0.0684326710816777,0.0286975717439294,0.0022075055187638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00662251655629139,0,0,0,0,0,0,0.0022075055187638,0,0,0,0,0,0,0,0
280.5,9531,0.015625,0.00520833333333333,0.00260416666666667,0.00260416666666667,0.0729166666666667,0,0,0,0,0.0546875,0.0260416666666667,0.119791666666667,0.122395833333333,0.0130208333333333,0,0,0.0078125,0.0677083333333333,0,0,0,0.00520833333333333,0,0,0,0.00260416666666667,0.377604166666667,0.0755208333333333,0.0286458333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290.5,9663,0.0320781032078103,0,0.00139470013947001,0.00139470013947001,0.093444909344491,0,0,0,0,0.0320781032078103,0,0.0697350069735007,0.196652719665272,0.00278940027894003,0,0,0.0097629009762901,0.0446304044630404,0,0.0097629009762901,0.00278940027894003,0,0.00139470013947001,0.00418410041841004,0,0.00278940027894003,0.419804741980474,0.0278940027894003,0.0418410041841004,0,0,0.00139470013947001,0,0,0,0,0,0,0,0,0.00139470013947001,0,0.00139470013947001,0,0.00139470013947001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
