"sample.depths","sample.ages","Abies","Acer.rubrum","Ambrosia.type","Artemisia","Betula","Corylus","Cyperaceae","Fagus","Larix","Ostrya.Carpinus","Picea","Pinus.undiff.","Quercus","Salix","Sambucus","Sanguisorba","Ulmus","Alnus","Juniperus.Thuja","Fraxinus","Myrica","Populus","Amaranthaceae","Poaceae","Polygonum","Acer.saccharum","Pinus.strobus","Tsuga.canadensis","Pinus.banksiana.P..resinosa","Carya","Castanea","Ilex","Rubus","Rumex","Tilia","Juglans","Other.upland.herbs","Urtica","Celtis","Asteraceae.undiff.","Nyssa","Stachys.type","Ericaceae","Vitis","Cornus","Acer.negundo","Caryophyllaceae","Galium","Nemopanthus.mucronatus","Morus","Cephalanthus.occidentalis","Liquidambar","Ranunculaceae.undiff.","Rosaceae.undiff.","Saxifragaceae","Iva","Thalictrum","Humulus","Dryas"
0.5,-23,0.00533333333333333,0.00533333333333333,0.0213333333333333,0.00266666666666667,0.245333333333333,0.00533333333333333,0.00266666666666667,0.0373333333333333,0.00266666666666667,0.032,0.0213333333333333,0.0453333333333333,0.157333333333333,0.00533333333333333,0.0106666666666667,0.00266666666666667,0.00266666666666667,0.0346666666666667,0.00533333333333333,0.00533333333333333,0.0106666666666667,0.0293333333333333,0.00533333333333333,0.0746666666666667,0.00266666666666667,0.00533333333333333,0.133333333333333,0.056,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,93,0.0132275132275132,0.00793650793650794,0.0185185185185185,0.0132275132275132,0.240740740740741,0.00264550264550265,0.00264550264550265,0.0264550264550265,0.00529100529100529,0.037037037037037,0.044973544973545,0.044973544973545,0.169312169312169,0.00264550264550265,0,0,0.0132275132275132,0.0158730158730159,0,0.00264550264550265,0.00793650793650794,0.00529100529100529,0,0.0291005291005291,0,0.0158730158730159,0.148148148148148,0.0476190476190476,0.0158730158730159,0.00264550264550265,0.00529100529100529,0.00264550264550265,0.00529100529100529,0.0291005291005291,0.00529100529100529,0.00264550264550265,0.00793650793650794,0.00793650793650794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.5,209,0.0501392757660167,0.00278551532033426,0.0194986072423398,0,0.292479108635098,0.00278551532033426,0.00278551532033426,0.0306406685236769,0,0.0194986072423398,0.0612813370473538,0.0194986072423398,0.181058495821727,0.00557103064066852,0.00835654596100279,0,0,0.0389972144846797,0.0167130919220056,0.0167130919220056,0,0.00557103064066852,0,0.0417827298050139,0,0.00278551532033426,0.064066852367688,0.0752089136490251,0.00278551532033426,0.00557103064066852,0.00557103064066852,0,0,0,0,0,0,0,0.00278551532033426,0.0194986072423398,0.00278551532033426,0.00278551532033426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.5,326,0.0222222222222222,0.00555555555555556,0.00555555555555556,0,0.247222222222222,0,0,0.0388888888888889,0,0.0361111111111111,0.0666666666666667,0.0472222222222222,0.166666666666667,0.00277777777777778,0,0,0.00833333333333333,0.0305555555555556,0,0,0.00555555555555556,0.0111111111111111,0,0.00555555555555556,0,0.0138888888888889,0.113888888888889,0.111111111111111,0.0472222222222222,0.00277777777777778,0.00277777777777778,0,0,0,0,0,0,0,0,0,0,0,0.00277777777777778,0.00277777777777778,0.00277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.5,444,0.0107238605898123,0.00536193029490617,0.0107238605898123,0.00268096514745308,0.270777479892761,0.00804289544235925,0,0.0348525469168901,0,0.0509383378016086,0.0831099195710456,0.032171581769437,0.198391420911528,0.0187667560321716,0,0,0.00536193029490617,0.0187667560321716,0,0.00804289544235925,0,0.00268096514745308,0,0.00804289544235925,0,0.00268096514745308,0.115281501340483,0.0857908847184987,0.00536193029490617,0.00536193029490617,0.00536193029490617,0,0,0,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0.00268096514745308,0.00268096514745308,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0
25.5,565,0.00581395348837209,0.00290697674418605,0.00290697674418605,0,0.215116279069767,0,0,0.0813953488372093,0.00290697674418605,0.0377906976744186,0.0959302325581395,0.0406976744186047,0.156976744186047,0,0,0,0.00581395348837209,0.0290697674418605,0.00290697674418605,0.00872093023255814,0,0.0116279069767442,0.00290697674418605,0.00290697674418605,0,0.00581395348837209,0.133720930232558,0.130813953488372,0,0.00581395348837209,0.00290697674418605,0.00290697674418605,0.00290697674418605,0,0,0,0,0,0,0,0,0,0,0.00290697674418605,0,0.00581395348837209,0,0,0,0,0,0,0,0,0,0,0,0,0
30.5,691,0.0136239782016349,0.0163487738419619,0.00544959128065395,0,0.223433242506812,0.0163487738419619,0,0.0681198910081744,0.00272479564032698,0.0490463215258856,0.0681198910081744,0.0326975476839237,0.11716621253406,0.00272479564032698,0,0,0.0108991825613079,0.0272479564032698,0,0.0136239782016349,0.00272479564032698,0.0108991825613079,0,0.00817438692098093,0,0.00272479564032698,0.103542234332425,0.177111716621253,0.0163487738419619,0.00272479564032698,0,0,0,0,0.00272479564032698,0,0,0,0,0,0,0,0,0,0,0,0,0.00544959128065395,0,0,0,0,0,0,0,0,0,0,0
35.5,826,0.0120481927710843,0.0120481927710843,0.00481927710843374,0.00481927710843374,0.209638554216867,0.00240963855421687,0,0.0891566265060241,0,0.0192771084337349,0.0506024096385542,0.0240963855421687,0.202409638554217,0,0,0,0.0072289156626506,0.0168674698795181,0.00240963855421687,0.00481927710843374,0.0072289156626506,0.0144578313253012,0,0.00240963855421687,0,0.0072289156626506,0.0891566265060241,0.192771084337349,0.0072289156626506,0.00240963855421687,0,0,0.00240963855421687,0.00240963855421687,0,0.00481927710843374,0.00240963855421687,0,0,0,0,0,0,0,0,0.00240963855421687,0,0,0,0,0,0,0,0,0,0,0,0,0
40.5,970,0.0134831460674157,0.0179775280898876,0.00449438202247191,0,0.244943820224719,0.0134831460674157,0,0.0853932584269663,0,0.0426966292134831,0.0449438202247191,0.0314606741573034,0.10561797752809,0.00224719101123596,0,0,0.00449438202247191,0.0179775280898876,0,0.0224719101123595,0,0.00224719101123596,0,0,0,0.0202247191011236,0.121348314606742,0.170786516853933,0.0112359550561798,0.00449438202247191,0.00224719101123596,0,0,0,0.00224719101123596,0,0,0,0,0,0.00674157303370787,0,0,0,0,0,0.00224719101123596,0.00449438202247191,0,0,0,0,0,0,0,0,0,0,0
45.5,1125,0.009009009009009,0.006006006006006,0.003003003003003,0.003003003003003,0.204204204204204,0.003003003003003,0.006006006006006,0.0840840840840841,0.003003003003003,0.039039039039039,0.018018018018018,0.042042042042042,0.171171171171171,0,0,0,0,0.012012012012012,0.003003003003003,0.018018018018018,0.009009009009009,0.006006006006006,0,0.006006006006006,0,0.006006006006006,0.147147147147147,0.186186186186186,0,0,0.006006006006006,0,0,0,0.003003003003003,0,0.003003003003003,0,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
