"sample.depths","sample.ages","upland.sum","Abies","Acer.negundo","Acer.rubrum","Acer.saccharum","Alnus","Betula","Carya","Cornus.racemosa","Cornus.sericea","Cornus.undiff.","Corylus","Cupressaceae","Diervilla","Ephedra","Ericaceae","Fraxinus.nigra","Fraxinus.pennsylvanica","Fraxinus.undiff.","Juglans.cinerea","Juglans.nigra","Larix","Lonicera","Myrica","Ostrya.Carpinus","Parthenocissus","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.undiff.","Populus","Prunus","Quercus","Rhamnus","Salix","Sambucus","Sarcobatus.vermiculatus","Shepherdia.argentea","Shepherdia.canadensis","Spiraea","Symphoricarpos.occidentalis","Tilia","Ulmus","Viburnum.lentago","Viburnum.opulus","Viburnum.rafinesquianum.type","Viburnum.undiff.","Allium","Ambrosia.type","Amorpha","Anemone","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Brassicaceae","Caltha.type","Campanula","Caryophyllaceae.undiff.","Caulophyllum.thalictroides","Chenopodiaceae.Amaranthaceae.undiff.","Comandra","Dalea.candida.type","Dalea.purpurea.type","Epilobium","Euphorbia","Fabaceae.undiff.","Galium","Geum.type","Humulus","Impatiens","Iva.annua.type","Iva.xanthifolia","Lamiaceae","Lysimachia","Maianthemum","Mimulus","Pedicularis","Poaceae","Polygonum.amphibium","Polygonum.aviculare","Polygonum.persicaria","Potentilla","Ranunculus","Rosaceae.undiff.","Rumex","Scrophularia","Stellaria","Thalictrum","Urtica.type","Veronica","Viola","Xanthium"
210,6748,574,0,0,0,0,9,14,0,0,0,0,8,2,0,0,0,1,1,0,0,0,1,0,0,1,0,2,25,0,72,2,1,53,0,26,0,0,0,0,0,0,0,8,0,1,0,0,0,64,1,0,0,100,26,0,0,0,0,0,0,55,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,91,0,0,2,0,0,1,0,0,1,0,0,0,0,1
228,7274,340,0,0,0,0,0,12,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,26,0,58,1,0,22,0,11,0,0,0,0,0,0,0,2,0,0,0,2,0,27,0,0,0,38,7,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73,0,0,1,0,2,1,0,1,1,0,1,0,0,1
255,8062,493,0,0,0,0,3,10,0,0,0,0,4,3,0,0,0,1,0,0,0,0,1,0,0,2,0,6,47,0,106,1,0,22,0,14,0,0,3,1,0,0,0,5,0,0,0,0,0,31,0,0,0,53,6,0,0,0,0,0,0,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,1,0,0,0,0,0,0,0,0,0,0,1
259,8179,360,0,0,0,0,2,22,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,86,2,108,1,0,9,0,6,0,1,2,1,0,0,0,4,0,0,0,0,0,7,1,0,0,18,8,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,NA,437,0,0,0,0,7,20,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,248,3,0,10,0,1,0,0,1,0,0,0,0,12,0,0,0,0,0,9,0,0,0,30,11,0,0,0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
