"sample.depths","sample.ages","Abies","Betula","Corylus","Cyperaceae","Ericaceae","Fagus","Poaceae.undiff.","Larix","Picea","Quercus","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Zea.mays","Alnus","Ambrosia","Myrica","Pinus","Amaranthaceae","Acer.saccharum","Ostrya","Artemisia","Carya","Castanea","Juglans.cinerea","Rumex","Cornus","Populus","Ilex.Nemopanthus","Fraxinus.nigra","Cupressaceae","Juglans.nigra","Fraxinus.americana","Platanus","Rosaceae","Thalictrum","Acer.rubrum"
1,-28,0.00324675324675325,0.0811688311688312,0.00324675324675325,0.00974025974025974,0.0308441558441558,0.0178571428571429,0.00974025974025974,0.00487012987012987,0.012987012987013,0.038961038961039,0.00162337662337662,0.00162337662337662,0.00487012987012987,0.00162337662337662,0.0064935064935065,0.00162337662337662,0.00487012987012987,0.0616883116883117,0.00324675324675325,0.689935064935065,0.00162337662337662,0.0064935064935065,0.00162337662337662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,90,0.00185185185185185,0.0981481481481482,0.0037037037037037,0.0333333333333333,0.116666666666667,0.1,0.0481481481481481,0.0037037037037037,0.0462962962962963,0.0796296296296296,0.0037037037037037,0.00740740740740741,0.0240740740740741,0.0037037037037037,0.0388888888888889,0.00740740740740741,0.0277777777777778,0.142592592592593,0.00555555555555556,0.135185185185185,0.00185185185185185,0.0259259259259259,0.0203703703703704,0.00185185185185185,0.00185185185185185,0.00185185185185185,0.0037037037037037,0.00555555555555556,0.00185185185185185,0.00185185185185185,0.00185185185185185,0.0037037037037037,0,0,0,0,0,0,0
100,411,0.00185185185185185,0.135185185185185,0.00185185185185185,0.0240740740740741,0.0111111111111111,0.205555555555556,0.00555555555555556,0.00555555555555556,0.0185185185185185,0.107407407407407,0,0.00925925925925926,0.087037037037037,0.0037037037037037,0.0648148148148148,0,0.012962962962963,0.00555555555555556,0.00740740740740741,0.188888888888889,0,0.0388888888888889,0.0277777777777778,0.00185185185185185,0.00185185185185185,0,0,0.00555555555555556,0.00740740740740741,0.00185185185185185,0.00185185185185185,0.00925925925925926,0.00185185185185185,0.00185185185185185,0.0037037037037037,0,0,0,0
153,963,0.00163132137030995,0.138662316476346,0.00163132137030995,0.0097879282218597,0.0032626427406199,0.33605220228385,0.00163132137030995,0.00163132137030995,0.0097879282218597,0.0603588907014682,0,0.0097879282218597,0.164763458401305,0.00163132137030995,0.0456769983686786,0,0.00815660685154975,0.0032626427406199,0.00815660685154975,0.0913539967373573,0,0.065252854812398,0.00815660685154975,0.0032626427406199,0.00489396411092985,0,0.00163132137030995,0,0,0.0032626427406199,0,0.0097879282218597,0.00163132137030995,0,0,0.00163132137030995,0.0032626427406199,0,0
203,1484,0.00931098696461825,0.0893854748603352,0,0.0037243947858473,0.00558659217877095,0.41340782122905,0,0.00186219739292365,0.0130353817504655,0.0633147113594041,0,0.0223463687150838,0.115456238361266,0.00186219739292365,0.0502793296089385,0,0.00186219739292365,0.0037243947858473,0,0.0949720670391061,0,0.0651769087523277,0.0074487895716946,0.0037243947858473,0.0074487895716946,0.00186219739292365,0,0,0.00931098696461825,0.00186219739292365,0,0.0111731843575419,0,0,0.00186219739292365,0,0,0,0
253,2006,0,0.0939226519337017,0,0.00736648250460405,0,0.38121546961326,0,0,0.0128913443830571,0.0791896869244936,0,0.0220994475138122,0.104972375690608,0,0.0552486187845304,0,0.00552486187845304,0.00552486187845304,0.00552486187845304,0.106813996316759,0,0.0791896869244936,0.00552486187845304,0,0.00920810313075507,0,0.00184162062615101,0,0.00920810313075507,0.00184162062615101,0,0.00368324125230203,0.00736648250460405,0,0,0.00184162062615101,0,0,0
303,2527,0.0036101083032491,0.0667870036101083,0.0036101083032491,0.00902527075812274,0.00180505415162455,0.382671480144404,0.00180505415162455,0,0.0180505415162455,0.0487364620938628,0.00180505415162455,0.0216606498194946,0.0613718411552347,0.0036101083032491,0.0794223826714801,0,0.0252707581227437,0,0.00541516245487365,0.115523465703971,0,0.0848375451263538,0.0234657039711191,0.0036101083032491,0.0036101083032491,0.0036101083032491,0.00180505415162455,0,0.0108303249097473,0.00180505415162455,0,0.00541516245487365,0,0,0.0036101083032491,0,0.0072202166064982,0,0
340,2912,0.00221483942414175,0.125138427464009,0,0.0210409745293466,0.0121816168327796,0.293466223698782,0.00110741971207087,0.00332225913621262,0.00775193798449612,0.079734219269103,0,0.008859357696567,0.0908084163898117,0.00553709856035437,0.0564784053156146,0,0.0044296788482835,0.00110741971207087,0.0044296788482835,0.125138427464009,0,0.0908084163898117,0.0210409745293466,0.00221483942414175,0.00664451827242525,0,0,0,0,0.00332225913621262,0.00332225913621262,0.00553709856035437,0.0132890365448505,0.00221483942414175,0.00553709856035437,0.00221483942414175,0,0.00110741971207087,0
350,3017,0,0.164705882352941,0,0.0274509803921569,0,0.274509803921569,0,0.00588235294117647,0.00980392156862745,0.0549019607843137,0.00196078431372549,0.0137254901960784,0.0529411764705882,0.00588235294117647,0.0490196078431373,0,0.00980392156862745,0,0.00980392156862745,0.156862745098039,0.00196078431372549,0.101960784313725,0.0196078431372549,0.00196078431372549,0.00588235294117647,0,0,0,0,0.00588235294117647,0,0.00392156862745098,0.0156862745098039,0,0.00392156862745098,0.00196078431372549,0,0,0
360,3121,0,0.0805860805860806,0,0.043956043956044,0,0.302197802197802,0,0,0.0183150183150183,0.086080586080586,0,0.0128205128205128,0.0402930402930403,0.00183150183150183,0.0402930402930403,0,0.010989010989011,0,0.00732600732600733,0.17032967032967,0.00183150183150183,0.113553113553114,0.0183150183150183,0,0,0,0,0,0,0.00732600732600733,0,0.00366300366300366,0.0183150183150183,0,0.00915750915750916,0.00183150183150183,0.00915750915750916,0,0.00183150183150183
