"sample.depths","sample.ages","Abies","Betula","Corylus","Cyperaceae","Ericaceae","Fagus","Poaceae.undiff.","Larix","Picea","Quercus","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Zea.mays","Alnus","Ambrosia","Myrica","Pinus","Amaranthaceae","Acer.saccharum","Ostrya","Artemisia","Carya","Castanea","Juglans.cinerea","Rumex","Cornus","Populus","Ilex.Nemopanthus","Fraxinus.nigra","Cupressaceae","Juglans.nigra","Fraxinus.americana","Platanus","Rosaceae","Thalictrum","Acer.rubrum"
370,3225,0,0.126232741617357,0,0.0276134122287968,0,0.406311637080868,0,0,0.00986193293885602,0.0907297830374754,0,0.0216962524654832,0.0355029585798817,0.00394477317554241,0.0394477317554241,0,0.00394477317554241,0,0.00394477317554241,0.140039447731755,0.0019723865877712,0.0591715976331361,0,0.0019723865877712,0.00394477317554241,0,0,0,0,0.00788954635108481,0,0.00788954635108481,0,0.00394477317554241,0,0,0.0019723865877712,0,0.0019723865877712
380,3329,0.00175746924428822,0.103690685413005,0,0.0720562390158172,0,0.244288224956063,0,0.00527240773286467,0.0123022847100176,0.103690685413005,0.00175746924428822,0.0175746924428823,0.0456942003514939,0,0.0527240773286467,0,0.0175746924428823,0,0.0105448154657293,0.147627416520211,0.0070298769771529,0.0632688927943761,0.0386643233743409,0,0.0175746924428823,0,0,0,0.00878734622144113,0.00351493848857645,0,0.00527240773286467,0.0140597539543058,0,0.00175746924428822,0.00175746924428822,0,0,0.00175746924428822
390,3434,0,0.0773930753564155,0,0.0366598778004073,0,0.342158859470468,0,0.00610997963340122,0.00407331975560081,0.0916496945010183,0,0.0162932790224033,0.0407331975560081,0,0.0753564154786151,0,0.00407331975560081,0.00407331975560081,0.0122199592668024,0.152749490835031,0,0.0835030549898167,0.0142566191446029,0.00203665987780041,0.00610997963340122,0,0,0,0.00407331975560081,0.010183299389002,0,0.00203665987780041,0.00610997963340122,0,0,0,0,0.00407331975560081,0.00407331975560081
395,3486,0,0.0678571428571429,0,0.0553571428571429,0.00357142857142857,0.348214285714286,0.00178571428571429,0.00357142857142857,0.00535714285714286,0.0803571428571429,0.00178571428571429,0.0178571428571429,0.0303571428571429,0.00357142857142857,0.0732142857142857,0,0.0125,0,0.0142857142857143,0.125,0.00357142857142857,0.0732142857142857,0.0214285714285714,0.00178571428571429,0.00535714285714286,0,0,0,0.00357142857142857,0.00714285714285714,0,0.00535714285714286,0.0160714285714286,0.00357142857142857,0.0107142857142857,0.00178571428571429,0.00178571428571429,0,0
400,3538,0,0.126159554730983,0,0.0333951762523191,0,0.374768089053803,0,0,0.00185528756957328,0.0797773654916512,0,0.0148423005565863,0.0333951762523191,0.00927643784786642,0.0630797773654917,0,0.00185528756957328,0,0.0111317254174397,0.0927643784786642,0,0.0834879406307978,0.0315398886827458,0,0,0,0.00185528756957328,0,0.0111317254174397,0.00185528756957328,0,0.0148423005565863,0.00556586270871985,0.00185528756957328,0.00371057513914657,0.00185528756957328,0,0,0
405,3590,0,0.1,0,0.0428571428571429,0.00357142857142857,0.323214285714286,0.00178571428571429,0.00178571428571429,0.00714285714285714,0.0785714285714286,0,0.0214285714285714,0.0160714285714286,0.00178571428571429,0.0678571428571429,0,0.00535714285714286,0,0.00714285714285714,0.169642857142857,0.00357142857142857,0.075,0.0232142857142857,0,0.00178571428571429,0,0,0,0.00357142857142857,0.00178571428571429,0,0.00714285714285714,0.0232142857142857,0.00178571428571429,0.00178571428571429,0,0.00714285714285714,0,0.00178571428571429
410,3642,0,0.0703764320785597,0.00327332242225859,0.101472995090016,0,0.319148936170213,0.00327332242225859,0,0.016366612111293,0.072013093289689,0,0.0212765957446809,0.0360065466448445,0,0.0540098199672668,0,0.00818330605564648,0,0.00490998363338789,0.126022913256956,0.0016366612111293,0.104746317512275,0.0343698854337152,0.00327332242225859,0,0,0.00654664484451719,0,0,0.0016366612111293,0,0.00327332242225859,0.00327332242225859,0.0016366612111293,0.00327332242225859,0,0,0,0
420,3746,0.00179856115107914,0.0935251798561151,0.00179856115107914,0.0359712230215827,0,0.262589928057554,0.00719424460431655,0.00359712230215827,0.0377697841726619,0.107913669064748,0,0.0161870503597122,0.0719424460431655,0.00539568345323741,0.0755395683453237,0,0.00359712230215827,0,0.00539568345323741,0.10431654676259,0.00179856115107914,0.0881294964028777,0.0287769784172662,0.00179856115107914,0.00179856115107914,0,0.00179856115107914,0,0,0.00719424460431655,0.00539568345323741,0.0107913669064748,0.00539568345323741,0.00179856115107914,0.00719424460431655,0.00179856115107914,0.00179856115107914,0,0
430,NA,0.00232558139534884,0.113953488372093,0,0.0325581395348837,0,0.241860465116279,0,0.00232558139534884,0.0255813953488372,0.0744186046511628,0.00232558139534884,0.0302325581395349,0.0558139534883721,0,0.0953488372093023,0,0.00930232558139535,0.00232558139534884,0.00697674418604651,0.141860465116279,0.00232558139534884,0.072093023255814,0.0209302325581395,0,0,0,0,0,0,0.00697674418604651,0.0255813953488372,0.00697674418604651,0.0116279069767442,0,0.00465116279069767,0,0.0116279069767442,0,0
438,NA,0.00467289719626168,0.0420560747663551,0,0.0358255451713396,0,0.26791277258567,0,0.00311526479750779,0.00778816199376947,0.0451713395638629,0,0.0186915887850467,0.0467289719626168,0.00467289719626168,0.0529595015576324,0,0,0,0.0124610591900312,0.152647975077882,0,0.104361370716511,0.0186915887850467,0,0,0,0.00155763239875389,0,0.00155763239875389,0,0.146417445482866,0.00934579439252336,0,0,0.00467289719626168,0.00311526479750779,0.0124610591900312,0.00155763239875389,0.00155763239875389
