"depth","best.age","min.age","max.age"
1,-27,-56,2
10,-15,-42,11
20,-1,-26,24
30,12,-11,37
40,26,2,50
50,39,14,65
60,53,26,80
70,66,37,97
80,80,46,113
90,93,56,131
100,425,320,542
120,1036,790,1317
130,1113,879,1379
140,1190,967,1440
150,1267,1055,1503
160,1343,1141,1565
170,1420,1227,1630
180,1497,1312,1697
190,1574,1394,1766
200,1651,1474,1836
210,1727,1550,1908
220,1804,1626,1985
230,1881,1702,2068
240,1958,1777,2154
250,2035,1852,2249
260,2112,1918,2352
270,2188,1989,2448
280,2265,2057,2541
290,2342,2120,2634
300,2409,2183,2704
310,2459,2246,2738
320,2509,2310,2773
325,2534,2342,2789
330,2559,2373,2808
340,2610,2434,2843
350,2660,2495,2877
360,2710,2556,2907
370,2760,2616,2942
380,2810,2667,2980
390,2860,2715,3021
400,2911,2763,3066
410,2961,2807,3112
420,3011,2849,3161
431,3066,2892,3216
443,3126,2938,3278
447,3147,2953,3299
460,3212,3002,3370
470,3262,3040,3427
480,3312,3077,3486
490,3356,3129,3525
500,3400,3181,3565
510,3444,3233,3605
520,3488,3285,3646
530,3532,3337,3688
540,3576,3390,3731
550,3620,3441,3772
560,3664,3492,3815
570,3708,3542,3857
583,3765,3606,3912
590,3796,3640,3942
600,3840,3688,3986
610,3884,3736,4030
620,3928,3783,4074
630,3972,3829,4118
640,4016,3875,4163
650,4059,3919,4207
660,4103,3962,4251
670,4147,4005,4297
680,4191,4047,4342
690,4235,4089,4388
700,4279,4130,4435
710,4323,4171,4482
720,4367,4211,4528
730,4411,4251,4576
740,4455,4289,4623
750,4499,4328,4671
764,4561,4381,4740
770,4587,4403,4771
780,4631,4441,4821
