"depth","best.age","min.age","max.age"
10,260,246,274
25,649,616,687
40,1039,985,1100
50,1299,1231,1375
75,1948,1846,2063
100,2598,2461,2750
125,3247,3076,3438
150,3897,3691,4126
175,4546,4306,4813
200,5196,4922,5502
215,5585,5290,5913
225,5845,5536,6189
235,5964,5671,6291
250,6072,5790,6372
275,6252,5932,6577
300,6433,6020,6869
315,6541,6068,7071
325,6656,6160,7218
335,6900,6439,7405
350,7266,6849,7712
362,7559,7152,7979
375,7877,7459,8302
390,8243,7779,8703
400,8487,7969,8977
412,8780,8193,9324
425,9098,8433,9721
430,9351,8771,9916
435,9736,9206,10276
440,10121,9444,10796
445,10524,9901,11167
450,10945,10450,11512
455,NA,NA,NA
460,NA,NA,NA
465,NA,NA,NA
470,NA,NA,NA
