"depth","best.age","min.age","max.age"
10,-23,-50,2
20,-15,-40,10
30,-7,-31,17
40,1,-23,24
50,9,-14,32
70,25,2,47
90,41,17,64
110,57,31,81
130,73,46,100
150,88,59,119
160,96,65,128
170,104,72,138
180,112,78,148
185,116,81,152
190,120,84,157
195,124,87,162
200,128,90,167
202.5,130,91,169
205,231,192,271
207.5,331,286,377
210,432,377,487
212.5,533,466,599
215,633,556,714
217.5,734,645,829
220,835,733,945
222.5,935,822,1062
225,1036,910,1179
227.5,1136,971,1296
230,1237,1053,1411
232.5,1338,1136,1526
235,1438,1219,1641
237.5,1539,1302,1757
240,1640,1386,1873
242.5,1740,1469,1989
245,1841,1553,2105
247.5,1941,1638,2221
250,2042,1721,2337
257.5,2344,1974,2685
260,2445,2059,2801
262.5,2545,2143,2918
265,NA,NA,NA
267.5,NA,NA,NA
269,NA,NA,NA
