"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharinum.type","Ambrosia.type","Artemisia","Betula","Carya","Cupressaceae","Cyperaceae","Fagus","Fraxinus.pennsylvanica.type","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Salix","Tilia","Tsuga","Ulmus","Alnus","Amaranthaceae","Poaceae","Corylus","Fraxinus.nigra.type","Populus","Ilex","Apiaceae","Platanus","Juglans.nigra","Campanulaceae","Asteraceae.subf..Asteroideae.undiff.","Juglans.cinerea","Thalictrum","Ericaceae","Myrica","Galium"
67,2335,0.00217864923747277,0.00217864923747277,0.0348583877995643,0.0065359477124183,0.00217864923747277,0.0740740740740741,0.00217864923747277,0.0348583877995643,0.00217864923747277,0.0610021786492375,0.00435729847494553,0.0108932461873638,0.00871459694989107,0.0261437908496732,0.0196078431372549,0.115468409586057,0.394335511982571,0.0130718954248366,0.00217864923747277,0.00217864923747277,0.14161220043573,0.0217864923747277,0.0108932461873638,0.00217864923747277,0.00435729847494553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2439,0.00383141762452107,0,0.0210727969348659,0.00383141762452107,0.00191570881226054,0.0670498084291188,0.00191570881226054,0.0478927203065134,0.00191570881226054,0.024904214559387,0,0.00766283524904215,0.00191570881226054,0.0210727969348659,0.0191570881226054,0.118773946360153,0.486590038314176,0.0210727969348659,0,0,0.10727969348659,0.0229885057471264,0.00574712643678161,0,0.00191570881226054,0.00191570881226054,0.00957854406130268,0,0,0,0,0,0,0,0,0,0,0,0
75,2612,0.0043010752688172,0,0.0172043010752688,0.0021505376344086,0.00860215053763441,0.0881720430107527,0,0.0258064516129032,0.0064516129032258,0.0451612903225806,0,0.0064516129032258,0.0150537634408602,0.0150537634408602,0.0473118279569892,0.109677419354839,0.481720430107527,0.021505376344086,0,0,0.0731182795698925,0.00860215053763441,0.0150537634408602,0.0021505376344086,0.0021505376344086,0,0.0021505376344086,0.0021505376344086,0,0,0,0,0,0,0,0,0,0,0
80,2786,0.00189035916824197,0.00189035916824197,0.0170132325141777,0.00189035916824197,0.00378071833648393,0.0737240075614367,0.00189035916824197,0.0415879017013233,0.00189035916824197,0.0264650283553875,0,0.0056710775047259,0.00756143667296786,0.0207939508506616,0.0113421550094518,0.136105860113422,0.514177693761815,0.0264650283553875,0,0.00189035916824197,0.0718336483931947,0.0113421550094518,0.00756143667296786,0,0.00378071833648393,0,0.0056710775047259,0.00378071833648393,0,0,0,0,0,0,0,0,0,0,0
85,2959,0.0041407867494824,0,0.020703933747412,0.0062111801242236,0.0062111801242236,0.082815734989648,0,0.041407867494824,0.0020703933747412,0.0289855072463768,0.0020703933747412,0.010351966873706,0.0020703933747412,0.0082815734989648,0.0372670807453416,0.122153209109731,0.507246376811594,0.0248447204968944,0.0020703933747412,0,0.0538302277432712,0.010351966873706,0.0124223602484472,0.0020703933747412,0.0062111801242236,0,0.0041407867494824,0,0.0020703933747412,0,0,0,0,0,0,0,0,0,0
90,3133,0.00392927308447937,0,0.00982318271119843,0.00589390962671906,0.00589390962671906,0.0982318271119843,0,0.0491159135559921,0.00982318271119843,0.037328094302554,0.00392927308447937,0.0216110019646365,0.0117878192534381,0.00196463654223969,0.0137524557956778,0.0844793713163065,0.530451866404715,0.0137524557956778,0.00196463654223969,0.00196463654223969,0.0569744597249509,0.0196463654223969,0.00982318271119843,0.00196463654223969,0.00196463654223969,0,0.00196463654223969,0,0,0.00196463654223969,0,0,0,0,0,0,0,0,0
95,3283,0.00389105058365759,0,0.0116731517509728,0,0.00389105058365759,0.0525291828793774,0.00583657587548638,0.0408560311284047,0.00194552529182879,0.0194552529182879,0,0.00194552529182879,0.00583657587548638,0.0116731517509728,0.0136186770428016,0.0875486381322957,0.64591439688716,0.0252918287937743,0,0,0.0291828793774319,0.0155642023346304,0.0136186770428016,0,0.00194552529182879,0.00194552529182879,0.00194552529182879,0,0,0,0.00389105058365759,0,0,0,0,0,0,0,0
100,3411,0.00210084033613445,0.00210084033613445,0.0126050420168067,0.00420168067226891,0.00210084033613445,0.0525210084033613,0,0.0357142857142857,0.00210084033613445,0.0168067226890756,0.00210084033613445,0.00420168067226891,0.0147058823529412,0.00840336134453781,0.0189075630252101,0.0504201680672269,0.676470588235294,0.0336134453781513,0,0.00420168067226891,0.0168067226890756,0.0210084033613445,0.00840336134453781,0.00420168067226891,0.00210084033613445,0,0.00420168067226891,0,0,0,0,0,0,0,0,0,0,0,0
105,3539,0.00598802395209581,0,0.00998003992015968,0.00199600798403194,0,0.06187624750499,0.00199600798403194,0.0339321357285429,0.00798403193612774,0.0219560878243513,0,0.00798403193612774,0.0159680638722555,0.00798403193612774,0.0359281437125748,0.0678642714570858,0.648702594810379,0.031936127744511,0,0,0.00998003992015968,0.0139720558882236,0.00798403193612774,0,0,0,0.00199600798403194,0,0,0,0.00399201596806387,0,0,0,0,0,0,0,0
110,3667,0.004149377593361,0,0.00829875518672199,0,0.0020746887966805,0.0394190871369295,0.004149377593361,0.037344398340249,0.004149377593361,0.004149377593361,0,0,0.0145228215767635,0.016597510373444,0.0435684647302905,0.0995850622406639,0.657676348547718,0.020746887966805,0.0020746887966805,0.0020746887966805,0.00829875518672199,0.024896265560166,0.004149377593361,0,0,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0,0,0
115,3795,0.00165289256198347,0.00165289256198347,0.00991735537190083,0.00661157024793388,0.00165289256198347,0.0429752066115702,0.00165289256198347,0.0347107438016529,0.00330578512396694,0.0115702479338843,0,0.00661157024793388,0.00495867768595041,0.0115702479338843,0.0479338842975207,0.0644628099173554,0.661157024793388,0.0363636363636364,0,0,0.0132231404958678,0.0181818181818182,0.0148760330578512,0,0,0,0.00165289256198347,0,0,0,0.00330578512396694,0,0,0,0,0,0,0,0
120,3923,0.00555555555555556,0,0.00555555555555556,0.00925925925925926,0.00555555555555556,0.0240740740740741,0.00185185185185185,0.0277777777777778,0.0037037037037037,0.012962962962963,0.00185185185185185,0.00925925925925926,0.0111111111111111,0.0148148148148148,0.0537037037037037,0.05,0.675925925925926,0.0296296296296296,0,0.00185185185185185,0.0166666666666667,0.0111111111111111,0.0148148148148148,0.00185185185185185,0.0037037037037037,0,0.00555555555555556,0,0,0,0,0.00185185185185185,0,0,0,0,0,0,0
125,4051,0.00189393939393939,0,0.00378787878787879,0,0.00757575757575758,0.0492424242424242,0,0.0113636363636364,0.00189393939393939,0.0113636363636364,0,0.00946969696969697,0.00378787878787879,0.00568181818181818,0.0246212121212121,0.0625,0.729166666666667,0.0265151515151515,0.00189393939393939,0.00189393939393939,0.0113636363636364,0.0151515151515152,0.00946969696969697,0,0.00378787878787879,0,0.00189393939393939,0,0,0,0.00189393939393939,0.00189393939393939,0.00189393939393939,0,0,0,0,0,0
130,4195,0.00204498977505112,0,0.0143149284253579,0,0,0.0449897750511247,0.00204498977505112,0.0449897750511247,0,0.0102249488752556,0,0.00204498977505112,0.0081799591002045,0.00408997955010225,0.0408997955010225,0.0613496932515337,0.703476482617587,0.016359918200409,0,0,0.0122699386503067,0.016359918200409,0.0122699386503067,0,0,0,0,0,0,0,0,0,0,0.00408997955010225,0,0,0,0,0
135,4487,0.00437636761487965,0,0.0109409190371991,0,0.00437636761487965,0.0284463894967177,0.00437636761487965,0.0393873085339169,0.00218818380743982,0.00218818380743982,0.00218818380743982,0.0087527352297593,0.0153172866520788,0.0175054704595186,0.0547045951859956,0.0678336980306346,0.673960612691466,0.0306345733041575,0,0,0.0153172866520788,0.0109409190371991,0.00437636761487965,0,0,0,0,0,0,0,0,0,0,0,0.00218818380743982,0,0,0,0
140,4778,0.00190114068441065,0,0.00760456273764259,0.00380228136882129,0.00570342205323194,0.0285171102661597,0.00190114068441065,0.026615969581749,0,0.00570342205323194,0.00190114068441065,0.00950570342205323,0.0152091254752852,0.0133079847908745,0.0494296577946768,0.0760456273764259,0.650190114068441,0.0437262357414449,0,0.00570342205323194,0.0114068441064639,0.0171102661596958,0.0133079847908745,0.00190114068441065,0.00190114068441065,0,0,0.00380228136882129,0,0,0,0,0,0.00190114068441065,0.00190114068441065,0,0,0,0
145,5310,0.00198412698412698,0,0.00992063492063492,0.00396825396825397,0.00396825396825397,0.0357142857142857,0,0.0277777777777778,0,0.00595238095238095,0,0.00396825396825397,0.00595238095238095,0.0119047619047619,0.0714285714285714,0.0813492063492064,0.668650793650794,0.0238095238095238,0,0,0.0218253968253968,0.00992063492063492,0.00793650793650794,0,0,0.00198412698412698,0,0.00198412698412698,0,0,0,0,0,0,0,0,0,0,0
150,5841,0.00180505415162455,0.00180505415162455,0.00541516245487365,0.00180505415162455,0.0072202166064982,0.0234657039711191,0,0.0252707581227437,0.0036101083032491,0.00902527075812274,0,0.0072202166064982,0.00180505415162455,0.00541516245487365,0.0667870036101083,0.0469314079422383,0.714801444043321,0.0234657039711191,0,0,0.0216606498194946,0.0126353790613718,0.0144404332129964,0,0,0.0036101083032491,0,0,0,0,0,0,0,0,0,0.00180505415162455,0,0,0
155,6372,0.00206185567010309,0,0.00412371134020619,0.0123711340206186,0.00618556701030928,0.0288659793814433,0,0.0185567010309278,0,0.00206185567010309,0,0.00206185567010309,0.00206185567010309,0.0123711340206186,0.0556701030927835,0.0556701030927835,0.723711340206186,0.0164948453608247,0,0,0.0247422680412371,0.0185567010309278,0.00618556701030928,0,0.00618556701030928,0,0.00206185567010309,0,0,0,0,0,0,0,0,0,0,0,0
159,6816,0.00196078431372549,0,0.00784313725490196,0.00196078431372549,0.00196078431372549,0.0235294117647059,0,0.0156862745098039,0.00196078431372549,0,0.00196078431372549,0.00196078431372549,0.00980392156862745,0.00196078431372549,0.0784313725490196,0.0627450980392157,0.701960784313725,0.0333333333333333,0,0,0.0176470588235294,0.0196078431372549,0.00588235294117647,0.00196078431372549,0,0,0.00588235294117647,0,0,0,0,0,0,0.00196078431372549,0,0,0,0,0
167,7767,0.0036231884057971,0,0.0036231884057971,0.0036231884057971,0,0.0199275362318841,0,0.0072463768115942,0,0,0,0.00905797101449275,0.0072463768115942,0.0126811594202899,0.0561594202898551,0.0851449275362319,0.735507246376812,0.0199275362318841,0.00181159420289855,0,0.0072463768115942,0.0108695652173913,0.00905797101449275,0.00181159420289855,0.00181159420289855,0,0,0,0,0,0.00181159420289855,0,0,0,0,0,0.00181159420289855,0,0
170,8123,0,0,0,0.00211416490486258,0,0.00845665961945032,0,0.0169133192389006,0,0.00634249471458774,0,0.0105708245243129,0.00634249471458774,0.00422832980972516,0.0739957716701903,0.0274841437632135,0.784355179704017,0.0190274841437632,0,0,0.00634249471458774,0.0190274841437632,0.00422832980972516,0,0.00211416490486258,0.00211416490486258,0.00211416490486258,0.00211416490486258,0,0,0,0,0,0,0.00211416490486258,0,0,0,0
175,8717,0.00189393939393939,0,0.00378787878787879,0.00568181818181818,0.00189393939393939,0.0132575757575758,0.00189393939393939,0.00568181818181818,0.00378787878787879,0.00189393939393939,0,0.00568181818181818,0.00568181818181818,0,0.0681818181818182,0.117424242424242,0.729166666666667,0.0151515151515152,0,0,0.00189393939393939,0.0113636363636364,0,0.00189393939393939,0.00189393939393939,0.00189393939393939,0,0,0,0,0,0,0,0,0,0,0,0,0
180,9312,0.00194552529182879,0,0.00389105058365759,0.00389105058365759,0,0.00972762645914397,0,0.0136186770428016,0,0,0,0.00389105058365759,0.0136186770428016,0.00389105058365759,0.101167315175097,0.0680933852140078,0.733463035019455,0.0175097276264591,0,0.00194552529182879,0.00389105058365759,0.00972762645914397,0,0,0,0.00194552529182879,0.00194552529182879,0.00389105058365759,0,0,0,0,0,0,0.00194552529182879,0,0,0,0
185,9906,0.00201207243460765,0.00201207243460765,0.00402414486921529,0.0100603621730382,0.00201207243460765,0.0120724346076459,0.00201207243460765,0.0120724346076459,0.00201207243460765,0.00201207243460765,0.00201207243460765,0,0.0140845070422535,0.0100603621730382,0.112676056338028,0.0301810865191147,0.746478873239437,0.0100603621730382,0,0,0.00201207243460765,0.0140845070422535,0.00402414486921529,0.00201207243460765,0,0,0,0,0,0,0.00201207243460765,0,0,0,0,0,0,0,0
