"sample.depths","sample.ages","Abies","Acer.saccharum.type","Ambrosia.type","Artemisia","Betula","Cannabaceae","Amaranthaceae.undiff.","Iva.annua.type","Corylus","Cupressaceae","Cyperaceae","Juglans.cinerea","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Populus.tremuloides.type","Quercus","Salix","Salsola","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Urtica.type","Alnus","Fraxinus","Poaceae","Euphorbia","Platanus","Tilia","Rosaceae","Acer.rubrum","Tsuga","Juglans.nigra","Campanulaceae","Castanea","Amorpha.type","Apiaceae","Carya","Parthenocissus","Morus","Acer.saccharinum.type","Celtis","Vitis","Cornus","Dalea","Asteraceae.subf..Cichorioideae","Tidestromia.type","Fagus","Caryophyllaceae","Sarcobatus.vermiculatus","Shepherdia.argentea","Acer.negundo","Ephedra","Myrica","Brassicaceae"
1282,23,0.00245700245700246,0.00245700245700246,0.0835380835380835,0.0319410319410319,0.142506142506143,0.00491400491400491,0.00737100737100737,0.00245700245700246,0.00982800982800983,0.0442260442260442,0.0614250614250614,0.00245700245700246,0.00737100737100737,0.00982800982800983,0.0171990171990172,0.0540540540540541,0.0933660933660934,0.181818181818182,0.0122850122850123,0.0565110565110565,0.0122850122850123,0.00245700245700246,0.00245700245700246,0.00245700245700246,0.00491400491400491,0.0122850122850123,0.0687960687960688,0.0122850122850123,0.0540540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,332,0.00833333333333333,0.00277777777777778,0.0111111111111111,0.0166666666666667,0.208333333333333,0,0.00277777777777778,0,0.0111111111111111,0.0138888888888889,0.0111111111111111,0,0.00833333333333333,0.0138888888888889,0.0305555555555556,0.0888888888888889,0.163888888888889,0.280555555555556,0.00555555555555556,0.0305555555555556,0.0111111111111111,0,0.00277777777777778,0,0,0,0.0416666666666667,0.00277777777777778,0.0222222222222222,0.00277777777777778,0.00277777777777778,0.00277777777777778,0.00277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,696,0.00571428571428571,0,0.0257142857142857,0.0314285714285714,0.22,0,0.00285714285714286,0.00285714285714286,0.00857142857142857,0.0142857142857143,0.0142857142857143,0,0.00285714285714286,0.0114285714285714,0.0228571428571429,0.0657142857142857,0.128571428571429,0.271428571428571,0.0114285714285714,0.0457142857142857,0.00857142857142857,0,0,0.00285714285714286,0.00571428571428571,0,0.0514285714285714,0.0142857142857143,0.00857142857142857,0.00285714285714286,0.00285714285714286,0.00571428571428571,0,0.00857142857142857,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,1071,0.0199430199430199,0,0.0256410256410256,0.00854700854700855,0.247863247863248,0,0.0056980056980057,0,0.00854700854700855,0,0.0199430199430199,0.00284900284900285,0.0113960113960114,0.037037037037037,0.0142450142450142,0.0655270655270655,0.094017094017094,0.219373219373219,0.0113960113960114,0.0512820512820513,0,0,0,0.0113960113960114,0.0227920227920228,0.0056980056980057,0.0655270655270655,0.0056980056980057,0.0341880341880342,0,0,0,0.00284900284900285,0,0,0.0056980056980057,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,1259,0.0297029702970297,0.0099009900990099,0.0066006600660066,0.0165016501650165,0.214521452145215,0,0,0.0033003300330033,0.0066006600660066,0.0231023102310231,0.0099009900990099,0,0.0066006600660066,0.0165016501650165,0.0198019801980198,0.066006600660066,0.184818481848185,0.247524752475248,0.0165016501650165,0.0363036303630363,0.0066006600660066,0,0.0066006600660066,0.0033003300330033,0.0066006600660066,0,0.0264026402640264,0.0066006600660066,0.0165016501650165,0,0.0033003300330033,0.0033003300330033,0.0033003300330033,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,1352,0.00993377483443709,0,0.00993377483443709,0.0231788079470199,0.211920529801325,0,0.00662251655629139,0,0.0033112582781457,0.0397350993377483,0.0033112582781457,0,0.0033112582781457,0.0198675496688742,0.0198675496688742,0.105960264900662,0.152317880794702,0.198675496688742,0.0397350993377483,0.0529801324503311,0.00662251655629139,0,0,0.00662251655629139,0.00993377483443709,0.00662251655629139,0.043046357615894,0,0.0132450331125828,0,0,0.0033112582781457,0,0.00993377483443709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,1445,0.00303030303030303,0.00303030303030303,0.00909090909090909,0.0121212121212121,0.175757575757576,0,0,0,0.00909090909090909,0.0151515151515152,0.0272727272727273,0,0.00909090909090909,0.00303030303030303,0.0212121212121212,0.0606060606060606,0.115151515151515,0.093939393939394,0.0181818181818182,0.333333333333333,0.00303030303030303,0,0,0.00303030303030303,0,0,0.0575757575757576,0.00909090909090909,0.0151515151515152,0,0,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,1538,0.0141242937853107,0.00282485875706215,0.0112994350282486,0.0225988700564972,0.152542372881356,0,0,0,0.0141242937853107,0.00282485875706215,0.0225988700564972,0.00282485875706215,0.00847457627118644,0.019774011299435,0,0.127118644067797,0.15819209039548,0.214689265536723,0.0282485875706215,0.0451977401129944,0.0169491525423729,0,0,0.00564971751412429,0.0112994350282486,0,0.0621468926553672,0.0169491525423729,0.0254237288135593,0,0.00282485875706215,0,0,0.00847457627118644,0,0,0,0.00282485875706215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,1629,0,0.00355871886120996,0.0142348754448399,0.0106761565836299,0.188612099644128,0,0,0,0,0.00355871886120996,0.0462633451957295,0,0.0142348754448399,0.0177935943060498,0.0106761565836299,0.0498220640569395,0.177935943060498,0.288256227758007,0.0355871886120996,0.0213523131672598,0.00711743772241993,0,0,0.00355871886120996,0.00711743772241993,0.00711743772241993,0.0462633451957295,0.0142348754448399,0.0142348754448399,0,0.00711743772241993,0.00355871886120996,0,0.00355871886120996,0,0,0,0,0.00355871886120996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,1809,0.00835654596100279,0.00835654596100279,0,0.011142061281337,0.155988857938719,0,0.00278551532033426,0,0.00557103064066852,0.0334261838440111,0.0139275766016713,0,0.00278551532033426,0.0194986072423398,0.0306406685236769,0.0863509749303621,0.206128133704735,0.222841225626741,0.00835654596100279,0.052924791086351,0.00557103064066852,0,0,0.00557103064066852,0.0139275766016713,0.00278551532033426,0.0584958217270195,0.0139275766016713,0.0167130919220056,0.00278551532033426,0,0,0.00557103064066852,0,0,0.00278551532033426,0,0,0,0.00278551532033426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,2155,0,0.005,0.0175,0.0225,0.16,0,0.0025,0,0.01,0.0325,0.0525,0,0.015,0.005,0.0225,0.0525,0.15,0.2575,0.0275,0.04,0.005,0,0,0.005,0.0025,0.0025,0.055,0.005,0.0525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,2490,0.00235849056603774,0.0070754716981132,0.0117924528301887,0.00943396226415094,0.181603773584906,0,0.00471698113207547,0,0.00471698113207547,0.0070754716981132,0.0259433962264151,0,0.00471698113207547,0.0141509433962264,0.0141509433962264,0.0778301886792453,0.226415094339623,0.25,0.00943396226415094,0.0495283018867925,0,0,0,0.00235849056603774,0.0117924528301887,0,0.0424528301886792,0.00943396226415094,0.0188679245283019,0,0.00471698113207547,0,0,0.00471698113207547,0,0,0,0,0,0,0.00471698113207547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,2823,0.00854700854700855,0.0113960113960114,0.0056980056980057,0.0199430199430199,0.190883190883191,0,0.0056980056980057,0.00284900284900285,0.0142450142450142,0.0170940170940171,0.0284900284900285,0,0.0056980056980057,0.0199430199430199,0.0170940170940171,0.0541310541310541,0.173789173789174,0.256410256410256,0.0113960113960114,0.037037037037037,0.0056980056980057,0,0,0.00284900284900285,0.0199430199430199,0.00284900284900285,0.0512820512820513,0.0113960113960114,0.0199430199430199,0,0,0.00284900284900285,0,0,0,0,0,0,0,0,0,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,3166,0,0,0.029673590504451,0.00593471810089021,0.1513353115727,0,0.0029673590504451,0,0.00593471810089021,0.0178041543026706,0,0,0.0237388724035608,0,0.0178041543026706,0.0771513353115727,0.172106824925816,0.228486646884273,0.00890207715133531,0.0830860534124629,0.00890207715133531,0,0,0,0.0178041543026706,0.0029673590504451,0.0801186943620178,0.0178041543026706,0.0385756676557863,0,0,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0.00593471810089021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,3529,0.00357142857142857,0.00357142857142857,0.0107142857142857,0.0392857142857143,0.128571428571429,0,0.00357142857142857,0,0.00714285714285714,0.0107142857142857,0.0107142857142857,0,0,0.0178571428571429,0.0428571428571429,0.0964285714285714,0.189285714285714,0.317857142857143,0.0285714285714286,0.0285714285714286,0.00357142857142857,0,0,0,0.0142857142857143,0,0.0142857142857143,0.00714285714285714,0.0107142857142857,0,0.00357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0.00714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,3922,0.00867052023121387,0.00578034682080925,0.0115606936416185,0.0317919075144509,0.121387283236994,0,0.0115606936416185,0,0.00578034682080925,0,0.0346820809248555,0,0.00867052023121387,0.0144508670520231,0.0202312138728324,0.0780346820809249,0.161849710982659,0.303468208092486,0.0115606936416185,0.0549132947976879,0.0144508670520231,0,0,0.00578034682080925,0.00578034682080925,0,0.0520231213872832,0.0115606936416185,0.023121387283237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,4356,0,0,0.00867052023121387,0.0289017341040462,0.109826589595376,0,0.00578034682080925,0,0.0173410404624277,0.00578034682080925,0.0433526011560694,0.00289017341040462,0.00289017341040462,0.0202312138728324,0.023121387283237,0.0520231213872832,0.170520231213873,0.234104046242775,0.023121387283237,0.0982658959537572,0.023121387283237,0,0,0.00867052023121387,0,0,0.069364161849711,0.0202312138728324,0.0260115606936416,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0
1540,4840,0.00343053173241852,0.00343053173241852,0.0171526586620926,0.0343053173241852,0.133790737564322,0,0.00857632933104631,0.00171526586620926,0.0171526586620926,0.00686106346483705,0.0274442538593482,0,0.00514579759862779,0.0102915951972556,0.0205831903945112,0.109777015437393,0.0857632933104631,0.204116638078902,0.0154373927958834,0.072041166380789,0.0120068610634648,0,0,0.0137221269296741,0.0171526586620926,0.00514579759862779,0.0926243567753002,0.0240137221269297,0.0463121783876501,0,0.00343053173241852,0,0,0,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0.00343053173241852,0.00171526586620926,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
1560,5380,0,0,0.0204081632653061,0.0476190476190476,0.0714285714285714,0,0.0170068027210884,0.00340136054421769,0.0238095238095238,0.0102040816326531,0.0408163265306122,0,0,0.0136054421768707,0.00680272108843537,0.119047619047619,0.0918367346938776,0.204081632653061,0.0170068027210884,0.0952380952380952,0.0102040816326531,0,0,0.0102040816326531,0.00680272108843537,0,0.0986394557823129,0.0170068027210884,0.0680272108843537,0,0,0,0,0,0,0,0,0,0,0.00340136054421769,0,0,0,0,0,0,0,0,0.00340136054421769,0,0,0,0,0,0,0,0,0
