"sample.depths","sample.ages","Abies","Betula","Carya","Caryophyllaceae","Cephalanthus","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus.undiff.","Impatiens","Larix","Quercus","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Alnus","Ambrosia","Pinus","Amaranthaceae","Poaceae","Acer.saccharum","Fraxinus.nigra","Ostrya","Asteraceae.subf..Cichorioideae","Picea","Tilia","Rumex","Thalictrum","Juglans.cinerea","Artemisia","Populus"
0,0,0.00778210116731518,0.0933852140077821,0.0116731517509728,0.0116731517509728,0.0155642023346304,0.00389105058365759,0.0194552529182879,0.0428015564202335,0.0155642023346304,0.00389105058365759,0.0194552529182879,0.0116731517509728,0.0350194552529183,0.0233463035019455,0.0155642023346304,0.00389105058365759,0.00778210116731518,0.00389105058365759,0.190661478599222,0.120622568093385,0.143968871595331,0.00389105058365759,0.105058365758755,0.0583657587548638,0.0116731517509728,0.0194552529182879,0,0,0,0,0,0,0,0
10,31,0,0.00476190476190476,0,0,0,0.00476190476190476,0.0428571428571429,0.0714285714285714,0.00476190476190476,0,0,0.019047619047619,0.0142857142857143,0.019047619047619,0.019047619047619,0.0238095238095238,0.00952380952380952,0,0,0.261904761904762,0.314285714285714,0.0619047619047619,0.0619047619047619,0.0142857142857143,0.0238095238095238,0.00476190476190476,0.00476190476190476,0.0142857142857143,0.00476190476190476,0,0,0,0,0
40,126,0.00238095238095238,0.019047619047619,0,0.0142857142857143,0,0,0.0166666666666667,0.0333333333333333,0.0142857142857143,0,0,0.00714285714285714,0.0119047619047619,0.0880952380952381,0.0142857142857143,0.0476190476190476,0.0142857142857143,0,0.397619047619048,0.102380952380952,0.0833333333333333,0.00476190476190476,0.0857142857142857,0.00714285714285714,0.00952380952380952,0.0214285714285714,0,0,0,0.00238095238095238,0.00238095238095238,0,0,0
60,836,0.0181818181818182,0.0787878787878788,0.00606060606060606,0,0,0,0.00606060606060606,0.0181818181818182,0.0242424242424242,0.00606060606060606,0,0.0848484848484849,0.0242424242424242,0.0181818181818182,0.115151515151515,0,0.0121212121212121,0.0121212121212121,0.0606060606060606,0,0.43030303030303,0,0.00606060606060606,0.0181818181818182,0.0181818181818182,0.00606060606060606,0,0.0121212121212121,0.0242424242424242,0,0,0,0,0
80,1763,0.0149253731343284,0.0522388059701493,0.00746268656716418,0,0,0,0.0373134328358209,0.0373134328358209,0.0223880597014925,0,0,0.149253731343284,0.0223880597014925,0.00746268656716418,0.0746268656716418,0.00746268656716418,0.0223880597014925,0.0149253731343284,0.0298507462686567,0.0223880597014925,0.373134328358209,0,0.0223880597014925,0.0223880597014925,0,0.0298507462686567,0,0,0.0223880597014925,0,0,0.00746268656716418,0,0
120,3616,0.0075187969924812,0.0150375939849624,0.0075187969924812,0,0,0.0150375939849624,0.0075187969924812,0.0300751879699248,0.0300751879699248,0,0,0.360902255639098,0.037593984962406,0,0.037593984962406,0,0.037593984962406,0,0,0.0075187969924812,0.338345864661654,0,0.0075187969924812,0.0150375939849624,0,0.0150375939849624,0,0.0075187969924812,0.0225563909774436,0,0,0,0,0
140,5144,0,0.00847457627118644,0.00847457627118644,0,0,0,0,0,0.00847457627118644,0,0,0.0508474576271186,0.0169491525423729,0.00847457627118644,0.313559322033898,0.00847457627118644,0.00847457627118644,0,0,0.0169491525423729,0.491525423728814,0,0,0.0169491525423729,0.00847457627118644,0.00847457627118644,0,0,0.0254237288135593,0,0,0,0,0
170,6708,0,0.018348623853211,0.0091743119266055,0,0,0.0091743119266055,0.0091743119266055,0.036697247706422,0.0091743119266055,0.0091743119266055,0,0.100917431192661,0.0458715596330275,0.018348623853211,0.238532110091743,0,0.036697247706422,0,0.0091743119266055,0.0275229357798165,0.357798165137615,0,0,0.018348623853211,0.0091743119266055,0,0,0,0.0275229357798165,0,0,0.0091743119266055,0,0
200,7668,0,0.0064516129032258,0,0,0,0.0064516129032258,0.0129032258064516,0.0387096774193548,0.0129032258064516,0,0,0.0967741935483871,0.0193548387096774,0.0193548387096774,0.270967741935484,0.0193548387096774,0.0193548387096774,0,0,0,0.4,0,0,0.0129032258064516,0.0064516129032258,0.0193548387096774,0,0,0.0193548387096774,0,0,0,0.0129032258064516,0.0064516129032258
240,8203,0,0.00847457627118644,0,0,0,0,0.0254237288135593,0.0169491525423729,0.00847457627118644,0,0,0.0932203389830508,0,0,0.161016949152542,0.0338983050847458,0.00847457627118644,0.00847457627118644,0,0,0.576271186440678,0.0169491525423729,0.00847457627118644,0,0,0,0,0,0,0,0,0,0.0338983050847458,0
260,8471,0.0230769230769231,0.00769230769230769,0.00769230769230769,0,0,0,0,0.0307692307692308,0,0,0,0,0.0153846153846154,0,0.0307692307692308,0.00769230769230769,0.00769230769230769,0,0,0,0.823076923076923,0,0,0.00769230769230769,0.00769230769230769,0.0153846153846154,0,0.0153846153846154,0,0,0,0,0,0
280,8738,0.00847457627118644,0.0254237288135593,0,0,0,0,0,0.0677966101694915,0,0,0,0.0169491525423729,0.0169491525423729,0,0.0338983050847458,0,0.0254237288135593,0,0,0,0.686440677966102,0,0.0677966101694915,0.0169491525423729,0.00847457627118644,0.0254237288135593,0,0,0,0,0,0,0,0
320,9273,0.00735294117647059,0.0367647058823529,0,0,0.00735294117647059,0.00735294117647059,0.00735294117647059,0.102941176470588,0.00735294117647059,0,0,0.0514705882352941,0.0588235294117647,0.00735294117647059,0.0588235294117647,0,0.0220588235294118,0,0.0147058823529412,0,0.544117647058823,0,0.00735294117647059,0,0.00735294117647059,0.0147058823529412,0,0.0294117647058824,0.00735294117647059,0,0,0,0,0
360,9809,0.0105263157894737,0.0263157894736842,0,0,0,0.0105263157894737,0.0263157894736842,0.0578947368421053,0.0105263157894737,0,0,0.0315789473684211,0.0368421052631579,0.00526315789473684,0.0526315789473684,0.0263157894736842,0.0105263157894737,0,0,0,0.642105263157895,0,0.00526315789473684,0.0105263157894737,0.00526315789473684,0.0105263157894737,0,0.0157894736842105,0.00526315789473684,0,0,0,0,0
400,NA,0.0078125,0.015625,0,0,0,0.0078125,0.0234375,0.046875,0,0,0,0.0546875,0.0234375,0.015625,0.0703125,0.015625,0.015625,0,0.0234375,0.0078125,0.5859375,0.015625,0.0078125,0.015625,0,0.0234375,0,0.0234375,0,0,0,0,0,0
