"sample.depths","sample.ages","Acer.spicatum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Fagus","Larix","Asteraceae.subf..Cichorioideae","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Polygonaceae.undiff.","Populus.tremuloides.type","Quercus","Ranunculaceae.undiff.","Taxus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Poaceae","Abies.balsamea","Acer.saccharum","Pinus.banksiana.type","Pinus.strobus","Picea.undiff.","Salix.undiff.","Ericaceae","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.cinerea","Ostrya.Carpinus","Rosaceae.undiff.","Myrica.gale","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Acer.rubrum","Amaranthaceae","Castanea.dentata","Populus.balsamifera.type","Juniperus.type","Carya.ovata","Diervilla.lonicera","Acer.pensylvanicum","Corylus.cornuta","Impatiens","Tilia","Potentilla.palustris.type","Celtis.occidentalis","Arceuthobium.pusillum","Liliaceae","Juglans.nigra","Caryophyllaceae","Glaux.maritima","cf..Sarcobatus.vermiculatus","Morus.rubra.type","Shepherdia.canadensis","Acer.nigrum","Cornus.sericea","Epilobium","Viburnum.edule","Elaeagnus.commutata","Pinus.resinosa.type","Prunus.pensylvanica","Populus.grandidentata.type","cf..Oxyria.digyna","Salix.herbacea.type","Sambucus","Rumex.type","Thalictrum"
5,132,0.00189393939393939,0.0890151515151515,0.0189393939393939,0.00568181818181818,0.00378787878787879,0.577651515151515,0.0170454545454545,0.00946969696969697,0.00378787878787879,0.00189393939393939,0.00189393939393939,0.0284090909090909,0.0435606060606061,0.00189393939393939,0.0132575757575758,0.0170454545454545,0.00189393939393939,0.00189393939393939,0.00568181818181818,0.00568181818181818,0.0189393939393939,0.0132575757575758,0.00189393939393939,0.0151515151515152,0.0321969696969697,0.0606060606060606,0.00757575757575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,659,0.0016260162601626,0.0471544715447154,0.0065040650406504,0.0032520325203252,0.0032520325203252,0.634146341463415,0.0195121951219512,0.0178861788617886,0.0016260162601626,0,0,0.0504065040650407,0.0471544715447154,0,0,0.0130081300813008,0.0016260162601626,0.0032520325203252,0.0016260162601626,0.0032520325203252,0.0211382113821138,0.0146341463414634,0,0.0032520325203252,0.0390243902439024,0.0471544715447154,0,0.0016260162601626,0.0016260162601626,0.0032520325203252,0.0032520325203252,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0016260162601626,0.0032520325203252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1318,0,0.0292275574112735,0.0104384133611691,0,0,0.707724425887265,0.0187891440501044,0.00208768267223382,0,0,0,0.022964509394572,0.022964509394572,0,0,0.00208768267223382,0,0.00208768267223382,0.00208768267223382,0.00626304801670146,0.0208768267223382,0.00626304801670146,0.00208768267223382,0,0.104384133611691,0.0125260960334029,0.00208768267223382,0.00626304801670146,0,0,0,0,0.00417536534446764,0,0,0.00417536534446764,0.00208768267223382,0.00208768267223382,0.00626304801670146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1977,0,0.039451114922813,0.0137221269296741,0.00171526586620926,0,0.677530017152659,0.0154373927958834,0.00686106346483705,0.00343053173241852,0,0,0.0480274442538593,0.0411663807890223,0,0,0.00514579759862779,0,0,0,0.00343053173241852,0.0205831903945112,0.0154373927958834,0.00686106346483705,0.00343053173241852,0.0497427101200686,0.0308747855917667,0,0,0.00171526586620926,0,0,0,0.00171526586620926,0.00343053173241852,0,0.00171526586620926,0,0,0,0.00343053173241852,0.00171526586620926,0.00171526586620926,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2637,0.00198412698412698,0.0396825396825397,0.0178571428571429,0,0,0.668650793650794,0.00793650793650794,0.00793650793650794,0.00595238095238095,0,0.00396825396825397,0.0277777777777778,0.0595238095238095,0,0,0.00198412698412698,0,0.00595238095238095,0.00198412698412698,0.00793650793650794,0,0.0238095238095238,0.00198412698412698,0.00396825396825397,0.0674603174603175,0.0297619047619048,0,0.00198412698412698,0.00396825396825397,0.00198412698412698,0,0,0.00198412698412698,0,0,0,0,0,0.00198412698412698,0,0,0,0,0.00198412698412698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,3184,0.00165016501650165,0.0396039603960396,0.0033003300330033,0,0,0.755775577557756,0.0198019801980198,0.00825082508250825,0.00495049504950495,0,0,0.0132013201320132,0.0181518151815182,0,0.0033003300330033,0.0198019801980198,0,0.00165016501650165,0.00165016501650165,0.00495049504950495,0.00825082508250825,0.00495049504950495,0.0033003300330033,0,0.0610561056105611,0.0099009900990099,0,0,0.00825082508250825,0.00165016501650165,0,0.00165016501650165,0,0.00165016501650165,0,0.00165016501650165,0,0,0,0,0,0,0,0,0.00165016501650165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,3684,0.00165016501650165,0.0181518151815182,0.0115511551155116,0.00165016501650165,0.00165016501650165,0.77062706270627,0.0099009900990099,0.0033003300330033,0.00165016501650165,0,0,0.0165016501650165,0.0561056105610561,0,0,0,0,0.0033003300330033,0.00165016501650165,0.0033003300330033,0.0132013201320132,0.0033003300330033,0,0,0.0528052805280528,0.0165016501650165,0,0,0.00165016501650165,0,0,0.00165016501650165,0.00165016501650165,0.00165016501650165,0,0,0,0,0,0,0.00165016501650165,0,0,0,0.00165016501650165,0.00165016501650165,0.00165016501650165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,4184,0.004149377593361,0.0428769017980636,0.00276625172890733,0.00138312586445367,0.00138312586445367,0.698478561549101,0.00691562932226833,0.004149377593361,0.00138312586445367,0,0.00138312586445367,0.0110650069156293,0.0663900414937759,0,0,0.00553250345781466,0,0.00691562932226833,0.00138312586445367,0,0.012448132780083,0.00691562932226833,0.00276625172890733,0.004149377593361,0.0843706777316736,0.0179806362378976,0,0,0.004149377593361,0.00138312586445367,0,0,0.00138312586445367,0,0,0.00276625172890733,0,0.00276625172890733,0,0,0,0,0,0,0.00138312586445367,0,0,0.00138312586445367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,4683,0,0.0511247443762781,0.00613496932515337,0,0,0.633946830265849,0.00204498977505112,0.0122699386503067,0.00204498977505112,0,0,0.0122699386503067,0.0470347648261759,0,0.00408997955010225,0.00408997955010225,0,0.00613496932515337,0,0.00408997955010225,0.00613496932515337,0.00613496932515337,0.00204498977505112,0,0.169734151329243,0.00408997955010225,0.00408997955010225,0,0.00408997955010225,0.00204498977505112,0,0.00204498977505112,0.00204498977505112,0,0.00204498977505112,0.00408997955010225,0,0,0.00204498977505112,0,0,0,0,0,0.00204498977505112,0,0,0,0.00204498977505112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,5183,0,0.0444444444444444,0.0202020202020202,0,0.00404040404040404,0.696969696969697,0.00606060606060606,0.00202020202020202,0,0,0,0.0161616161616162,0.0343434343434343,0,0,0.00202020202020202,0,0.00202020202020202,0.00404040404040404,0.00606060606060606,0.00606060606060606,0,0.0121212121212121,0,0.113131313131313,0.00808080808080808,0.00202020202020202,0,0.00404040404040404,0,0,0,0,0,0,0.00606060606060606,0.00202020202020202,0,0.00202020202020202,0,0,0,0,0,0.00202020202020202,0,0,0,0.00202020202020202,0.00202020202020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,5483,0,0.0308880308880309,0.0115830115830116,0.00193050193050193,0.00193050193050193,0.602316602316602,0.00772200772200772,0.00579150579150579,0.00386100386100386,0,0,0.027027027027027,0.055984555984556,0,0,0.00193050193050193,0,0.00579150579150579,0.00193050193050193,0.00579150579150579,0.00193050193050193,0.00579150579150579,0,0.00193050193050193,0.193050193050193,0.00772200772200772,0.00386100386100386,0,0.0115830115830116,0.00193050193050193,0,0.00193050193050193,0,0,0.00386100386100386,0.00193050193050193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,5683,0.00157232704402516,0.020440251572327,0.0157232704402516,0.00314465408805031,0.00314465408805031,0.459119496855346,0.00628930817610063,0,0,0,0,0.0377358490566038,0.132075471698113,0,0,0.00943396226415094,0,0.00786163522012579,0.00157232704402516,0.0110062893081761,0.00943396226415094,0.0172955974842767,0.00314465408805031,0.020440251572327,0.19811320754717,0.020440251572327,0,0,0.00786163522012579,0.00157232704402516,0.00157232704402516,0.00157232704402516,0,0.00157232704402516,0,0.00314465408805031,0,0,0,0,0,0,0,0,0.00314465408805031,0,0,0,0,0,0.00157232704402516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,6183,0,0.0229276895943563,0.0246913580246914,0,0.0017636684303351,0.587301587301587,0.0123456790123457,0,0.0017636684303351,0,0.00352733686067019,0.0141093474426808,0.0423280423280423,0,0,0.00881834215167548,0,0.00352733686067019,0,0.00705467372134039,0.0105820105820106,0.0105820105820106,0.00352733686067019,0,0.211640211640212,0.00881834215167548,0,0,0.00705467372134039,0.0017636684303351,0,0,0.0017636684303351,0,0.00529100529100529,0.0017636684303351,0,0,0,0,0.0017636684303351,0,0,0,0.00352733686067019,0,0,0,0,0,0,0.0017636684303351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,6482,0.00329489291598023,0.0329489291598023,0.0098846787479407,0,0.00164744645799012,0.56836902800659,0.00823723228995058,0.00164744645799012,0.00494233937397035,0,0,0.0296540362438221,0.0444810543657331,0,0.00164744645799012,0.0197693574958814,0,0.00658978583196046,0,0.0115321252059308,0.00494233937397035,0.00823723228995058,0.00329489291598023,0,0.187808896210873,0.0164744645799012,0,0,0.00823723228995058,0.00329489291598023,0.00164744645799012,0,0,0.00494233937397035,0.00164744645799012,0.0098846787479407,0.00164744645799012,0,0,0,0,0,0,0,0,0,0.00164744645799012,0,0,0,0,0,0.00164744645799012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,6682,0.00246913580246914,0.037037037037037,0.0148148148148148,0.00123456790123457,0,0.697530864197531,0.0148148148148148,0.0037037037037037,0.00246913580246914,0,0,0.037037037037037,0.0444444444444444,0,0.00123456790123457,0.00864197530864197,0,0.00123456790123457,0.0037037037037037,0.00617283950617284,0.00740740740740741,0.0111111111111111,0.00246913580246914,0.00493827160493827,0.0506172839506173,0.0283950617283951,0.00123456790123457,0.00123456790123457,0.0037037037037037,0.00123456790123457,0,0.00123456790123457,0,0,0.00246913580246914,0.00493827160493827,0,0.00123456790123457,0,0,0,0,0,0,0.00123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,6882,0,0.0232919254658385,0.0248447204968944,0.0031055900621118,0.0046583850931677,0.729813664596273,0.0139751552795031,0.0062111801242236,0.0015527950310559,0,0.0031055900621118,0.0248447204968944,0.0279503105590062,0,0,0.0170807453416149,0,0.0015527950310559,0,0.0015527950310559,0.0077639751552795,0.0062111801242236,0.0046583850931677,0.0015527950310559,0.0605590062111801,0.0201863354037267,0.0015527950310559,0.0015527950310559,0.0062111801242236,0,0,0,0,0,0.0015527950310559,0.0015527950310559,0,0.0015527950310559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015527950310559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,7182,0,0.0406189555125725,0.00773694390715667,0,0.00386847195357834,0.526112185686654,0.011605415860735,0.00386847195357834,0.00386847195357834,0,0.00193423597678917,0.0328820116054159,0.04642166344294,0,0.00580270793036751,0.00773694390715667,0,0.00386847195357834,0,0.00773694390715667,0.011605415860735,0.0174081237911025,0,0,0.212765957446809,0.011605415860735,0,0,0.00773694390715667,0,0,0.00580270793036751,0,0.00773694390715667,0,0.0174081237911025,0.00193423597678917,0,0,0,0,0,0,0,0.00193423597678917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,7682,0.0036231884057971,0.0489130434782609,0.016304347826087,0,0.00181159420289855,0.447463768115942,0.00543478260869565,0.00181159420289855,0.0036231884057971,0,0.00181159420289855,0.0615942028985507,0.0398550724637681,0,0.0108695652173913,0.0253623188405797,0,0.0253623188405797,0.00181159420289855,0.00543478260869565,0.00905797101449275,0.0199275362318841,0.00181159420289855,0,0.206521739130435,0.0217391304347826,0,0,0.0108695652173913,0.0072463768115942,0,0,0,0.0072463768115942,0,0.00543478260869565,0,0,0,0,0.00543478260869565,0,0,0,0.0036231884057971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,8182,0.0018796992481203,0.018796992481203,0.018796992481203,0.0037593984962406,0.0018796992481203,0.548872180451128,0.0281954887218045,0,0.0131578947368421,0,0,0.0263157894736842,0.0319548872180451,0,0,0.0206766917293233,0,0.0056390977443609,0.0018796992481203,0.0018796992481203,0.0037593984962406,0.0018796992481203,0.0056390977443609,0,0.218045112781955,0.0131578947368421,0.0018796992481203,0,0.0056390977443609,0.0056390977443609,0,0.0018796992481203,0.0018796992481203,0.0018796992481203,0.0037593984962406,0.0037593984962406,0,0,0,0,0.0018796992481203,0,0,0,0.0056390977443609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,8681,0.00667779632721202,0.00333889816360601,0.0584307178631052,0.00333889816360601,0.00166944908180301,0.559265442404007,0.0233722871452421,0,0.00834724540901502,0,0,0.0584307178631052,0.0233722871452421,0,0.011686143572621,0.0417362270450751,0,0.013355592654424,0.00166944908180301,0.00667779632721202,0.00834724540901502,0.0217028380634391,0.00166944908180301,0.015025041736227,0.0734557595993322,0.0233722871452421,0.00333889816360601,0,0.00834724540901502,0.00166944908180301,0,0.00667779632721202,0,0.00166944908180301,0,0.00500834724540901,0,0.00166944908180301,0.00166944908180301,0,0.00166944908180301,0.00166944908180301,0,0,0,0,0,0,0,0,0,0,0,0,0.00166944908180301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,9165,0,0.00501672240802676,0.118729096989967,0.00334448160535117,0,0.638795986622074,0.0117056856187291,0,0.00501672240802676,0,0,0.0234113712374582,0.0217391304347826,0,0.00668896321070234,0.020066889632107,0,0.0133779264214047,0.0117056856187291,0.00334448160535117,0.00334448160535117,0.0267558528428094,0.00501672240802676,0.00501672240802676,0.0384615384615385,0.0217391304347826,0,0,0.00501672240802676,0.00334448160535117,0,0.00167224080267559,0,0,0,0.00334448160535117,0,0,0,0,0.00167224080267559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167224080267559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,9700,0,0.00354609929078014,0.26241134751773,0.00531914893617021,0.00177304964539007,0.420212765957447,0.0124113475177305,0.00531914893617021,0.00177304964539007,0,0.00531914893617021,0.049645390070922,0.0212765957446809,0,0.0195035460992908,0.0265957446808511,0,0.0124113475177305,0,0.00886524822695036,0.00177304964539007,0.0230496453900709,0.00354609929078014,0.00354609929078014,0.0354609929078014,0.0390070921985816,0.00177304964539007,0,0.0124113475177305,0,0,0.00886524822695036,0.00177304964539007,0.00177304964539007,0,0.00177304964539007,0,0,0.00177304964539007,0,0.00177304964539007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177304964539007,0.00177304964539007,0.00177304964539007,0,0,0,0,0,0,0,0,0,0,0
450,9967,0,0.00136425648021828,0.527967257844475,0.00272851296043656,0.00136425648021828,0.192360163710778,0.0204638472032742,0,0.00136425648021828,0,0,0.0300136425648022,0.0204638472032742,0,0.0163710777626194,0.0313778990450205,0,0.00272851296043656,0.00545702592087312,0.00818553888130969,0.00272851296043656,0.00409276944065484,0,0,0.0886766712141883,0.00954979536152797,0.0068212824010914,0,0.00272851296043656,0.00272851296043656,0,0.00409276944065484,0,0.00272851296043656,0,0,0,0,0,0,0.00818553888130969,0,0,0,0,0,0,0,0.00136425648021828,0,0,0,0,0,0,0,0.00136425648021828,0,0,0.00136425648021828,0.00136425648021828,0,0,0,0,0,0,0,0,0
460,NA,0,0,0.246722288438617,0.00357568533969011,0.0190703218116806,0.251489868891538,0.0286054827175209,0,0,0,0.0166865315852205,0.0512514898688915,0.00953516090584029,0,0.0262216924910608,0.0548271752085816,0,0.00119189511323004,0.0143027413587604,0.00476758045292014,0.00476758045292014,0.00357568533969011,0.00238379022646007,0.00119189511323004,0.169249106078665,0.0143027413587604,0.0250297973778308,0,0.00119189511323004,0.00238379022646007,0.00238379022646007,0.00476758045292014,0.00119189511323004,0.00119189511323004,0,0.00834326579261025,0.00119189511323004,0,0.00119189511323004,0,0.0107270560190703,0,0,0,0.00238379022646007,0,0,0,0,0,0,0,0.00357568533969011,0,0,0,0.00953516090584029,0,0,0,0,0.00119189511323004,0,0,0,0,0,0,0,0
475,NA,0,0.00857142857142857,0.142857142857143,0.0114285714285714,0.02,0.365714285714286,0.00571428571428571,0,0,0,0,0.0771428571428571,0.04,0,0,0.0257142857142857,0,0,0,0.02,0.00285714285714286,0.02,0,0.0314285714285714,0.148571428571429,0.0114285714285714,0.0142857142857143,0,0.00285714285714286,0,0,0,0,0.0142857142857143,0,0.00285714285714286,0,0.00285714285714286,0,0,0.0228571428571429,0,0,0,0,0,0,0,0,0,0,0,0.00571428571428571,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0
