"sample.depths","sample.ages","Artemisia","Betula","Corylus","Ericaceae","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Ostrya.Carpinus","Pinus.undiff.","Platanus","Polygonum.lapathifolium.type","Populus.tremuloides.type","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Poaceae","Cyperaceae.undiff.","Plantago","Pinus.strobus","Chenopodium.type","Pinus.banksiana.P..resinosa","Rumex.undiff.","Fabaceae.cf..Melilotus.officinalis","Carya","Iva.xanthifolia","Amorpha.canescens","Thalictrum","Vitis","Acer.saccharinum","Fabaceae.cf..Trifolium","Cupressaceae","Larix","Populus.balsamifera.type","Rumex.acetosa.type","Abies","Picea","Urtica.type","Acer.saccharum","Iva.annua","Tilia","Tsuga.canadensis","Caryophyllaceae","Juglans.cinerea","Juglans.nigra","Apiaceae","Acer.rubrum","Acer.negundo","Myrica.gale","Asteraceae.subf..Cichorioideae","Rosaceae","Brassicaceae","Celtis","Phacelia.hastata.type","cf..Ceanothus"
180,-15,0.00440528634361234,0.0616740088105727,0.00440528634361234,0.00881057268722467,0.013215859030837,0.00440528634361234,0.00440528634361234,0.251101321585903,0.00440528634361234,0.00440528634361234,0.00881057268722467,0.251101321585903,0.013215859030837,0.00440528634361234,0.00440528634361234,0.039647577092511,0.123348017621145,0.0748898678414097,0.0484581497797357,0.00440528634361234,0.0220264317180617,0.013215859030837,0.0220264317180617,0.00440528634361234,0.00440528634361234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,5,0.0297619047619048,0.107142857142857,0.00595238095238095,0,0.0119047619047619,0,0.0119047619047619,0.291666666666667,0,0,0.0119047619047619,0.148809523809524,0.0119047619047619,0.00595238095238095,0.00595238095238095,0.0297619047619048,0.119047619047619,0.0476190476190476,0.0595238095238095,0,0.00595238095238095,0.0178571428571429,0.0595238095238095,0,0,0.00595238095238095,0.00595238095238095,0.00595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,35,0.0213675213675214,0.0854700854700855,0.00427350427350427,0,0,0,0.0256410256410256,0.324786324786325,0,0,0.00854700854700855,0.123931623931624,0.00854700854700855,0.00854700854700855,0.0256410256410256,0.0683760683760684,0.0897435897435897,0.0512820512820513,0.0384615384615385,0,0.0128205128205128,0.047008547008547,0.0384615384615385,0,0,0,0,0,0.00427350427350427,0.00427350427350427,0.00427350427350427,0.00427350427350427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,55,0.0289855072463768,0.0628019323671498,0.00483091787439614,0,0.00483091787439614,0,0.0193236714975845,0.285024154589372,0,0,0.0144927536231884,0.135265700483092,0.00966183574879227,0.0193236714975845,0.0289855072463768,0.0531400966183575,0.130434782608696,0.0386473429951691,0.0241545893719807,0,0.00966183574879227,0.00483091787439614,0.101449275362319,0,0,0,0,0,0.00483091787439614,0,0,0,0.00483091787439614,0.00483091787439614,0.00483091787439614,0.00483091787439614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,65,0.0125523012552301,0.0753138075313808,0,0,0.0125523012552301,0.00418410041841004,0.0167364016736402,0.313807531380753,0,0.00418410041841004,0.00418410041841004,0.163179916317992,0.0125523012552301,0.00836820083682008,0.0125523012552301,0.0251046025104603,0.0627615062761506,0.0794979079497908,0.0418410041841004,0,0.0251046025104603,0.0251046025104603,0.0543933054393305,0,0,0.00418410041841004,0.00418410041841004,0,0.00836820083682008,0.00418410041841004,0.00418410041841004,0,0,0.00418410041841004,0,0,0.00418410041841004,0.00418410041841004,0.00418410041841004,0.00418410041841004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,85,0.0392857142857143,0.0571428571428571,0.00714285714285714,0,0.00714285714285714,0.00357142857142857,0.0321428571428571,0.314285714285714,0,0,0.0107142857142857,0.128571428571429,0.00357142857142857,0.00357142857142857,0.0107142857142857,0.0321428571428571,0.0607142857142857,0.05,0.0821428571428571,0,0.025,0.00714285714285714,0.1,0,0,0.00357142857142857,0.00357142857142857,0.00357142857142857,0,0,0,0,0,0.00357142857142857,0,0,0.00357142857142857,0.00357142857142857,0,0,0.00357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,115,0.037914691943128,0.104265402843602,0.004739336492891,0,0,0,0.023696682464455,0.37914691943128,0,0,0.004739336492891,0.14218009478673,0,0.004739336492891,0.014218009478673,0.0568720379146919,0.0710900473933649,0.037914691943128,0.04739336492891,0,0.018957345971564,0.004739336492891,0.023696682464455,0,0,0.004739336492891,0,0,0,0,0,0,0,0,0,0,0,0,0.004739336492891,0.004739336492891,0,0.004739336492891,0.004739336492891,0,0,0,0,0,0,0,0,0,0,0,0,0
210,135,0.0325732899022801,0.110749185667752,0.00977198697068404,0,0.00651465798045603,0.00325732899022801,0.0358306188925081,0.413680781758958,0,0,0,0.110749185667752,0,0.0130293159609121,0.0130293159609121,0.0390879478827362,0.0195439739413681,0.0618892508143322,0.0456026058631922,0,0.0260586319218241,0.00651465798045603,0.0162866449511401,0,0,0,0,0,0,0,0,0,0.00325732899022801,0.00325732899022801,0,0,0,0.00977198697068404,0.00325732899022801,0.00977198697068404,0,0.00325732899022801,0,0.00325732899022801,0,0,0,0,0,0,0,0,0,0,0,0
214,190,0.0263157894736842,0.114035087719298,0.0043859649122807,0,0.0087719298245614,0,0.043859649122807,0.394736842105263,0,0,0,0.12719298245614,0.0043859649122807,0.0043859649122807,0.0263157894736842,0.0394736842105263,0.0175438596491228,0.0263157894736842,0.0526315789473684,0,0.0394736842105263,0,0.0307017543859649,0,0,0,0.0043859649122807,0.0043859649122807,0,0,0,0,0,0,0,0,0.0043859649122807,0.0043859649122807,0,0.0175438596491228,0,0,0.0043859649122807,0,0,0,0,0,0,0,0,0,0,0,0,0
216,217,0.0284552845528455,0.113821138211382,0.0040650406504065,0,0.008130081300813,0.0040650406504065,0.024390243902439,0.439024390243902,0,0,0,0.105691056910569,0.008130081300813,0.0203252032520325,0.008130081300813,0.024390243902439,0.024390243902439,0.0894308943089431,0.032520325203252,0,0.008130081300813,0.008130081300813,0.0121951219512195,0,0,0,0.0040650406504065,0,0.0040650406504065,0,0,0,0,0,0,0,0.0040650406504065,0.0040650406504065,0,0.008130081300813,0,0.0040650406504065,0,0,0.0040650406504065,0.0040650406504065,0,0,0,0,0,0,0,0,0,0
