"sample.depths","sample.ages","Artemisia","Betula","Corylus","Ericaceae","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Ostrya.Carpinus","Pinus.undiff.","Platanus","Polygonum.lapathifolium.type","Populus.tremuloides.type","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Poaceae","Cyperaceae.undiff.","Plantago","Pinus.strobus","Chenopodium.type","Pinus.banksiana.P..resinosa","Rumex.undiff.","Fabaceae.cf..Melilotus.officinalis","Carya","Iva.xanthifolia","Amorpha.canescens","Thalictrum","Vitis","Acer.saccharinum","Fabaceae.cf..Trifolium","Cupressaceae","Larix","Populus.balsamifera.type","Rumex.acetosa.type","Abies","Picea","Urtica.type","Acer.saccharum","Iva.annua","Tilia","Tsuga.canadensis","Caryophyllaceae","Juglans.cinerea","Juglans.nigra","Apiaceae","Acer.rubrum","Acer.negundo","Myrica.gale","Asteraceae.subf..Cichorioideae","Rosaceae","Brassicaceae","Celtis","Phacelia.hastata.type","cf..Ceanothus"
220,272,0.033457249070632,0.122676579925651,0.00743494423791822,0,0.00743494423791822,0,0.0483271375464684,0.405204460966543,0,0,0,0.12639405204461,0.00743494423791822,0.00371747211895911,0.00743494423791822,0.0297397769516729,0.0111524163568773,0.0594795539033457,0.0223048327137546,0,0.0297397769516729,0.00743494423791822,0.0408921933085502,0.00371747211895911,0,0,0,0,0,0,0,0,0.00371747211895911,0.00371747211895911,0,0,0.00371747211895911,0.0111524163568773,0,0,0,0,0.00371747211895911,0,0,0,0,0,0,0,0,0,0,0,0,0
224,327,0.0504587155963303,0.091743119266055,0.0137614678899083,0,0.0137614678899083,0,0.0229357798165138,0.435779816513761,0,0,0.0091743119266055,0.105504587155963,0.00458715596330275,0.00458715596330275,0.0137614678899083,0.0504587155963303,0.0275229357798165,0.0688073394495413,0.0137614678899083,0,0.0137614678899083,0.0137614678899083,0.0229357798165138,0,0,0,0,0,0,0,0,0,0,0.00458715596330275,0,0,0,0,0,0.0091743119266055,0,0.00458715596330275,0,0,0,0,0.00458715596330275,0,0,0,0,0,0,0,0,0
226,354,0.0304878048780488,0.115853658536585,0.0142276422764228,0,0.008130081300813,0.00203252032520325,0.024390243902439,0.365853658536585,0,0,0,0.126016260162602,0.00203252032520325,0.0101626016260163,0.0121951219512195,0.0386178861788618,0.0304878048780488,0.0508130081300813,0.0345528455284553,0,0.0345528455284553,0.008130081300813,0.0467479674796748,0,0,0,0,0.0040650406504065,0,0,0,0,0.00203252032520325,0.0101626016260163,0,0,0.00203252032520325,0.0101626016260163,0,0.008130081300813,0.00203252032520325,0,0,0,0.00203252032520325,0.00203252032520325,0,0.00203252032520325,0,0,0,0,0,0,0,0
230,409,0.0353535353535354,0.0707070707070707,0.00505050505050505,0,0.0151515151515152,0,0.0101010101010101,0.398989898989899,0.00505050505050505,0,0,0.166666666666667,0.00505050505050505,0.0151515151515152,0,0.0353535353535354,0.0202020202020202,0.106060606060606,0.0303030303030303,0,0.0303030303030303,0.00505050505050505,0.0151515151515152,0,0,0,0,0.00505050505050505,0.00505050505050505,0.00505050505050505,0,0,0,0,0,0,0,0.00505050505050505,0,0,0.00505050505050505,0,0,0,0,0,0,0.00505050505050505,0,0,0,0,0,0,0,0
234,464,0.0205761316872428,0.135802469135802,0.00411522633744856,0,0.00823045267489712,0,0.037037037037037,0.403292181069959,0,0,0.00411522633744856,0.123456790123457,0,0.00411522633744856,0.0123456790123457,0.0288065843621399,0.0164609053497942,0.0781893004115226,0.0205761316872428,0,0.0576131687242798,0.00411522633744856,0.0205761316872428,0,0,0,0,0,0,0.00411522633744856,0,0,0,0,0,0,0,0.00411522633744856,0,0.00411522633744856,0,0,0,0,0,0,0,0,0.00411522633744856,0.00411522633744856,0,0,0,0,0,0
236,491,0.0164609053497942,0.109053497942387,0.0102880658436214,0,0.0185185185185185,0,0.0288065843621399,0.343621399176955,0,0,0.00205761316872428,0.148148148148148,0.00411522633744856,0.00411522633744856,0.00411522633744856,0.0534979423868313,0.0267489711934156,0.0864197530864197,0.0288065843621399,0,0.0473251028806584,0.00617283950617284,0.0226337448559671,0,0,0.00205761316872428,0.00205761316872428,0.00411522633744856,0,0,0,0,0,0.00617283950617284,0,0,0,0.00411522633744856,0.00205761316872428,0.00411522633744856,0,0.00617283950617284,0,0,0,0,0.00205761316872428,0.00205761316872428,0,0,0.00205761316872428,0.00205761316872428,0,0,0,0
240,546,0.0106761565836299,0.120996441281139,0.0106761565836299,0,0.0177935943060498,0,0.0320284697508897,0.309608540925267,0.00355871886120996,0,0.00711743772241993,0.120996441281139,0,0.0142348754448399,0.00711743772241993,0.0213523131672598,0.0249110320284698,0.177935943060498,0.0284697508896797,0,0.0320284697508897,0,0.0284697508896797,0,0,0,0.00355871886120996,0,0.00355871886120996,0,0,0,0.00355871886120996,0.00355871886120996,0.00355871886120996,0,0,0.00355871886120996,0.00355871886120996,0,0,0,0,0,0,0,0.00355871886120996,0,0,0,0,0,0.00355871886120996,0,0,0
244,600,0.0303030303030303,0.109848484848485,0.00378787878787879,0,0.0151515151515152,0,0.0606060606060606,0.246212121212121,0,0,0,0.166666666666667,0.00757575757575758,0,0.00757575757575758,0.0340909090909091,0.0151515151515152,0.200757575757576,0.0265151515151515,0,0.0416666666666667,0.00378787878787879,0.0189393939393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00378787878787879,0.00378787878787879,0,0,0,0,0,0.00378787878787879,0,0,0,0
246,628,0.022,0.076,0.022,0,0.01,0,0.02,0.258,0.002,0,0.004,0.126,0.006,0.016,0.008,0.042,0.028,0.288,0.03,0,0.014,0.004,0.012,0,0,0,0.002,0.002,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0.002,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0
250,682,0.0492424242424242,0.0833333333333333,0.0227272727272727,0,0,0,0.0189393939393939,0.185606060606061,0,0,0,0.090909090909091,0.0113636363636364,0,0.00378787878787879,0.0454545454545455,0.0227272727272727,0.363636363636364,0.0416666666666667,0,0.0189393939393939,0.00378787878787879,0.0189393939393939,0,0,0,0,0,0,0,0,0,0.00378787878787879,0,0,0,0,0.00378787878787879,0,0,0,0,0,0,0,0.00378787878787879,0,0,0,0,0,0.00378787878787879,0,0.00378787878787879,0,0
254,737,0.0371517027863777,0.102167182662539,0.00309597523219814,0,0.00619195046439629,0,0.0123839009287926,0.238390092879257,0,0,0,0.108359133126935,0.00309597523219814,0.0123839009287926,0.0154798761609907,0.0371517027863777,0.0340557275541796,0.294117647058824,0.0371517027863777,0,0.021671826625387,0.0123839009287926,0.00309597523219814,0,0,0,0.00309597523219814,0,0,0,0,0,0.00309597523219814,0.00619195046439629,0,0,0,0.00309597523219814,0,0,0,0,0,0,0,0,0,0,0.00309597523219814,0,0,0.00309597523219814,0,0,0,0
256,765,0.0520446096654275,0.0780669144981413,0,0,0.00371747211895911,0,0.0111524163568773,0.197026022304833,0,0,0,0.104089219330855,0.00371747211895911,0.00743494423791822,0.00743494423791822,0.0223048327137546,0.0148698884758364,0.394052044609665,0.0446096654275093,0.00371747211895911,0.0111524163568773,0,0.0111524163568773,0,0,0,0,0.00371747211895911,0,0,0,0,0.00743494423791822,0,0,0,0,0.0148698884758364,0,0,0.00371747211895911,0,0,0,0,0,0,0,0,0,0,0,0,0.00371747211895911,0,0
260,819,0.0355731225296443,0.0553359683794466,0.00395256916996047,0,0,0.00395256916996047,0.0158102766798419,0.185770750988142,0,0,0.00395256916996047,0.08300395256917,0.00395256916996047,0.00790513833992095,0.00395256916996047,0.0355731225296443,0.0158102766798419,0.466403162055336,0.0513833992094862,0,0.0118577075098814,0,0.00790513833992095,0,0,0,0,0,0,0,0,0,0,0.00395256916996047,0,0,0,0,0,0,0,0.00395256916996047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,874,0.0522388059701493,0.0559701492537313,0.00746268656716418,0,0,0,0.0149253731343284,0.138059701492537,0,0,0,0.082089552238806,0.00373134328358209,0.0223880597014925,0.00746268656716418,0.0335820895522388,0.00746268656716418,0.514925373134328,0.041044776119403,0,0.00373134328358209,0.00373134328358209,0.00373134328358209,0,0,0,0,0,0,0,0,0,0,0.00373134328358209,0,0,0,0.00373134328358209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,NA,0.0303605313092979,0.0569259962049336,0.0094876660341556,0,0.00569259962049336,0,0.015180265654649,0.159392789373814,0,0,0,0.0759013282732448,0,0.0170777988614801,0.0094876660341556,0.0284629981024668,0.0246679316888046,0.504743833017078,0.0227703984819734,0,0.0170777988614801,0,0.0113851992409867,0,0,0,0,0,0,0,0,0,0.00379506641366224,0,0,0,0,0.00569259962049336,0,0,0,0,0,0,0,0,0,0,0.00189753320683112,0,0,0,0,0,0,0
274,NA,0.045662100456621,0.0593607305936073,0.0045662100456621,0,0,0,0.0091324200913242,0.178082191780822,0.0045662100456621,0,0,0.105022831050228,0,0.0136986301369863,0.0091324200913242,0.045662100456621,0.0273972602739726,0.4337899543379,0.0410958904109589,0,0.0045662100456621,0.0045662100456621,0.0045662100456621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045662100456621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045662100456621,0
276,NA,0.0585585585585586,0.0810810810810811,0.0045045045045045,0,0,0,0.018018018018018,0.198198198198198,0,0,0,0.13963963963964,0,0.0135135135135135,0.0135135135135135,0.0315315315315315,0.0135135135135135,0.355855855855856,0.0540540540540541,0,0.0045045045045045,0.0045045045045045,0,0,0,0,0,0.0045045045045045,0,0.0045045045045045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,NA,0.0382978723404255,0.0595744680851064,0.00851063829787234,0,0,0,0.0170212765957447,0.225531914893617,0,0,0,0.148936170212766,0.00425531914893617,0.00425531914893617,0.00851063829787234,0.0212765957446809,0.025531914893617,0.361702127659574,0.025531914893617,0,0.0212765957446809,0.00425531914893617,0.00851063829787234,0,0,0.00425531914893617,0,0,0,0,0,0,0,0.00425531914893617,0,0,0,0.00425531914893617,0,0,0.00425531914893617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,NA,0.038135593220339,0.076271186440678,0.00423728813559322,0,0.0211864406779661,0,0.0169491525423729,0.207627118644068,0,0,0.00423728813559322,0.0847457627118644,0.00423728813559322,0.00423728813559322,0.00423728813559322,0.0805084745762712,0.038135593220339,0.313559322033898,0.0508474576271186,0,0.0254237288135593,0.00423728813559322,0.00423728813559322,0,0,0,0,0,0,0,0,0,0,0.00423728813559322,0,0,0,0,0.00423728813559322,0,0,0,0,0,0,0.00423728813559322,0.00423728813559322,0,0,0,0,0,0,0,0,0
290,NA,0.0451388888888889,0.0729166666666667,0.0104166666666667,0,0.00347222222222222,0.00694444444444444,0.0104166666666667,0.180555555555556,0,0,0.00694444444444444,0.125,0.00694444444444444,0.0104166666666667,0.00347222222222222,0.0555555555555556,0.0208333333333333,0.357638888888889,0.0381944444444444,0,0.00694444444444444,0.00347222222222222,0.0138888888888889,0,0,0,0,0,0,0,0,0,0.00347222222222222,0,0,0,0,0.00347222222222222,0,0.00347222222222222,0.00347222222222222,0,0,0,0.00347222222222222,0,0.00347222222222222,0,0,0,0,0,0,0,0,0
294,NA,0.0568720379146919,0.099526066350711,0.014218009478673,0,0.004739336492891,0,0,0.180094786729858,0,0,0,0.156398104265403,0,0.042654028436019,0.014218009478673,0.037914691943128,0.018957345971564,0.293838862559242,0.04739336492891,0,0,0.009478672985782,0.004739336492891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004739336492891,0,0.009478672985782,0,0,0.004739336492891,0,0,0,0,0,0,0,0,0,0,0
300,NA,0.0555555555555556,0.111111111111111,0.0123456790123457,0,0.0123456790123457,0,0.0246913580246914,0.185185185185185,0,0,0,0.154320987654321,0.00617283950617284,0.0308641975308642,0.0246913580246914,0.0925925925925926,0.0246913580246914,0.216049382716049,0.0185185185185185,0,0.00617283950617284,0.00617283950617284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00617283950617284,0,0,0,0,0,0,0.00617283950617284,0,0,0.00617283950617284
