"sample.depths","sample.ages","Abies","Acer.rubrum","Betula","Carya","Castanea","Fagus","Ostrya.Carpinus","Picea","Quercus","Rumex","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ambrosia","Betulaceae.undiff.","Fraxinus","Myrica","Pinus","Poaceae","Humulus","Alnus..tetraporate.","Alnus..pentaporate.","Alnus..triporate.","Acer.spicatum","Acer.undiff.","Artemisia","Pinaceae.undiff.","Ilex","Morus","Platanus","Ulmus","Rosaceae","Acer.saccharum","Cyperaceae","Salix","Juglans","Populus","Nyssa","Rubiaceae","Corylus","Alnus.undiff.","Larix","Tilia","Viburnum","Ranunculaceae.undiff.","Taxus","Plantago","Thalictrum","Chenopodium.type","Asteraceae.subf..Cichorioideae","Liquidambar","Sarcobatus.vermiculatus","Rhus","Alnus..hexaporate.","Cornus","Vitis","Juniperus.Thuja","Ericaceae","Onagraceae.undiff.","Campanulaceae","Alnus.incana.type","Alnus.viridis.type","Urtica","Shepherdia","Caryophyllaceae","Epilobium","Saxifragaceae"
1,13,0.0043956043956044,0.0043956043956044,0.681318681318681,0.0043956043956044,0.0043956043956044,0.0307692307692308,0.0043956043956044,0.043956043956044,0.0307692307692308,0.00879120879120879,0.0131868131868132,0.00879120879120879,0.021978021978022,0.0043956043956044,0.0043956043956044,0.0043956043956044,0.032967032967033,0.0043956043956044,0.0043956043956044,0.0659340659340659,0.0131868131868132,0.0043956043956044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,314,0.0140515222482436,0.00936768149882904,0.569086651053864,0,0,0.0655737704918033,0.00936768149882904,0.098360655737705,0.0304449648711944,0.00468384074941452,0.0257611241217799,0.00468384074941452,0.00936768149882904,0,0.0117096018735363,0,0.0456674473067916,0.00468384074941452,0,0.0210772833723653,0.00702576112412178,0.00234192037470726,0.00468384074941452,0.00234192037470726,0.00234192037470726,0.0105386416861827,0.00234192037470726,0.00234192037470726,0.00702576112412178,0.0117096018735363,0.00234192037470726,0.0210772833723653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,377,0.0226666666666667,0.0106666666666667,0.568,0,0.00266666666666667,0.0666666666666667,0.00266666666666667,0.0746666666666667,0.024,0,0.032,0,0.00533333333333333,0.00533333333333333,0.00533333333333333,0.00266666666666667,0.0786666666666667,0.008,0,0.024,0.00533333333333333,0,0,0,0.00266666666666667,0.0106666666666667,0.00266666666666667,0,0.00533333333333333,0,0.0133333333333333,0.008,0.008,0.00266666666666667,0.00266666666666667,0.00533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,628,0.0085995085995086,0.00737100737100737,0.459459459459459,0.00245700245700246,0,0.0835380835380835,0.00737100737100737,0.110565110565111,0.0491400491400491,0.00245700245700246,0.0540540540540541,0,0.0147420147420147,0.00491400491400491,0.0147420147420147,0,0.0810810810810811,0.00982800982800983,0,0.0319410319410319,0.00982800982800983,0,0,0,0.00245700245700246,0.00614250614250614,0,0,0,0.00982800982800983,0.00491400491400491,0.0122850122850123,0.00491400491400491,0.00245700245700246,0,0,0.00245700245700246,0.00245700245700246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,943,0.0133657351154313,0.00243013365735115,0.461725394896719,0,0,0.0704738760631835,0.0145808019441069,0.134872417982989,0.06318347509113,0,0.0461725394896719,0.00243013365735115,0.00486026731470231,0.00729040097205346,0.00486026731470231,0.00243013365735115,0.0680437424058323,0.00243013365735115,0,0.031591737545565,0.00486026731470231,0.00243013365735115,0,0,0,0.0133657351154313,0,0,0.00729040097205346,0.0145808019441069,0.00486026731470231,0.0145808019441069,0.00243013365735115,0,0.00243013365735115,0,0,0,0.00243013365735115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1257,0.0137174211248285,0.00823045267489712,0.526748971193416,0,0,0.0740740740740741,0.0164609053497942,0.0781893004115226,0.046639231824417,0,0.046639231824417,0,0,0.00823045267489712,0.0137174211248285,0,0.0919067215363512,0,0,0.0329218106995885,0.00823045267489712,0,0.00548696844993141,0,0.00274348422496571,0.00685871056241427,0,0,0.00274348422496571,0.00274348422496571,0.00548696844993141,0.00548696844993141,0,0,0,0.00274348422496571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2552,0.0160642570281124,0.00321285140562249,0.472289156626506,0.00321285140562249,0.00160642570281125,0.107630522088353,0.00963855421686747,0.01285140562249,0.0594377510040161,0,0.0481927710843374,0.00321285140562249,0,0.00803212851405622,0.00963855421686747,0.00160642570281125,0.137349397590361,0.00321285140562249,0,0.0433734939759036,0.01285140562249,0,0,0,0,0.00160642570281125,0.00160642570281125,0,0,0.00642570281124498,0.00321285140562249,0.0208835341365462,0.00321285140562249,0.00321285140562249,0.00160642570281125,0,0,0,0,0.00160642570281125,0.00321285140562249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,3196,0.0161073825503356,0,0.539597315436242,0,0.00268456375838926,0.123489932885906,0.010738255033557,0.00402684563758389,0.0644295302013423,0,0.0241610738255034,0.00805369127516779,0,0.010738255033557,0.0348993288590604,0,0.0926174496644295,0.00268456375838926,0.00268456375838926,0.0241610738255034,0.00805369127516779,0,0,0,0,0.00402684563758389,0.00536912751677852,0,0,0.00268456375838926,0.00268456375838926,0.0161073825503356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,3841,0.0108827085852479,0,0.493349455864571,0.00241837968561064,0,0.111245465538089,0.0145102781136638,0.00241837968561064,0.0652962515114873,0,0.0314389359129383,0,0,0.00483675937122128,0.0193470374848851,0,0.160822249093108,0.00241837968561064,0,0.0241837968561064,0.00241837968561064,0.00241837968561064,0,0,0,0.00362756952841596,0.00241837968561064,0,0,0.00725513905683192,0.00483675937122128,0.0145102781136638,0.00241837968561064,0.00241837968561064,0.00241837968561064,0.00241837968561064,0,0,0,0.00241837968561064,0,0.00483675937122128,0.00241837968561064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,4485,0.00584795321637427,0.00974658869395711,0.475633528265107,0.00389863547758285,0,0.0857699805068226,0.00584795321637427,0,0.0740740740740741,0,0.0292397660818713,0,0.00194931773879142,0.0155945419103314,0.0175438596491228,0.00584795321637427,0.141325536062378,0.00974658869395711,0,0.0409356725146199,0.00779727095516569,0,0,0,0.00194931773879142,0.00292397660818713,0,0,0.00194931773879142,0.01364522417154,0.00194931773879142,0.0292397660818713,0.00389863547758285,0,0.00194931773879142,0.00194931773879142,0,0,0.00194931773879142,0,0,0,0,0.00194931773879142,0.00389863547758285,0.00194931773879142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
