"depth","best.age","min.age","max.age"
0,0,-2,3
10,110,95,122
20,219,191,247
30,329,285,369
40,439,380,493
50,549,475,616
60,700,621,773
80,1086,1011,1160
100,1473,1393,1552
120,1859,1769,1945
140,2245,2142,2343
160,2632,2510,2742
180,3018,2877,3146
200,3404,3246,3574
220,3791,3615,3989
240,4177,3982,4400
260,4366,4212,4517
280,4490,4361,4618
300,4614,4451,4778
320,5273,5005,5550
340,5707,5490,5936
360,6140,5964,6315
380,6574,6428,6722
400,7007,6876,7147
420,7440,7308,7589
440,NA,NA,NA
460,NA,NA,NA
480,NA,NA,NA
500,NA,NA,NA
520,NA,NA,NA
540,NA,NA,NA
