"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum.type","Alnus","Betula","Carya","Castanea","Corylus","Cupressaceae","Elaeagnus","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Ostrya.Carpinus","Picea","Pinus","Platanus","Populus","Quercus","Salix","Shepherdia.canadensis","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Brassicaceae","Caryophyllaceae","Chenopodiineae","Cyperaceae","Epilobium","Galium","Iva.annua.type","Plantago","Poaceae","Ranunculus","Rosaceae","Rumex","Thalictrum","Xanthium"
34,459,0.004,0,0.12,0,0.02,0.024,0,0,0,0,0,0.012,0,0.004,0,0.008,0,0.012,0.004,0.024,0.344,0,0,0.052,0,0,0.064,0.104,0.004,0,0.056,0.004,0.004,0.028,0.02,0,0,0.004,0.036,0,0,0,0.012,0.036,0,0,0,0,0
36,476,0,0,0.192139737991266,0.00436681222707424,0.0174672489082969,0.0174672489082969,0.00436681222707424,0,0,0,0,0.0436681222707424,0.00436681222707424,0,0.00436681222707424,0.00873362445414847,0,0,0.0131004366812227,0.0131004366812227,0.336244541484716,0,0,0.0655021834061135,0,0,0.0698689956331878,0.0567685589519651,0.0305676855895196,0,0.0131004366812227,0,0,0.0131004366812227,0,0,0,0.00873362445414847,0.0524017467248908,0,0,0,0,0.0305676855895196,0,0,0,0,0
38,492,0,0,0.24537037037037,0.0138888888888889,0.00462962962962963,0.0277777777777778,0.00925925925925926,0,0.00925925925925926,0,0,0.0231481481481481,0.00462962962962963,0.0231481481481481,0,0,0,0,0.00462962962962963,0.0231481481481481,0.314814814814815,0,0,0.0324074074074074,0,0,0.0740740740740741,0.0694444444444444,0.0601851851851852,0,0.0185185185185185,0.00462962962962963,0.0138888888888889,0.00462962962962963,0,0,0,0.00462962962962963,0.00462962962962963,0,0,0,0,0.00925925925925926,0,0,0,0,0
40,507,0,0,0.349282296650718,0.00956937799043062,0.00478468899521531,0.0191387559808612,0,0,0,0,0,0.00956937799043062,0,0.0382775119617225,0,0.00478468899521531,0,0.0191387559808612,0,0.00956937799043062,0.239234449760766,0.00478468899521531,0,0.062200956937799,0,0,0.133971291866029,0.0239234449760766,0.0382775119617225,0,0.0143540669856459,0,0.00478468899521531,0,0,0,0,0,0.00956937799043062,0,0,0,0,0.00478468899521531,0,0,0,0,0
42,521,0,0,0.214592274678112,0.0214592274678112,0.0171673819742489,0.0128755364806867,0.00429184549356223,0,0.00429184549356223,0,0,0.103004291845494,0.00858369098712446,0.0343347639484979,0,0.0171673819742489,0,0,0.0128755364806867,0,0.163090128755365,0,0,0.11587982832618,0.00429184549356223,0,0.055793991416309,0.0343347639484979,0.0600858369098712,0,0.0128755364806867,0.00429184549356223,0.00429184549356223,0.0472103004291846,0,0,0,0,0.0257510729613734,0,0,0,0,0.0171673819742489,0.00429184549356223,0,0,0,0
44,534,0,0,0.246511627906977,0,0.0232558139534884,0.00465116279069767,0,0,0,0,0,0.0790697674418605,0,0.00465116279069767,0,0.00465116279069767,0,0.00930232558139535,0.00930232558139535,0.00465116279069767,0.306976744186047,0,0,0.12093023255814,0,0,0.0651162790697674,0.0232558139534884,0.027906976744186,0,0.00465116279069767,0,0,0.0418604651162791,0,0,0,0,0.013953488372093,0,0,0,0,0.00930232558139535,0,0,0,0,0
46,547,0,0,0.308411214953271,0.00934579439252336,0.014018691588785,0.00934579439252336,0,0,0,0,0,0.0841121495327103,0.00467289719626168,0.0233644859813084,0,0.00467289719626168,0,0.0233644859813084,0.00467289719626168,0,0.172897196261682,0,0,0.130841121495327,0.00467289719626168,0,0.0467289719626168,0.0327102803738318,0.0747663551401869,0,0.00467289719626168,0.00934579439252336,0.00467289719626168,0.0186915887850467,0,0,0,0,0.00934579439252336,0,0,0,0,0.00467289719626168,0,0,0,0,0
48,559,0,0,0.307692307692308,0.00452488687782805,0.0226244343891403,0.0226244343891403,0.00452488687782805,0,0,0,0,0.0361990950226244,0,0.0226244343891403,0,0.00452488687782805,0,0,0.0135746606334842,0.0135746606334842,0.167420814479638,0,0,0.135746606334842,0,0,0.0497737556561086,0.0497737556561086,0.0542986425339367,0,0.0135746606334842,0.0135746606334842,0.00904977375565611,0.0316742081447964,0,0,0,0,0.0135746606334842,0,0,0,0,0.00904977375565611,0,0,0,0,0
50,572,0.0045662100456621,0,0.205479452054795,0.0045662100456621,0.0228310502283105,0.0136986301369863,0,0,0.0091324200913242,0,0,0.0319634703196347,0,0.0136986301369863,0,0,0,0.0228310502283105,0,0.0182648401826484,0.305936073059361,0,0,0.0684931506849315,0.0045662100456621,0,0.10958904109589,0.0502283105022831,0.0365296803652968,0,0.0136986301369863,0.0045662100456621,0.0045662100456621,0.0273972602739726,0.0045662100456621,0,0,0,0.0182648401826484,0,0,0,0,0.0045662100456621,0,0,0,0,0
52,584,0,0,0.285067873303167,0.00904977375565611,0.00904977375565611,0.0271493212669683,0,0,0.00452488687782805,0,0,0.0588235294117647,0,0.0407239819004525,0,0,0,0,0.0135746606334842,0.0135746606334842,0.14027149321267,0,0,0.167420814479638,0,0,0.090497737556561,0.00904977375565611,0.0452488687782805,0,0.00904977375565611,0.00904977375565611,0,0.0316742081447964,0,0,0,0,0.0271493212669683,0,0,0,0,0.00452488687782805,0,0,0,0.00452488687782805,0
54,7238,0,0,0.289473684210526,0.0175438596491228,0.0131578947368421,0.0131578947368421,0,0,0,0,0,0.0131578947368421,0.0043859649122807,0.0701754385964912,0,0.0043859649122807,0,0,0.0307017543859649,0.0043859649122807,0.214912280701754,0,0,0.0614035087719298,0,0,0.0657894736842105,0.0263157894736842,0.0657894736842105,0,0.0131578947368421,0.0131578947368421,0,0.0219298245614035,0,0,0,0,0.0482456140350877,0,0,0,0,0.0087719298245614,0,0,0,0,0
56,7834,0,0,0.271186440677966,0,0.0127118644067797,0.0338983050847458,0.00423728813559322,0,0,0,0,0.0211864406779661,0,0.0932203389830508,0,0,0,0,0.0211864406779661,0,0.194915254237288,0.00423728813559322,0,0.0805084745762712,0,0,0.0338983050847458,0.0338983050847458,0.038135593220339,0,0.00423728813559322,0.00423728813559322,0,0.0169491525423729,0,0,0,0,0.127118644067797,0,0,0,0,0.00423728813559322,0,0,0,0,0
58,8430,0.00404858299595142,0,0.218623481781377,0,0.00809716599190283,0.0121457489878543,0,0,0,0,0,0.0728744939271255,0.00809716599190283,0.0161943319838057,0,0.00809716599190283,0,0.00809716599190283,0.0121457489878543,0,0.17004048582996,0,0,0.101214574898785,0,0,0.0364372469635627,0.0526315789473684,0.0809716599190283,0,0.00809716599190283,0,0,0.0242914979757085,0,0,0,0,0.133603238866397,0,0,0,0,0.0202429149797571,0,0,0,0.00404858299595142,0
60,9024,0.00377358490566038,0,0.0641509433962264,0,0.0113207547169811,0.030188679245283,0,0.00377358490566038,0,0,0,0.0641509433962264,0.00754716981132075,0.0150943396226415,0,0,0,0.00754716981132075,0.0528301886792453,0,0.188679245283019,0,0,0.139622641509434,0,0,0.0150943396226415,0.0415094339622641,0.113207547169811,0,0.0113207547169811,0.00377358490566038,0,0.0226415094339623,0,0,0,0.00377358490566038,0.166037735849057,0,0,0,0,0.0339622641509434,0,0,0,0,0
62,9613,0.0253164556962025,0,0.0126582278481013,0.00843881856540084,0.0168776371308017,0.00421940928270042,0,0,0,0,0,0.0168776371308017,0.00843881856540084,0.00421940928270042,0,0.00421940928270042,0,0.0126582278481013,0.0337552742616034,0.0168776371308017,0.464135021097046,0,0,0.118143459915612,0,0,0.00421940928270042,0.0506329113924051,0.0506329113924051,0,0.00421940928270042,0,0.00421940928270042,0.0126582278481013,0,0,0,0,0.122362869198312,0,0,0,0,0.00421940928270042,0,0,0,0,0
64,10208,0.0462962962962963,0,0.00462962962962963,0,0.0462962962962963,0.00462962962962963,0,0,0.00462962962962963,0,0,0,0.00462962962962963,0.00462962962962963,0,0.00462962962962963,0,0.00925925925925926,0.0509259259259259,0.0231481481481481,0.550925925925926,0.00462962962962963,0,0.111111111111111,0.00462962962962963,0,0,0.0324074074074074,0.0231481481481481,0,0,0,0,0.00462962962962963,0,0,0,0,0.0462962962962963,0,0,0,0,0.0185185185185185,0,0,0,0,0
66,10788,0.0308370044052863,0,0.00440528634361234,0,0.0440528634361234,0,0,0,0,0,0,0.00440528634361234,0,0.013215859030837,0,0.00440528634361234,0,0,0.052863436123348,0.0308370044052863,0.568281938325991,0,0,0.0969162995594714,0,0,0,0.0220264317180617,0.00881057268722467,0,0,0,0.00881057268722467,0.00881057268722467,0,0,0,0.00440528634361234,0.0748898678414097,0,0,0,0,0.0176211453744493,0,0,0,0.00440528634361234,0
68,11313,0.0723404255319149,0.00425531914893617,0,0.00425531914893617,0.0468085106382979,0,0,0.00425531914893617,0,0,0,0.00851063829787234,0,0.00851063829787234,0,0,0,0.0340425531914894,0.051063829787234,0.106382978723404,0.357446808510638,0,0,0.11063829787234,0,0,0,0.0127659574468085,0.0382978723404255,0,0,0,0.00425531914893617,0.0382978723404255,0,0,0,0,0.0680851063829787,0.00425531914893617,0,0,0,0.025531914893617,0,0,0,0,0
70,11758,0.090497737556561,0,0,0.00452488687782805,0.104072398190045,0,0,0.0226244343891403,0.00904977375565611,0,0,0,0,0.00452488687782805,0,0,0,0.00452488687782805,0.0633484162895928,0.0452488687782805,0.380090497737557,0.00452488687782805,0.0135746606334842,0.131221719457014,0,0,0,0.0180995475113122,0.0361990950226244,0,0,0,0.00904977375565611,0.00904977375565611,0,0,0,0.00452488687782805,0.0316742081447964,0,0,0,0,0.00904977375565611,0,0.00452488687782805,0,0,0
72,12100,0.0532786885245902,0,0,0.00409836065573771,0.0450819672131148,0,0,0,0,0,0,0.00409836065573771,0,0.00819672131147541,0,0,0,0.0368852459016393,0.0286885245901639,0.127049180327869,0.413934426229508,0.00409836065573771,0,0.069672131147541,0.00409836065573771,0,0,0.0245901639344262,0.0122950819672131,0,0,0,0,0.0163934426229508,0,0,0,0.00409836065573771,0.0737704918032787,0.00819672131147541,0,0,0,0.0368852459016393,0.00409836065573771,0.0163934426229508,0.00409836065573771,0,0
74,12319,0.0609756097560976,0,0.00914634146341463,0.00304878048780488,0.0304878048780488,0.00609756097560976,0.00304878048780488,0,0.00609756097560976,0,0,0.00914634146341463,0,0.024390243902439,0,0.00304878048780488,0,0,0.0213414634146341,0.0945121951219512,0.25,0,0,0.0548780487804878,0.00609756097560976,0,0,0.0121951219512195,0.024390243902439,0.00304878048780488,0.00304878048780488,0,0.00304878048780488,0.13109756097561,0.00304878048780488,0,0,0,0.0792682926829268,0.00304878048780488,0,0,0,0.13719512195122,0,0.0121951219512195,0.00304878048780488,0.00304878048780488,0
76,12433,0.00222551928783383,0,0.00148367952522255,0.000741839762611276,0.00964391691394659,0,0,0,0,0.000741839762611276,0.000741839762611276,0,0.000741839762611276,0.000741839762611276,0,0,0,0.0029673590504451,0.00148367952522255,0.0719584569732938,0.0393175074183976,0,0,0.0140949554896142,0.000741839762611276,0.00148367952522255,0,0.000741839762611276,0.00222551928783383,0,0,0.00890207715133531,0.00445103857566766,0.244807121661721,0,0,0.00148367952522255,0.000741839762611276,0.179525222551929,0.00593471810089021,0.00370919881305638,0,0.00593471810089021,0.310089020771513,0,0.0816023738872404,0,0.000741839762611276,0
78,12488,0.000480076812289966,0,0,0.000480076812289966,0.0028804608737398,0,0,0,0.00240038406144983,0.000480076812289966,0.000480076812289966,0,0,0.000960153624579933,0,0,0,0,0.000960153624579933,0.0691310609697552,0.014402304368699,0,0,0.0028804608737398,0.0014402304368699,0.000960153624579933,0,0.000960153624579933,0.000480076812289966,0,0.000480076812289966,0.0057609217474796,0.000960153624579933,0.274603936629861,0.0028804608737398,0,0.00192030724915987,0,0.180508881421027,0.00336053768602976,0.000960153624579933,0,0.00480076812289966,0.305808929428709,0.000480076812289966,0.117618819011042,0,0.000480076812289966,0
80,12521,0.00165016501650165,0,0,0.000825082508250825,0.000825082508250825,0,0,0,0.000825082508250825,0.000825082508250825,0,0.000825082508250825,0.000825082508250825,0,0,0,0,0,0.00412541254125413,0.117986798679868,0.0297029702970297,0,0.000825082508250825,0.00577557755775578,0.000825082508250825,0.00165016501650165,0,0.000825082508250825,0,0,0,0.00825082508250825,0.00165016501650165,0.273102310231023,0.00247524752475248,0,0.00577557755775578,0.000825082508250825,0.145214521452145,0.00825082508250825,0.00577557755775578,0,0.00412541254125413,0.284653465346535,0,0.08993399339934,0,0.00165016501650165,0
82,12553,0.000916590284142988,0,0,0.000458295142071494,0.000916590284142988,0,0,0,0.00274977085242896,0,0.000458295142071494,0,0,0.000458295142071494,0,0,0,0,0.000458295142071494,0.0641613198900092,0.0187901008249313,0,0.000458295142071494,0.00137488542621448,0.000458295142071494,0.000916590284142988,0,0,0.00137488542621448,0,0,0.0077910174152154,0.00183318056828598,0.360678276810266,0.00137488542621448,0,0.00320806599450046,0.000916590284142988,0.100824931255729,0.00458295142071494,0.00595783684692942,0,0.000458295142071494,0.302933088909258,0.000458295142071494,0.113657195233731,0,0.00137488542621448,0
84,12585,0.000945179584120983,0,0,0,0.00141776937618147,0.000472589792060492,0.000472589792060492,0,0.00141776937618147,0,0.000945179584120983,0,0,0.000945179584120983,0,0,0,0,0.00283553875236295,0.0680529300567108,0.0137051039697543,0,0,0.00330812854442344,0.000472589792060492,0,0,0.000472589792060492,0.000472589792060492,0,0,0.0056710775047259,0.000472589792060492,0.388468809073724,0.000472589792060492,0,0.00330812854442344,0.000945179584120983,0.0912098298676749,0.00756143667296786,0.00283553875236295,0,0.00141776937618147,0.308601134215501,0.000472589792060492,0.0912098298676749,0,0.00141776937618147,0
86,12618,0.000683060109289617,0,0,0.000683060109289617,0.00478142076502732,0,0,0,0.000683060109289617,0.000683060109289617,0,0.00136612021857923,0,0.000683060109289617,0,0,0,0,0.00204918032786885,0.0956284153005464,0.0218579234972678,0,0,0.00546448087431694,0.00204918032786885,0.00136612021857923,0,0.00204918032786885,0.000683060109289617,0,0.000683060109289617,0.0136612021857923,0.00136612021857923,0.252732240437158,0.00273224043715847,0,0.00204918032786885,0,0.168032786885246,0.00751366120218579,0.00273224043715847,0,0.00614754098360656,0.316939890710383,0,0.084016393442623,0,0.000683060109289617,0
88,12650,0.000603500301750151,0,0,0,0.0012070006035003,0.0012070006035003,0,0,0.000603500301750151,0.0012070006035003,0,0,0,0.000603500301750151,0,0,0,0,0.00724200362100181,0.0778515389257695,0.019915509957755,0,0.000603500301750151,0.00724200362100181,0.00181050090525045,0.00181050090525045,0,0.0012070006035003,0.0024140012070006,0,0,0.00603500301750151,0.0024140012070006,0.288473144236572,0,0,0.00362100181050091,0,0.135184067592034,0.0102595051297526,0.000603500301750151,0,0.00482800241400121,0.32106216053108,0,0.101388050694025,0,0.000603500301750151,0
90,12680,0.000395256916996047,0,0,0,0.00276679841897233,0,0,0,0.00158102766798419,0.000395256916996047,0.00118577075098814,0.000395256916996047,0.000395256916996047,0.000395256916996047,0,0,0,0,0.00197628458498024,0.0565217391304348,0.0106719367588933,0,0,0.00355731225296443,0.00118577075098814,0.00158102766798419,0,0,0.000395256916996047,0,0,0.0075098814229249,0.00118577075098814,0.372332015810277,0.00158102766798419,0,0.00395256916996047,0.00158102766798419,0.332411067193676,0.00316205533596838,0.00197628458498024,0.000395256916996047,0.00395256916996047,0,0.000395256916996047,0.186166007905138,0,0,0
92,12708,0.000631313131313131,0,0,0,0.00315656565656566,0.000631313131313131,0,0,0.000631313131313131,0,0,0.000631313131313131,0.000631313131313131,0.000631313131313131,0,0,0,0,0,0.095959595959596,0.0189393939393939,0,0,0.00189393939393939,0.000631313131313131,0.00189393939393939,0,0.000631313131313131,0.00189393939393939,0,0,0.0101010101010101,0.00378787878787879,0.16540404040404,0.00441919191919192,0,0.00505050505050505,0.000631313131313131,0.207070707070707,0.0113636363636364,0.000631313131313131,0,0.00505050505050505,0.347853535353535,0.00126262626262626,0.107954545454545,0,0.000631313131313131,0
94,12733,0.0032967032967033,0,0.0010989010989011,0.0010989010989011,0,0.0021978021978022,0,0.0010989010989011,0.0032967032967033,0,0,0,0.0010989010989011,0.0032967032967033,0,0,0,0,0.0032967032967033,0.16043956043956,0.0285714285714286,0,0.0032967032967033,0.0043956043956044,0.0032967032967033,0.0032967032967033,0,0.0010989010989011,0.0032967032967033,0,0,0.0098901098901099,0.00549450549450549,0.187912087912088,0.0043956043956044,0.0010989010989011,0.00549450549450549,0,0.108791208791209,0.0131868131868132,0.0032967032967033,0,0.0032967032967033,0.282417582417582,0,0.147252747252747,0,0,0
96,12756,0.00150075037518759,0,0,0,0.00250125062531266,0,0,0,0.00200100050025012,0,0,0.000500250125062531,0,0.000500250125062531,0,0,0,0.000500250125062531,0.00200100050025012,0.0700350175087544,0.0165082541270635,0,0,0.00350175087543772,0.00350175087543772,0,0,0,0.000500250125062531,0,0,0.00550275137568784,0.00250125062531266,0.224112056028014,0.00300150075037519,0,0.00200100050025012,0.00100050025012506,0.176088044022011,0.00850425212606303,0.00350175087543772,0,0.00350175087543772,0.384192096048024,0.00100050025012506,0.080040020010005,0,0.00150075037518759,0
