"sample.depths","sample.ages","Acer.rubrum","Betula","Carya","Castanea","Clethra","Corylus","Cyperaceae","Ericaceae","Ilex","Ostrya.Carpinus","Pinus.undiff.","Quercus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Myrica","Poaceae","Acer.saccharum","Fraxinus.pennsylvanica.F..americana.type","Fagus","Nyssa","Salix","Juglans","Rosaceae","Pinus.strobus","Pinus.banksiana.P..resinosa","Fraxinus.nigra","Picea","Abies","Artemisia","Liquidambar","Amaranthaceae","Polygonum","Juniperus","Celtis","Asteraceae.subf..Cichorioideae","Tilia","Platanus","Rumex","Anacardiaceae","Cornus","Acer.undiff.","Caryophyllaceae","Acer.saccharinum","Morus","Iva"
30,NA,0.00533333333333333,0.178666666666667,0.008,0.00266666666666667,0.402666666666667,0.0293333333333333,0.00266666666666667,0.00533333333333333,0.0426666666666667,0.008,0.032,0.0613333333333333,0.00266666666666667,0.00266666666666667,0.00533333333333333,0.00533333333333333,0.162666666666667,0.0133333333333333,0.0213333333333333,0.00266666666666667,0.00533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0.00234741784037559,0.126760563380282,0.00234741784037559,0.00704225352112676,0.00469483568075117,0.0375586854460094,0.00234741784037559,0.00938967136150235,0.448356807511737,0.00234741784037559,0.122065727699531,0.0727699530516432,0.00234741784037559,0,0,0.00704225352112676,0.0845070422535211,0.00938967136150235,0.00938967136150235,0,0,0.00234741784037559,0.0117370892018779,0.00234741784037559,0.00234741784037559,0.00469483568075117,0.0140845070422535,0.00938967136150235,0.00234741784037559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,19,0.00993377483443709,0.178807947019868,0.0198675496688742,0.00993377483443709,0,0.033112582781457,0,0.0364238410596026,0.139072847682119,0.00662251655629139,0.145695364238411,0.254966887417219,0.00662251655629139,0,0.00662251655629139,0.0198675496688742,0.0198675496688742,0.0264900662251656,0.00993377483443709,0.0033112582781457,0,0.0165562913907285,0.0132450331125828,0,0,0.0165562913907285,0.0132450331125828,0.00662251655629139,0.00662251655629139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,96,0.0099009900990099,0.175742574257426,0.00247524752475248,0.00742574257425743,0.00247524752475248,0.0272277227722772,0,0.00742574257425743,0.292079207920792,0,0.146039603960396,0.146039603960396,0,0.00247524752475248,0.00247524752475248,0.0173267326732673,0.0866336633663366,0.00742574257425743,0.00495049504950495,0.00495049504950495,0.0099009900990099,0,0.0099009900990099,0.00742574257425743,0.00247524752475248,0.0099009900990099,0.0123762376237624,0,0.00247524752475248,0.00247524752475248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,135,0.0075187969924812,0.17593984962406,0.00902255639097744,0.0075187969924812,0,0.0255639097744361,0.00150375939849624,0.0120300751879699,0.210526315789474,0.00300751879699248,0.145864661654135,0.213533834586466,0.0150375939849624,0.00300751879699248,0,0.0150375939849624,0.0421052631578947,0.0210526315789474,0.0105263157894737,0,0,0.0105263157894737,0.0180451127819549,0.00300751879699248,0.00150375939849624,0.0165413533834586,0.0105263157894737,0.0135338345864662,0.00150375939849624,0,0.00150375939849624,0.00150375939849624,0.00300751879699248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,212,0.0108459869848156,0.186550976138829,0.0108459869848156,0.00650759219088937,0.0086767895878525,0.0151843817787419,0,0.0108459869848156,0.0542299349240781,0.00216919739696312,0.227765726681128,0.258134490238612,0.017353579175705,0.00650759219088937,0,0.0130151843817787,0.0498915401301518,0.0086767895878525,0.0151843817787419,0.00216919739696312,0.00433839479392625,0.0195227765726681,0.0130151843817787,0.00433839479392625,0,0.0086767895878525,0.03470715835141,0.0086767895878525,0,0.00216919739696312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,250,0.00854700854700855,0.219373219373219,0.0113960113960114,0.0113960113960114,0,0.0227920227920228,0,0.00854700854700855,0.102564102564103,0.00284900284900285,0.162393162393162,0.273504273504274,0.00854700854700855,0.0142450142450142,0,0.00854700854700855,0.0199430199430199,0.0170940170940171,0.0142450142450142,0,0.0056980056980057,0.0170940170940171,0.0142450142450142,0,0,0.0227920227920228,0.0142450142450142,0.00854700854700855,0,0.00854700854700855,0,0,0,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,826,0.0150862068965517,0.129310344827586,0.0172413793103448,0.0021551724137931,0,0.00862068965517241,0.00646551724137931,0.0107758620689655,0,0.0021551724137931,0.122844827586207,0.443965517241379,0.0280172413793103,0.0172413793103448,0.00646551724137931,0.0150862068965517,0,0.0107758620689655,0.00646551724137931,0.00431034482758621,0.0107758620689655,0.0668103448275862,0.0193965517241379,0.0021551724137931,0,0.00431034482758621,0.0129310344827586,0.0129310344827586,0.00431034482758621,0.00646551724137931,0,0,0.0021551724137931,0,0.0021551724137931,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0,0
141,1235,0.0177165354330709,0.110236220472441,0.0393700787401575,0.0078740157480315,0,0.0078740157480315,0.00590551181102362,0.00984251968503937,0.00196850393700787,0.00196850393700787,0.104330708661417,0.427165354330709,0.0334645669291339,0.0118110236220472,0.00393700787401575,0.0196850393700787,0,0.00393700787401575,0.015748031496063,0.00590551181102362,0.00196850393700787,0.0688976377952756,0.00984251968503937,0.00393700787401575,0.00196850393700787,0.00590551181102362,0.0196850393700787,0.0413385826771654,0.00984251968503937,0,0,0,0,0.00196850393700787,0,0,0.00196850393700787,0.00196850393700787,0.00196850393700787,0,0,0,0,0,0,0,0,0
158,1643,0.0109649122807018,0.125,0.0219298245614035,0.00657894736842105,0,0.0131578947368421,0.0087719298245614,0.0087719298245614,0,0.00219298245614035,0.107456140350877,0.429824561403509,0.0328947368421053,0.0131578947368421,0.0043859649122807,0.0416666666666667,0,0.0087719298245614,0.00219298245614035,0.00657894736842105,0.0153508771929825,0.0460526315789474,0.0197368421052632,0,0,0.0153508771929825,0.0197368421052632,0.0219298245614035,0.00657894736842105,0,0,0,0,0,0.00219298245614035,0,0,0,0,0.00219298245614035,0.00219298245614035,0.00219298245614035,0.00219298245614035,0,0,0,0,0
