"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharum.type","Acer.undiff.","Adiantum","Alnus","Amaranthaceae.undiff.","Ambrosia.type","Anacardiaceae.undiff.","Apiaceae.undiff.","Araliaceae","Arecaceae.undiff.","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Azolla","Betula","Betulaceae.undiff.","Botrychium","Brasenia.schreberi","Brassicaceae","Cabomba","Callitriche","Campanulaceae","Carya","Caryophyllaceae","Castanea","Ceanothus","Celtis","Cephalanthus","Ceratiola.ericoides.type","Chamaecrista.type","Clethra","Combretaceae.Melastomataceae","Cornus.sericea.type","Corylus","Cupressaceae.undiff.","Cyperaceae.undiff.","Cyrilla.racemiflora","Dalea","Dodonaea","Drosera","Dryopteris.type","Equisetum","Ericaceae","Eriocaulon","Eriogonum","Eugenia","Euphorbia","Fabaceae.undiff.","Fagus","Fraxinus.nigra.type","Fraxinus.undiff.","Galium","Gomphrena.type","Gordonia","Hydrocotyle","Hypericum","Ilex","Indeterminable","Isoëtes","Itea","Iva.frutescens.type","Iva.xanthifolia.type","Juglans.nigra","Lamiaceae","Lechea","Lemna","Liliaceae","Liquidambar","Liriodendron","Lycopodiaceae.undiff.","Magnolia","Malvaceae","Mimosaceae","Moraceae","Myrica","Myriophyllum","Myrsine","Myrtaceae.undiff.","Nuphar","Nymphaea","Nyssa","Onagraceae","Osmanthus","Osmunda.cinnamomea","Ostrya.Carpinus","Parthenocissus","Phoradendron","Picea","Pinaceae.undiff.","Pinus.clausa.type","Pinus.subg..Pinus.undiff.","Pinus.subg..Strobus","Pinus.undiff.","Pistacia","Planera.aquatica","Plantago","Platanus","Poaceae","Polygonella.fimbriata.type","Polygonella.polygama.type","Polygonum.amphibium","Polypodium.type","Populus","Potamogetonaceae","Primula","Pseudolycopodiella.carolinianum","Pteridium.type","Quercus","Ranunculaceae.undiff.","Rhamnaceae.undiff.","Rhus","Rhynchospora","Rosaceae","Rubiaceae.undiff.","Rumex","Rutaceae","Sagittaria","Salix","Sambucus","Sapindus","Selaginella","Serenoa","Sisyrinchium","Solanaceae","Sparganium.type","Sphagnum","Styloceras","Symplocos","Taxodium","Thalictrum","Tilia","Tsuga","Ulmus","Unknown","Unknown..monolete..undiff.","Unknown..trilete..undiff.","Urtica.type","Urticaceae","Urticales.undiff.","Utricularia","Viburnum","Viscaceae.undiff.","Vitis","Xanthium"
935,35442,0,0,0,0,0,0,2,4,23,0,1,0,0,0,18,0,0,3,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,3,13,1,3,0,0,0,1,0,0,7,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,136,0,0,0,3,48,0,1,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0
946,35590,0,0,0,0,0,0,3,0,4,0,0,0,0,0,22,0,0,2,0,0,0,0,0,0,0,24,0,1,0,0,0,0,0,1,0,0,1,3,0,4,0,0,0,0,0,1,0,0,0,0,0,15,0,1,0,0,0,0,0,0,3,56,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,12,0,0,1,0,1,4,0,200,0,1,0,2,22,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0
955,35711,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,34,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
965,35846,0,0,0,0,0,0,2,0,4,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,28,0,4,1,0,0,0,1,1,1,0,0,10,0,11,0,0,0,0,0,2,0,0,0,0,0,1,0,6,0,0,0,0,0,0,7,1,1,0,1,0,0,0,0,0,31,0,0,0,0,0,1,19,1,0,0,0,0,3,1,2,0,1,0,0,0,0,0,5,0,87,0,0,0,0,3,0,0,0,0,0,0,0,0,0,195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,1,0,4,5,0,0,0,0,0,1,0,0,1,0
975,35981,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,23,0,17,1,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,1,6,1,1,1,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,32,0,7,0,0,5,0,0,0,1,0,0,0,0,0,134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,3,6,0,0,0,0,0,0,0,0,1,0
985,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,26,0,6,3,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,4,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,16,0,0,0,0,0,6,0,1,0,7,0,0,0,0,0,4,0,40,0,5,0,0,8,0,0,0,0,0,0,0,0,0,185,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,71,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
995,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,8,1,0,0,0,0,0,0,29,0,12,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,5,0,5,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,24,0,0,0,0,0,2,0,1,0,3,1,1,0,0,1,0,0,65,0,0,0,1,3,0,0,0,1,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0
1005,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0,0,6,0,0,0,1,0,0,0,23,0,5,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,38,0,0,0,0,0,0,26,0,0,0,1,0,1,0,0,0,7,0,0,0,0,0,0,0,87,0,5,0,2,7,0,1,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,75,0,0,0,1,4,0,0,0,0,0,0,0,0,4,0
1015,NA,0,0,1,0,0,0,0,2,2,0,0,0,0,0,25,0,0,22,0,0,0,0,0,0,0,30,0,12,0,0,0,0,0,0,1,0,0,3,0,4,0,0,0,0,0,4,0,0,0,0,0,1,0,6,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,19,1,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,151,0,9,0,0,17,0,0,0,2,0,0,0,0,1,292,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,154,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0
1025,NA,0,0,0,0,0,0,1,0,4,0,0,0,0,0,13,0,0,19,0,0,0,0,0,0,0,34,0,18,0,0,2,0,0,1,2,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,26,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,90,0,10,0,3,8,0,0,0,0,0,0,0,0,0,213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0
1035,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,0,10,0,8,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,57,0,3,0,0,14,0,1,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0
1045,NA,0,0,0,0,0,0,0,2,5,0,0,0,0,0,16,0,0,18,1,0,0,0,0,0,0,28,0,13,2,0,0,0,0,0,4,0,0,3,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,10,0,0,1,0,0,0,0,0,0,39,0,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,90,0,16,0,3,28,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,76,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0
1055,NA,0,0,0,0,0,0,1,1,0,0,1,0,0,0,27,0,0,4,0,0,0,0,0,0,0,19,0,4,0,0,2,1,0,0,1,0,0,8,4,0,0,0,0,1,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,119,0,11,0,0,64,0,0,0,1,1,0,0,0,0,194,0,0,0,0,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,37,1,0,0,2,3,0,0,0,0,0,0,0,0,3,0
1065,NA,0,0,0,0,0,0,1,1,3,0,0,0,0,0,68,0,0,3,1,0,0,0,0,0,0,27,0,6,0,0,0,1,0,0,6,0,2,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,6,26,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,3,0,0,0,0,2,0,0,154,0,7,0,3,78,0,0,0,0,0,0,0,1,0,192,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,28,1,0,0,0,4,0,0,0,0,0,0,0,0,1,1
1075,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,134,0,0,2,0,0,0,0,0,0,0,13,0,3,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,112,0,4,0,0,81,0,0,0,0,0,0,0,0,0,215,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0
1095,NA,0,0,0,0,0,0,1,1,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,37,15,0,0,43,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,1,0,0,0,33,0,0,0,0,1,0,0,1,0,0,1,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1105,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0
1115,NA,0,0,0,0,0,0,5,4,5,0,0,0,0,1,19,0,0,0,2,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,3,2,0,54,0,8,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,12,0,0,0,1,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,83,0,0,0,1,0,0,0,0,0,1
1125,NA,0,0,0,0,0,0,3,1,4,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,14,0,51,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,5,2,0,0,0,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,2,0,0,0,0,0,0
1144,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,6,8,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,16,0,1,0,0,5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1155,NA,0,0,0,1,0,0,0,2,12,0,0,0,2,1,45,0,0,2,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,19,0,54,0,0,0,0,0,0,5,0,0,0,1,0,0,5,19,0,0,3,31,2,0,0,0,1,0,0,0,1,0,5,0,210,0,0,1,0,73,0,1,0,1,0,0,0,0,0,116,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0
1162,NA,0,0,0,0,0,0,2,2,14,0,1,0,0,1,46,0,0,3,0,0,0,2,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,2,6,0,0,3,0,1,0,0,0,0,26,0,0,0,0,0,0,1,15,0,0,0,3,3,0,0,0,7,0,0,0,0,0,7,0,337,0,0,0,0,75,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0
1175,NA,0,0,0,0,0,0,3,0,3,0,0,0,0,2,23,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,4,0,0,0,5,3,1,0,0,0,0,0,1,0,0,0,0,0,8,0,2,0,0,0,0,0,4,2,0,0,4,0,3,0,0,0,0,25,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,25,0,382,0,0,0,1,53,0,1,0,1,0,1,0,0,0,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1185,NA,0,0,0,0,0,0,1,1,7,0,0,0,0,0,17,0,0,2,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0,0,0,0,0,2,1,0,1,0,0,2,0,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,12,0,0,0,0,0,2,0,0,0,4,0,0,0,1,0,0,0,440,0,0,0,0,40,2,0,0,1,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,3,2,0,0,0,1,0,0,0,0,1,0
1195,NA,1,0,0,0,0,0,4,1,0,0,1,1,0,1,22,0,0,1,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,2,2,5,10,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,6,2,0,0,0,0,3,0,0,1,3,0,0,1,0,0,0,0,404,0,0,0,1,41,0,0,0,0,1,0,0,0,1,100,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1205,NA,0,0,1,0,0,0,2,0,4,0,0,0,0,1,11,0,0,8,6,0,1,0,0,0,0,23,0,1,0,0,0,0,0,0,2,0,0,1,4,8,0,0,0,2,0,3,0,0,0,0,0,1,1,9,0,0,0,0,0,6,11,1,0,1,0,0,2,0,0,0,22,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,238,0,0,0,0,21,0,1,0,1,0,0,0,0,0,124,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,54,0,0,0,3,14,0,0,0,1,0,0,0,0,0,0
1215,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,29,0,0,14,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,1,18,0,0,0,0,2,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,6,1,0,0,0,0,13,0,180,0,3,0,1,30,2,0,0,0,0,0,0,0,1,232,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,59,0,0,0,0,6,0,0,0,0,0,2,0,0,3,0
1225,NA,0,0,0,1,0,0,0,0,4,0,0,0,1,0,19,1,0,13,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,2,0,0,1,3,0,0,0,0,1,1,1,0,0,0,0,0,1,0,8,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,54,0,179,0,9,0,0,25,1,0,0,0,0,0,0,0,0,136,0,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,59,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0
1245,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,1,40,1,0,11,0,0,0,0,0,0,0,7,0,1,0,3,0,0,0,0,1,0,0,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,49,0,208,0,4,0,0,33,2,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,29,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
1260,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,29,0,0,21,0,0,0,1,0,0,0,9,1,0,0,1,0,0,0,0,1,0,0,13,10,0,1,0,0,0,0,4,1,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,117,2,117,0,4,2,0,19,0,0,0,0,0,0,0,0,1,115,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0
1283,NA,0,0,0,0,0,0,2,1,0,0,0,0,0,0,23,0,0,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,4,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,188,0,5,0,0,40,0,1,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,57,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0
1303,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,65,0,0,0,0,20,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0
1313,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,1,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,112,0,0,0,0,36,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1323,NA,0,0,0,0,0,0,0,0,2,0,1,0,0,1,50,0,0,7,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,20,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,270,0,1,0,0,82,1,0,0,0,0,0,0,0,0,175,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1333,NA,0,0,0,0,0,0,0,1,2,0,0,0,0,0,41,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,80,0,1,0,0,36,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0
1343,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80,0,0,5,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,186,0,0,0,0,50,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1
