"depth","best.age","min.age","max.age"
1,3,-35,41
10,27,-10,63
20,55,11,98
30,82,25,137
40,110,38,181
50,137,48,225
60,263,167,358
70,489,394,582
80,715,620,806
90,940,846,1032
100,1166,1071,1259
110,1391,1295,1486
120,1617,1518,1715
130,1842,1740,1943
140,2068,1962,2173
150,2294,2183,2404
160,2519,2403,2634
170,2745,2623,2866
180,2970,2841,3097
190,3196,3061,3330
200,3421,3279,3562
210,3647,3498,3796
220,3873,3716,4029
230,4098,3934,4262
240,4324,4152,4495
250,4549,4370,4729
260,4775,4587,4962
270,5000,4805,5196
280,5226,5022,5430
290,5451,5239,5664
300,5677,5457,5898
310,5903,5673,6132
320,6128,5890,6366
330,6354,6107,6600
340,6579,6324,6834
350,6805,6540,7068
360,7030,6757,7303
370,7256,6973,7536
380,7482,7190,7771
390,7707,7406,8005
400,7933,7622,8239
410,NA,NA,NA
420,NA,NA,NA
430,NA,NA,NA
440,NA,NA,NA
450,NA,NA,NA
460,NA,NA,NA
470,NA,NA,NA
