"depth","best.age","min.age","max.age"
5,77,74,80
25,387,374,401
50,773,746,801
75,1160,1119,1202
100,1546,1491,1602
125,1933,1863,2003
150,2320,2236,2404
175,2706,2609,2805
200,3093,2981,3205
225,3479,3354,3606
250,3866,3725,4006
275,4253,4098,4407
300,4639,4471,4808
325,5437,5303,5570
340,5916,5777,6052
350,6235,6081,6382
365,6713,6527,6894
375,7032,6808,7244
385,7244,7046,7437
400,7562,7385,7728
410,7774,7607,7929
425,8092,7936,8240
435,8304,8155,8454
450,8622,8483,8793
465,8939,8799,9154
475,9151,9006,9392
485,9363,9213,9633
500,9727,9575,9977
515,10182,10033,10344
525,10485,10320,10646
535,10788,10592,10972
542.5,11016,10785,11227
550,11060,10847,11250
560,11120,10902,11320
575,11209,10894,11577
584,NA,NA,NA
594,NA,NA,NA
600,NA,NA,NA
605,NA,NA,NA
610,NA,NA,NA
615,NA,NA,NA
620,NA,NA,NA
625,NA,NA,NA
629,NA,NA,NA
