"sample.depths","sample.ages","Acer.rubrum","Alnus.incana.type","Ambrosia.type","Betula","Carya","Cyperaceae","Fagus","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Ilex","Liquidambar","Nyssa","Ostrya.Carpinus","Plantago.lanceolata","Platanus","Quercus","Rumex","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Pinus","Caprifoliaceae","Cerealia","Polygonum","Rubiaceae","Acer.saccharum.type","Castanea","Ericaceae","Ulmus","Juglans.nigra","Rhamnaceae.Vitaceae","Thalictrum","Cupressaceae","Picea","Juglans.cinerea","Fraxinus.nigra.type","Salix","Abies","Artemisia","Corylus","Myrica","Onagraceae","Alnus.viridis.type","Sanguisorba","Potentilla.type","Prunus.Sorbus","Caryophyllaceae"
150,6975,0,0.00540540540540541,0.00540540540540541,0.0027027027027027,0.0027027027027027,0.0432432432432432,0,0,0.0945945945945946,0,0,0.00540540540540541,0.00810810810810811,0,0,0.591891891891892,0,0.00540540540540541,0.00810810810810811,0.0297297297297297,0,0,0,0.189189189189189,0,0.0027027027027027,0,0,0,0,0.0027027027027027,0,0.0027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0
155,7987,0.00314465408805031,0.00628930817610063,0.0157232704402516,0.0220125786163522,0.00314465408805031,0.0566037735849057,0,0,0.0471698113207547,0,0,0.00314465408805031,0.00314465408805031,0,0,0.672955974842767,0,0.00943396226415094,0.0125786163522013,0.0566037735849057,0,0,0,0.059748427672956,0.00314465408805031,0.00314465408805031,0,0.00314465408805031,0,0,0,0,0,0.00314465408805031,0,0.00314465408805031,0.00628930817610063,0.00314465408805031,0.00314465408805031,0,0,0,0,0,0,0
165,9780,0,0.0253968253968254,0.00952380952380952,0.053968253968254,0.00317460317460317,0.053968253968254,0.00634920634920635,0.00317460317460317,0.073015873015873,0,0,0.00317460317460317,0,0,0,0.587301587301587,0,0.00634920634920635,0.019047619047619,0.0634920634920635,0,0,0,0.0444444444444444,0.00634920634920635,0,0.00317460317460317,0,0,0.00634920634920635,0.00317460317460317,0,0.0158730158730159,0,0.00317460317460317,0,0.00317460317460317,0,0.00317460317460317,0.00317460317460317,0,0,0,0,0,0
175,10881,0,0.0359477124183007,0.0163398692810458,0.104575163398693,0.00326797385620915,0.0261437908496732,0.00326797385620915,0,0.0686274509803922,0.0065359477124183,0,0.00326797385620915,0.00326797385620915,0,0,0.464052287581699,0,0.0130718954248366,0.0065359477124183,0.150326797385621,0,0,0.00326797385620915,0.0163398692810458,0,0,0.00980392156862745,0.00326797385620915,0,0,0,0,0.0326797385620915,0,0,0.00326797385620915,0.0065359477124183,0,0.0163398692810458,0,0.00326797385620915,0,0,0,0,0
180,11432,0,0.033112582781457,0.0132450331125828,0.162251655629139,0,0.0662251655629139,0,0,0.076158940397351,0.00993377483443709,0,0.00993377483443709,0,0,0,0.327814569536424,0,0.0231788079470199,0.0132450331125828,0.155629139072848,0,0,0,0,0,0,0.0033112582781457,0,0,0,0,0,0.0728476821192053,0,0,0.0033112582781457,0.0198675496688742,0.0033112582781457,0,0,0,0.0033112582781457,0.0033112582781457,0,0,0
185,11906,0,0.0364238410596026,0.0033112582781457,0.228476821192053,0,0.0596026490066225,0.00662251655629139,0,0.0529801324503311,0.0033112582781457,0.0132450331125828,0,0.0298013245033113,0,0,0.115894039735099,0,0,0.0165562913907285,0.182119205298013,0,0,0,0,0,0,0.0033112582781457,0,0,0,0.0033112582781457,0,0.162251655629139,0,0.00993377483443709,0.00993377483443709,0.0198675496688742,0,0.00993377483443709,0,0,0.00662251655629139,0.0231788079470199,0.0033112582781457,0,0
195,12853,0,0.0474576271186441,0.00338983050847458,0.16271186440678,0.00338983050847458,0.0508474576271186,0,0,0.115254237288136,0,0,0,0.0203389830508475,0,0,0.128813559322034,0,0.00338983050847458,0.0508474576271186,0.169491525423729,0,0,0.00338983050847458,0,0,0,0.00338983050847458,0,0,0,0.00677966101694915,0.00338983050847458,0.138983050847458,0,0.0101694915254237,0.0305084745762712,0.0169491525423729,0.00338983050847458,0,0,0.00338983050847458,0,0.023728813559322,0,0,0
200,13327,0,0.037542662116041,0.00341296928327645,0.215017064846416,0,0.0443686006825939,0.00341296928327645,0,0.150170648464164,0,0,0,0.0068259385665529,0,0,0.0580204778156997,0,0,0.0409556313993174,0.102389078498294,0,0,0.0068259385665529,0,0,0,0.0102389078498294,0,0,0,0.0068259385665529,0.00341296928327645,0.191126279863481,0,0.0238907849829352,0.0273037542662116,0,0.00341296928327645,0,0,0,0.0102389078498294,0.0443686006825939,0,0.0102389078498294,0
210,NA,0,0.0269360269360269,0.00336700336700337,0.151515151515152,0,0.0875420875420875,0,0,0.148148148148148,0,0,0,0.00336700336700337,0,0,0.0505050505050505,0.00336700336700337,0,0.037037037037037,0.121212121212121,0,0,0,0,0,0,0.00673400673400673,0,0,0,0.00336700336700337,0.00336700336700337,0.265993265993266,0,0.0101010101010101,0.0269360269360269,0,0,0.0101010101010101,0,0,0,0.0336700336700337,0,0.00673400673400673,0
220,NA,0,0.0443686006825939,0,0.208191126279863,0.00341296928327645,0.0716723549488055,0,0,0.098976109215017,0,0,0,0,0,0,0.0341296928327645,0,0,0.0546075085324232,0.129692832764505,0,0,0.00341296928327645,0,0,0,0.0068259385665529,0,0,0,0.0068259385665529,0.00341296928327645,0.194539249146758,0,0.0068259385665529,0.0102389078498294,0,0.0102389078498294,0.00341296928327645,0,0,0.0136518771331058,0.0614334470989761,0.0136518771331058,0.0170648464163823,0.00341296928327645
230,NA,0,0.00335570469798658,0.00335570469798658,0.174496644295302,0,0.0771812080536913,0,0,0.120805369127517,0,0,0,0,0,0,0.0402684563758389,0.00335570469798658,0,0.0402684563758389,0.130872483221477,0,0,0,0,0,0,0.00335570469798658,0,0,0,0.00671140939597315,0.00671140939597315,0.312080536912752,0,0.00671140939597315,0.0134228187919463,0,0.00671140939597315,0,0,0.00335570469798658,0.00671140939597315,0.0369127516778524,0.00335570469798658,0,0
240,NA,0,0.0332225913621262,0,0.192691029900332,0.00664451827242525,0.0631229235880399,0,0,0.112956810631229,0,0,0,0.00332225913621262,0,0,0.0166112956810631,0,0,0.026578073089701,0.132890365448505,0,0,0,0,0,0,0.0132890365448505,0,0,0,0.00332225913621262,0.00332225913621262,0.302325581395349,0,0.00664451827242525,0.00996677740863787,0,0.0132890365448505,0,0.00996677740863787,0,0,0.0465116279069767,0,0.00332225913621262,0
245,NA,0,0.0304054054054054,0,0.185810810810811,0,0.0540540540540541,0,0,0.118243243243243,0,0,0,0.00675675675675676,0,0,0.0101351351351351,0,0,0.0304054054054054,0.152027027027027,0,0,0,0,0,0,0.00337837837837838,0,0,0,0.00675675675675676,0,0.320945945945946,0,0,0.00675675675675676,0,0.00337837837837838,0.00337837837837838,0,0,0,0.0506756756756757,0,0.0101351351351351,0.00675675675675676
250,NA,0,0.00337837837837838,0.0101351351351351,0.324324324324324,0,0.0878378378378378,0,0,0.0743243243243243,0,0,0,0.00337837837837838,0,0,0.0405405405405405,0,0,0.0168918918918919,0.14527027027027,0,0,0.0135135135135135,0,0,0,0.0135135135135135,0,0,0,0,0,0.199324324324324,0,0.00337837837837838,0.0101351351351351,0,0.00337837837837838,0,0,0,0,0.0371621621621622,0.00675675675675676,0,0.00675675675675676
