"sample.depths","sample.ages","Acer.rubrum","Alnus.incana.type","Ambrosia.type","Betula","Carya","Cyperaceae","Fagus","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Ilex","Liquidambar","Nyssa","Ostrya.Carpinus","Plantago.lanceolata","Platanus","Quercus","Rumex","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Pinus","Caprifoliaceae","Cerealia","Polygonum","Rubiaceae","Acer.saccharum.type","Castanea","Ericaceae","Ulmus","Juglans.nigra","Rhamnaceae.Vitaceae","Thalictrum","Cupressaceae","Picea","Juglans.cinerea","Fraxinus.nigra.type","Salix","Abies","Artemisia","Corylus","Myrica","Onagraceae","Alnus.viridis.type","Sanguisorba","Potentilla.type","Prunus.Sorbus","Caryophyllaceae"
100,-25,0.0120845921450151,0.0120845921450151,0.16012084592145,0.081570996978852,0.027190332326284,0.027190332326284,0.0241691842900302,0.00604229607250755,0.0634441087613293,0.00302114803625378,0.0302114803625378,0.00906344410876133,0.00604229607250755,0.027190332326284,0.00604229607250755,0.356495468277946,0.0120845921450151,0.00302114803625378,0.00604229607250755,0.0241691842900302,0.00302114803625378,0.00604229607250755,0.00302114803625378,0.0906344410876133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,96,0.011142061281337,0,0.0445682451253482,0.0250696378830084,0.0278551532033426,0.0250696378830084,0.00557103064066852,0.00278551532033426,0.0584958217270195,0,0.0250696378830084,0.0194986072423398,0,0.00278551532033426,0.00557103064066852,0.501392757660167,0.00278551532033426,0.00278551532033426,0.011142061281337,0.0389972144846797,0,0.00557103064066852,0,0.167130919220056,0.00278551532033426,0.00278551532033426,0.00835654596100279,0.00278551532033426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,217,0.00531914893617021,0.00797872340425532,0.0372340425531915,0.0132978723404255,0.0292553191489362,0.0398936170212766,0.023936170212766,0,0.0425531914893617,0,0.0106382978723404,0.023936170212766,0.00797872340425532,0,0,0.486702127659574,0.00265957446808511,0.00797872340425532,0.00265957446808511,0.0345744680851064,0,0,0,0.199468085106383,0,0.0159574468085106,0,0,0.00531914893617021,0.00265957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,338,0,0.0114942528735632,0.0114942528735632,0.0160919540229885,0.0298850574712644,0.0390804597701149,0.00919540229885057,0.00459770114942529,0.0436781609195402,0,0.00919540229885057,0.0183908045977011,0.00459770114942529,0,0.00229885057471264,0.413793103448276,0,0.00229885057471264,0.00459770114942529,0.0367816091954023,0,0,0,0.310344827586207,0.00459770114942529,0.0114942528735632,0.00229885057471264,0.00689655172413793,0,0.00459770114942529,0.00229885057471264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,904,0.00256410256410256,0.0102564102564103,0,0.0179487179487179,0.0435897435897436,0.0307692307692308,0.0102564102564103,0.00256410256410256,0.0461538461538462,0.00256410256410256,0.00769230769230769,0.00769230769230769,0.00256410256410256,0,0.00256410256410256,0.538461538461538,0,0,0,0.0230769230769231,0,0,0,0.230769230769231,0,0,0,0.0102564102564103,0,0.00256410256410256,0,0.00512820512820513,0.00256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1916,0.00552486187845304,0.00276243093922652,0.00276243093922652,0.0138121546961326,0.0359116022099447,0.0193370165745856,0.0165745856353591,0.00276243093922652,0.0220994475138122,0,0.00828729281767956,0.0248618784530387,0,0,0.00828729281767956,0.596685082872928,0,0.00828729281767956,0.00828729281767956,0.0386740331491713,0,0,0,0.168508287292818,0.00276243093922652,0,0.00276243093922652,0.00552486187845304,0.00276243093922652,0,0,0,0,0.00276243093922652,0,0,0,0,0,0,0,0,0,0,0,0
130,2928,0.0138888888888889,0,0.00277777777777778,0.0166666666666667,0.025,0.0166666666666667,0.0138888888888889,0.00555555555555556,0.0416666666666667,0,0.00555555555555556,0.0111111111111111,0.00555555555555556,0,0.00277777777777778,0.616666666666667,0,0.00833333333333333,0.0111111111111111,0.0222222222222222,0,0,0,0.166666666666667,0.00277777777777778,0,0,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,3940,0.0105540897097625,0.00527704485488127,0,0.0158311345646438,0.0211081794195251,0.029023746701847,0.0079155672823219,0.00527704485488127,0.0422163588390501,0,0.00263852242744063,0.0158311345646438,0,0,0,0.585751978891821,0,0.0079155672823219,0.00263852242744063,0.0263852242744063,0,0,0.00263852242744063,0.205804749340369,0.00263852242744063,0.00263852242744063,0.00263852242744063,0,0,0,0.00263852242744063,0,0,0,0.00263852242744063,0,0,0,0,0,0,0,0,0,0,0
140,4952,0.00581395348837209,0.00872093023255814,0,0.0145348837209302,0.0377906976744186,0.0261627906976744,0.0232558139534884,0,0.0377906976744186,0,0.0203488372093023,0.0116279069767442,0.00290697674418605,0,0.00290697674418605,0.584302325581395,0,0.0116279069767442,0,0.0494186046511628,0,0,0,0.133720930232558,0,0.00581395348837209,0.00290697674418605,0.00872093023255814,0,0.00581395348837209,0,0,0,0.00290697674418605,0,0.00290697674418605,0,0,0,0,0,0,0,0,0,0
145,5963,0,0.0140845070422535,0,0.0112676056338028,0.00563380281690141,0.0169014084507042,0.0112676056338028,0.00563380281690141,0.047887323943662,0,0,0.0225352112676056,0.00845070422535211,0,0.0028169014084507,0.653521126760563,0,0.00845070422535211,0.0028169014084507,0.028169014084507,0,0,0,0.157746478873239,0,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
