"sample.depths","sample.ages","Abies","Artemisia","Betula","Corylus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Salix","Tsuga","Ulmus","Alnus.incana","Ambrosia","Alnus.viridis","Fraxinus","Ostrya.type","Populus","Poaceae","Plantago","Ericaceae","Larix","Ranunculaceae","Cyperaceae","Fagus","Castanea","Carya","Rhamnaceae","Acer","Cupressaceae","Amaranthaceae","Asteraceae.subf..Asteroideae.undiff.","Cornus","Myrica","Brassicaceae","Shepherdia.canadensis","Rosaceae","Polygonum","Urticaceae","Rubiaceae","Vitaceae","Juglans","Elaeagnaceae.undiff.","Fabaceae","Lamiaceae","Oxyria.digyna","Tilia"
0,1,0.0248306997742664,0.00225733634311512,0.230248306997743,0.00225733634311512,0.36117381489842,0.0406320541760722,0.0451467268623025,0.153498871331828,0.00677200902934537,0.00225733634311512,0.00225733634311512,0.00225733634311512,0.00225733634311512,0.0428893905191874,0.0203160270880361,0.0383747178329571,0.00451467268623025,0.0090293453724605,0.00451467268623025,0.00225733634311512,0.00225733634311512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,157,0.0110619469026549,0.00221238938053097,0.225663716814159,0,0.338495575221239,0.0486725663716814,0.0420353982300885,0.192477876106195,0,0,0,0,0.00221238938053097,0.0508849557522124,0.0221238938053097,0.0398230088495575,0.00221238938053097,0,0.00221238938053097,0.00663716814159292,0,0.00663716814159292,0.00442477876106195,0.00221238938053097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,312,0.00739827373612824,0.00246609124537608,0.254007398273736,0.00246609124537608,0.346485819975339,0.0345252774352651,0.0345252774352651,0.184956843403206,0.00493218249075216,0,0.00246609124537608,0,0.00493218249075216,0.0394574599260173,0.0221948212083847,0.0295930949445129,0,0,0.00246609124537608,0.00493218249075216,0,0.00739827373612824,0.00986436498150432,0,0.00246609124537608,0.00246609124537608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,467,0.0046029919447641,0.00690448791714614,0.0667433831990794,0,0.451093210586881,0.0414269275028769,0.0322209436133487,0.196777905638665,0.0161104718066743,0.00230149597238205,0.0046029919447641,0,0.0138089758342923,0.0805523590333717,0.0092059838895282,0.0368239355581128,0.00690448791714614,0,0.0046029919447641,0.0092059838895282,0,0.00230149597238205,0.0115074798619102,0,0,0,0.00230149597238205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,622,0,0.00383877159309021,0.168905950095969,0.00191938579654511,0.524952015355086,0.0422264875239923,0.0211132437619962,0.148752399232246,0.00767754318618042,0,0.00191938579654511,0,0.00383877159309021,0.0345489443378119,0.00575815738963532,0.00959692898272553,0.00575815738963532,0,0,0.00191938579654511,0,0.00191938579654511,0.00575815738963532,0,0.00575815738963532,0,0,0.00191938579654511,0.00191938579654511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,778,0,0.00310077519379845,0.223255813953488,0,0.507751937984496,0.048062015503876,0.0186046511627907,0.126356589147287,0,0,0,0.00155038759689922,0.00465116279069767,0.0248062015503876,0.00155038759689922,0.0155038759689922,0.00155038759689922,0,0,0,0,0.00775193798449612,0.00465116279069767,0.00155038759689922,0.00465116279069767,0.00155038759689922,0.00155038759689922,0.00155038759689922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,933,0,0.00573613766730402,0.166347992351816,0,0.472275334608031,0.0650095602294455,0.0497131931166348,0.162523900573614,0.00191204588910134,0,0,0.00382409177820268,0.00573613766730402,0.0305927342256214,0,0.0133843212237094,0.00191204588910134,0,0,0.00382409177820268,0,0.00382409177820268,0.00764818355640535,0,0.00382409177820268,0,0,0,0,0.00191204588910134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1088,0,0.0132325141776938,0.158790170132325,0,0.52835538752363,0.0453686200378072,0.0264650283553875,0.133270321361059,0.0056710775047259,0,0,0,0.00378071833648393,0.0378071833648393,0.00378071833648393,0.0151228733459357,0.00189035916824197,0.00378071833648393,0,0.0056710775047259,0,0.0113421550094518,0,0,0.00378071833648393,0,0,0,0,0,0.00189035916824197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1243,0,0.00528401585204756,0.187582562747688,0,0.420079260237781,0.0607661822985469,0.0369881109643329,0.143989431968296,0.0105680317040951,0,0.00264200792602378,0,0.00264200792602378,0.0422721268163804,0.00792602377807133,0.0422721268163804,0,0.00264200792602378,0.00264200792602378,0.0105680317040951,0,0.0105680317040951,0.00264200792602378,0.00264200792602378,0.00264200792602378,0,0,0,0,0,0,0.00264200792602378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1399,0.0018001800180018,0.0036003600360036,0.1998199819982,0,0.518451845184518,0.0144014401440144,0.0162016201620162,0.108910891089109,0.009000900090009,0,0,0.0018001800180018,0.0108010801080108,0.036003600360036,0.0072007200720072,0.0324032403240324,0.0054005400540054,0.0036003600360036,0,0.0036003600360036,0,0.0054005400540054,0,0,0.0054005400540054,0.0036003600360036,0,0,0,0.0036003600360036,0.0018001800180018,0.0018001800180018,0.0018001800180018,0.0018001800180018,0.0018001800180018,0,0,0,0,0,0,0,0,0,0,0,0,0
