"sample.depths","sample.ages","Abies","Artemisia","Betula","Corylus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Salix","Tsuga","Ulmus","Alnus.incana","Ambrosia","Alnus.viridis","Fraxinus","Ostrya.type","Populus","Poaceae","Plantago","Ericaceae","Larix","Ranunculaceae","Cyperaceae","Fagus","Castanea","Carya","Rhamnaceae","Acer","Cupressaceae","Amaranthaceae","Asteraceae.subf..Asteroideae.undiff.","Cornus","Myrica","Brassicaceae","Shepherdia.canadensis","Rosaceae","Polygonum","Urticaceae","Rubiaceae","Vitaceae","Juglans","Elaeagnaceae.undiff.","Fabaceae","Lamiaceae","Oxyria.digyna","Tilia"
50,1458,0,0.00210748155953635,0.269757639620653,0,0.345626975763962,0.0758693361433087,0.0316122233930453,0.163329820864067,0.00842992623814542,0,0,0.00210748155953635,0.00842992623814542,0.035827186512118,0.00632244467860906,0.029504741833509,0.00421496311907271,0,0.00210748155953635,0.00210748155953635,0,0.00842992623814542,0,0,0,0.00210748155953635,0,0,0,0,0,0.00210748155953635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1517,0.00559701492537313,0,0.184701492537313,0.00373134328358209,0.490671641791045,0.0391791044776119,0.0279850746268657,0.134328358208955,0.00746268656716418,0,0.00186567164179104,0.00186567164179104,0.00186567164179104,0.0261194029850746,0.00186567164179104,0.0335820895522388,0.00373134328358209,0.00373134328358209,0,0.00186567164179104,0,0.00559701492537313,0.00932835820895522,0,0,0.00186567164179104,0,0.00186567164179104,0,0,0,0.00373134328358209,0,0,0,0.00746268656716418,0,0,0,0,0,0,0,0,0,0,0,0
60,1577,0,0.00180831826401447,0.180831826401447,0,0.496383363471971,0.0397830018083183,0.0216998191681736,0.163652802893309,0.0108499095840868,0,0.00180831826401447,0,0.00723327305605787,0.0379746835443038,0.00361663652802893,0.00904159132007233,0.00180831826401447,0,0,0.00180831826401447,0,0.0108499095840868,0.00180831826401447,0.00180831826401447,0.00361663652802893,0.00180831826401447,0,0,0,0.00180831826401447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1636,0.00730816077953715,0.0097442143727162,0.263093788063337,0,0.448233861144945,0.0365408038976857,0.0365408038976857,0.120584652862363,0,0,0,0.00243605359317905,0.00243605359317905,0.0292326431181486,0.00243605359317905,0.0121802679658952,0,0,0.00243605359317905,0.00243605359317905,0,0.0097442143727162,0.0048721071863581,0,0,0.00243605359317905,0.00243605359317905,0.00243605359317905,0,0.00243605359317905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1695,0,0.00191204588910134,0.231357552581262,0,0.555449330783939,0.0191204588910134,0.00764818355640535,0.104206500956023,0.00382409177820268,0,0.00191204588910134,0,0.00191204588910134,0.0286806883365201,0,0.00764818355640535,0.00191204588910134,0,0.00764818355640535,0.00191204588910134,0,0.0133843212237094,0.00573613766730402,0,0.00191204588910134,0.00382409177820268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1754,0.00418410041841004,0.00418410041841004,0.209205020920502,0,0.584728033472803,0.0251046025104603,0.0188284518828452,0.051255230125523,0.00418410041841004,0,0.00418410041841004,0,0.00627615062761506,0.0313807531380753,0,0.0209205020920502,0.00209205020920502,0.00209205020920502,0,0.00209205020920502,0,0.00836820083682008,0.00418410041841004,0,0.0104602510460251,0,0,0,0,0,0,0.00209205020920502,0,0,0,0,0.00209205020920502,0.00209205020920502,0,0,0,0,0,0,0,0,0,0
80,1814,0.0066079295154185,0.00440528634361234,0.297356828193833,0,0.381057268722467,0.0352422907488987,0.0154185022026432,0.129955947136564,0.00881057268722467,0,0.0066079295154185,0.00220264317180617,0,0.0418502202643172,0.00220264317180617,0.0242290748898678,0.00220264317180617,0,0.00220264317180617,0.00220264317180617,0,0.013215859030837,0.0066079295154185,0,0.00440528634361234,0.0066079295154185,0,0.00440528634361234,0,0,0,0,0,0,0,0,0,0,0.00220264317180617,0,0,0,0,0,0,0,0,0
85,1873,0.00844772967265047,0,0.228088701161563,0,0.559662090813094,0.0253431890179514,0.0105596620908131,0.0601900739176346,0.00422386483632524,0,0,0,0,0.044350580781415,0,0.0295670538542767,0.00422386483632524,0,0,0.00211193241816262,0,0.00844772967265047,0.00422386483632524,0,0,0,0,0,0,0.00633579725448786,0.00211193241816262,0.00211193241816262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1932,0,0,0.238425925925926,0,0.540509259259259,0.0162037037037037,0.00694444444444444,0.142361111111111,0,0.00231481481481481,0.00231481481481481,0,0.00925925925925926,0.0138888888888889,0,0.00694444444444444,0,0.00231481481481481,0.00231481481481481,0.00231481481481481,0,0.00462962962962963,0.00231481481481481,0,0,0.00231481481481481,0,0,0,0.00231481481481481,0,0.00231481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1992,0.00618556701030928,0,0.181443298969072,0,0.636082474226804,0,0.00206185567010309,0.0628865979381443,0.0123711340206186,0.00206185567010309,0,0.00618556701030928,0.00206185567010309,0.0288659793814433,0,0.0103092783505155,0.00824742268041237,0.00412371134020619,0,0,0,0.0206185567010309,0.00412371134020619,0,0.00412371134020619,0.00412371134020619,0,0,0,0.00206185567010309,0,0,0,0.00206185567010309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2051,0,0,0.303097345132743,0,0.553097345132743,0.0132743362831858,0.00442477876106195,0.0597345132743363,0.00663716814159292,0.00221238938053097,0.00221238938053097,0.00221238938053097,0.00442477876106195,0.0176991150442478,0.00442477876106195,0.0088495575221239,0.00442477876106195,0,0,0.00221238938053097,0,0.0110619469026549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2110,0.0112359550561798,0.00224719101123596,0.157303370786517,0.00224719101123596,0.67752808988764,0.00224719101123596,0.00674157303370787,0.0550561797752809,0.00449438202247191,0,0,0,0.00449438202247191,0.0202247191011236,0,0.0269662921348315,0.00224719101123596,0,0.00224719101123596,0,0,0.00674157303370787,0.00449438202247191,0,0,0.00224719101123596,0,0,0,0.00674157303370787,0,0,0.00224719101123596,0,0.00224719101123596,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2170,0,0.00197433366238894,0.246791707798618,0,0.570582428430405,0.0236920039486673,0.00394866732477789,0.0760118460019743,0.00197433366238894,0,0.00394866732477789,0,0.00394866732477789,0.0315893385982231,0,0.00394866732477789,0.00394866732477789,0.00197433366238894,0,0.00592300098716683,0,0.00394866732477789,0.00394866732477789,0,0.00394866732477789,0.00394866732477789,0,0,0,0,0.00197433366238894,0,0,0,0,0,0,0.00197433366238894,0,0,0,0,0,0,0,0,0,0
115,2229,0,0.00673400673400673,0.210998877665544,0,0.64983164983165,0.00897867564534231,0,0.0404040404040404,0.00673400673400673,0,0.00224466891133558,0.00224466891133558,0.00224466891133558,0.015712682379349,0,0.0314253647586981,0,0.00224466891133558,0,0,0,0.00448933782267116,0.00448933782267116,0,0,0.00224466891133558,0,0.00448933782267116,0,0.00224466891133558,0.00224466891133558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2288,0.00723327305605787,0.0054249547920434,0.289330922242315,0,0.37251356238698,0.0307414104882459,0.0235081374321881,0.115732368896926,0.0054249547920434,0,0.0054249547920434,0,0.00361663652802893,0.0741410488245931,0.00180831826401447,0.0289330922242315,0.00361663652802893,0,0.00361663652802893,0,0,0.00723327305605787,0.00361663652802893,0,0.0054249547920434,0.00723327305605787,0,0.00180831826401447,0,0.00361663652802893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2348,0.00850159404888417,0,0.221041445270988,0,0.589798087141339,0.0170031880977683,0.00637619553666312,0.0807651434643996,0.0106269925611052,0,0,0.00212539851222104,0.00425079702444208,0.0191285866099894,0,0.00850159404888417,0.00212539851222104,0,0,0,0,0.00212539851222104,0.0170031880977683,0,0,0.00212539851222104,0,0.00212539851222104,0,0.00212539851222104,0.00212539851222104,0,0,0,0,0,0,0,0,0.00212539851222104,0,0,0,0,0,0,0,0
130,2407,0,0.00221483942414175,0.236987818383167,0,0.63344407530454,0.00221483942414175,0.00664451827242525,0.0387596899224806,0.0044296788482835,0,0,0,0.0044296788482835,0.0221483942414175,0.0044296788482835,0.0155038759689922,0,0,0,0.0044296788482835,0,0.00664451827242525,0.00664451827242525,0,0.00664451827242525,0.0044296788482835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,2466,0.00190114068441065,0.00380228136882129,0.214828897338403,0,0.555133079847909,0.0342205323193916,0.0228136882129278,0.091254752851711,0.00570342205323194,0,0,0,0.00380228136882129,0.026615969581749,0.00570342205323194,0.0209125475285171,0,0,0,0.00380228136882129,0,0.00570342205323194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00380228136882129,0,0,0,0,0,0,0,0,0,0
140,2525,0.002,0.004,0.254,0,0.581,0.012,0.006,0.053,0.008,0,0,0,0,0.032,0.002,0.022,0,0,0,0,0,0.008,0.006,0,0.002,0.004,0,0.002,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,2585,0.0104931794333683,0.00419727177334732,0.241343126967471,0,0.545645330535152,0.0230849947534103,0.0167890870933893,0.0849947534102833,0.00629590766002099,0,0,0,0.00839454354669465,0.0209863588667366,0.00209863588667366,0.012591815320042,0.00209863588667366,0,0,0,0,0,0.00419727177334732,0,0.00419727177334732,0.00209863588667366,0,0,0,0,0.00419727177334732,0,0,0,0.00629590766002099,0,0,0,0,0,0,0,0,0,0,0,0,0
150,2670,0.0019047619047619,0,0.198095238095238,0.0019047619047619,0.639047619047619,0.0228571428571429,0.00761904761904762,0.0561904761904762,0.00380952380952381,0,0,0.0019047619047619,0,0.0438095238095238,0,0.00761904761904762,0.0019047619047619,0,0.0019047619047619,0.0019047619047619,0,0.00571428571428571,0,0,0,0.0019047619047619,0,0,0,0,0,0,0,0,0.0019047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0
155,2756,0,0,0.222222222222222,0.00222222222222222,0.653333333333333,0.0177777777777778,0.00222222222222222,0.0333333333333333,0.00444444444444444,0,0.00222222222222222,0,0.00222222222222222,0.0222222222222222,0.00222222222222222,0.00666666666666667,0.00444444444444444,0.00222222222222222,0.00444444444444444,0.00222222222222222,0,0.00666666666666667,0.00444444444444444,0,0.00222222222222222,0,0,0,0,0,0,0.00222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2842,0,0.00506329113924051,0.278481012658228,0,0.59493670886076,0.0126582278481013,0.00253164556962025,0.0481012658227848,0.00253164556962025,0,0,0.00253164556962025,0.00759493670886076,0.0126582278481013,0.00253164556962025,0.00506329113924051,0,0,0.00253164556962025,0,0,0,0.00506329113924051,0,0.010126582278481,0.00506329113924051,0,0,0,0,0,0,0,0,0.00253164556962025,0,0,0,0,0,0,0,0,0,0,0,0,0
165,2928,0.00235294117647059,0.00235294117647059,0.327058823529412,0.00235294117647059,0.54,0.00705882352941176,0.00235294117647059,0.0270588235294118,0.00941176470588235,0,0,0.00235294117647059,0.00235294117647059,0.0235294117647059,0.00235294117647059,0.0235294117647059,0,0,0,0,0,0.00705882352941176,0,0,0.00941176470588235,0,0,0,0,0,0.00705882352941176,0,0,0.00235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,3013,0,0,0.291984732824427,0,0.523854961832061,0.0209923664122137,0.00954198473282443,0.0696564885496183,0.00190839694656489,0,0,0.00190839694656489,0.00572519083969466,0.0343511450381679,0.00572519083969466,0.00763358778625954,0.00190839694656489,0,0,0,0,0.00572519083969466,0.00572519083969466,0,0.00572519083969466,0.00190839694656489,0,0.00190839694656489,0,0,0.00190839694656489,0,0,0,0,0,0,0.00190839694656489,0,0,0,0,0,0,0,0,0,0
175,3099,0,0.00731707317073171,0.324390243902439,0,0.520731707317073,0.024390243902439,0.0097560975609756,0.05,0.0024390243902439,0,0,0,0,0.0268292682926829,0,0.0121951219512195,0,0,0.0048780487804878,0.0024390243902439,0,0,0.00731707317073171,0,0.0048780487804878,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,3185,0.00205338809034908,0.00205338809034908,0.264887063655031,0,0.585215605749487,0.0205338809034908,0.00205338809034908,0.0616016427104723,0.00410677618069815,0,0,0,0.00410677618069815,0.0225872689938398,0.00205338809034908,0.00410677618069815,0.00205338809034908,0,0,0.00410677618069815,0,0,0.0082135523613963,0,0.0082135523613963,0,0,0,0,0,0,0.00205338809034908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,3270,0,0,0.39832285115304,0,0.446540880503145,0.0146750524109015,0.00838574423480084,0.039832285115304,0.00838574423480084,0,0,0.00628930817610063,0.00628930817610063,0.0314465408805031,0.00419287211740042,0.010482180293501,0,0,0,0.00209643605870021,0,0.00628930817610063,0.00209643605870021,0,0,0.00209643605870021,0,0,0,0,0.00838574423480084,0.00209643605870021,0.00209643605870021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,3356,0,0.00606673407482305,0.370070778564206,0,0.458038422649141,0.0101112234580384,0.0101112234580384,0.0728008088978766,0.00202224469160768,0,0.00202224469160768,0,0.00202224469160768,0.0364004044489383,0,0.00808897876643074,0.00404448938321537,0,0,0,0.00202224469160768,0,0.00404448938321537,0,0.00606673407482305,0.00404448938321537,0,0,0,0,0,0,0,0.00202224469160768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,3442,0.00645855758880517,0.00430570505920344,0.353067814854682,0,0.491926803013994,0.00430570505920344,0.00645855758880517,0.0452099031216362,0.00645855758880517,0,0,0.00215285252960172,0.00215285252960172,0.0279870828848224,0.00215285252960172,0.0193756727664155,0.00215285252960172,0,0.00430570505920344,0.00861141011840689,0,0.00430570505920344,0.00215285252960172,0,0.00215285252960172,0.00215285252960172,0,0,0,0.00215285252960172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,3528,0.00207900207900208,0.00623700623700624,0.297297297297297,0.00207900207900208,0.553014553014553,0.0103950103950104,0.00207900207900208,0.0498960498960499,0.00623700623700624,0,0.00415800415800416,0,0,0.0353430353430353,0.00207900207900208,0.0124740124740125,0.00415800415800416,0,0,0,0,0.00415800415800416,0.00623700623700624,0,0,0,0,0,0,0,0,0,0,0,0.00207900207900208,0,0,0,0,0,0,0,0,0,0,0,0,0
205,3613,0.00673400673400673,0,0.388327721661055,0,0.492704826038159,0.00448933782267116,0.00224466891133558,0.0448933782267116,0.00224466891133558,0,0.00224466891133558,0.00224466891133558,0.00448933782267116,0.0202020202020202,0,0.0134680134680135,0.00448933782267116,0,0,0.00224466891133558,0,0,0.00448933782267116,0,0.00224466891133558,0.00224466891133558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,3699,0.00936329588014981,0.00187265917602996,0.411985018726592,0,0.458801498127341,0.0112359550561798,0.00561797752808989,0.0318352059925094,0.00561797752808989,0,0,0.00187265917602996,0.00374531835205993,0.0224719101123595,0.00561797752808989,0.00936329588014981,0.00561797752808989,0,0,0.00374531835205993,0.00187265917602996,0.00561797752808989,0.00187265917602996,0,0,0.00187265917602996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,3785,0.00204081632653061,0,0.422448979591837,0,0.501020408163265,0,0,0.0255102040816327,0.00408163265306122,0,0,0,0,0.0183673469387755,0.00204081632653061,0.0163265306122449,0,0,0.00204081632653061,0,0,0,0,0,0.00204081632653061,0,0,0.00204081632653061,0,0,0,0.00204081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,3870,0,0.00393313667649951,0.348082595870207,0,0.493608652900688,0.0137659783677483,0.00393313667649951,0.0580137659783677,0.00393313667649951,0,0,0,0.00196656833824975,0.0216322517207473,0.00393313667649951,0.0137659783677483,0,0.00196656833824975,0,0.00196656833824975,0,0.00196656833824975,0.00589970501474926,0,0.00589970501474926,0.00393313667649951,0,0,0,0,0,0.00589970501474926,0,0,0.00196656833824975,0,0,0,0,0,0.00196656833824975,0.00196656833824975,0,0,0,0,0,0
225,3956,0.00614754098360656,0.00204918032786885,0.385245901639344,0,0.467213114754098,0.0102459016393443,0.00819672131147541,0.0245901639344262,0.0102459016393443,0,0,0,0.00409836065573771,0.040983606557377,0,0.0122950819672131,0.00409836065573771,0,0,0,0,0.00409836065573771,0.00204918032786885,0,0.014344262295082,0,0,0,0,0,0.00409836065573771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,4042,0,0.00209643605870021,0.314465408805031,0,0.531446540880503,0.010482180293501,0.00419287211740042,0.0534591194968553,0.00628930817610063,0,0,0,0.00209643605870021,0.050314465408805,0.00419287211740042,0.00628930817610063,0.00209643605870021,0,0,0.00209643605870021,0,0.00209643605870021,0,0,0.00419287211740042,0.00209643605870021,0,0,0,0.00209643605870021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,4128,0,0,0.4375,0,0.460648148148148,0.00694444444444444,0.00694444444444444,0.0300925925925926,0.00231481481481481,0,0,0,0,0.0231481481481481,0.00462962962962963,0.00231481481481481,0.00462962962962963,0,0.00462962962962963,0,0,0,0,0,0.00231481481481481,0.00462962962962963,0.00231481481481481,0,0,0.00231481481481481,0.00231481481481481,0,0,0,0.00231481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0
240,4213,0,0,0.419134396355353,0,0.482915717539863,0.00911161731207289,0,0.0227790432801822,0.00227790432801822,0,0,0,0.00455580865603645,0.0159453302961276,0.00683371298405467,0.00683371298405467,0.0113895216400911,0,0.00683371298405467,0,0,0,0.00227790432801822,0,0.00455580865603645,0.00227790432801822,0,0,0,0,0.00227790432801822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,4299,0,0.00214132762312634,0.43254817987152,0,0.442184154175589,0.00214132762312634,0.0107066381156317,0.0331905781584582,0.00428265524625268,0,0.00214132762312634,0,0.00428265524625268,0.0342612419700214,0.00214132762312634,0.019271948608137,0.00856531049250535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214132762312634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,4345,0.00680272108843537,0.00340136054421769,0.5,0,0.329081632653061,0.0136054421768707,0.0136054421768707,0.0450680272108844,0.00510204081632653,0,0.00170068027210884,0,0.00170068027210884,0.0391156462585034,0.00340136054421769,0.0170068027210884,0.00510204081632653,0,0,0.00680272108843537,0,0,0.00170068027210884,0.00170068027210884,0.00340136054421769,0,0,0,0,0,0.00170068027210884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,4392,0,0.00644468313641246,0.451127819548872,0,0.429645542427497,0,0.00644468313641246,0.0311493018259936,0.00429645542427497,0,0.00214822771213749,0,0,0.0343716433941998,0.00214822771213749,0.00644468313641246,0.00214822771213749,0.00214822771213749,0,0.00214822771213749,0,0,0,0,0.00644468313641246,0,0,0,0,0.00214822771213749,0.00644468313641246,0.00214822771213749,0,0,0,0,0,0,0,0,0,0,0.00214822771213749,0,0,0,0,0
260,4438,0.00223214285714286,0,0.455357142857143,0,0.435267857142857,0.00223214285714286,0.00669642857142857,0.0178571428571429,0.00446428571428571,0,0,0,0.00446428571428571,0.0200892857142857,0.00446428571428571,0.0223214285714286,0.00446428571428571,0,0,0.00223214285714286,0,0,0.00223214285714286,0,0.00223214285714286,0.00669642857142857,0.00223214285714286,0,0,0.00446428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,4485,0.00223463687150838,0,0.46927374301676,0,0.384357541899441,0.0245810055865922,0.00223463687150838,0.0435754189944134,0.00446927374301676,0,0,0,0.00223463687150838,0.0245810055865922,0.00446927374301676,0.0134078212290503,0.00670391061452514,0,0.00446927374301676,0,0,0.00223463687150838,0.00223463687150838,0,0,0.00446927374301676,0.00223463687150838,0,0,0.00223463687150838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,4578,0.0021505376344086,0.00860215053763441,0.494623655913978,0,0.408602150537634,0.0043010752688172,0.0021505376344086,0.021505376344086,0.0064516129032258,0,0,0,0.0021505376344086,0.0236559139784946,0.0021505376344086,0.0064516129032258,0,0,0.0021505376344086,0.0021505376344086,0,0.0021505376344086,0,0,0.0064516129032258,0.0021505376344086,0,0,0,0.0021505376344086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,4624,0.00180995475113122,0.00542986425339366,0.512217194570136,0,0.37737556561086,0.0144796380090498,0.00361990950226244,0.032579185520362,0.00723981900452489,0,0,0,0.00180995475113122,0.0180995475113122,0.00904977375565611,0.00542986425339366,0.00180995475113122,0,0,0,0,0,0,0,0,0.00361990950226244,0,0,0,0.00180995475113122,0,0,0,0,0.00180995475113122,0,0,0,0,0,0,0,0,0.00180995475113122,0,0,0,0
285,4671,0.00196656833824975,0.00393313667649951,0.503441494591937,0.00196656833824975,0.331366764995084,0.0176991150442478,0.00196656833824975,0.0629301868239921,0.00786627335299902,0,0,0,0.00393313667649951,0.0334316617502458,0.00196656833824975,0.015732546705998,0,0,0,0.00393313667649951,0,0,0.00196656833824975,0,0,0,0,0,0,0.00196656833824975,0,0,0.00196656833824975,0,0.00196656833824975,0,0,0,0,0,0,0,0,0,0,0,0,0
290,4717,0,0,0.528998242530756,0,0.298769771528998,0.0070298769771529,0,0.086115992970123,0.0070298769771529,0,0.00175746924428822,0,0.00175746924428822,0.0439367311072056,0.00175746924428822,0.0140597539543058,0.00175746924428822,0,0,0.00175746924428822,0,0,0.00351493848857645,0,0,0.00175746924428822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,4763,0.00423728813559322,0,0.466101694915254,0,0.38135593220339,0,0.00423728813559322,0.0423728813559322,0.0105932203389831,0,0.00211864406779661,0,0.00423728813559322,0.0190677966101695,0.0105932203389831,0.0169491525423729,0.00211864406779661,0,0,0.0105932203389831,0,0.00423728813559322,0.00211864406779661,0,0.00423728813559322,0.00423728813559322,0,0,0,0.00211864406779661,0.00423728813559322,0.00211864406779661,0,0,0.00211864406779661,0,0,0,0,0,0,0,0,0,0,0,0,0
