"depth","best.age","min.age","max.age"
20,265,207,358
40,531,414,718
60,967,828,1129
80,1574,1416,1734
100,2181,1977,2382
120,2789,2515,3050
140,3159,2885,3428
160,3293,3065,3526
190,3493,3255,3743
210,3626,3336,3942
220,3767,3515,4037
240,4048,3862,4240
260,4329,4181,4478
280,4611,4444,4775
300,4834,4680,4985
320,5057,4908,5205
340,5281,5129,5437
360,5504,5341,5678
380,5727,5548,5926
400,5950,5747,6176
420,6174,5943,6428
440,6397,6137,6683
460,6620,6329,6939
480,NA,NA,NA
500,NA,NA,NA
515,NA,NA,NA
