"depth","best.age","min.age","max.age"
1,-27,-29,-25
2,-3,-4,-3
4,43,42,44
6,90,89,91
8,137,135,137
10,183,182,184
12,230,229,231
14,277,275,279
16,325,321,330
18,376,362,390
20,426,402,449
22,477,443,509
24,527,485,570
26,578,525,629
28,625,569,680
30,670,617,722
32,714,664,765
36,804,754,850
40,893,843,940
44,982,930,1033
48,1071,1016,1149
52,1160,1104,1258
56,1250,1189,1362
60,1339,1272,1471
64,1392,1327,1516
68,1432,1370,1543
72,1473,1410,1569
76,1513,1450,1580
80,1554,1490,1615
84,1594,1530,1656
88,1635,1568,1698
92,1676,1605,1741
96,1716,1639,1784
100,1757,1673,1829
104,1797,1707,1877
108,1927,1841,2002
112,2086,2008,2156
116,2245,2173,2310
120,2404,2338,2466
128,2722,2659,2782
136,3040,2949,3107
144,3358,3236,3434
152,NA,NA,NA
160,NA,NA,NA
