"sample.depths","sample.ages","Abies","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Cupressaceae","Ericaceae","Fagus","Juglans.cinerea","Juglans.nigra","Larix","Ostrya.Carpinus","Picea","Quercus","Rumex","Salix","Tilia","Tsuga","Ulmus","Alnus","Ambrosia","Pinus","Poaceae","Plantago","Acer.saccharum","Fraxinus.americana","Cyperaceae","Asteraceae.subf..Asteroideae.undiff.","Vitis","Myrica","Fraxinus.nigra","Xanthium","Apiaceae","Platanus","Populus","Celtis","Sarcobatus.vermiculatus","Iva.annua","Corylus","Polygonum.persicaria","Acer.rubrum","Thalictrum","Rosaceae","Onagraceae"
110,3452,0.00495049504950495,0.00495049504950495,0.153465346534653,0.0148514851485149,0,0,0,0.163366336633663,0.00495049504950495,0,0,0.0445544554455446,0.0099009900990099,0.108910891089109,0,0,0.00495049504950495,0.0346534653465347,0.193069306930693,0,0,0.133663366336634,0.0148514851485149,0,0.0742574257425743,0.0099009900990099,0.00495049504950495,0,0,0,0.0148514851485149,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0
120,3892,0.00483091787439614,0.00966183574879227,0.14975845410628,0,0,0.00483091787439614,0.00483091787439614,0.0869565217391304,0.0193236714975845,0.00483091787439614,0.00966183574879227,0.0193236714975845,0.00483091787439614,0.1256038647343,0,0,0.00966183574879227,0.00966183574879227,0.198067632850242,0.00483091787439614,0,0.169082125603865,0.00483091787439614,0,0.111111111111111,0.0144927536231884,0.00966183574879227,0,0,0,0.0144927536231884,0,0,0.00483091787439614,0.00483091787439614,0,0,0,0,0,0,0,0,0
130,4333,0.00485436893203883,0,0.150485436893204,0.0194174757281553,0,0,0.00485436893203883,0.155339805825243,0.0145631067961165,0,0,0.00485436893203883,0.00970873786407767,0.111650485436893,0,0,0.00485436893203883,0.0533980582524272,0.213592233009709,0.00485436893203883,0.0194174757281553,0.131067961165049,0,0,0.0728155339805825,0.00485436893203883,0.00970873786407767,0,0,0,0.00485436893203883,0,0,0.00485436893203883,0,0,0,0,0,0,0,0,0,0
140,4773,0.00476190476190476,0.00476190476190476,0.147619047619048,0.0142857142857143,0,0.00952380952380952,0.00476190476190476,0.0952380952380952,0.00952380952380952,0,0.00476190476190476,0.0285714285714286,0.019047619047619,0.0857142857142857,0,0,0.00952380952380952,0.0238095238095238,0.166666666666667,0.00952380952380952,0.0142857142857143,0.228571428571429,0,0,0.0714285714285714,0.019047619047619,0.00952380952380952,0,0,0,0.0142857142857143,0,0,0.00476190476190476,0,0,0,0,0,0,0,0,0,0
150,5213,0,0.00930232558139535,0.148837209302326,0.0186046511627907,0,0,0.013953488372093,0.0930232558139535,0,0,0.00930232558139535,0.0465116279069767,0.0325581395348837,0.162790697674419,0,0,0,0.027906976744186,0.134883720930233,0.00465116279069767,0,0.172093023255814,0,0,0.111627906976744,0.00465116279069767,0.00930232558139535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,5362,0,0,0.0634146341463415,0.0195121951219512,0.0048780487804878,0.0048780487804878,0,0.048780487804878,0.0048780487804878,0,0.0146341463414634,0.024390243902439,0,0.107317073170732,0,0,0.0048780487804878,0.365853658536585,0.175609756097561,0,0.0048780487804878,0.117073170731707,0,0,0.0146341463414634,0,0.0097560975609756,0.0048780487804878,0,0,0,0,0,0.0097560975609756,0,0,0,0,0,0,0,0,0,0
170,5511,0.00478468899521531,0.0143540669856459,0.0287081339712919,0,0,0,0,0.0334928229665072,0,0.00478468899521531,0.0143540669856459,0.0143540669856459,0,0.0478468899521531,0,0,0.00478468899521531,0.488038277511962,0.0239234449760766,0.00956937799043062,0,0.258373205741627,0,0,0.0239234449760766,0.00478468899521531,0.0191387559808612,0,0,0,0.00478468899521531,0,0,0,0,0,0,0,0,0,0,0,0,0
180,5660,0,0.00970873786407767,0.029126213592233,0.00970873786407767,0,0.00485436893203883,0,0.087378640776699,0.00485436893203883,0,0,0.00970873786407767,0.00485436893203883,0.0339805825242718,0,0,0.00485436893203883,0.325242718446602,0.12621359223301,0,0,0.276699029126214,0,0,0.0242718446601942,0.00485436893203883,0.0242718446601942,0,0,0,0.0145631067961165,0,0,0.00485436893203883,0,0,0,0,0,0,0,0,0,0
190,5808,0,0.004739336492891,0.042654028436019,0.004739336492891,0,0,0,0.037914691943128,0,0,0,0.037914691943128,0.004739336492891,0.09478672985782,0,0,0.004739336492891,0.28436018957346,0.109004739336493,0.004739336492891,0,0.255924170616114,0,0,0.0568720379146919,0,0.042654028436019,0,0,0,0.014218009478673,0,0,0,0,0,0,0,0,0,0,0,0,0
200,5957,0,0,0.0193236714975845,0,0,0,0,0.0289855072463768,0,0,0,0.0193236714975845,0.00483091787439614,0.0193236714975845,0,0,0,0.536231884057971,0.0531400966183575,0.00966183574879227,0,0.251207729468599,0.00483091787439614,0,0.0338164251207729,0,0.0193236714975845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,6106,0,0.00485436893203883,0.0242718446601942,0.00485436893203883,0,0.00485436893203883,0,0.0631067961165049,0.00970873786407767,0,0.00970873786407767,0.0194174757281553,0.00485436893203883,0.0436893203883495,0,0,0.00485436893203883,0.354368932038835,0.0970873786407767,0.00485436893203883,0,0.281553398058252,0,0,0.0388349514563107,0.00970873786407767,0.00970873786407767,0,0,0,0.00970873786407767,0,0,0,0,0,0,0,0,0,0,0,0,0
220,6255,0.00492610837438424,0.00985221674876847,0.0295566502463054,0.00492610837438424,0,0,0,0.0443349753694581,0,0,0,0.0147783251231527,0,0.0492610837438424,0,0,0,0.38423645320197,0.152709359605911,0,0,0.251231527093596,0,0,0.0295566502463054,0.00492610837438424,0.0147783251231527,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0
230,6404,0,0.00480769230769231,0.00480769230769231,0.0144230769230769,0,0,0,0.0240384615384615,0,0,0.00961538461538462,0.0192307692307692,0.00961538461538462,0.0480769230769231,0,0,0.00480769230769231,0.355769230769231,0.134615384615385,0.00480769230769231,0.00480769230769231,0.269230769230769,0,0,0.0432692307692308,0.00480769230769231,0.0144230769230769,0.00480769230769231,0,0,0.0192307692307692,0,0,0,0,0.00480769230769231,0,0,0,0,0,0,0,0
240,6552,0,0,0.00961538461538462,0.0288461538461538,0,0.0144230769230769,0,0.0336538461538462,0.00480769230769231,0,0.00961538461538462,0.0240384615384615,0,0.0673076923076923,0,0,0.00480769230769231,0.274038461538462,0.0769230769230769,0.00480769230769231,0.00961538461538462,0.365384615384615,0,0,0.0288461538461538,0.0192307692307692,0.0144230769230769,0,0,0,0.00961538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0
250,6701,0,0,0.0147783251231527,0.0147783251231527,0,0.00492610837438424,0,0.0147783251231527,0,0,0,0.0541871921182266,0,0.108374384236453,0,0,0.0147783251231527,0.16256157635468,0.152709359605911,0.00492610837438424,0.00985221674876847,0.389162561576355,0,0,0.0147783251231527,0.00492610837438424,0.00985221674876847,0,0,0,0.00985221674876847,0,0.00492610837438424,0,0,0,0.00492610837438424,0.00492610837438424,0,0,0,0,0,0
260,6850,0.00490196078431373,0,0.00980392156862745,0.00490196078431373,0,0.0196078431372549,0,0.00980392156862745,0,0,0,0.0490196078431373,0,0.0784313725490196,0,0,0,0.21078431372549,0.0735294117647059,0,0.00980392156862745,0.470588235294118,0.00490196078431373,0,0.00490196078431373,0,0.0196078431372549,0.00490196078431373,0,0,0.0245098039215686,0,0,0,0,0,0,0,0,0,0,0,0,0
270,6999,0.00490196078431373,0.00490196078431373,0.00980392156862745,0.0147058823529412,0.00490196078431373,0.0245098039215686,0,0.00980392156862745,0,0.00490196078431373,0,0.0588235294117647,0,0.151960784313725,0,0,0.00490196078431373,0.0931372549019608,0.0833333333333333,0,0.00980392156862745,0.465686274509804,0,0,0.00980392156862745,0.00980392156862745,0.0196078431372549,0,0,0,0.00490196078431373,0,0,0,0,0,0,0,0.00980392156862745,0,0,0,0,0
280,7148,0.0144927536231884,0,0.0193236714975845,0.00966183574879227,0.00483091787439614,0.00483091787439614,0,0.00966183574879227,0,0,0.00966183574879227,0.0772946859903382,0,0.130434782608696,0,0,0.0144927536231884,0.0579710144927536,0.106280193236715,0.00483091787439614,0.00966183574879227,0.429951690821256,0.00966183574879227,0,0.0193236714975845,0.00483091787439614,0.0193236714975845,0,0,0,0.0434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0
290,7296,0.0195121951219512,0.0146341463414634,0.0439024390243902,0.0097560975609756,0,0.0097560975609756,0,0,0.0097560975609756,0,0,0.0439024390243902,0,0.0878048780487805,0,0,0.0048780487804878,0.0682926829268293,0.0829268292682927,0,0.0195121951219512,0.497560975609756,0,0,0.0195121951219512,0.0146341463414634,0.024390243902439,0.0048780487804878,0,0,0.0097560975609756,0,0,0.0048780487804878,0,0,0.0048780487804878,0,0.0048780487804878,0,0,0,0,0
300,7445,0.0097560975609756,0,0.024390243902439,0,0,0.0048780487804878,0,0.0195121951219512,0.0048780487804878,0,0,0.048780487804878,0,0.131707317073171,0,0,0,0.0682926829268293,0.0780487804878049,0,0.0048780487804878,0.526829268292683,0,0,0.0292682926829268,0.0048780487804878,0.0195121951219512,0,0,0,0.0146341463414634,0,0,0.0097560975609756,0,0,0,0,0,0,0,0,0,0
310,7594,0.00961538461538462,0.00480769230769231,0.0336538461538462,0.00961538461538462,0.00480769230769231,0.0192307692307692,0,0.00480769230769231,0,0,0.00480769230769231,0.0384615384615385,0.00480769230769231,0.0817307692307692,0,0,0,0.0576923076923077,0.0625,0,0.00480769230769231,0.581730769230769,0.00961538461538462,0,0.0192307692307692,0,0.0288461538461538,0.00480769230769231,0,0,0.00961538461538462,0,0,0,0,0,0,0,0.00480769230769231,0,0,0,0,0
320,7743,0.0241545893719807,0,0.0434782608695652,0,0,0,0,0.00483091787439614,0.00483091787439614,0.00483091787439614,0.0144927536231884,0.0483091787439614,0.00966183574879227,0.101449275362319,0,0,0,0.0289855072463768,0.0821256038647343,0,0,0.555555555555556,0,0,0.0386473429951691,0.00483091787439614,0.00966183574879227,0,0,0,0.0144927536231884,0,0,0.00966183574879227,0,0,0,0,0,0,0,0,0,0
330,7892,0.00956937799043062,0,0.0669856459330144,0.00478468899521531,0,0.00956937799043062,0,0.00478468899521531,0,0,0,0.0334928229665072,0,0.124401913875598,0,0,0,0.0191387559808612,0.0669856459330144,0,0.00478468899521531,0.583732057416268,0,0,0.00478468899521531,0.00956937799043062,0.0382775119617225,0,0,0,0.0143540669856459,0,0,0,0,0,0,0,0,0.00478468899521531,0,0,0,0
340,8169,0.0221238938053097,0,0.0530973451327434,0,0,0.00442477876106195,0,0,0,0,0.00442477876106195,0.0398230088495575,0.00442477876106195,0.079646017699115,0,0,0.0088495575221239,0,0.0486725663716814,0.00442477876106195,0.00442477876106195,0.588495575221239,0,0,0.0176991150442478,0.00442477876106195,0.106194690265487,0.0088495575221239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,8576,0.018348623853211,0,0.0596330275229358,0.00458715596330275,0,0,0,0.0091743119266055,0,0,0,0.0321100917431193,0.0137614678899083,0.0412844036697248,0,0,0.00458715596330275,0.0137614678899083,0.036697247706422,0,0,0.655963302752294,0.00458715596330275,0,0.0137614678899083,0.00458715596330275,0.0688073394495413,0.018348623853211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,8983,0.0239234449760766,0,0.0956937799043062,0,0,0,0,0,0,0,0.00478468899521531,0.0239234449760766,0.0191387559808612,0.076555023923445,0,0,0,0.00956937799043062,0.0526315789473684,0,0.00956937799043062,0.617224880382775,0.00478468899521531,0,0,0,0.0382775119617225,0,0,0,0.0191387559808612,0,0,0,0.00478468899521531,0,0,0,0,0,0,0,0,0
370,9390,0.0097560975609756,0,0.0634146341463415,0,0,0.0097560975609756,0,0,0,0,0.0048780487804878,0.0146341463414634,0,0.102439024390244,0,0,0.0048780487804878,0.0048780487804878,0.0439024390243902,0,0,0.673170731707317,0,0,0.0292682926829268,0,0.0195121951219512,0.0097560975609756,0,0,0.0048780487804878,0,0,0,0,0,0,0,0.0048780487804878,0,0,0,0,0
380,9797,0.02,0,0.11,0.005,0,0,0,0,0.005,0,0.005,0.035,0.01,0.11,0,0.005,0,0.005,0.035,0,0.01,0.62,0.01,0,0,0,0,0.005,0,0,0.005,0,0,0,0.005,0,0,0,0,0,0,0,0,0
390,10204,0.0239234449760766,0.00478468899521531,0.0861244019138756,0,0,0.00956937799043062,0,0,0,0,0,0.0191387559808612,0.00478468899521531,0.100478468899522,0,0,0,0.00956937799043062,0.0382775119617225,0.0143540669856459,0.00956937799043062,0.641148325358852,0,0,0.00478468899521531,0.00478468899521531,0.0287081339712919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,10611,0.0402010050251256,0.0050251256281407,0.175879396984925,0.0050251256281407,0,0,0,0,0,0,0.0050251256281407,0.0251256281407035,0.0301507537688442,0.0753768844221105,0,0,0,0.0050251256281407,0.0603015075376884,0,0,0.542713567839196,0,0,0.0050251256281407,0,0,0.0100502512562814,0,0,0.0100502512562814,0,0,0,0.0050251256281407,0,0,0,0,0,0,0,0,0
410,11018,0.0283018867924528,0,0.0518867924528302,0.00471698113207547,0.00943396226415094,0,0,0,0,0,0.00471698113207547,0.0330188679245283,0.00943396226415094,0.070754716981132,0,0,0,0,0.0377358490566038,0,0,0.674528301886792,0,0,0.0330188679245283,0,0.0330188679245283,0,0,0,0.00943396226415094,0,0,0,0,0,0,0,0,0,0,0,0,0
420,11425,0.0398009950248756,0,0.228855721393035,0,0,0,0,0,0,0,0.00497512437810945,0.0298507462686567,0.0199004975124378,0.169154228855721,0,0,0,0,0.0398009950248756,0,0,0.447761194029851,0,0,0,0,0.00497512437810945,0,0,0,0.0099502487562189,0,0,0,0,0,0,0,0.00497512437810945,0,0,0,0,0
430,11610,0.0516431924882629,0.00469483568075117,0.164319248826291,0.00938967136150235,0.00469483568075117,0,0,0,0,0,0,0.0234741784037559,0.0563380281690141,0.131455399061033,0,0,0,0,0.0422535211267606,0.00469483568075117,0.00469483568075117,0.469483568075117,0.00938967136150235,0,0,0,0.00469483568075117,0.00469483568075117,0,0,0,0,0,0,0.00938967136150235,0,0,0,0,0,0.00469483568075117,0,0,0
440,11796,0.045,0,0.215,0.005,0,0,0,0,0,0,0.005,0.055,0.065,0.105,0,0.005,0,0.005,0.02,0.005,0,0.435,0,0,0.01,0,0.015,0,0,0,0.005,0,0,0,0.005,0,0,0,0,0,0,0,0,0
450,11981,0.0439024390243902,0.0097560975609756,0.0390243902439024,0,0,0,0,0,0.0048780487804878,0,0.0146341463414634,0.0195121951219512,0.214634146341463,0.0829268292682927,0,0,0,0.0048780487804878,0.0439024390243902,0,0,0.48780487804878,0.0097560975609756,0,0.0048780487804878,0,0.0097560975609756,0.0097560975609756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,12166,0.005,0,0.02,0.01,0,0.005,0,0,0.015,0,0.005,0.04,0.305,0.095,0,0.005,0,0,0.005,0.01,0.005,0.38,0.005,0,0.005,0,0.035,0.01,0,0,0.01,0,0,0,0.025,0,0,0,0,0,0,0.005,0,0
470,12352,0.0048780487804878,0.0146341463414634,0.0146341463414634,0.0048780487804878,0,0,0,0,0,0,0.0146341463414634,0,0.370731707317073,0.0390243902439024,0,0.0048780487804878,0,0.0048780487804878,0.0439024390243902,0,0,0.453658536585366,0,0,0.0048780487804878,0,0.0146341463414634,0,0,0,0.0048780487804878,0,0,0,0.0048780487804878,0,0,0,0,0,0,0,0,0
480,12537,0.01,0.015,0.03,0.005,0.01,0,0,0,0,0,0.015,0.005,0.4,0.045,0,0.005,0,0.005,0.045,0,0.005,0.32,0,0,0,0,0.035,0,0,0,0.005,0,0,0,0.035,0,0,0,0,0,0,0.01,0,0
490,12723,0.00497512437810945,0.00497512437810945,0.00497512437810945,0,0,0,0,0,0,0,0,0.00497512437810945,0.646766169154229,0.0348258706467662,0,0,0,0.00497512437810945,0.00497512437810945,0,0.00497512437810945,0.189054726368159,0.0199004975124378,0,0,0,0.0696517412935323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497512437810945,0,0
500,NA,0,0.045,0.065,0,0,0,0,0,0,0,0,0.015,0.475,0.04,0,0.01,0,0,0.005,0,0.005,0.11,0.01,0,0,0.005,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0
510,NA,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0.01,0.15,0.02,0,0,0,0,0,0,0.01,0.09,0.04,0,0,0.01,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,NA,0.01,0.02,0,0.01,0,0,0,0,0,0,0,0.02,0.29,0,0,0.01,0,0.01,0,0.01,0.02,0.32,0.04,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,NA,0,0,0.0196078431372549,0.00980392156862745,0,0,0,0,0.00980392156862745,0,0,0,0.215686274509804,0.088235294117647,0,0,0,0,0.0294117647058824,0,0,0.333333333333333,0.107843137254902,0,0,0,0.156862745098039,0.0196078431372549,0,0,0,0,0,0,0,0,0.00980392156862745,0,0,0,0,0,0,0
540,NA,0,0,0.03,0,0.01,0,0,0,0,0,0,0,0.39,0.05,0,0,0,0,0,0,0,0.36,0.01,0,0,0,0.12,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
550,NA,0.01,0.02,0.01,0,0,0,0,0,0,0,0,0,0.3,0.01,0,0,0,0,0,0,0,0.58,0.03,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,NA,0,0,0.07,0.01,0,0,0,0,0.01,0,0,0,0.26,0.11,0,0,0,0.01,0.05,0,0,0.4,0.02,0,0,0,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
