"sample.depths","sample.ages","Acer.rubrum","Alnus","Betula","Carya","Celtis","Cephalanthus","Ericales","Fagus","Fraxinus.cf..F..caroliniana","Gordonia","Ilex","Juglans.nigra","Liquidambar","Magnolia.virginiana.type","Morus","Myrica","Ostrya.Carpinus","Parthenocissus","Pinus","Quercus","Sabal","Salix","Schrankia","Serenoa","Taxodium.type","Ulmus","Vitis","Agalinis.type","Ambrosia.type","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Caryophyllaceae","Chamaecrista.type","Chenopodium.type","Cyperaceae.undiff.","Dalea.feayi.type","Diodia.teres","Helianthemum","Iva.annua.type","Lechea","Poaceae","Polygonella.fimbriata.type","Polygonella.polygama.type","Polygonum.lapathifolium.type","Rhexia","Rumex","Vicia.type"
2050,221,0,0,0,0.0064516129032258,0.0032258064516129,0,0.0129032258064516,0,0,0.0129032258064516,0.0193548387096774,0,0,0,0,0.0741935483870968,0,0,0.564516129032258,0.0903225806451613,0.0032258064516129,0,0,0.0064516129032258,0.0516129032258065,0.0032258064516129,0,0,0.0032258064516129,0,0,0.0064516129032258,0.0032258064516129,0.0032258064516129,0.0838709677419355,0.0129032258064516,0,0,0,0.0225806451612903,0,0.0129032258064516,0,0,0.0032258064516129,0,0,0
2058,246,0.00284900284900285,0,0,0.0113960113960114,0,0,0.0056980056980057,0,0.0056980056980057,0.0113960113960114,0.0170940170940171,0,0,0,0,0.0997150997150997,0,0,0.595441595441595,0.0968660968660969,0.00284900284900285,0,0.00284900284900285,0,0.0341880341880342,0,0,0,0,0,0,0.00284900284900285,0,0,0.0541310541310541,0.0199430199430199,0,0,0,0.00854700854700855,0,0.0284900284900285,0,0,0,0,0,0
2102,380,0,0,0,0.00842696629213483,0.00280898876404494,0,0.00280898876404494,0,0,0.00280898876404494,0.0196629213483146,0,0,0,0,0.0814606741573034,0,0,0.612359550561798,0.0674157303370786,0,0,0,0.00280898876404494,0.0365168539325843,0.00561797752808989,0,0,0.00280898876404494,0,0,0.0112359550561798,0,0.00280898876404494,0.0898876404494382,0.0168539325842697,0,0,0,0.00561797752808989,0,0.0280898876404494,0,0,0,0,0,0
2134,478,0,0,0,0.00321543408360129,0.00643086816720257,0,0.00964630225080386,0,0,0.00964630225080386,0.0192926045016077,0,0,0,0,0.0514469453376206,0,0,0.691318327974277,0.0482315112540193,0.00321543408360129,0.00321543408360129,0,0.00321543408360129,0.0289389067524116,0.00321543408360129,0.00321543408360129,0,0,0,0,0.00643086816720257,0,0.00321543408360129,0.0482315112540193,0.00964630225080386,0,0,0,0.00321543408360129,0,0.045016077170418,0,0,0,0,0,0
2166,576,0,0,0,0.00284900284900285,0,0,0.0284900284900285,0,0.0056980056980057,0.0199430199430199,0.0284900284900285,0,0.00284900284900285,0,0,0.136752136752137,0.00284900284900285,0,0.495726495726496,0.0997150997150997,0.0056980056980057,0.00854700854700855,0,0,0.0284900284900285,0.0056980056980057,0,0,0,0.00284900284900285,0,0.00854700854700855,0,0,0.0341880341880342,0.0227920227920228,0,0,0,0.0170940170940171,0,0.0427350427350427,0,0,0,0,0,0
2210,711,0,0,0,0.00557103064066852,0,0,0.00278551532033426,0,0,0.0167130919220056,0.00557103064066852,0,0,0.00278551532033426,0,0.064066852367688,0,0.00278551532033426,0.576601671309192,0.105849582172702,0.00278551532033426,0,0,0,0.011142061281337,0.00835654596100279,0.00557103064066852,0,0.00557103064066852,0,0,0.00278551532033426,0,0,0.0835654596100279,0.0139275766016713,0,0,0,0.0139275766016713,0,0.0696378830083565,0,0,0,0,0,0
2262,870,0,0,0,0.0139275766016713,0,0,0.00557103064066852,0,0.00557103064066852,0.00557103064066852,0.0139275766016713,0,0,0,0,0.0779944289693593,0,0,0.623955431754875,0.0779944289693593,0.00278551532033426,0.00278551532033426,0,0,0.0139275766016713,0.00278551532033426,0.00278551532033426,0,0.011142061281337,0.00278551532033426,0,0.00835654596100279,0,0.00278551532033426,0.052924791086351,0.0139275766016713,0,0,0,0.00835654596100279,0,0.0473537604456825,0,0.00278551532033426,0,0,0,0
2294,968,0,0,0,0.00314465408805031,0,0,0.0125786163522013,0,0.00314465408805031,0.0283018867924528,0.00943396226415094,0.00314465408805031,0.00943396226415094,0.00314465408805031,0,0.113207547169811,0,0,0.50314465408805,0.110062893081761,0,0.00314465408805031,0,0.00314465408805031,0.0440251572327044,0.00314465408805031,0,0,0,0,0,0.0125786163522013,0,0.00314465408805031,0.0345911949685535,0.0345911949685535,0,0,0,0.00314465408805031,0,0.059748427672956,0,0,0,0,0,0
2326,1065,0,0.00320512820512821,0,0.00641025641025641,0,0.00320512820512821,0.00641025641025641,0,0.00320512820512821,0.0128205128205128,0.00961538461538462,0,0,0,0,0.0865384615384615,0,0,0.512820512820513,0.141025641025641,0,0,0,0.00641025641025641,0.016025641025641,0.00320512820512821,0,0,0.00320512820512821,0,0,0.00961538461538462,0,0,0.0833333333333333,0.0192307692307692,0,0,0,0.00961538461538462,0,0.0641025641025641,0,0,0,0,0,0
2358,1163,0,0.00318471337579618,0,0,0,0,0.00955414012738853,0,0.00636942675159236,0.0159235668789809,0.0127388535031847,0,0,0,0,0.0700636942675159,0,0.00318471337579618,0.535031847133758,0.146496815286624,0.00318471337579618,0,0,0,0.0127388535031847,0.00318471337579618,0,0,0.00318471337579618,0,0,0.0159235668789809,0,0,0.117834394904459,0.0159235668789809,0,0,0,0.00318471337579618,0,0.0222929936305732,0,0,0,0,0,0
