"depth","best.age","min.age","max.age"
1,-31,-33,-29
3,-6,-7,-5
5,20,19,21
7,45,44,46
9,70,69,71
11,95,95,96
13,120,119,121
15,145,145,147
17,170,169,171
19,195,193,197
21,219,215,221
23,240,231,247
25,261,246,273
27,282,261,298
29,304,277,325
31,325,292,351
33,346,308,378
35,368,322,403
37,389,338,430
39,410,353,456
41,431,368,482
43,453,383,508
45,474,399,535
47,495,413,560
49,517,429,587
51,538,444,613
53,559,459,639
55,580,474,665
57,602,490,692
59,623,504,717
61,644,520,744
63,666,535,770
65,687,550,796
67,745,614,850
69,804,672,909
71,862,731,972
73,920,792,1037
75,979,851,1106
77,1037,907,1179
79,1095,958,1250
81,1154,1007,1324
83,1212,1053,1397
85,1270,1098,1472
87,1329,1142,1547
89,1387,1185,1622
91,1445,1228,1700
93,1504,1270,1777
95,1559,1323,1835
97,1613,1386,1877
99,1666,1446,1922
101,1719,1500,1967
103,1772,1553,2017
105,1826,1601,2070
107,1879,1644,2123
109,1932,1686,2180
111,1985,1727,2241
113,2038,1764,2302
115,2092,1800,2366
117,2145,1832,2432
119,2198,1863,2500
121,2251,1892,2569
123,2305,1923,2642
125,2358,1950,2715
127,2411,1977,2789
129,2464,2004,2864
131,NA,NA,NA
133,NA,NA,NA
