"sample.depths","sample.ages","Picea","Abies","Larix","Cupressaceae","Pinus","Betula","Populus","Fraxinus.nigra","Fraxinus.pennsylvanica","Quercus","Ulmus","Ostrya.Carpinus","Salix","Acer.saccharum","Acer.rubrum","Tilia","Juglans.cinerea","Juglans.nigra","Carya","Tsuga","Fagus","Morus","Castanea","Alnus","Corylus","Myrica","Ericaceae","Thalictrum","Cornus","Poaceae","Artemisia","Ambrosia","Asteraceae.subf..Asteroideae.undiff.","Chenopodiaceae","Plantago","Rosaceae","Brassicaceae","Apiaceae","Cyperaceae"
380,11318,0.00852272727272727,0.0255681818181818,0,0.00284090909090909,0.758522727272727,0.0539772727272727,0,0.00852272727272727,0,0.0454545454545455,0.0227272727272727,0.0113636363636364,0,0.00852272727272727,0.00852272727272727,0,0,0,0,0.0284090909090909,0,0,0,0.00568181818181818,0,0,0.00284090909090909,0,0,0,0.00568181818181818,0.00284090909090909,0,0,0,0,0,0,0
385,11359,0.03,0.0466666666666667,0.00666666666666667,0.00666666666666667,0.61,0.116666666666667,0,0.0166666666666667,0,0.0433333333333333,0.00666666666666667,0.00333333333333333,0.00333333333333333,0.01,0.02,0,0,0,0,0.0533333333333333,0,0,0,0.01,0,0,0,0,0,0,0.00333333333333333,0,0.00333333333333333,0,0,0,0,0,0.01
390,11421,0.112582781456954,0.0562913907284768,0,0,0.509933774834437,0.129139072847682,0.0033112582781457,0.00662251655629139,0,0.0298013245033113,0.00993377483443709,0.0165562913907285,0,0,0,0,0,0,0,0.0596026490066225,0,0,0,0.0529801324503311,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00993377483443709
395,11495,0.12,0.0861538461538462,0,0.00615384615384615,0.495384615384615,0.132307692307692,0,0.0153846153846154,0,0.00615384615384615,0,0.0276923076923077,0.00307692307692308,0,0.00307692307692308,0,0,0,0.00307692307692308,0.0215384615384615,0,0,0,0.0553846153846154,0,0,0,0.00307692307692308,0,0,0.00307692307692308,0,0.00923076923076923,0,0,0,0,0,0.00923076923076923
400,11571,0.119444444444444,0.0222222222222222,0.00277777777777778,0.00277777777777778,0.341666666666667,0.269444444444444,0,0,0,0.00833333333333333,0,0.0138888888888889,0.0138888888888889,0,0,0,0,0,0,0.0111111111111111,0,0,0,0.166666666666667,0.00277777777777778,0.00277777777777778,0,0.0111111111111111,0,0.00277777777777778,0.00277777777777778,0,0,0,0,0,0,0,0.00555555555555556
405,11647,0.164516129032258,0.0516129032258065,0.0032258064516129,0,0.583870967741935,0.0354838709677419,0,0.0032258064516129,0,0.00967741935483871,0,0.0225806451612903,0,0.0032258064516129,0,0,0,0,0,0.0225806451612903,0,0,0,0.0903225806451613,0,0,0,0.0032258064516129,0,0,0.0032258064516129,0,0,0,0,0,0,0,0.0032258064516129
410,11723,0.134426229508197,0.0819672131147541,0,0,0.488524590163934,0.101639344262295,0.00327868852459016,0,0,0.0491803278688525,0.00327868852459016,0.0163934426229508,0,0,0,0,0.00327868852459016,0.00327868852459016,0,0.0229508196721311,0,0,0,0.0918032786885246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,11875,0.0252873563218391,0.00459770114942529,0,0.00229885057471264,0.56551724137931,0.096551724137931,0,0.0183908045977011,0,0.15632183908046,0.0206896551724138,0.0505747126436782,0,0.00919540229885057,0.00689655172413793,0,0,0,0,0.0114942528735632,0.00689655172413793,0,0,0.0206896551724138,0.00229885057471264,0,0,0,0,0,0,0.00229885057471264,0,0,0,0,0,0,0
425,11951,0.127218934911243,0.0650887573964497,0.0029585798816568,0.00591715976331361,0.57396449704142,0.0710059171597633,0.00591715976331361,0,0,0.0266272189349112,0,0.0118343195266272,0.0029585798816568,0.0029585798816568,0.0029585798816568,0,0,0,0,0.0207100591715976,0,0,0,0.0710059171597633,0,0,0,0,0,0.00591715976331361,0,0,0,0,0,0,0,0,0.0029585798816568
430,12027,0.122093023255814,0.0494186046511628,0.00290697674418605,0.00290697674418605,0.529069767441861,0.0726744186046512,0.00581395348837209,0,0,0.0174418604651163,0,0.0203488372093023,0.00872093023255814,0,0,0,0,0,0,0.00290697674418605,0,0,0,0.142441860465116,0,0,0,0.00290697674418605,0,0,0.00581395348837209,0.00581395348837209,0,0,0,0,0,0,0.00872093023255814
435,12103,0.137026239067055,0.0408163265306122,0.00291545189504373,0,0.516034985422741,0.043731778425656,0.00583090379008746,0.0087463556851312,0,0.0349854227405248,0,0.0291545189504373,0.00291545189504373,0.00583090379008746,0,0,0,0,0.00291545189504373,0,0,0,0,0.139941690962099,0,0,0,0.00583090379008746,0,0,0,0.0145772594752187,0,0,0,0,0,0,0.0087463556851312
440,12179,0.124661246612466,0.029810298102981,0,0.002710027100271,0.463414634146341,0.0704607046070461,0.00542005420054201,0,0,0.018970189701897,0,0.02710027100271,0.002710027100271,0.002710027100271,0,0,0.002710027100271,0,0,0.002710027100271,0,0,0,0.178861788617886,0.018970189701897,0,0,0,0,0.008130081300813,0.00542005420054201,0.013550135501355,0,0.002710027100271,0,0,0,0,0.018970189701897
445,12255,0.131487889273356,0.0830449826989619,0.0069204152249135,0.00346020761245675,0.602076124567474,0.0484429065743945,0,0,0,0.0242214532871972,0,0.0588235294117647,0.0069204152249135,0,0,0,0,0,0,0.00346020761245675,0,0,0,0.0242214532871972,0,0,0,0,0,0,0,0.00346020761245675,0.00346020761245675,0,0,0,0,0,0
450,12331,0.176656151419558,0.110410094637224,0,0.00315457413249211,0.38801261829653,0.0599369085173502,0.00946372239747634,0.028391167192429,0,0.0441640378548896,0,0.0977917981072555,0,0,0,0,0,0,0,0.00315457413249211,0.00315457413249211,0,0,0.056782334384858,0.00315457413249211,0,0,0.00630914826498423,0,0,0.00315457413249211,0.00315457413249211,0,0,0,0,0,0,0.00315457413249211
455,12407,0.237458193979933,0.0535117056856187,0,0.00334448160535117,0.498327759197324,0.0267558528428094,0,0.0133779264214047,0,0.0501672240802676,0,0.0936454849498328,0,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00334448160535117,0,0,0.00334448160535117,0,0,0,0,0,0,0,0.0133779264214047
460,12483,0.140804597701149,0.0201149425287356,0,0.00862068965517241,0.632183908045977,0.0431034482758621,0.00574712643678161,0.00862068965517241,0,0.0632183908045977,0,0.0431034482758621,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0.0172413793103448,0,0,0,0,0,0.0028735632183908,0,0.00574712643678161,0,0,0,0,0.0028735632183908,0,0.0028735632183908
465,12566,0.183800623052959,0.0716510903426791,0,0.00623052959501558,0.566978193146417,0.0280373831775701,0,0.00934579439252336,0,0.043613707165109,0,0.0654205607476635,0,0,0,0,0,0,0,0.00311526479750779,0,0,0,0.00311526479750779,0,0,0,0,0,0.00311526479750779,0,0.00623052959501558,0.00311526479750779,0,0,0,0,0,0.00623052959501558
470,12702,0.0979899497487437,0.0477386934673367,0,0.0050251256281407,0.663316582914573,0.042713567839196,0.00251256281407035,0.00251256281407035,0,0.0402010050251256,0,0.0326633165829146,0,0,0,0,0,0,0.00753768844221105,0,0.0050251256281407,0,0.00251256281407035,0.0301507537688442,0,0,0,0.00251256281407035,0,0,0.00251256281407035,0.0050251256281407,0,0,0,0,0,0,0.0100502512562814
475,12838,0.0991253644314869,0.0291545189504373,0,0.00291545189504373,0.536443148688047,0.043731778425656,0.00583090379008746,0.0174927113702624,0,0.131195335276968,0,0.0932944606413994,0.00291545189504373,0,0.00583090379008746,0,0,0,0,0.00291545189504373,0.00291545189504373,0,0,0.0087463556851312,0,0,0,0,0,0.00583090379008746,0,0.00291545189504373,0,0,0,0,0,0,0.0087463556851312
480,12974,0.128329297820823,0.0702179176755448,0,0.00242130750605327,0.520581113801453,0.0653753026634383,0,0.0193704600484262,0,0.062953995157385,0,0.0823244552058111,0,0,0,0,0,0,0,0.00242130750605327,0,0,0,0.00726392251815981,0.0121065375302663,0.00726392251815981,0,0,0,0,0.00484261501210654,0.00242130750605327,0,0,0.00242130750605327,0,0,0,0.00968523002421308
485,13111,0.147368421052632,0.119298245614035,0.00350877192982456,0.00350877192982456,0.540350877192982,0.0350877192982456,0.00350877192982456,0,0,0.0526315789473684,0,0.0491228070175439,0,0,0.00350877192982456,0,0,0,0.00350877192982456,0,0,0,0,0.0175438596491228,0,0,0,0,0,0.00350877192982456,0.00350877192982456,0.00701754385964912,0,0,0,0,0,0,0.00701754385964912
490,13247,0.127450980392157,0.088235294117647,0,0.0130718954248366,0.555555555555556,0.042483660130719,0.00326797385620915,0.0130718954248366,0,0.0457516339869281,0.0065359477124183,0.0620915032679739,0.0065359477124183,0,0,0,0,0,0,0.0065359477124183,0.00326797385620915,0,0,0.0163398692810458,0,0,0,0,0,0,0,0.0065359477124183,0,0,0,0,0,0,0.00326797385620915
495,13383,0.112956810631229,0.0598006644518272,0,0.00996677740863787,0.601328903654485,0.0166112956810631,0,0.0132890365448505,0,0.0631229235880399,0,0.0996677740863787,0.00664451827242525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0.0132890365448505
500,13519,0.146987951807229,0.072289156626506,0,0.00963855421686747,0.453012048192771,0.0843373493975904,0.0072289156626506,0.0144578313253012,0,0.0746987951807229,0,0.0578313253012048,0.0168674698795181,0,0.00240963855421687,0,0,0,0.00240963855421687,0,0,0,0,0.0144578313253012,0.00240963855421687,0,0,0,0,0.0144578313253012,0.00240963855421687,0.0072289156626506,0,0,0,0,0,0,0.0168674698795181
505,13601,0.116279069767442,0.0863787375415282,0,0.00996677740863787,0.325581395348837,0.0398671096345515,0.00664451827242525,0.142857142857143,0,0.109634551495017,0,0.106312292358804,0,0,0.00664451827242525,0,0,0,0.00332225913621262,0,0.00332225913621262,0,0,0.00996677740863787,0,0,0,0.00332225913621262,0,0.00332225913621262,0,0,0.00664451827242525,0.00332225913621262,0,0,0,0,0.0166112956810631
510,13682,0.275080906148867,0.132686084142395,0.00323624595469256,0.00323624595469256,0.372168284789644,0.0517799352750809,0.00647249190938511,0.029126213592233,0,0.0388349514563107,0.00323624595469256,0.0420711974110032,0,0,0,0,0.00323624595469256,0,0.00323624595469256,0.00323624595469256,0,0,0,0,0,0,0,0,0,0.00323624595469256,0.00323624595469256,0.00647249190938511,0,0,0,0,0,0,0.0194174757281553
515,13763,0.186885245901639,0.0918032786885246,0,0.00655737704918033,0.367213114754098,0.0459016393442623,0.00655737704918033,0.0163934426229508,0,0.098360655737705,0.00327868852459016,0.114754098360656,0.00655737704918033,0,0,0,0,0,0.0131147540983607,0,0,0,0,0.0098360655737705,0,0,0,0,0,0.0098360655737705,0,0.00327868852459016,0,0,0,0,0,0,0.019672131147541
520,13844,0.163879598662207,0.0535117056856187,0,0.0167224080267559,0.561872909698997,0.0903010033444816,0.0234113712374582,0.00668896321070234,0,0.0133779264214047,0,0.0133779264214047,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0.00668896321070234,0,0,0,0,0.00668896321070234,0.00668896321070234,0.00334448160535117,0.00334448160535117,0.00334448160535117,0.00334448160535117,0,0,0,0,0.020066889632107
525,13926,0.136690647482014,0.0935251798561151,0.00359712230215827,0.00719424460431655,0.363309352517986,0.0899280575539568,0.0107913669064748,0.039568345323741,0,0.0431654676258993,0,0.136690647482014,0.00719424460431655,0,0,0,0,0,0,0,0.00359712230215827,0,0,0.00719424460431655,0,0,0,0,0,0.0107913669064748,0,0.00359712230215827,0.00359712230215827,0,0,0,0,0,0.039568345323741
530,14007,0.340740740740741,0.0481481481481481,0,0.0259259259259259,0.181481481481481,0.103703703703704,0,0.0148148148148148,0,0.0888888888888889,0,0.062962962962963,0.0222222222222222,0,0,0,0,0,0,0,0,0,0,0.0111111111111111,0,0,0,0,0,0.0222222222222222,0,0.0148148148148148,0.0111111111111111,0,0,0,0,0,0.0518518518518519
535,14088,0.283737024221453,0.027681660899654,0,0.0657439446366782,0.204152249134948,0.0449826989619377,0.0588235294117647,0.027681660899654,0,0.0761245674740484,0,0.110726643598616,0.0207612456747405,0,0,0,0,0,0.0069204152249135,0,0.00346020761245675,0,0,0.0103806228373702,0,0,0,0,0,0.0242214532871972,0,0.0069204152249135,0.0069204152249135,0.00346020761245675,0,0,0,0,0.0173010380622837
540,14170,0.618421052631579,0.00986842105263158,0,0.00328947368421053,0.200657894736842,0.0131578947368421,0.00657894736842105,0.00328947368421053,0,0.0230263157894737,0,0.0131578947368421,0.0164473684210526,0,0,0,0.00328947368421053,0,0.00657894736842105,0,0,0,0,0.0263157894736842,0,0,0,0.00328947368421053,0,0.00657894736842105,0.00657894736842105,0.00657894736842105,0,0,0,0,0,0,0.0328947368421053
545,14251,0.544247787610619,0.0088495575221239,0,0.0176991150442478,0.15929203539823,0.0132743362831858,0.0088495575221239,0.0132743362831858,0,0.0353982300884956,0.00442477876106195,0.0265486725663717,0.0176991150442478,0,0,0,0,0.00442477876106195,0.0088495575221239,0,0.00442477876106195,0,0,0.0176991150442478,0,0,0,0.0088495575221239,0,0,0.0132743362831858,0.0176991150442478,0.0088495575221239,0,0,0,0,0.00442477876106195,0.0619469026548673
550,NA,0.653061224489796,0.0102040816326531,0,0.0102040816326531,0.153061224489796,0.0408163265306122,0,0,0,0.00340136054421769,0,0.0136054421768707,0.0102040816326531,0,0,0,0,0,0,0,0,0,0,0.0136054421768707,0,0,0,0.00340136054421769,0,0.00680272108843537,0.0136054421768707,0.00680272108843537,0.00680272108843537,0,0,0,0,0,0.054421768707483
