"sample.depths","sample.ages","Picea","Abies","Larix","Cupressaceae","Pinus","Betula","Populus","Fraxinus.nigra","Fraxinus.pennsylvanica","Quercus","Ulmus","Ostrya.Carpinus","Salix","Acer.saccharum","Acer.rubrum","Tilia","Juglans.cinerea","Juglans.nigra","Carya","Tsuga","Fagus","Morus","Castanea","Alnus","Corylus","Myrica","Ericaceae","Thalictrum","Cornus","Poaceae","Artemisia","Ambrosia","Asteraceae.subf..Asteroideae.undiff.","Chenopodiaceae","Plantago","Rosaceae","Brassicaceae","Apiaceae","Cyperaceae"
220,8199,0.00313479623824451,0.00313479623824451,0,0.00626959247648903,0.288401253918495,0.0250783699059561,0,0.00313479623824451,0,0.398119122257053,0.0125391849529781,0.0376175548589342,0,0.0156739811912226,0,0,0,0,0,0.147335423197492,0.0313479623824451,0,0,0.00313479623824451,0,0,0,0,0,0.00940438871473354,0,0.00313479623824451,0,0,0,0,0,0,0.0125391849529781
240,8950,0,0,0,0,0.26685393258427,0.0168539325842697,0.00842696629213483,0.0168539325842697,0,0.415730337078652,0.00842696629213483,0.0561797752808989,0.00280898876404494,0.00561797752808989,0,0,0.00280898876404494,0,0,0.140449438202247,0.0337078651685393,0,0,0.00561797752808989,0.00280898876404494,0,0,0,0,0.00280898876404494,0.00280898876404494,0.00842696629213483,0,0,0,0,0,0,0.00280898876404494
260,9700,0.00560224089635854,0.00280112044817927,0,0.00280112044817927,0.46218487394958,0.0336134453781513,0,0.00280112044817927,0,0.196078431372549,0.0224089635854342,0.0588235294117647,0.00280112044817927,0,0,0,0,0,0.00280112044817927,0.151260504201681,0.0224089635854342,0.00280112044817927,0,0.00560224089635854,0.00280112044817927,0,0,0,0,0.00560224089635854,0,0.0140056022408964,0,0,0,0,0,0.00280112044817927,0
280,10450,0.00617283950617284,0,0,0.00308641975308642,0.524691358024691,0.0401234567901235,0.00308641975308642,0.00308641975308642,0,0.222222222222222,0.00925925925925926,0.0648148148148148,0.00308641975308642,0.00925925925925926,0,0.00308641975308642,0,0,0.00308641975308642,0.0895061728395062,0,0,0,0.00925925925925926,0,0,0,0,0,0,0.00308641975308642,0.00308641975308642,0,0,0,0,0,0,0
300,10671,0.0026246719160105,0,0,0,0.640419947506562,0.041994750656168,0,0.0026246719160105,0,0.146981627296588,0.015748031496063,0.031496062992126,0,0.005249343832021,0,0,0.0026246719160105,0,0.0026246719160105,0.0866141732283465,0,0,0,0.0078740157480315,0,0,0,0,0,0,0,0.005249343832021,0,0.0026246719160105,0,0,0,0,0.005249343832021
320,10832,0.00828729281767956,0.00828729281767956,0,0.00276243093922652,0.676795580110497,0.0193370165745856,0,0.0110497237569061,0,0.135359116022099,0.00552486187845304,0.0441988950276243,0,0,0.00276243093922652,0,0,0,0,0.0662983425414365,0,0,0,0.00552486187845304,0,0,0,0,0,0.00552486187845304,0,0.00552486187845304,0,0,0,0,0,0,0.00276243093922652
340,10994,0.00233644859813084,0.00233644859813084,0,0,0.565420560747664,0.0514018691588785,0,0.0116822429906542,0.00233644859813084,0.149532710280374,0.0280373831775701,0.121495327102804,0.00233644859813084,0.0116822429906542,0.00233644859813084,0,0,0,0,0.0257009345794393,0,0,0.00233644859813084,0.00467289719626168,0.00233644859813084,0,0,0,0,0.00700934579439252,0,0,0,0,0,0,0,0,0.00700934579439252
360,11156,0,0.00306748466257669,0,0,0.708588957055215,0.0306748466257669,0,0.00306748466257669,0,0.147239263803681,0.0184049079754601,0.0368098159509202,0,0.00613496932515337,0,0,0,0,0,0.0276073619631902,0,0,0,0.00306748466257669,0,0,0,0,0,0.00613496932515337,0,0.00613496932515337,0,0,0,0,0,0,0.00306748466257669
370,11237,0.00615384615384615,0.00923076923076923,0,0.00307692307692308,0.686153846153846,0.0738461538461539,0,0.0153846153846154,0,0.104615384615385,0.0153846153846154,0.0276923076923077,0,0.00923076923076923,0.00615384615384615,0.00307692307692308,0,0,0,0.0123076923076923,0.00307692307692308,0,0.00307692307692308,0.00307692307692308,0.00307692307692308,0,0,0,0,0.00615384615384615,0,0.00307692307692308,0,0,0,0.00307692307692308,0,0,0.00307692307692308
375,11277,0.00467289719626168,0.00700934579439252,0,0.00233644859813084,0.747663551401869,0.0327102803738318,0.00233644859813084,0.014018691588785,0,0.0771028037383178,0.0303738317757009,0.0163551401869159,0,0.0186915887850467,0.0116822429906542,0,0,0,0.00233644859813084,0.0163551401869159,0.00700934579439252,0,0,0.00233644859813084,0,0,0,0,0,0,0.00233644859813084,0,0.00233644859813084,0.00233644859813084,0,0,0,0,0
