"sample.depths","sample.ages","Acer.saccharum.type","Alnus.incana.type","Ambrosia.type","Betula","Carya","Celtis","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Iva.xanthifolia.type","Juglans.cinerea","Juglans.nigra","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Populus","Poaceae","Rosaceae","Rhamnaceae.Vitaceae","Acer.rubrum","Artemisia","Herbs.undiff.","Asteraceae.subf..Cichorioideae","Morus","Tilia","Tsuga","Alnus.viridis.type","Polygonaceae.undiff.","Fraxinus.undiff.","Liquidambar","Picea","Abies","Iva.annua.type","Rumex","Sarcobatus.vermiculatus","Thalictrum","Acer.undiff.","Ericaceae","Myrica","Juglans.undiff.","Larix","Cannabaceae","Acer.spicatum"
15.5,77,0.013953488372093,0.00465116279069767,0.167441860465116,0.0186046511627907,0.0186046511627907,0.00465116279069767,0.0418604651162791,0.00465116279069767,0.00930232558139535,0.00930232558139535,0.00465116279069767,0.00930232558139535,0.00465116279069767,0.00930232558139535,0.013953488372093,0.00930232558139535,0.00465116279069767,0.0186046511627907,0.0186046511627907,0.0418604651162791,0.013953488372093,0.404651162790698,0.00930232558139535,0.0186046511627907,0.0511627906976744,0.00465116279069767,0.0186046511627907,0.0418604651162791,0.00465116279069767,0.00465116279069767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.5,124,0,0.00389105058365759,0.0350194552529183,0.0350194552529183,0.0272373540856031,0,0.0194552529182879,0,0,0.0155642023346304,0,0,0.00389105058365759,0.00389105058365759,0,0,0.0116731517509728,0.0194552529182879,0.0350194552529183,0.0933852140077821,0.00389105058365759,0.57976653696498,0.00389105058365759,0.0155642023346304,0.00778210116731518,0,0.00778210116731518,0.0272373540856031,0,0,0.00389105058365759,0.0116731517509728,0.00389105058365759,0.00389105058365759,0.00389105058365759,0.00778210116731518,0.0155642023346304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.5,530,0.0292207792207792,0.0227272727272727,0.012987012987013,0.0649350649350649,0.0357142857142857,0,0.025974025974026,0.00324675324675325,0.0064935064935065,0.012987012987013,0.00974025974025974,0.0064935064935065,0.0064935064935065,0.012987012987013,0,0.00324675324675325,0.0227272727272727,0.012987012987013,0.025974025974026,0.0876623376623377,0.00974025974025974,0.474025974025974,0,0.00974025974025974,0.025974025974026,0.00324675324675325,0.00324675324675325,0.0292207792207792,0,0,0,0.0194805194805195,0.0064935064935065,0,0,0.00324675324675325,0.0064935064935065,0.00324675324675325,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.5,1522,0.00346020761245675,0.013840830449827,0.0207612456747405,0.0346020761245675,0.0103806228373702,0,0.013840830449827,0,0,0.00346020761245675,0.0207612456747405,0,0.0069204152249135,0.0069204152249135,0,0.00346020761245675,0.0103806228373702,0.027681660899654,0.0173010380622837,0.0830449826989619,0.027681660899654,0.508650519031142,0.0069204152249135,0.0173010380622837,0.041522491349481,0,0.0103806228373702,0.0484429065743945,0,0.0103806228373702,0,0.0207612456747405,0,0.00346020761245675,0,0.0069204152249135,0.00346020761245675,0,0,0.0103806228373702,0.00346020761245675,0.00346020761245675,0,0,0,0,0,0,0,0,0,0,0,0
75.5,4606,0.03886925795053,0,0.0282685512367491,0.0106007067137809,0.0141342756183746,0,0.0212014134275618,0.00353356890459364,0,0.0212014134275618,0.00706713780918728,0.00706713780918728,0,0.0247349823321555,0,0.00706713780918728,0.0282685512367491,0.0176678445229682,0.0212014134275618,0.120141342756184,0.00353356890459364,0.402826855123675,0,0.0106007067137809,0.0636042402826855,0,0,0.0671378091872792,0,0.00353356890459364,0,0.0141342756183746,0.0106007067137809,0,0,0.0176678445229682,0.00353356890459364,0,0,0.00353356890459364,0,0.00706713780918728,0.00706713780918728,0.00353356890459364,0.00353356890459364,0.00353356890459364,0.00353356890459364,0,0,0,0,0,0,0
95.5,6232,0.0344827586206897,0.00766283524904215,0.0383141762452107,0.00766283524904215,0.0268199233716475,0,0.0229885057471264,0.00766283524904215,0,0.00766283524904215,0.00383141762452107,0.00383141762452107,0,0.0114942528735632,0,0,0.0383141762452107,0.00766283524904215,0.0229885057471264,0.130268199233716,0.0153256704980843,0.318007662835249,0,0.00766283524904215,0.137931034482759,0,0,0.0766283524904215,0.00383141762452107,0.00383141762452107,0,0.0191570881226054,0,0,0,0.0114942528735632,0,0,0,0,0,0.0153256704980843,0.00383141762452107,0,0,0.00383141762452107,0,0.00383141762452107,0.00383141762452107,0.00383141762452107,0,0,0,0
115.5,6537,0.00958466453674121,0,0.0479233226837061,0.00958466453674121,0.0702875399361022,0,0.0287539936102236,0,0,0.00638977635782748,0.00319488817891374,0,0.00319488817891374,0.0255591054313099,0,0,0.0447284345047923,0.012779552715655,0.0223642172523962,0.0926517571884984,0.00319488817891374,0.447284345047923,0.00319488817891374,0.00638977635782748,0.0830670926517572,0,0.00319488817891374,0.0479233226837061,0,0,0,0.0159744408945687,0,0,0,0.00319488817891374,0,0,0.00319488817891374,0,0,0.00638977635782748,0,0,0,0,0,0,0,0,0,0,0,0
135.5,6843,0.0108303249097473,0.0072202166064982,0.036101083032491,0.0216606498194946,0.0180505415162455,0.0108303249097473,0.0216606498194946,0,0.0072202166064982,0.0252707581227437,0.0036101083032491,0.0036101083032491,0,0.0144404332129964,0,0,0.0288808664259928,0.0072202166064982,0.0252707581227437,0.0938628158844765,0.0108303249097473,0.364620938628159,0,0.0108303249097473,0.111913357400722,0.0036101083032491,0,0.075812274368231,0,0,0,0.0216606498194946,0.0036101083032491,0,0,0.0252707581227437,0,0,0,0,0,0.0144404332129964,0.0036101083032491,0.0036101083032491,0,0,0,0.0072202166064982,0,0,0.0072202166064982,0,0,0
155.5,7149,0.0168350168350168,0.00336700336700337,0.0336700336700337,0.0101010101010101,0.0336700336700337,0,0.0269360269360269,0,0.00336700336700337,0.0101010101010101,0,0.0101010101010101,0,0.0336700336700337,0,0.0134680134680135,0.0168350168350168,0.037037037037037,0.0269360269360269,0.134680134680135,0.00673400673400673,0.36026936026936,0.00336700336700337,0.0101010101010101,0.090909090909091,0,0.00336700336700337,0.063973063973064,0,0,0,0.0134680134680135,0,0,0,0.00673400673400673,0,0,0,0,0.00336700336700337,0.0101010101010101,0.00336700336700337,0.0101010101010101,0,0,0,0,0,0,0,0.00336700336700337,0,0
165.5,7310,0.0120967741935484,0,0.0282258064516129,0.00806451612903226,0.0282258064516129,0,0.0483870967741935,0,0.00403225806451613,0.0201612903225806,0.00403225806451613,0,0,0.0201612903225806,0,0.00403225806451613,0.0120967741935484,0.0362903225806452,0.00806451612903226,0.193548387096774,0,0.286290322580645,0.00403225806451613,0.00806451612903226,0.104838709677419,0.00403225806451613,0.00403225806451613,0.0524193548387097,0,0,0,0.0282258064516129,0.00806451612903226,0,0,0.0201612903225806,0,0,0,0,0,0.0201612903225806,0.00403225806451613,0.0282258064516129,0,0,0,0,0,0,0,0,0,0
