"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Carya","Cyperaceae","Fraxinus.nigra.type","Larix","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Pinus.undiff.","Populus.tremuloides.type","Quercus","Salix","Thalictrum","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Urtica.type","Vitis","Xanthium","Alnus","Juniperus.Thuja","Amorpha","Poaceae","Brassicaceae","Tidestromia.type","Acer.saccharum","Juglans.cinerea.type","Acer.negundo.type","Chenopodium.type","Celtis","Iva.annua.type","Corylus","Fraxinus.pennsylvanica.type","Ilex","Laportea.type","Fabaceae.undiff.","Lycopus.type","Pinus.subg..Pinus","Platanus","Juglans.nigra.type","Dracocephalum.type","Acer.rubrum","Melilotus.type","Pinus.subg..Strobus","Humulus.Cannabis.sativa","Vicia.type","Morus","Rumex","Zanthoxylum","Abies","Iva.xanthifolia.type","Salsola","Rosaceae.undiff.","Medicago","Polygonum.convolvulus","Ephedra.trifurca.type","Polygonum.lapathifolium.type","Tsuga","Stachys.type","Galium","Rhus","Cornus","Dalea","Castanea","Sarcobatus.vermiculatus","Apiaceae","Myrica","Potentilla.type","Campanula","Populus.undiff.","Phlox","Fraxinus.undiff.","Plantago","Ericaceae","Populus.balsamifera.type","Euphorbia.subg..Chamaesyce","Rhamnus","Acer.saccharinum.type","Ranunculus.type","Shepherdia.canadensis"
240,-24,0.231884057971014,0.0158102766798419,0.0237154150197628,0.0105401844532279,0.0395256916996047,0.0158102766798419,0.0237154150197628,0.00263504611330698,0.0632411067193676,0.00263504611330698,0.00922266139657444,0.0131752305665349,0.158102766798419,0.0131752305665349,0.00263504611330698,0.0131752305665349,0.0342555994729908,0.0843214756258235,0.0263504611330698,0.00790513833992095,0.00263504611330698,0.00790513833992095,0.00527009222661397,0.00263504611330698,0.13965744400527,0.00263504611330698,0.00263504611330698,0.0158102766798419,0.00263504611330698,0.00527009222661397,0.0210803689064559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,-3,0.1852487135506,0.0102915951972556,0.0240137221269297,0.0102915951972556,0.0274442538593482,0,0.0102915951972556,0.00343053173241852,0.0377358490566038,0,0.0120068610634648,0.0137221269296741,0.1852487135506,0.00343053173241852,0,0.0102915951972556,0.0205831903945112,0.102915951972556,0.0171526586620926,0,0,0,0.00686106346483705,0,0.157804459691252,0,0,0.0171526586620926,0.00343053173241852,0,0.0480274442538593,0.00343053173241852,0.00343053173241852,0.00343053173241852,0.0308747855917667,0.00343053173241852,0.00686106346483705,0.0102915951972556,0.00343053173241852,0.0137221269296741,0.00343053173241852,0.00343053173241852,0.00686106346483705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,17,0.229405630865485,0.0166840458811262,0.0479666319082377,0.00417101147028154,0.0208550573514077,0,0.0104275286757039,0,0.0396246089676747,0.00417101147028154,0.00625651720542232,0.0250260688216893,0.148070907194995,0.0104275286757039,0,0.00625651720542232,0.0187695516162669,0.0771637122002086,0.00208550573514077,0,0,0.00625651720542232,0.00417101147028154,0,0.212721584984359,0,0,0.0187695516162669,0.00417101147028154,0,0.0291970802919708,0,0,0.00208550573514077,0.0104275286757039,0,0,0,0,0.00521376433785193,0.00208550573514077,0,0,0.00208550573514077,0.0145985401459854,0.0104275286757039,0.00834202294056309,0.00208550573514077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,38,0.262857142857143,0.0142857142857143,0.0314285714285714,0.00571428571428571,0.0371428571428571,0,0.00285714285714286,0,0.0485714285714286,0,0.00857142857142857,0.00571428571428571,0.157142857142857,0.00571428571428571,0,0.0142857142857143,0.0257142857142857,0.0657142857142857,0.00857142857142857,0.00285714285714286,0,0.0142857142857143,0,0,0.188571428571429,0.00285714285714286,0.00571428571428571,0.0257142857142857,0.00285714285714286,0.00571428571428571,0.0142857142857143,0,0,0.00571428571428571,0.0142857142857143,0,0,0.00857142857142857,0,0.00571428571428571,0,0,0,0,0,0,0,0,0.00285714285714286,0.00285714285714286,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,80,0.196319018404908,0.0368098159509202,0.0306748466257669,0.00613496932515337,0.0245398773006135,0,0.0153374233128834,0,0.0736196319018405,0.00460122699386503,0.0168711656441718,0.0122699386503067,0.180981595092025,0.00920245398773006,0,0.0153374233128834,0.00920245398773006,0.0613496932515337,0.00306748466257669,0,0.00306748466257669,0.0153374233128834,0,0,0.190184049079755,0,0,0.0153374233128834,0,0,0.0184049079754601,0,0.00306748466257669,0.00613496932515337,0,0,0,0,0.00306748466257669,0.00613496932515337,0.00306748466257669,0,0.00613496932515337,0,0,0,0.00613496932515337,0,0,0,0,0.00306748466257669,0.00306748466257669,0.00306748466257669,0.00613496932515337,0.00920245398773006,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,101,0.168130489335006,0.0150564617314931,0.0351317440401506,0.0100376411543287,0.0426599749058971,0,0.00752823086574655,0,0.0702634880803011,0.00376411543287327,0.00752823086574655,0.0125470514429109,0.170639899623588,0.00752823086574655,0,0.00501882057716437,0.0200752823086575,0.0702634880803011,0.00250941028858218,0.00250941028858218,0,0.00752823086574655,0.00501882057716437,0,0.258469259723965,0,0,0.0200752823086575,0,0,0.0150564617314931,0.00250941028858218,0,0.00250941028858218,0.00752823086574655,0,0,0.00250941028858218,0,0.00752823086574655,0.00752823086574655,0,0,0.00250941028858218,0,0.00752823086574655,0,0,0,0,0,0,0,0,0.00250941028858218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,121,0.138743455497382,0.0183246073298429,0.0340314136125654,0.00261780104712042,0.0471204188481675,0,0.0209424083769634,0,0.0890052356020942,0,0.0130890052356021,0.0104712041884817,0.18848167539267,0.0104712041884817,0,0.00785340314136126,0.0235602094240838,0.0445026178010471,0.00785340314136126,0,0,0.00785340314136126,0.00785340314136126,0,0.235602094240838,0,0,0.0340314136125654,0.00261780104712042,0,0.00785340314136126,0,0.00261780104712042,0.00261780104712042,0.0157068062827225,0,0,0.00523560209424084,0,0.00261780104712042,0,0,0.00261780104712042,0,0.00261780104712042,0.00523560209424084,0,0,0.00523560209424084,0.00261780104712042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,142,0.032488628979857,0.0116959064327485,0.0363872644574399,0.0103963612735543,0.0350877192982456,0.00129954515919428,0.0272904483430799,0,0.120857699805068,0.000649772579597141,0.00779727095516569,0.0116959064327485,0.300194931773879,0.00779727095516569,0,0.0142949967511371,0.00779727095516569,0.0493827160493827,0,0,0,0.0142949967511371,0.00259909031838856,0,0.215724496426251,0,0,0.0389863547758285,0.00389863547758285,0,0.00649772579597141,0,0,0.00519818063677713,0.0142949967511371,0,0,0,0.00129954515919428,0.00389863547758285,0.00389863547758285,0,0,0.00129954515919428,0,0.00259909031838856,0.00129954515919428,0,0,0,0,0,0,0,0.00129954515919428,0,0,0.00129954515919428,0.00129954515919428,0.00519818063677713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,163,0.0174291938997821,0.0130718954248366,0.0239651416122004,0.0065359477124183,0.0305010893246187,0.0065359477124183,0.0174291938997821,0,0.150326797385621,0,0.0108932461873638,0.00871459694989107,0.261437908496732,0.00435729847494553,0,0.0196078431372549,0.0065359477124183,0.065359477124183,0,0.00435729847494553,0,0.0065359477124183,0.00217864923747277,0.00217864923747277,0.265795206971678,0,0,0.0326797385620915,0.00217864923747277,0,0.0065359477124183,0,0,0.00871459694989107,0.0108932461873638,0,0,0,0,0,0.00217864923747277,0,0,0,0,0.00871459694989107,0,0,0,0,0,0,0,0.00217864923747277,0,0,0,0,0,0,0.00217864923747277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,176,0,0.0118168389955687,0.0502215657311669,0.017725258493353,0.0502215657311669,0,0.0147710487444609,0,0.0974889217134417,0,0.0221565731166913,0.00295420974889217,0.357459379615953,0.00295420974889217,0,0.0265878877400295,0.00295420974889217,0.0443131462333826,0,0,0,0.017725258493353,0.00295420974889217,0,0.20384047267356,0,0,0.0295420974889217,0,0,0,0.00295420974889217,0.00295420974889217,0.00886262924667651,0.00886262924667651,0,0,0,0,0.00886262924667651,0.00590841949778434,0,0,0,0,0.00295420974889217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295420974889217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
