"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Carya","Cyperaceae","Fraxinus.nigra.type","Larix","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Pinus.undiff.","Populus.tremuloides.type","Quercus","Salix","Thalictrum","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Urtica.type","Vitis","Xanthium","Alnus","Juniperus.Thuja","Amorpha","Poaceae","Brassicaceae","Tidestromia.type","Acer.saccharum","Juglans.cinerea.type","Acer.negundo.type","Chenopodium.type","Celtis","Iva.annua.type","Corylus","Fraxinus.pennsylvanica.type","Ilex","Laportea.type","Fabaceae.undiff.","Lycopus.type","Pinus.subg..Pinus","Platanus","Juglans.nigra.type","Dracocephalum.type","Acer.rubrum","Melilotus.type","Pinus.subg..Strobus","Humulus.Cannabis.sativa","Vicia.type","Morus","Rumex","Zanthoxylum","Abies","Iva.xanthifolia.type","Salsola","Rosaceae.undiff.","Medicago","Polygonum.convolvulus","Ephedra.trifurca.type","Polygonum.lapathifolium.type","Tsuga","Stachys.type","Galium","Rhus","Cornus","Dalea","Castanea","Sarcobatus.vermiculatus","Apiaceae","Myrica","Potentilla.type","Campanula","Populus.undiff.","Phlox","Fraxinus.undiff.","Plantago","Ericaceae","Populus.balsamifera.type","Euphorbia.subg..Chamaesyce","Rhamnus","Acer.saccharinum.type","Ranunculus.type","Shepherdia.canadensis"
345,196,0.0201342281879195,0.0147651006711409,0.0375838926174497,0.00939597315436242,0.0375838926174497,0,0.0120805369127517,0,0.115436241610738,0.00268456375838926,0.0087248322147651,0.0147651006711409,0.228187919463087,0.00268456375838926,0.00268456375838926,0.0147651006711409,0.00536912751677852,0.0335570469798658,0.00805369127516779,0,0,0.0161073825503356,0.010738255033557,0,0.308724832214765,0,0,0.0375838926174497,0.00134228187919463,0.00134228187919463,0.00402684563758389,0.00134228187919463,0,0.0120805369127517,0.0120805369127517,0,0,0,0.00134228187919463,0.00604026845637584,0.00268456375838926,0,0,0.00134228187919463,0,0.00536912751677852,0,0,0,0.00134228187919463,0,0,0,0,0.00134228187919463,0,0,0.00134228187919463,0,0.00268456375838926,0,0.00134228187919463,0.00134228187919463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,218,0.0246636771300448,0.0134529147982063,0.0448430493273543,0.00896860986547085,0.0403587443946188,0,0.0246636771300448,0,0.132286995515695,0.00448430493273543,0.0269058295964126,0.015695067264574,0.280269058295964,0.00896860986547085,0,0.0179372197309417,0.00224215246636771,0.0538116591928251,0.00896860986547085,0,0,0.0224215246636771,0,0.00224215246636771,0.192825112107623,0,0,0.0246636771300448,0,0,0.00672645739910314,0,0,0.015695067264574,0.00448430493273543,0,0,0,0,0.00896860986547085,0.00672645739910314,0,0,0,0,0.00224215246636771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224215246636771,0.00224215246636771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,265,0.0161290322580645,0.0201612903225806,0.118951612903226,0.00806451612903226,0.0443548387096774,0,0,0,0.129032258064516,0.00100806451612903,0.0292338709677419,0.0181451612903226,0.310483870967742,0.0120967741935484,0,0.0141129032258065,0.00806451612903226,0.0504032258064516,0.00604838709677419,0,0,0.00604838709677419,0,0,0.131048387096774,0,0,0.0201612903225806,0.00403225806451613,0,0.00201612903225806,0,0,0.0181451612903226,0.00403225806451613,0,0,0,0,0.00604838709677419,0.00806451612903226,0,0,0,0,0.00604838709677419,0,0,0,0,0,0,0,0,0.00201612903225806,0,0,0,0,0.00201612903225806,0,0,0,0,0,0.00201612903225806,0.00201612903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,316,0.0147874306839187,0.0166358595194085,0.0702402957486137,0.00739371534195933,0.0258780036968577,0,0.00369685767097967,0,0.118299445471349,0,0.0129390018484288,0.011090573012939,0.358595194085028,0.011090573012939,0,0.022181146025878,0.00739371534195933,0.0591497227356747,0.00739371534195933,0,0,0.0147874306839187,0.00369685767097967,0,0.088724584103512,0,0,0.00739371534195933,0,0.00739371534195933,0.00369685767097967,0,0,0.0517560073937153,0.00739371534195933,0,0,0,0.0147874306839187,0.00369685767097967,0,0,0,0,0,0.0388170055452865,0,0,0,0,0,0,0,0,0.00739371534195933,0,0,0,0,0,0,0,0,0,0,0,0.00369685767097967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,344,0.0336538461538462,0.0264423076923077,0.0216346153846154,0.00240384615384615,0.0913461538461538,0.00961538461538462,0,0,0.0456730769230769,0.00480769230769231,0.0504807692307692,0,0.502403846153846,0.0168269230769231,0,0.00721153846153846,0.0144230769230769,0.00961538461538462,0,0,0,0.0192307692307692,0,0,0.0985576923076923,0,0,0.00240384615384615,0,0,0.00961538461538462,0,0,0.00961538461538462,0,0,0,0,0,0.00961538461538462,0.00240384615384615,0,0,0,0,0.00480769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240384615384615,0,0,0.00240384615384615,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0
425,404,0.0415647921760391,0.019559902200489,0.039119804400978,0.0097799511002445,0.0684596577017115,0.00244498777506112,0,0,0.0220048899755501,0,0.0476772616136919,0.00244498777506112,0.462102689486553,0.019559902200489,0,0.0097799511002445,0.0097799511002445,0.00488997555012225,0,0,0,0.0122249388753056,0.00488997555012225,0,0.132029339853301,0,0,0.00244498777506112,0.00244498777506112,0,0.0122249388753056,0.00488997555012225,0.00244498777506112,0.0097799511002445,0,0,0,0,0,0.0158924205378973,0.00488997555012225,0,0,0,0,0.0244498777506112,0,0,0,0,0,0.00244498777506112,0,0,0.00488997555012225,0,0,0,0,0.00244498777506112,0,0,0,0,0,0,0,0,0,0.00244498777506112,0,0,0,0,0,0,0,0,0,0,0,0
445,470,0.0428954423592493,0.0241286863270777,0.0294906166219839,0.00536193029490617,0.0509383378016086,0,0.00536193029490617,0,0.00268096514745308,0.00536193029490617,0.0402144772117962,0.00268096514745308,0.487935656836461,0.0160857908847185,0.00268096514745308,0.00268096514745308,0.0107238605898123,0.00536193029490617,0,0.00536193029490617,0,0.0214477211796247,0.00268096514745308,0,0.166219839142091,0,0,0,0,0,0.00536193029490617,0.00268096514745308,0,0.0241286863270777,0.00268096514745308,0.00268096514745308,0,0,0,0.00804289544235925,0.00268096514745308,0,0,0,0,0.00536193029490617,0,0,0,0,0,0,0,0,0.00268096514745308,0,0,0,0,0,0,0,0.00268096514745308,0.00536193029490617,0,0,0,0.00268096514745308,0,0,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0
485,618,0.0141010575793184,0.0211515863689777,0.0423031727379553,0.00235017626321974,0.0446533490011751,0,0,0,0.0188014101057579,0,0.0329024676850764,0,0.286721504112808,0.00235017626321974,0,0,0.00470035252643948,0.0117508813160987,0,0,0,0.0117508813160987,0,0,0.472385428907168,0,0,0,0,0,0.00470035252643948,0,0.00235017626321974,0.00235017626321974,0.00235017626321974,0,0,0,0,0.00940070505287897,0,0.00235017626321974,0,0.00235017626321974,0,0.00587544065804935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235017626321974,0,0,0,0,0,0,0,0,0,0,0
545,872,0.0284023668639053,0.0355029585798817,0.0331360946745562,0,0.0331360946745562,0.00236686390532544,0,0,0.0189349112426036,0,0.0106508875739645,0.00473372781065089,0.390532544378698,0,0,0.00946745562130178,0.00946745562130178,0.0189349112426036,0.00236686390532544,0.00236686390532544,0,0.0189349112426036,0.00236686390532544,0.00236686390532544,0.345562130177515,0,0,0.00236686390532544,0,0,0.00473372781065089,0,0,0,0,0,0,0,0,0.0118343195266272,0.00473372781065089,0,0,0.00236686390532544,0,0.00473372781065089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,1151,0.0224299065420561,0.0299065420560748,0.0186915887850467,0.00373831775700935,0.0299065420560748,0,0,0,0.0149532710280374,0,0.0224299065420561,0.00373831775700935,0.347663551401869,0.00747663551401869,0,0.00747663551401869,0.0149532710280374,0.00747663551401869,0,0,0,0.0224299065420561,0,0,0.403738317757009,0,0,0,0,0,0.00373831775700935,0,0.00373831775700935,0.00373831775700935,0.00373831775700935,0,0,0,0,0.00186915887850467,0,0,0,0,0,0.0186915887850467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00747663551401869,0,0,0,0,0,0,0,0,0,0
665,1445,0.0125130344108446,0.0229405630865485,0.0208550573514077,0.00417101147028154,0.0250260688216893,0,0,0,0.0291970802919708,0,0.0177267987486966,0.00208550573514077,0.327424400417101,0.00417101147028154,0.00208550573514077,0.00834202294056309,0.0145985401459854,0.0229405630865485,0,0,0,0.0125130344108446,0.00417101147028154,0,0.415015641293014,0,0,0.00834202294056309,0,0.00417101147028154,0.00834202294056309,0,0,0,0.00834202294056309,0,0,0,0,0.00417101147028154,0.00417101147028154,0.00208550573514077,0,0,0,0.00834202294056309,0.00208550573514077,0,0,0,0,0,0,0,0.00208550573514077,0,0,0,0,0,0,0,0,0,0,0,0.00208550573514077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,1740,0.0332594235033259,0.0155210643015521,0.0288248337028825,0.00221729490022173,0.0399113082039911,0.00221729490022173,0,0,0.0421286031042129,0,0.024390243902439,0,0.259423503325942,0.00221729490022173,0,0.00665188470066519,0.00886917960088692,0.0110864745011086,0,0,0,0.0110864745011086,0,0,0.492239467849224,0,0,0.00221729490022173,0,0,0,0,0.00221729490022173,0.00665188470066519,0.00443458980044346,0,0,0,0,0,0.00221729490022173,0,0,0,0,0.00221729490022173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,2023,0.0280210157618214,0.0175131348511384,0.0140105078809107,0,0.031523642732049,0,0,0,0.0140105078809107,0.00350262697022767,0.0192644483362522,0.010507880910683,0.304728546409807,0,0,0.00350262697022767,0.00350262697022767,0.0140105078809107,0,0,0,0.00350262697022767,0.00350262697022767,0,0.500875656742557,0,0.00350262697022767,0,0.00350262697022767,0,0,0,0,0,0.00350262697022767,0,0,0,0,0.00350262697022767,0,0.00350262697022767,0,0,0,0.010507880910683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,2283,0.0246212121212121,0.00568181818181818,0.0132575757575758,0.00189393939393939,0.0340909090909091,0,0,0,0.0170454545454545,0,0.0198863636363636,0.00189393939393939,0.28030303030303,0.00568181818181818,0.00568181818181818,0.00378787878787879,0.00568181818181818,0.00946969696969697,0,0,0,0.00568181818181818,0,0,0.541666666666667,0,0,0.00189393939393939,0,0,0.00568181818181818,0,0,0.00189393939393939,0.00378787878787879,0,0,0,0,0.00284090909090909,0,0,0,0,0,0.00757575757575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,2505,0.0100200400801603,0.0140280561122244,0.0200400801603206,0.00601202404809619,0.0360721442885772,0,0,0,0.0160320641282565,0,0.0340681362725451,0.00200400801603206,0.32064128256513,0.00601202404809619,0,0.00200400801603206,0.0100200400801603,0.0140280561122244,0,0,0,0.0200400801603206,0.00200400801603206,0,0.44689378757515,0,0,0.00801603206412826,0,0,0.00601202404809619,0.00200400801603206,0.00200400801603206,0.00200400801603206,0.00200400801603206,0,0,0,0,0.00200400801603206,0.00601202404809619,0,0,0,0,0.00801603206412826,0,0,0,0,0,0,0,0,0.00200400801603206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,2678,0.0387481371087928,0.0238450074515648,0.0238450074515648,0.0029806259314456,0.0327868852459016,0.00894187779433681,0,0,0.0327868852459016,0,0.0134128166915052,0.0029806259314456,0.482861400894188,0.00596125186289121,0,0.00596125186289121,0.0119225037257824,0.029806259314456,0,0,0,0.0208643815201192,0.00596125186289121,0,0.214605067064083,0,0,0.00894187779433681,0.0029806259314456,0,0.00596125186289121,0,0,0,0.00596125186289121,0,0,0,0,0.0029806259314456,0,0,0,0,0,0.0119225037257824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029806259314456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,2770,0.019672131147541,0.0426229508196721,0.039344262295082,0.00655737704918033,0.0360655737704918,0,0,0,0.059016393442623,0.00163934426229508,0.0245901639344262,0.0098360655737705,0.488524590163934,0.00327868852459016,0,0.00327868852459016,0.0131147540983607,0.0327868852459016,0,0.00327868852459016,0,0.0491803278688525,0.0098360655737705,0,0.108196721311475,0,0,0.0131147540983607,0.00327868852459016,0,0,0.00327868852459016,0,0.00327868852459016,0,0,0,0,0,0.0131147540983607,0,0,0,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00655737704918033,0,0,0,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0
1025,2813,0.0168302945301543,0.0252454417952314,0.0196353436185133,0.0112201963534362,0.0448807854137447,0.00280504908835905,0,0,0.0448807854137447,0,0.02945301542777,0.0140252454417952,0.513323983169706,0,0,0.0252454417952314,0.0112201963534362,0.0364656381486676,0,0,0,0.0196353436185133,0.0140252454417952,0,0.129032258064516,0,0,0.00561009817671809,0,0,0.0168302945301543,0,0,0,0.00841514726507714,0,0,0,0.00280504908835905,0.00280504908835905,0,0,0,0,0,0.00280504908835905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280504908835905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,2856,0.0294985250737463,0.0412979351032448,0.023598820058997,0,0.0383480825958702,0.0176991150442478,0,0,0.0648967551622419,0.00147492625368732,0.0398230088495575,0.00294985250737463,0.451327433628319,0.00294985250737463,0,0.00589970501474926,0.0176991150442478,0.0265486725663717,0.00589970501474926,0,0,0.0206489675516224,0.0088495575221239,0.00294985250737463,0.135693215339233,0,0,0.0147492625368732,0.00294985250737463,0,0.0088495575221239,0,0,0.00294985250737463,0,0,0,0,0,0.0088495575221239,0,0,0,0,0,0.0117994100294985,0,0,0,0,0,0,0,0,0.00294985250737463,0,0,0,0,0,0,0,0,0,0,0,0.00294985250737463,0.00294985250737463,0,0,0,0,0.00294985250737463,0,0,0,0,0,0,0,0,0
1065,2899,0.0513513513513514,0.0351351351351351,0.0162162162162162,0.00810810810810811,0.0459459459459459,0.00810810810810811,0,0.0027027027027027,0.0540540540540541,0,0.0351351351351351,0.0027027027027027,0.37027027027027,0.00540540540540541,0.0027027027027027,0.0108108108108108,0.0135135135135135,0.00810810810810811,0,0,0.00810810810810811,0.0216216216216216,0.0162162162162162,0.0027027027027027,0.2,0,0,0.0108108108108108,0.0027027027027027,0.0027027027027027,0.027027027027027,0,0,0,0.00540540540540541,0,0,0,0,0.00810810810810811,0.0027027027027027,0,0,0.00540540540540541,0,0.00540540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027027027027027,0,0,0,0,0.0027027027027027,0,0,0,0,0,0,0.0027027027027027,0.0027027027027027,0,0,0,0,0,0,0
1085,2944,0.0346820809248555,0.0346820809248555,0.0289017341040462,0.00867052023121387,0.0520231213872832,0.00289017341040462,0,0,0.0606936416184971,0,0.0260115606936416,0.0144508670520231,0.378612716763006,0,0,0.0173410404624277,0.0202312138728324,0.0173410404624277,0.00289017341040462,0.00289017341040462,0,0.0115606936416185,0.00289017341040462,0,0.219653179190751,0,0,0.023121387283237,0,0,0.0115606936416185,0,0.00289017341040462,0.00289017341040462,0.00289017341040462,0,0,0,0,0.0115606936416185,0,0,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289017341040462,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,2993,0.0420792079207921,0.0346534653465347,0.0148514851485149,0.0173267326732673,0.0321782178217822,0.0099009900990099,0,0,0.0618811881188119,0,0.0346534653465347,0.00742574257425743,0.353960396039604,0.00495049504950495,0,0.0198019801980198,0.0222772277227723,0.0198019801980198,0.00247524752475248,0.00247524752475248,0,0.0222772277227723,0,0.00495049504950495,0.24009900990099,0,0,0.0123762376237624,0.00742574257425743,0.00247524752475248,0.00742574257425743,0.00247524752475248,0,0.00247524752475248,0,0,0,0,0,0.0123762376237624,0.00247524752475248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247524752475248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,3046,0.0248447204968944,0.0372670807453416,0.015527950310559,0.0093167701863354,0.0248447204968944,0.0031055900621118,0,0,0.0559006211180124,0.0031055900621118,0.0434782608695652,0.0093167701863354,0.512422360248447,0.0062111801242236,0,0.0248447204968944,0.0217391304347826,0.0341614906832298,0,0,0,0.0062111801242236,0.0062111801242236,0,0.145962732919255,0,0,0.0062111801242236,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,3106,0.0290909090909091,0.016969696969697,0.016969696969697,0.00727272727272727,0.0339393939393939,0,0,0,0.0606060606060606,0.00242424242424242,0.023030303030303,0.00484848484848485,0.450909090909091,0.0121212121212121,0,0.00727272727272727,0.00484848484848485,0.0315151515151515,0,0.00242424242424242,0,0.0193939393939394,0.00484848484848485,0.00484848484848485,0.210909090909091,0,0,0.0096969696969697,0,0,0.00727272727272727,0,0,0.00242424242424242,0.00727272727272727,0,0,0,0,0.00484848484848485,0.0121212121212121,0,0,0,0,0.00484848484848485,0,0,0,0.00242424242424242,0,0,0,0,0.00242424242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242424242424242,0,0,0,0,0,0,0,0,0,0
