"sample.depths","sample.ages","Abies","Alnus.viridis.type","Betula","Cyperaceae","Larix","Picea","Asteraceae.subf..Asteroideae.undiff.","Pinus","Poaceae","Brassicaceae","Ericales.undiff.","Artemisia","Castanea","Epilobium","Quercus","Salix","Tsuga","Amaranthaceae","Caryophyllaceae","Rumex","Vaccinium","Cassiope.type","Acer.rubrum","Ambrosia.type","Populus","Rubus","Tofieldia","Empetrum","Prunus.pensylvanica","Ledum.Chamaedaphne.calyculata","Rosaceae.undiff.","Fabaceae","Ulmus","Saxifraga.type"
580,46,0.00481927710843374,0.151807228915663,0.224096385542169,0.0289156626506024,0.0072289156626506,0.527710843373494,0.00481927710843374,0.0265060240963855,0.0144578313253012,0.00240963855421687,0.0072289156626506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,317,0,0.135802469135802,0.114197530864198,0.0401234567901235,0.00925925925925926,0.632716049382716,0.0123456790123457,0.0123456790123457,0.0185185185185185,0,0.00308641975308642,0.00308641975308642,0.00308641975308642,0.00308641975308642,0.00308641975308642,0.00308641975308642,0.00308641975308642,0.00308641975308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,615,0,0.069047619047619,0.111904761904762,0.0404761904761905,0.00714285714285714,0.714285714285714,0.0119047619047619,0.0142857142857143,0.0142857142857143,0,0.00238095238095238,0,0,0,0,0.00238095238095238,0,0,0.00238095238095238,0.00476190476190476,0.00238095238095238,0.00238095238095238,0,0,0,0,0,0,0,0,0,0,0,0
610,858,0,0.0508474576271186,0.112994350282486,0.0169491525423729,0.0112994350282486,0.742937853107345,0.00282485875706215,0.0169491525423729,0.0282485875706215,0,0,0.00564971751412429,0,0.00282485875706215,0,0.00282485875706215,0,0,0.00282485875706215,0,0,0,0.00282485875706215,0,0,0,0,0,0,0,0,0,0,0
620,1121,0.00571428571428571,0.142857142857143,0.0885714285714286,0.00857142857142857,0.00857142857142857,0.722857142857143,0.00285714285714286,0.00571428571428571,0.00857142857142857,0,0,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0
630,1376,0,0.0517647058823529,0.12,0.0164705882352941,0.00705882352941176,0.748235294117647,0,0.0282352941176471,0.00941176470588235,0,0.00235294117647059,0.00235294117647059,0,0,0,0.00470588235294118,0,0.00235294117647059,0,0,0.00235294117647059,0.00235294117647059,0,0,0.00235294117647059,0,0,0,0,0,0,0,0,0
640,1631,0,0.0644490644490645,0.174636174636175,0.0145530145530146,0,0.706860706860707,0.00415800415800416,0.0166320166320166,0.0124740124740125,0,0,0.00207900207900208,0,0,0,0.00207900207900208,0,0,0,0,0,0,0,0,0,0.00207900207900208,0,0,0,0,0,0,0,0
650,1886,0.00241545893719807,0.070048309178744,0.140096618357488,0.0072463768115942,0.0144927536231884,0.727053140096618,0.00241545893719807,0.0193236714975845,0.0072463768115942,0,0,0,0,0.00241545893719807,0,0.00241545893719807,0,0,0,0,0,0,0,0,0.00241545893719807,0,0.00241545893719807,0,0,0,0,0,0,0
660,2141,0.00576368876080692,0.132564841498559,0.219020172910663,0.0172910662824208,0.00576368876080692,0.596541786743516,0,0.0115273775216138,0.00576368876080692,0,0,0,0,0,0,0.00576368876080692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,2462,0.010752688172043,0.187096774193548,0.154838709677419,0.00860215053763441,0.0129032258064516,0.608602150537634,0,0.0064516129032258,0.0064516129032258,0,0.0021505376344086,0,0,0,0,0,0,0.0021505376344086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,2782,0.00246913580246914,0.138271604938272,0.101234567901235,0.00987654320987654,0,0.71604938271605,0.00493827160493827,0.00740740740740741,0.0172839506172839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246913580246914,0,0,0,0,0,0,0,0,0
690,3103,0.008,0.176,0.149333333333333,0,0,0.64,0.00266666666666667,0.008,0.008,0,0,0,0,0,0,0.00266666666666667,0,0,0,0,0,0,0,0,0,0,0,0.00266666666666667,0.00266666666666667,0,0,0,0,0
700,3423,0.00914634146341463,0.201219512195122,0.152439024390244,0.0396341463414634,0,0.576219512195122,0.00304878048780488,0.00304878048780488,0.00914634146341463,0,0,0.00304878048780488,0,0,0,0.00304878048780488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,3743,0.00854700854700855,0.179487179487179,0.106837606837607,0.0128205128205128,0,0.670940170940171,0.00427350427350427,0.00427350427350427,0,0,0,0,0,0.00427350427350427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00427350427350427,0.00427350427350427,0,0,0
720,3975,0.0170731707317073,0.219512195121951,0.168292682926829,0.0121951219512195,0,0.558536585365854,0,0,0.0097560975609756,0,0,0.0024390243902439,0,0,0.0024390243902439,0.0024390243902439,0.0024390243902439,0.0024390243902439,0,0,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0
730,4117,0,0.183006535947712,0.15359477124183,0.00980392156862745,0,0.630718954248366,0.00326797385620915,0,0.0163398692810458,0,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0
740,4259,0.00626959247648903,0.22884012539185,0.225705329153605,0.00313479623824451,0.00626959247648903,0.517241379310345,0,0.00313479623824451,0.00626959247648903,0,0,0,0,0,0,0.00313479623824451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,4401,0.00634920634920635,0.13968253968254,0.184126984126984,0.00952380952380952,0,0.644444444444444,0.00317460317460317,0,0,0,0.00317460317460317,0.00634920634920635,0,0,0,0,0,0,0,0,0,0.00317460317460317,0,0,0,0,0,0,0,0,0,0,0,0
760,4543,0.0172413793103448,0.192528735632184,0.172413793103448,0.00574712643678161,0.0028735632183908,0.583333333333333,0.0028735632183908,0,0.0201149425287356,0,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,4685,0.0119402985074627,0.185074626865672,0.197014925373134,0.00895522388059702,0.00895522388059702,0.543283582089552,0.00597014925373134,0.00597014925373134,0.0149253731343284,0,0,0.00298507462686567,0,0.00298507462686567,0,0.00597014925373134,0,0,0,0,0,0,0,0.00298507462686567,0,0,0,0,0,0.00298507462686567,0,0,0,0
775,4756,0.00288184438040346,0.230547550432277,0.15850144092219,0.0144092219020173,0.00288184438040346,0.570605187319885,0.00288184438040346,0,0.00576368876080692,0,0,0,0,0,0,0.00864553314121038,0,0,0,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0,0,0
780,4827,0,0.249258160237389,0.166172106824926,0.0178041543026706,0.0118694362017804,0.534124629080119,0.0029673590504451,0.00593471810089021,0.0029673590504451,0,0,0.00593471810089021,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,4898,0.00549450549450549,0.206043956043956,0.217032967032967,0.010989010989011,0.00824175824175824,0.53021978021978,0.00274725274725275,0.0137362637362637,0,0,0,0,0,0,0,0.00274725274725275,0,0,0,0,0,0,0,0.00274725274725275,0,0,0,0,0,0,0,0,0,0
