"sample.depths","sample.ages","Acer.undiff.","Aquifoliaceae","Artemisia","Betula","Carya","Castanea","Fagus","Poaceae.undiff.","Larix","Plantago.undiff.","Platanus","Quercus","Rhus","Rumex","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Fraxinus","Juglans","Pinus","Viburnum","Lamiaceae","Saxifraga","Polygonum","Ranunculus","Acer.rubrum","Corylus","Cyperaceae","Geranium","Impatiens","Morus","Ostrya.Carpinus","Plantago.major","Plantago.lanceolata","Ribes","Salix","Sambucus","Myrica","Populus","Rosaceae","Solanaceae","Acer.saccharum","Acer.negundo","Cephalanthus","Cupressaceae","Ericaceae","Asteraceae.subf..Cichorioideae","Nyssa","Picea","Vitis","Liliaceae","Cornus","Amaranthaceae","Iris","Ailanthus","cf..Heteranthera","Liquidambar","Brassicaceae.type","Apiaceae","Zea","Fabaceae","Euphorbiaceae","cf..Opuntia","Humulus","Rhamnus","Portulacaceae","Scrophulariaceae","Urtica","Violaceae","cf..Verbascum","Celtis","Abies","Parthenocissus","Epilobium.type"
1,-25,0.04,0.00444444444444444,0.00444444444444444,0.0711111111111111,0.0266666666666667,0.00444444444444444,0.00888888888888889,0.0844444444444444,0.00888888888888889,0.00888888888888889,0.0133333333333333,0.368888888888889,0.00444444444444444,0.0488888888888889,0.00888888888888889,0.00444444444444444,0.0222222222222222,0.0266666666666667,0.0133333333333333,0.0977777777777778,0.0177777777777778,0.00444444444444444,0.0755555555555556,0.00444444444444444,0.00444444444444444,0.00888888888888889,0.00888888888888889,0.00444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,0.00634920634920635,0,0.092063492063492,0.0126984126984127,0.019047619047619,0.00634920634920635,0.101587301587302,0,0,0.0158730158730159,0.288888888888889,0.00634920634920635,0,0,0.00317460317460317,0.0222222222222222,0.0222222222222222,0.0476190476190476,0.104761904761905,0.0476190476190476,0.00634920634920635,0.0666666666666667,0.00634920634920635,0.00317460317460317,0,0,0.00317460317460317,0.0222222222222222,0.00634920634920635,0.00317460317460317,0.00317460317460317,0.00952380952380952,0.00317460317460317,0.00634920634920635,0.00317460317460317,0.00634920634920635,0.00317460317460317,0.00634920634920635,0.00634920634920635,0.00317460317460317,0.0222222222222222,0.00317460317460317,0.00634920634920635,0.00317460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,35,0,0.00338983050847458,0.00338983050847458,0.0949152542372881,0.0135593220338983,0.0101694915254237,0,0.105084745762712,0,0,0.0169491525423729,0.36271186440678,0.00338983050847458,0,0,0.0101694915254237,0.0101694915254237,0.00338983050847458,0.0305084745762712,0.0847457627118644,0.0372881355932203,0.0271186440677966,0.0610169491525424,0,0.00338983050847458,0,0.00338983050847458,0.00338983050847458,0.0169491525423729,0.00338983050847458,0,0,0.00677966101694915,0,0.00338983050847458,0,0,0.00338983050847458,0.00677966101694915,0,0,0.00338983050847458,0.00677966101694915,0,0,0.00338983050847458,0.00338983050847458,0.00338983050847458,0.00338983050847458,0.00338983050847458,0.00677966101694915,0.00338983050847458,0.00338983050847458,0.00338983050847458,0.00338983050847458,0.00677966101694915,0.00338983050847458,0.0101694915254237,0.00338983050847458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,58,0.0407239819004525,0.00452488687782805,0,0.0950226244343891,0.0180995475113122,0.00452488687782805,0.0180995475113122,0.0950226244343891,0,0.0135746606334842,0,0.289592760180996,0,0.0361990950226244,0,0.00452488687782805,0.0271493212669683,0.0180995475113122,0.0271493212669683,0.14027149321267,0.00904977375565611,0.0180995475113122,0.0678733031674208,0.0135746606334842,0.00904977375565611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00904977375565611,0,0,0,0,0,0,0,0,0,0,0,0.0135746606334842,0,0,0,0.00452488687782805,0,0,0,0.00904977375565611,0.0135746606334842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,73,0,0.019047619047619,0,0.0904761904761905,0.0285714285714286,0.00952380952380952,0.0142857142857143,0.0761904761904762,0,0,0,0.266666666666667,0,0.00952380952380952,0,0.00476190476190476,0.0238095238095238,0.0238095238095238,0.0571428571428571,0.128571428571429,0.0619047619047619,0.0238095238095238,0.0619047619047619,0,0,0,0,0,0.0142857142857143,0,0,0,0,0,0.00476190476190476,0,0.00952380952380952,0,0.0238095238095238,0,0.00476190476190476,0,0,0,0.00952380952380952,0,0,0,0,0,0,0.00476190476190476,0,0,0.00476190476190476,0,0,0,0,0.0142857142857143,0,0.00476190476190476,0.00476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,95,0,0.00273972602739726,0,0.0657534246575342,0.0246575342465753,0.0301369863013699,0,0.0876712328767123,0,0,0.00547945205479452,0.202739726027397,0.00273972602739726,0.00821917808219178,0,0.00273972602739726,0.0164383561643836,0.0191780821917808,0.0575342465753425,0.213698630136986,0.0328767123287671,0.0164383561643836,0.0328767123287671,0.010958904109589,0,0,0.00273972602739726,0.00273972602739726,0.0136986301369863,0,0.0164383561643836,0,0,0,0.0136986301369863,0,0.00273972602739726,0,0.010958904109589,0.00547945205479452,0,0.0191780821917808,0.00547945205479452,0.0191780821917808,0.00273972602739726,0,0.0136986301369863,0.00273972602739726,0,0,0,0,0.00547945205479452,0.00547945205479452,0,0,0.00273972602739726,0,0,0,0.00273972602739726,0.00547945205479452,0,0.00821917808219178,0.00273972602739726,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0
37,110,0,0.0032626427406199,0,0.0489396411092985,0.0130505709624796,0.0522022838499184,0.0293637846655791,0.0880913539967374,0,0,0.0032626427406199,0.169657422512235,0,0.0293637846655791,0.0032626427406199,0.0473083197389886,0.0065252854812398,0.0032626427406199,0.137030995106036,0.185970636215334,0.0163132137030995,0.0163132137030995,0.0619902120717781,0,0.0032626427406199,0,0,0,0,0,0,0,0,0,0.0163132137030995,0.0065252854812398,0.0032626427406199,0,0.0097879282218597,0,0,0,0.0065252854812398,0,0.0065252854812398,0,0,0,0.0032626427406199,0,0.0032626427406199,0,0,0,0,0.0065252854812398,0,0,0,0,0.0032626427406199,0.0032626427406199,0.0032626427406199,0,0,0,0.0065252854812398,0.0032626427406199,0,0,0,0,0,0,0,0,0
41,125,0,0.00303030303030303,0,0.0272727272727273,0.0151515151515152,0.0575757575757576,0.0151515151515152,0.1,0,0,0.00303030303030303,0.293939393939394,0.00303030303030303,0.0272727272727273,0,0.0272727272727273,0.0151515151515152,0.00606060606060606,0.121212121212121,0.124242424242424,0.0303030303030303,0,0.0454545454545455,0,0,0,0,0,0.00606060606060606,0.00303030303030303,0.00606060606060606,0,0,0,0.00909090909090909,0,0,0,0.00303030303030303,0.00606060606060606,0,0,0,0.00606060606060606,0.00909090909090909,0,0.00606060606060606,0.0181818181818182,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0.00303030303030303,0,0,0,0,0,0,0.00303030303030303,0,0,0,0,0,0,0,0,0,0
43,133,0.00294985250737463,0.00589970501474926,0,0.0324483775811209,0.0206489675516224,0.0973451327433628,0.0117994100294985,0.079646017699115,0,0,0,0.262536873156342,0,0.023598820058997,0,0.023598820058997,0.00589970501474926,0,0.147492625368732,0.0914454277286136,0.0147492625368732,0.00589970501474926,0.0648967551622419,0,0,0,0,0.00294985250737463,0,0,0.0088495575221239,0,0,0.0088495575221239,0.0088495575221239,0,0,0,0.00294985250737463,0,0,0.0088495575221239,0.0206489675516224,0.00294985250737463,0,0.00294985250737463,0,0.00589970501474926,0,0,0,0,0,0.00294985250737463,0.00294985250737463,0,0,0,0,0,0,0.00294985250737463,0,0,0,0,0.00589970501474926,0,0.00294985250737463,0.00294985250737463,0.0088495575221239,0.00589970501474926,0,0,0,0,0
46,144,0.0155440414507772,0.00518134715025907,0,0.0621761658031088,0.0259067357512953,0.0207253886010363,0,0.0829015544041451,0.0155440414507772,0,0,0.27979274611399,0,0,0,0.077720207253886,0.0103626943005181,0.0155440414507772,0.113989637305699,0.0673575129533679,0.0155440414507772,0.0103626943005181,0.103626943005181,0,0.00518134715025907,0,0,0,0,0,0,0,0,0,0.0207253886010363,0,0,0,0.0155440414507772,0,0,0,0,0,0,0,0,0.00518134715025907,0,0,0,0.00518134715025907,0,0,0,0.00518134715025907,0,0,0,0.00518134715025907,0,0,0,0,0,0,0,0,0,0,0.00518134715025907,0.00518134715025907,0.00518134715025907,0,0,0,0
51,163,0,0.00289855072463768,0,0.0463768115942029,0.0434782608695652,0.072463768115942,0.0231884057971014,0.0289855072463768,0,0.00289855072463768,0.00289855072463768,0.310144927536232,0,0.0231884057971014,0,0.0492753623188406,0.0144927536231884,0.00869565217391304,0.191304347826087,0.0376811594202899,0.0115942028985507,0.00579710144927536,0.0579710144927536,0,0,0,0.00289855072463768,0.00289855072463768,0,0,0.00289855072463768,0,0,0,0.00579710144927536,0,0,0,0.0115942028985507,0,0,0.00579710144927536,0,0.00579710144927536,0.00579710144927536,0,0,0,0.00289855072463768,0,0.00289855072463768,0,0,0,0,0,0,0.00289855072463768,0,0,0,0,0,0.00869565217391304,0,0,0,0,0,0,0,0.00289855072463768,0,0.00289855072463768,0,0,0
58,189,0.00315457413249211,0,0.00315457413249211,0.0441640378548896,0.0536277602523659,0.0694006309148265,0.0441640378548896,0.00946372239747634,0.00315457413249211,0,0,0.359621451104101,0.00315457413249211,0.00946372239747634,0.0126182965299685,0.0378548895899054,0.0157728706624606,0,0.141955835962145,0.0126182965299685,0.0157728706624606,0.00315457413249211,0.0725552050473186,0,0,0,0,0,0,0,0,0,0,0,0.00315457413249211,0,0,0,0.0126182965299685,0.00315457413249211,0,0,0.00315457413249211,0,0,0,0,0.00630914826498423,0.00315457413249211,0,0.0220820189274448,0.00630914826498423,0,0.00946372239747634,0,0,0,0,0,0,0.00315457413249211,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0,0.00315457413249211,0.00315457413249211,0.00315457413249211
