"depth","best.age","min.age","max.age"
5,1,-53,53
20,29,-13,72
40,67,23,109
56,97,40,151
60,376,281,467
94,1106,895,1291
154,1718,1512,1923
194,2125,1878,2360
214,2329,2057,2588
254,2736,2399,3050
294,3144,2741,3549
314,3348,2913,3787
334,3567,3162,3939
374,4006,3677,4316
394,4226,3927,4516
414,4446,4167,4720
434,4666,4396,4932
454,4886,4611,5149
474,5106,4826,5378
484,5216,4932,5493
494,5326,5037,5610
504,5436,5136,5726
514,5546,5234,5848
523,5737,5436,6029
534,6366,6137,6585
540,6709,6491,6918
544,6938,6706,7148
550,7296,7027,7527
554,7587,7339,7802
557,7805,7572,8010
559,7950,7728,8150
564,8313,8111,8500
569,8676,8491,8852
574,9040,8865,9209
579,9403,9233,9570
584,9766,9596,9938
589,10129,9950,10310
594,10492,10296,10689
599,10856,10638,11073
604,11028,10745,11323
609,11200,10763,11672
614,11372,10771,12045
623,11730,11183,12331
634,12166,11635,12759
641,12444,11882,13076
648,12722,12120,13437
654,12960,12311,13767
674,13753,12845,14913
694,NA,NA,NA
714,NA,NA,NA
734,NA,NA,NA
754,NA,NA,NA
774,NA,NA,NA
794,NA,NA,NA
