"sample.depths","sample.ages","Artemisia","Betula","Cupressaceae","Cyperaceae","Epilobium","Ericaceae","Larix","Oxyria.digyna","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Salix","Asteraceae.subf..Asteroideae.undiff.","Alnus.incana","Ambrosia","Alnus.viridis","Myrica","Amaranthaceae","Poaceae","Acer","Fagus","Ulmus","Caryophyllaceae","Asteraceae.subf..Cichorioideae","Fabaceae","Polygonum.viviparum","Ranunculaceae.undiff.","Tsuga","Rosaceae.undiff.","Populus","Plantago","Potentilla","Castanea","Fraxinus","Cornus.canadensis","Abies","Carya","Ostrya.type","Platanus","Rubiaceae","Thalictrum","Shepherdia.canadensis"
0,-42,0.0160284951024043,0.188780053428317,0.00712377560106857,0.163846838824577,0.00178094390026714,0.0160284951024043,0.00534283170080142,0.00178094390026714,0.242208370436331,0.0658949243098842,0.00356188780053428,0.0151380231522707,0.00356188780053428,0.00178094390026714,0.0231522707034728,0.0356188780053428,0.00356188780053428,0.0178094390026714,0.117542297417631,0.00178094390026714,0.01246660730187,0.0552092609082814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,152,0.0289330922242315,0.220614828209765,0.0180831826401447,0.166365280289331,0,0.027124773960217,0.00180831826401447,0,0.260397830018083,0.0253164556962025,0,0.0054249547920434,0,0,0.0144665461121157,0.0343580470162749,0.00180831826401447,0.0216998191681736,0.0994575045207957,0,0.0054249547920434,0.0669077757685353,0.00180831826401447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,303,0.0316622691292876,0.200527704485488,0.00351802990325418,0.186455584872471,0,0.0228671943711522,0,0,0.202286719437115,0.0650835532102023,0,0.0114335971855761,0.00527704485488127,0,0.0211081794195251,0.038698328935796,0,0.0158311345646438,0.114335971855761,0,0.00175901495162709,0.0738786279683377,0.00175901495162709,0.00175901495162709,0.00175901495162709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,450,0.0256663376110563,0.197433366238894,0.00592300098716683,0.148075024679171,0,0.035538005923001,0,0,0.249753208292201,0.0315893385982231,0,0.00197433366238894,0.00197433366238894,0,0.0236920039486673,0.0493583415597236,0,0.00789733464955577,0.116485686080948,0,0.00592300098716683,0.0927936821322804,0,0,0.00197433366238894,0.00394866732477789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,594,0.0432432432432432,0.21981981981982,0.0108108108108108,0.162162162162162,0,0.0234234234234234,0.0072072072072072,0,0.195495495495495,0.0594594594594595,0.0036036036036036,0.0153153153153153,0.0018018018018018,0,0.0234234234234234,0.0396396396396396,0,0.0126126126126126,0.0936936936936937,0,0.0036036036036036,0.0792792792792793,0,0,0,0,0.0018018018018018,0.0018018018018018,0.0018018018018018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.5,735,0.0247383444338725,0.196003805899144,0.00570884871550904,0.154138915318744,0,0.0380589914367269,0.00190294957183635,0,0.291151284490961,0.0323501427212179,0,0.00285442435775452,0.00190294957183635,0,0.0304471931493815,0.0399619410085633,0,0.0209324452901998,0.0799238820171266,0,0.0114176974310181,0.0647002854424358,0,0,0,0,0,0,0,0.00190294957183635,0.00190294957183635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.5,872,0.0313725490196078,0.180392156862745,0.00980392156862745,0.131372549019608,0,0.0176470588235294,0,0,0.357843137254902,0.0313725490196078,0,0.00686274509803922,0.00196078431372549,0,0.00784313725490196,0.0215686274509804,0.00196078431372549,0.0117647058823529,0.127450980392157,0,0.00196078431372549,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.5,1007,0.0222428174235403,0.231696014828545,0.0148285449490269,0.046339202965709,0.00185356811862836,0.025949953660797,0,0,0.344763670064875,0.0426320667284523,0.00185356811862836,0.0046339202965709,0.00185356811862836,0,0.0111214087117702,0.0296570898980538,0.00556070435588508,0.0092678405931418,0.126042632066728,0,0.00556070435588508,0.072289156626506,0,0,0.00185356811862836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.5,1073,0.025,0.2,0.0147058823529412,0.108823529411765,0,0.0132352941176471,0.00294117647058824,0,0.328676470588235,0.0661764705882353,0.00294117647058824,0.0125,0.00147058823529412,0,0.0147058823529412,0.025,0.00441176470588235,0.0088235294117647,0.0970588235294118,0,0.0088235294117647,0.0485294117647059,0,0,0.00147058823529412,0,0,0,0,0,0,0.00147058823529412,0.0102941176470588,0.00147058823529412,0.00147058823529412,0,0,0,0,0,0,0,0,0,0
18.5,1267,0.0134874759152216,0.175337186897881,0.00770712909441233,0.140655105973025,0.00192678227360308,0.0192678227360308,0.00192678227360308,0,0.317919075144509,0.0308285163776493,0,0.00385356454720617,0.00192678227360308,0,0.023121387283237,0.0520231213872832,0,0.00770712909441233,0.111753371868979,0,0.00192678227360308,0.0867052023121387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192678227360308,0,0,0,0,0,0,0,0,0
21.5,1454,0.0213178294573643,0.213178294573643,0.00775193798449612,0.145348837209302,0.00193798449612403,0.0232558139534884,0.00387596899224806,0,0.292635658914729,0.0251937984496124,0,0.00387596899224806,0.00193798449612403,0,0.0213178294573643,0.0465116279069767,0.00581395348837209,0.00387596899224806,0.116279069767442,0,0.00193798449612403,0.060077519379845,0,0,0.00193798449612403,0,0,0,0,0.00193798449612403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.5,1636,0.0291345329905741,0.176520994001714,0.0154241645244216,0.12853470437018,0.00171379605826907,0.0205655526992288,0.00171379605826907,0,0.261353898886033,0.0908311910882605,0.0051413881748072,0.0102827763496144,0.00342759211653813,0,0.0239931448157669,0.0445586975149957,0.0051413881748072,0.0051413881748072,0.113110539845758,0,0.00342759211653813,0.0582690659811482,0,0,0,0,0,0,0,0.00171379605826907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.5,1870,0.0210526315789474,0.176076555023923,0.0172248803827751,0.135885167464115,0,0.0210526315789474,0,0,0.334928229665072,0.0344497607655502,0,0.00669856459330144,0,0,0.0229665071770335,0.0267942583732057,0.00191387559808612,0.00574162679425837,0.111004784688995,0,0.00191387559808612,0.076555023923445,0,0,0,0,0,0,0,0.00191387559808612,0,0,0,0,0,0,0.00382775119617225,0,0,0,0,0,0,0,0
32,2067,0.0224047796863331,0.183719193427931,0.0104555638536221,0.13293502613891,0.00298730395817774,0.0149365197908887,0.00149365197908887,0,0.309932785660941,0.0836445108289769,0.00448095593726662,0.00746825989544436,0.00298730395817774,0,0.0179238237490665,0.0253920836445108,0,0.0104555638536221,0.100074682598954,0,0,0.0657206870799104,0,0,0,0,0,0,0,0,0.00149365197908887,0,0,0,0,0,0,0.00149365197908887,0,0,0,0,0,0,0
36.5,2311,0.0337711069418387,0.138836772983114,0.00187617260787992,0.170731707317073,0.00375234521575985,0.0112570356472795,0,0,0.376172607879925,0.0469043151969981,0,0.000938086303939962,0,0,0.024390243902439,0.024390243902439,0.00187617260787992,0.0112570356472795,0.112570356472795,0,0,0.0375234521575985,0,0,0,0,0,0,0,0.00187617260787992,0,0,0,0,0,0,0,0.00187617260787992,0,0,0,0,0,0,0
40.5,2520,0.0284900284900285,0.233618233618234,0.0151946818613485,0.0740740740740741,0,0.0151946818613485,0.00189933523266857,0,0.358974358974359,0.0455840455840456,0,0.00854700854700855,0,0,0.0189933523266857,0.0322886989553656,0.00189933523266857,0.00189933523266857,0.125356125356125,0,0.00189933523266857,0.0341880341880342,0,0.00189933523266857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.5,2723,0.0115273775216138,0.174831892411143,0.0134486071085495,0.130643611911623,0,0.0172910662824208,0,0,0.416906820365034,0.0134486071085495,0,0.00288184438040346,0.00192122958693564,0,0.0153698366954851,0.0326609029779059,0,0.00192122958693564,0.111431316042267,0,0,0.0499519692603266,0,0,0,0,0,0,0,0.00384245917387128,0,0,0,0,0,0,0,0.00192122958693564,0,0,0,0,0,0,0
48,2895,0.0132841328413284,0.206642066420664,0.0236162361623616,0.112177121771218,0,0.0162361623616236,0,0,0.317343173431734,0.03690036900369,0.0044280442804428,0.00664206642066421,0.0029520295202952,0,0.0103321033210332,0.0339483394833948,0.0029520295202952,0.0132841328413284,0.146125461254613,0,0,0.0487084870848708,0,0,0,0,0,0,0,0,0,0,0.0044280442804428,0,0,0,0,0,0,0,0,0,0,0,0
