"sample.depths","sample.ages","Artemisia","Betula","Carya","Asteraceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Juglans.cinerea","Juglans.nigra","Ostrya.Carpinus","Platanus","Quercus","Salix","Tilia","Ulmus","Ambrosia","Pinus","Amaranthaceae","Poaceae","Dalea","Acer.saccharum","Fraxinus.nigra","Fraxinus.pennsylvanica","Abies","Alnus","Picea","Larix","Amorpha"
0,-29,0.0285035629453682,0.0166270783847981,0.0118764845605701,0.0142517814726841,0.00475059382422803,0.00237529691211401,0.0285035629453682,0.00475059382422803,0.00237529691211401,0.00950118764845606,0.0142517814726841,0.209026128266033,0.00712589073634204,0.00475059382422803,0.0403800475059382,0.32541567695962,0.0712589073634204,0.0593824228028504,0.128266033254157,0.00237529691211401,0.00475059382422803,0.00237529691211401,0.00712589073634204,0,0,0,0,0
10,23,0.0276243093922652,0.0248618784530387,0.0110497237569061,0.0331491712707182,0.00276243093922652,0,0.0359116022099447,0,0.00552486187845304,0.0138121546961326,0.00276243093922652,0.162983425414365,0.00828729281767956,0.00828729281767956,0.0441988950276243,0.395027624309392,0.0773480662983425,0.0441988950276243,0.080110497237569,0,0,0,0.0110497237569061,0.00276243093922652,0.00828729281767956,0,0,0
20,74,0.0314285714285714,0.0257142857142857,0.0171428571428571,0.0171428571428571,0.00857142857142857,0.00571428571428571,0.0457142857142857,0.00285714285714286,0.0114285714285714,0.00571428571428571,0.00285714285714286,0.177142857142857,0.00285714285714286,0.00571428571428571,0.0257142857142857,0.38,0.0457142857142857,0.0485714285714286,0.114285714285714,0,0,0,0.0171428571428571,0,0.00571428571428571,0.00285714285714286,0,0
30,187,0.0442708333333333,0.0130208333333333,0.046875,0.0364583333333333,0.0104166666666667,0.00520833333333333,0.0651041666666667,0.0078125,0.00520833333333333,0.015625,0.0130208333333333,0.348958333333333,0.00260416666666667,0.0078125,0.0390625,0.125,0.0859375,0.015625,0.0833333333333333,0,0.00520833333333333,0.00520833333333333,0.0104166666666667,0,0.0078125,0,0,0
40,360,0.0364741641337386,0.0425531914893617,0.0303951367781155,0.0303951367781155,0.0060790273556231,0.00303951367781155,0.0699088145896656,0.0151975683890578,0.00303951367781155,0.0151975683890578,0.0212765957446809,0.264437689969605,0.00911854103343465,0,0.0395136778115502,0.164133738601824,0.103343465045593,0.0212765957446809,0.103343465045593,0,0,0.00303951367781155,0.00303951367781155,0,0.00911854103343465,0.00303951367781155,0.00303951367781155,0
60,706,0.0698324022346369,0.0335195530726257,0.00279329608938547,0.0474860335195531,0.00558659217877095,0.00279329608938547,0.111731843575419,0,0.00279329608938547,0.00279329608938547,0.0167597765363128,0.268156424581006,0.00837988826815642,0.00279329608938547,0.0111731843575419,0.111731843575419,0.120111731843575,0.0195530726256983,0.136871508379888,0.00279329608938547,0.00279329608938547,0,0.00558659217877095,0,0.00558659217877095,0.00279329608938547,0,0.00558659217877095
80,1052,0.0728291316526611,0.0364145658263305,0.00280112044817927,0.0392156862745098,0,0.00840336134453781,0.0728291316526611,0,0.0112044817927171,0.00560224089635854,0.0168067226890756,0.288515406162465,0.00560224089635854,0.00560224089635854,0.0112044817927171,0.0980392156862745,0.11484593837535,0.030812324929972,0.151260504201681,0,0.00280112044817927,0.00280112044817927,0.00280112044817927,0,0.0168067226890756,0.00280112044817927,0,0
100,1350,0.0518292682926829,0.0274390243902439,0.0121951219512195,0.0304878048780488,0.00304878048780488,0.00609756097560976,0.134146341463415,0.00914634146341463,0,0.00304878048780488,0.00914634146341463,0.219512195121951,0.00914634146341463,0,0.0121951219512195,0.134146341463415,0.13719512195122,0.0274390243902439,0.152439024390244,0.00609756097560976,0,0,0.00304878048780488,0,0.00914634146341463,0.00304878048780488,0,0
120,1523,0.0732394366197183,0.0225352112676056,0.0112676056338028,0.0450704225352113,0,0,0.0732394366197183,0,0.00845070422535211,0.00845070422535211,0.0112676056338028,0.270422535211268,0.0028169014084507,0.00563380281690141,0.0169014084507042,0.126760563380282,0.169014084507042,0.0225352112676056,0.115492957746479,0.0028169014084507,0.0028169014084507,0,0.0028169014084507,0,0.00845070422535211,0,0,0
140,1695,0.0588235294117647,0.0352941176470588,0.00294117647058824,0.0411764705882353,0.00294117647058824,0.0088235294117647,0.108823529411765,0,0.00294117647058824,0.0088235294117647,0.0147058823529412,0.332352941176471,0.00294117647058824,0,0.0264705882352941,0.088235294117647,0.1,0.0382352941176471,0.102941176470588,0,0.00588235294117647,0,0.0088235294117647,0,0.00588235294117647,0.00294117647058824,0,0
160,1868,0.0631868131868132,0.0192307692307692,0.021978021978022,0.0384615384615385,0,0.00549450549450549,0.0659340659340659,0,0.00824175824175824,0.00824175824175824,0.0137362637362637,0.260989010989011,0.00549450549450549,0.00824175824175824,0.021978021978022,0.115384615384615,0.118131868131868,0.043956043956044,0.159340659340659,0.00274725274725275,0.00274725274725275,0.00549450549450549,0,0,0.010989010989011,0,0,0
180,2040,0.0759162303664921,0.0392670157068063,0.00785340314136126,0.0785340314136126,0.0104712041884817,0,0.094240837696335,0.00523560209424084,0,0.00785340314136126,0.0157068062827225,0.243455497382199,0.00785340314136126,0.00785340314136126,0.0157068062827225,0.0706806282722513,0.157068062827225,0.0235602094240838,0.117801047120419,0,0,0.00261780104712042,0.00785340314136126,0,0.00523560209424084,0.00523560209424084,0,0
200,2226,0.0646153846153846,0.0246153846153846,0.0215384615384615,0.0338461538461538,0.00923076923076923,0.00307692307692308,0.0707692307692308,0.00615384615384615,0,0.0123076923076923,0.0307692307692308,0.295384615384615,0,0.00615384615384615,0.0215384615384615,0.0953846153846154,0.110769230769231,0.0307692307692308,0.135384615384615,0,0.00615384615384615,0.00307692307692308,0.00307692307692308,0,0.0153846153846154,0,0,0
220,2447,0.0688836104513064,0.0166270783847981,0.0237529691211401,0.0237529691211401,0.00712589073634204,0.00237529691211401,0.0855106888361045,0.00475059382422803,0.00237529691211401,0.00950118764845606,0.0118764845605701,0.334916864608076,0,0.00950118764845606,0.0332541567695962,0.106888361045131,0.121140142517815,0.0213776722090261,0.0926365795724466,0.00475059382422803,0.00237529691211401,0,0.00475059382422803,0,0.00950118764845606,0,0,0.00237529691211401
240,2669,0.0619834710743802,0.0330578512396694,0.0165289256198347,0.00826446280991736,0.0165289256198347,0,0.0661157024793388,0.012396694214876,0,0.0289256198347107,0.00413223140495868,0.264462809917355,0.00413223140495868,0.00413223140495868,0.0289256198347107,0.173553719008264,0.0785123966942149,0.0289256198347107,0.12396694214876,0,0.0206611570247934,0,0.0165289256198347,0,0.00413223140495868,0.00413223140495868,0,0
260,2890,0.0609756097560976,0.0121951219512195,0.0213414634146341,0.0548780487804878,0.00609756097560976,0.00304878048780488,0.0884146341463415,0,0.0121951219512195,0.0121951219512195,0.0121951219512195,0.216463414634146,0,0.00609756097560976,0.0365853658536585,0.121951219512195,0.176829268292683,0.0274390243902439,0.109756097560976,0.00304878048780488,0,0.00304878048780488,0.00609756097560976,0,0.00914634146341463,0,0,0
280,3111,0.0572207084468665,0.0245231607629428,0.00544959128065395,0.0354223433242507,0,0.0163487738419619,0.0762942779291553,0.00272479564032698,0.00272479564032698,0.0108991825613079,0.0354223433242507,0.239782016348774,0,0,0.0408719346049046,0.11716621253406,0.14441416893733,0.0108991825613079,0.152588555858311,0,0.00272479564032698,0.00272479564032698,0.00272479564032698,0,0.0136239782016349,0.00544959128065395,0,0
300,3324,0.0797872340425532,0.0265957446808511,0.00797872340425532,0.0558510638297872,0,0.0186170212765957,0.074468085106383,0.00531914893617021,0.00265957446808511,0.0265957446808511,0.0186170212765957,0.196808510638298,0.00531914893617021,0.00531914893617021,0.0345744680851064,0.111702127659574,0.132978723404255,0.0345744680851064,0.132978723404255,0,0,0,0.0106382978723404,0,0.0159574468085106,0.00265957446808511,0,0
320,3513,0.100529100529101,0.0185185185185185,0.0105820105820106,0.0555555555555556,0,0.0105820105820106,0.108465608465608,0.00264550264550265,0.00529100529100529,0.0105820105820106,0.0105820105820106,0.134920634920635,0.0132275132275132,0.00529100529100529,0.0343915343915344,0.0925925925925926,0.119047619047619,0.08994708994709,0.148148148148148,0.00264550264550265,0.00529100529100529,0,0.00264550264550265,0,0.0132275132275132,0.00529100529100529,0,0
340,3701,0.0726744186046512,0.0145348837209302,0.00290697674418605,0.063953488372093,0.00290697674418605,0.00872093023255814,0.133720930232558,0,0.00290697674418605,0,0.0116279069767442,0.197674418604651,0.00872093023255814,0.00581395348837209,0.0319767441860465,0.0959302325581395,0.13953488372093,0.0290697674418605,0.156976744186047,0,0,0,0,0,0.00872093023255814,0.0116279069767442,0,0
360,3890,0.0914127423822715,0.0138504155124654,0.0304709141274238,0.03601108033241,0,0.00831024930747922,0.0581717451523546,0.00554016620498615,0.0110803324099723,0.0332409972299169,0.00831024930747922,0.199445983379501,0.00277008310249307,0.00554016620498615,0.0277008310249307,0.141274238227147,0.138504155124654,0.0443213296398892,0.127423822714681,0,0,0,0,0,0.0110803324099723,0.00554016620498615,0,0
380,4078,0.0790960451977401,0.0141242937853107,0.0141242937853107,0.0706214689265537,0,0.0112994350282486,0.096045197740113,0,0.00282485875706215,0.00282485875706215,0.019774011299435,0.132768361581921,0.00564971751412429,0.00282485875706215,0.0451977401129944,0.175141242937853,0.0932203389830508,0.0790960451977401,0.141242937853107,0,0,0,0.00282485875706215,0,0.0112994350282486,0,0,0
400,4291,0.0260223048327138,0.0743494423791822,0.0148698884758364,0.0631970260223048,0.00371747211895911,0.00371747211895911,0.00371747211895911,0.00371747211895911,0.0111524163568773,0.00743494423791822,0.00371747211895911,0.178438661710037,0.00371747211895911,0.0148698884758364,0.0223048327137546,0.349442379182156,0.0297397769516729,0.0223048327137546,0.152416356877323,0,0,0,0,0,0.0111524163568773,0,0,0
420,4577,0.11044776119403,0.017910447761194,0.0149253731343284,0.0477611940298507,0.0149253731343284,0.0119402985074627,0.0746268656716418,0.00298507462686567,0.00597014925373134,0.00895522388059702,0.00298507462686567,0.13134328358209,0.00597014925373134,0.00298507462686567,0.0119402985074627,0.223880597014925,0.0805970149253731,0.0208955223880597,0.185074626865672,0,0,0.00298507462686567,0.0149253731343284,0,0.00597014925373134,0,0,0
440,4863,0.0625,0.01875,0,0.0625,0,0.01875,0.078125,0,0,0.00625,0.00625,0.15,0.00625,0.003125,0.00625,0.2875,0.06875,0.034375,0.16875,0,0.003125,0.003125,0.009375,0,0.003125,0,0,0.003125
460,5149,0.087463556851312,0.0087463556851312,0.00291545189504373,0.0583090379008746,0.00291545189504373,0.0116618075801749,0.0816326530612245,0,0,0,0.0145772594752187,0.163265306122449,0.0087463556851312,0,0.0233236151603499,0.160349854227405,0.119533527696793,0.0291545189504373,0.198250728862974,0,0.00291545189504373,0.00583090379008746,0.00291545189504373,0,0.00291545189504373,0.00583090379008746,0,0.0087463556851312
480,5435,0.122448979591837,0.00583090379008746,0.0116618075801749,0.0524781341107872,0,0.0145772594752187,0.0932944606413994,0,0.00583090379008746,0.00583090379008746,0.0087463556851312,0.122448979591837,0.0145772594752187,0,0.0204081632653061,0.163265306122449,0.113702623906706,0.0699708454810496,0.154518950437318,0,0,0.00291545189504373,0.0087463556851312,0,0.00291545189504373,0.00583090379008746,0,0
500,5738,0.105919003115265,0.00623052959501558,0.00623052959501558,0.0498442367601246,0,0,0.0965732087227414,0.00311526479750779,0.00311526479750779,0.00623052959501558,0.0124610591900312,0.121495327102804,0,0,0.0186915887850467,0.165109034267913,0.127725856697819,0.0560747663551402,0.196261682242991,0,0.00311526479750779,0,0.00311526479750779,0,0.00623052959501558,0.00934579439252336,0,0.00311526479750779
