"depth","best.age","min.age","max.age"
1,-41,-43,-39
3,-32,-33,-30
5,-23,-26,-22
7,-15,-18,-12
9,-6,-10,-3
11,2,-2,7
13,11,6,16
15,20,13,25
17,28,21,35
19,37,29,45
21,46,38,55
23,180,160,198
25,440,373,486
27,700,585,774
29,959,799,1064
31,1108,982,1201
33,1256,1159,1341
35,1405,1320,1488
37,1553,1459,1640
39,1702,1589,1798
41,1851,1718,1973
43,1889,1770,1994
45,1928,1819,2027
47,1967,1863,2061
49,2006,1905,2098
51,2044,1945,2137
53,2083,1982,2177
55,2122,2017,2220
57,2161,2048,2264
59,2199,2075,2308
61,2238,2103,2405
63,NA,NA,NA
65,NA,NA,NA
67,NA,NA,NA
69,NA,NA,NA
71,NA,NA,NA
