"depth","best.age","min.age","max.age"
1,-44,-46,-44
2,-41,-42,-38
4,-26,-28,-23
6,-11,-13,-8
8,6,4,8
10,19,17,21
12,38,36,41
14,70,68,72
16,97,95,98
18,123,123,125
20,151,149,151
22,178,178,179
24,205,204,205
26,232,231,233
28,259,258,260
30,287,285,288
32,310,301,317
34,330,303,355
36,351,304,392
38,371,306,429
40,391,308,467
44,432,311,540
48,473,313,614
52,504,353,639
56,533,404,648
60,562,455,657
64,590,505,658
68,619,551,674
72,648,595,696
76,677,636,720
80,708,668,751
84,748,710,791
88,787,748,835
92,827,782,879
96,867,817,929
100,907,850,981
104,946,882,1034
108,986,913,1095
112,1026,943,1152
120,1119,1044,1221
128,1214,1140,1301
136,1310,1226,1393
144,1405,1307,1496
152,1501,1367,1606
160,1598,1442,1716
168,1711,1597,1819
176,1824,1725,1934
184,1936,1831,2055
192,2049,1928,2188
200,NA,NA,NA
208,NA,NA,NA
216,NA,NA,NA
